cyc,freq,Vpp,time,wait time,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95,meanEk,meanEk_kHz,meanEtof,meanEtof_kHz,meanEtot_kHz
44,10,1.5,0.1,10.9,44,33449.6,0,5,101,125,0,5,135,-5.68797,-1.11693,1.98766,-0.554421,-6.60784,-154.58,27.7737,34064.5,30.1258,16439.4,-5.0907,-0.519667,3.18219,0.0428447,-6.01058,1.37902,36.8074,34742.1,39.1594,0.439236,0.000605032,0.999388,83.7987,6.82831e-30,10.3052,1.1062e-29,16.6947,33.3894 
45,10,1.5,1,10,45,33276.6,0,5,101,125,0,5,135,13.6152,-1.23186,-16.0069,-5.57513,-0.277407,-156.937,22.121,34120.9,31.4014,16439.4,14.2216,-0.625493,-14.7941,-4.96876,0.328965,-1.53417,31.2923,34808.8,40.5728,0.391253,0.000513438,0.999368,79.9797,7.33138e-30,11.0645,1.18658e-29,17.9077,35.8154 
46,10,1.5,3,8,46,31787.2,0,5,101,125,0,5,135,1.37291,1.14804,-4.87251,-6.87455,0.00147284,-215.533,5.51675,32563.2,30.3301,16439.4,2.20569,1.98082,-3.20695,-6.04178,0.834249,0.241491,18.1125,33507.9,42.9259,0.260149,0.000308787,0.999305,69.6235,6.9519e-30,10.4917,1.1293e-29,17.0433,34.0866 
47,10,1.5,10,1,47,33142.1,0,5,101,125,0,5,135,-7.17182,-9.19535,0.518134,3.02765,-0.793911,-119.902,17.4884,33398.4,20.8701,16439.4,-6.70854,-8.73207,1.44469,3.49092,-0.330635,1.13333,24.4954,33923.9,27.8771,0.422714,0.000412441,0.999554,57.9479,7.32767e-30,11.0589,1.17828e-29,17.7825,35.5651 
48,10,1.5,8,3,48,32257.2,0,5,101,125,0,5,135,-10.1241,-10.8933,4.40323,3.06933,4.45908,-142.781,25.0312,32596.4,24.1178,16439.4,-9.57237,-10.3417,5.50658,3.621,5.01076,1.95341,33.3753,33222.2,32.4619,0.461434,0.000573733,0.99947,72.3296,7.44292e-30,11.2328,1.21051e-29,18.2688,36.5377 
49,10,1.5,2,9,49,34563.7,0,5,101,125,0,5,135,7.66329,16.1345,0.947475,-9.37167,-6.43439,-130.902,12.8493,35081.3,27.7819,16439.4,8.16907,16.6403,1.95903,-8.86589,-5.92861,0.836391,20.4992,35655,35.4318,0.325295,0.000328425,0.999461,63.0174,6.96593e-30,10.5129,1.13385e-29,17.1119,34.2238 
50,10,1.5,6,5,50,34806.4,0,5,101,125,0,5,135,0.331773,0.257407,-8.24374,-6.27253,-0.938339,-127.655,0.787098,35328.3,32.6877,16439.4,0.825005,0.750639,-7.25728,-5.7793,-0.445107,0.390454,8.24723,35887.8,40.1478,0.146164,0.000131301,0.999393,56.4246,7.21884e-30,10.8946,1.16836e-29,17.6328,35.2656 
51,10,1.5,4,7,51,35142.2,0,5,101,125,0,5,135,-4.94137,-11.1741,-9.21368,4.03083,1.65435,-100.838,15.0042,35482.2,18.8112,16439.4,-4.55175,-10.7845,-8.43444,4.42045,2.04397,0.512635,20.8972,35924.2,24.7042,0.413459,0.00033229,0.999627,50.5422,6.91043e-30,10.4292,1.12185e-29,16.9309,33.8617 
52,10,1.5,5,6,52,34476.6,0,5,101,125,0,5,135,-7.79687,-6.2923,3.65976,5.13574,3.09514,-220.922,16.5944,35092.3,27.1271,16439.4,-6.94327,-5.4387,5.36696,5.98933,3.94874,-0.83608,29.505,36060.6,40.0378,0.380463,0.000467328,0.999398,77.5504,6.76868e-30,10.2152,1.09985e-29,16.5988,33.1976 
53,10,1.5,9,2,53,33559.2,0,5,101,125,0,5,135,14.8785,7.15152,-10.8873,-3.48081,4.38026,-136.533,39.3642,34345.9,14.7552,16439.4,15.406,7.67905,-9.83221,-2.95327,4.9078,1.64654,47.3432,34944.3,22.7342,0.634421,0.000773582,0.999647,74.6242,7.32819e-30,11.0596,1.18177e-29,17.8352,35.6703 
54,10,1.5,7,4,54,34823.3,0,5,101,125,0,5,135,1.09219,0.953131,-1.6664,-2.38,-2.48662,-229.303,21.573,35471.8,31.6981,16439.4,1.97817,1.83911,0.105556,-1.49402,-1.60064,0.872545,34.9735,36476.9,45.0986,0.392556,0.000547577,0.999329,89.0918,7.40123e-30,11.1699,1.19361e-29,18.0138,36.0276 
55,10,1.5,0.1,10.9,55,23062.4,0,5,101,125,0,5,135,0.147375,-1.81223,1.99563,-4.95101,-8.88272,-152.896,13.1443,23784.9,24.9326,16439.4,0.738137,-1.22147,3.17715,-4.36025,-8.29196,1.31904,22.0795,24455,33.8679,0.352028,0.000515656,0.999249,62.721,6.98151e-30,10.5364,1.12252e-29,16.9409,33.8818 
