cyc,freq,amplitude,time,waittime,cyc2,T,TF,EF,EFkHz,ToTF,wx,wy,wz,bx,by,bz,q,mu0,offs,N,Npix,ENoEF,EkHz,ENoEF2,EkHz2,SNkB,tof,AR,beta_visc
90,16,0.7,0.01,10,90,4.41063e-07,5.08527e-07,7.02098e-30,10.596,0.867335,950.317,2545.79,2478.35,4.47365,19.0317,18.2836,-1.44091,-8.77448e-30,-1.51526e-14,16405.5,25185.5,2.51067,26.603,2.21029,23.4203,-0.15438,0.0066,1.29381,3.7 
91,16,0.7,0.01,10,91,4.79056e-07,4.96566e-07,6.85585e-30,10.3468,0.964737,950.317,2545.79,2478.35,4.47365,19.0317,18.2836,-1.74279,-1.1527e-29,2.67622e-13,15274.9,25727.3,2.814,29.1158,2.49141,25.7781,-0.446413,0.0066,1.20977,3.7 
92,16,0.7,0.01,10,92,4.44674e-07,5.22954e-07,7.22017e-30,10.8966,0.850311,950.317,2545.79,2478.35,4.47365,19.0317,18.2836,-1.385,-8.50308e-30,1.06432e-13,17841.8,28486,2.45772,26.7809,2.16292,23.5685,-0.100389,0.0066,1.2377,3.7 
93,16,0.7,10,0.01,93,4.37082e-07,4.96769e-07,6.85865e-30,10.351,0.879849,950.317,2545.79,2478.35,4.47365,19.0317,18.2836,-1.48139,-8.93958e-30,3.49727e-13,15293.7,25700,2.54954,26.3903,2.24545,23.2427,-0.193527,0.0066,1.23359,3.7 
94,16,0.7,0.01,10,94,4.93091e-07,4.76011e-07,6.57205e-30,9.91848,1.03588,950.317,2545.79,2478.35,4.47365,19.0317,18.2836,-1.94642,-1.32509e-29,1.05869e-13,13455.5,22015.8,3.03516,30.1042,2.70728,26.8521,-0.644183,0.0066,-1.22082,3.7 
95,16,0.7,0.01,10,95,4.34715e-07,5.04841e-07,6.97009e-30,10.5192,0.861094,950.317,2545.79,2478.35,4.47365,19.0317,18.2836,-1.42053,-8.52587e-30,8.89126e-14,16051.3,25778.3,2.49126,26.2061,2.19286,23.0671,-0.13469,0.0066,1.19675,3.7 
96,16,0.7,10,0.01,96,3.97406e-07,5.20136e-07,7.18126e-30,10.8379,0.764042,950.317,2545.79,2478.35,4.47365,19.0317,18.2836,-1.08589,-5.95806e-30,4.13126e-13,17554.9,28618.5,2.18831,23.7167,1.9312,20.9302,0.187051,0.0066,1.29196,3.7 
97,16,0.7,0.01,10,97,4.3175e-07,5.03598e-07,6.95293e-30,10.4933,0.85733,950.317,2545.79,2478.35,4.47365,19.0317,18.2836,-1.40823,-8.39438e-30,6.14666e-13,15933.1,27184.9,2.47941,26.0172,2.18239,22.9004,-0.12289,0.0066,1.26137,3.7 
98,16,0.7,10,0.01,98,3.92873e-07,5.04316e-07,6.96284e-30,10.5083,0.779021,950.317,2545.79,2478.35,4.47365,19.0317,18.2836,-1.13982,-6.18264e-30,5.94236e-13,16001.3,27043.9,2.23527,23.4888,1.97042,20.7057,0.135435,0.0066,1.26776,3.7 
99,16,0.7,0.01,10,99,4.14892e-07,4.98112e-07,6.87719e-30,10.379,0.832928,950.317,2545.79,2478.35,4.47365,19.0317,18.2836,-1.32695,-7.60104e-30,1.16467e-12,15418,27588.7,2.40351,24.946,2.1151,21.9526,-0.0444548,0.0066,1089.9,3.7 
100,18,0.7,10,0.01,100,4.20937e-07,5.07642e-07,7.00876e-30,10.5776,0.829199,950.317,2545.79,2478.35,4.47365,19.0317,18.2836,-1.3143,-7.63824e-30,3.73481e-13,16320,26872.4,2.39201,25.3016,2.10492,22.2649,-0.0321982,0.0066,1.2925,3.7 
101,18,0.7,0.01,10,101,4.69386e-07,5.2346e-07,7.22716e-30,10.9072,0.896698,950.317,2545.79,2478.35,4.47365,19.0317,18.2836,-1.53507,-9.94817e-30,2.50441e-13,17893.6,29121.1,2.60193,28.3796,2.29325,25.0128,-0.24544,0.0066,1.24084,3.7 
102,18,0.7,10,0.01,102,4.57241e-07,4.74994e-07,6.55801e-30,9.89728,0.962624,950.317,2545.79,2478.35,4.47365,19.0317,18.2836,-1.73654,-1.09626e-29,1.656e-13,13369.4,21971.8,2.80742,27.7858,2.48513,24.5961,-0.440354,0.0066,1.22856,3.7 
103,18,0.7,0.01,10,103,4.74587e-07,4.0285e-07,5.56195e-30,8.39405,1.17807,950.317,2545.79,2478.35,4.47365,19.0317,18.2836,-2.31809,-1.5189e-29,6.75923e-13,8156.01,31146.4,3.47488,29.1683,3.16426,26.561,-1.00715,0.0066,-160.587,3.7 
104,18,0.7,10,0.01,104,4.07257e-07,5.13361e-07,7.08772e-30,10.6967,0.793316,950.317,2545.79,2478.35,4.47365,19.0317,18.2836,-1.19047,-6.6938e-30,2.91477e-13,16877.7,27539.4,2.28003,24.3888,2.00825,21.4817,0.0868818,0.0066,895.282,3.7 
105,18,0.7,10,0.01,105,4.25601e-07,4.81839e-07,6.65252e-30,10.0399,0.883284,950.317,2545.79,2478.35,4.47365,19.0317,18.2836,-1.49241,-8.7695e-30,3.75502e-13,13955.8,23539.9,2.56022,25.7044,2.25515,22.6416,-0.204176,0.0066,1.2409,3.7 
106,18,0.7,10,0.01,106,4.26661e-07,4.88793e-07,6.74853e-30,10.1848,0.872886,950.317,2545.79,2478.35,4.47365,19.0317,18.2836,-1.45893,-8.59412e-30,4.48343e-13,14568.7,24723.3,2.52791,25.7463,2.22585,22.6699,-0.171803,0.0066,-1.26702,3.7 
107,18,0.7,0.01,10,107,4.4828e-07,5.44052e-07,7.51146e-30,11.3362,0.823964,950.317,2545.79,2478.35,4.47365,19.0317,18.2836,-1.29652,-8.02436e-30,5.22119e-13,20089.5,33631.3,2.3757,26.9315,2.09066,23.7002,-0.0150657,0.0066,1.23872,3.7 
108,18,0.7,10,0.01,108,4.37654e-07,4.78378e-07,6.60473e-30,9.96779,0.91487,950.317,2545.79,2478.35,4.47365,19.0317,18.2836,-1.59191,-9.61906e-30,2.12246e-13,13657.2,21777.5,2.65857,26.5,2.34536,23.3781,-0.300375,0.0066,1.3229,3.7 
109,18,0.7,10,0.01,109,4.07624e-07,5.09295e-07,7.03158e-30,10.612,0.800369,950.317,2545.79,2478.35,4.47365,19.0317,18.2836,-1.21519,-6.83893e-30,4.94613e-13,16479.9,27331.6,2.30204,24.4293,2.02706,21.5111,0.0631316,0.0066,1.2611,3.7 
110,18,0.7,0.01,10,110,4.33405e-07,5.03278e-07,6.9485e-30,10.4866,0.861164,950.317,2545.79,2478.35,4.47365,19.0317,18.2836,-1.42076,-8.50154e-30,7.99802e-13,15902.6,27870.8,2.49148,26.1272,2.19306,22.9978,-0.134913,0.0066,1.28525,3.7 
111,18,0.7,0.01,10,111,4.47391e-07,4.90154e-07,6.76731e-30,10.2132,0.912757,950.317,2545.79,2478.35,4.47365,19.0317,18.2836,-1.58535,-9.79258e-30,5.16731e-13,14690.7,25143,2.65197,27.085,2.33927,23.8913,-0.294041,0.0066,1.24089,3.7 
112,18,0.7,0.01,10,112,4.65522e-07,4.94166e-07,6.82271e-30,10.2968,0.942035,950.317,2545.79,2478.35,4.47365,19.0317,18.2836,-1.67498,-1.07655e-29,7.32224e-13,15054.5,27028.3,2.74327,28.2469,2.42438,24.9632,-0.38073,0.0066,-1.22696,3.7 
113,18,0.7,10,0.01,113,3.95355e-07,5.27767e-07,7.28662e-30,10.9969,0.749109,950.317,2545.79,2478.35,4.47365,19.0317,18.2836,-1.03124,-5.62897e-30,4.89487e-13,18338.9,30188.6,2.14147,23.5495,1.89254,20.812,0.239291,0.0066,1.27189,3.7 
114,18,0.7,0.01,10,114,4.50518e-07,5.33217e-07,7.36187e-30,11.1105,0.844904,950.317,2545.79,2478.35,4.47365,19.0317,18.2836,-1.36703,-8.50305e-30,3.44196e-13,18912.9,30637.7,2.44093,27.1198,2.14799,23.8651,-0.0830338,0.0066,1.28469,3.7 
115,18,0.7,0.01,10,115,4.27102e-07,5.11658e-07,7.0642e-30,10.6612,0.834742,950.317,2545.79,2478.35,4.47365,19.0317,18.2836,-1.33304,-7.86067e-30,4.17272e-13,16710.3,27567.8,2.40919,25.685,2.12007,22.6025,-0.050309,0.0066,447214,3.7 
116,18,0.7,10,0.01,116,3.80509e-07,5.53704e-07,7.64471e-30,11.5373,0.687206,950.317,2545.79,2478.35,4.47365,19.0317,18.2836,-0.794331,-4.17301e-30,5.89328e-13,21177.7,34390,1.94683,22.4613,1.73694,20.0397,0.464767,0.0066,1.30794,3.7 
117,18,0.7,0.01,10,117,4.28545e-07,5.64484e-07,7.79355e-30,11.7619,0.75918,950.317,2545.79,2478.35,4.47365,19.0317,18.2836,-1.06818,-6.32012e-30,7.90836e-13,22438.9,37542.2,2.17309,25.5598,1.91857,22.5661,0.204004,0.0066,1.27214,3.7 
118,18,0.7,10,0.01,118,4.07189e-07,5.41699e-07,7.47897e-30,11.2872,0.75169,950.317,2545.79,2478.35,4.47365,19.0317,18.2836,-1.04077,-5.85107e-30,3.51878e-13,19829.9,31964.6,2.14951,24.2619,1.89919,21.4365,0.23015,0.0066,1.30483,3.7 
119,18,0.7,0.01,10,119,4.22779e-07,5.34489e-07,7.37942e-30,11.137,0.790997,950.317,2545.79,2478.35,4.47365,19.0317,18.2836,-1.18231,-6.90127e-30,4.45031e-13,19048.6,31147.6,2.27274,25.3114,2.00209,22.2971,0.0946932,0.0066,1.25991,3.7 
120,18,0.7,0.01,10,119,4.80765e-07,5.65649e-07,7.80963e-30,11.7862,0.849935,950.317,2545.79,2478.35,4.47365,19.0317,18.2836,-1.38376,-9.18499e-30,4.40834e-13,22578.1,38753.1,2.45655,28.9534,2.16188,25.4804,-0.099196,0.0066,1.24221,3.7 
121,18,0.7,0.01,10,119,4.45409e-07,5.5839e-07,7.70942e-30,11.635,0.797666,950.317,2545.79,2478.35,4.47365,19.0317,18.2836,-1.20574,-7.41477e-30,6.77062e-13,21720,36494.3,2.29359,26.6859,2.01984,23.5008,0.0722012,0.0066,-1.29387,3.7 
122,18,0.7,0.01,10,119,5.21599e-07,5.17203e-07,7.14076e-30,10.7768,1.0085,950.317,2545.79,2478.35,4.47365,19.0317,18.2836,-1.86958,-1.34637e-29,6.8389e-13,17259.5,30466.1,2.95014,31.7929,2.62317,28.2693,-0.569464,0.0066,-1.22403,3.7 
123,18,0.7,0.01,10,119,4.49208e-07,5.29962e-07,7.31692e-30,11.0426,0.847624,950.317,2545.79,2478.35,4.47365,19.0317,18.2836,-1.37609,-8.53452e-30,4.03128e-13,18568.6,30425.8,2.44937,27.0475,2.15549,23.8023,-0.0917852,0.0066,1.26474,3.7 
