cyc,freq,amplitude,time,waittime,cyc2,T,TF,EF,ToTF,wx,wy,wz,bx,by,bz,q,mu0,offs,N,Npix,ENoEF,EkHz,ENoEF2,EkHz2,SNkB,tof,AR
96,2.5,1.8,0.01,40,96,3.45273e-07,6.56863e-07,9.06898e-30,0.525639,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.0746007,-3.55622e-31,2.21192e-13,35356.6,51150.8,1.44515,19.7794,1.36828,18.7274,1.14732,0.0066,1.37896 
97,2.5,1.8,40,0.01,97,3.50257e-07,6.11607e-07,8.44415e-30,0.572683,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.303393,-1.46716e-30,2.12403e-13,28540.6,42178.4,1.58794,20.2365,1.46981,18.731,0.928967,0.0066,1.33514 
98,2.5,1.8,40,0.01,98,3.5276e-07,6.19961e-07,8.5595e-30,0.569003,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.286178,-1.39379e-30,1.33018e-13,29726.2,42938.9,1.57662,20.3666,1.46169,18.882,0.945307,0.0066,1.36394 
99,2.5,1.8,40,0.01,99,3.37422e-07,5.99582e-07,8.27813e-30,0.562762,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.256745,-1.19608e-30,3.48479e-13,26890.1,40265.3,1.55746,19.4577,1.44799,18.0901,0.973266,0.0066,1.37312 
100,2.5,1.8,0.01,40,100,3.42425e-07,6.14508e-07,8.4842e-30,0.557234,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.230408,-1.0893e-30,-1.54065e-13,28948.7,40365.5,1.54055,19.7256,1.43593,18.386,0.998316,0.0066,1.40018 
101,2.5,1.8,40,0.01,101,3.58989e-07,6.2391e-07,8.61401e-30,0.575386,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.315934,-1.56589e-30,-2.35562e-13,30297.9,42190.2,1.59633,20.7526,1.47579,19.1856,0.917118,0.0066,1.36876 
102,2.5,1.8,40,0.01,102,3.5961e-07,6.38689e-07,8.81806e-30,0.563043,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.258078,-1.28134e-30,-1.0072e-13,32502.4,45845.2,1.55832,20.7383,1.4486,19.2782,0.972,0.0066,1.40159 
103,2.5,1.8,0.01,40,103,3.53094e-07,6.56293e-07,9.06111e-30,0.538013,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.136734,-6.66578e-31,5.78761e-14,35264.7,49717.9,1.48224,20.2696,1.39451,19.0698,1.08772,0.0066,1.44389 
104,2.5,1.8,0.01,40,104,3.45828e-07,6.06001e-07,8.36676e-30,0.570671,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.293995,-1.40373e-30,7.02237e-14,27763.1,39626.5,1.58176,19.973,1.46537,18.5033,0.937898,0.0066,1.38657 
105,2.5,1.8,0.01,40,105,3.59973e-07,6.5926e-07,9.10207e-30,0.546027,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.176191,-8.75666e-31,4.29509e-14,35745.1,50627,1.50645,20.6938,1.41167,19.3918,1.05,0.0066,1.40859 
106,2.5,1.8,40,0.01,106,3.57232e-07,6.2333e-07,8.606e-30,0.573103,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.305347,-1.50601e-30,2.53115e-13,30213.4,43746.5,1.58925,20.6413,1.47074,19.1021,0.927122,0.0066,1.41066 
107,2.5,1.8,40,0.01,107,3.58101e-07,6.33544e-07,8.74703e-30,0.565234,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.268445,-1.32723e-30,-2.5364e-13,31723.3,43603.1,1.56504,20.66,1.45341,19.1863,0.962149,0.0066,1.39823 
108,2.5,1.8,40,0.01,108,3.53693e-07,6.50244e-07,8.97759e-30,0.543939,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.165969,-8.10471e-31,2.19097e-13,34298.5,49928.1,1.50013,20.3251,1.40719,19.0658,1.05977,0.0066,1.37221 
109,2.5,1.8,0.01,40,109,3.56354e-07,6.255e-07,8.63596e-30,0.569711,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.289494,-1.42431e-30,5.38248e-13,30530.1,45909.8,1.57881,20.5771,1.46325,19.071,0.942168,0.0066,1.41362 
110,2.5,1.8,40,0.01,110,3.60788e-07,6.23514e-07,8.60855e-30,0.578637,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.33099,-1.64874e-30,4.69304e-13,30240.3,45229.1,1.60636,20.8697,1.48301,19.2672,0.902837,0.0066,1.38178 
111,2.5,1.8,0.01,40,111,3.57244e-07,6.58308e-07,9.08894e-30,0.542669,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.159732,-7.87845e-31,3.03427e-13,35590.6,51765,1.49629,20.5246,1.40446,19.2649,1.06573,0.0066,1.39775 
112,2.5,1.8,0.01,40,112,3.5028e-07,6.68252e-07,9.22622e-30,0.524174,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.0671527,-3.2476e-31,1.47288e-13,37227.7,52557.6,1.44077,20.0614,1.3652,19.0092,1.15447,0.0066,1.43452 
113,2.5,1.8,0.01,40,113,3.54976e-07,6.14126e-07,8.47894e-30,0.578019,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.328136,-1.60819e-30,3.05699e-13,28894.8,42708.8,1.60445,20.531,1.48164,18.9595,0.90554,0.0066,1.36354 
114,2.5,1.8,40,0.01,114,3.54256e-07,6.32865e-07,8.73765e-30,0.559765,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.242498,-1.18607e-30,8.62037e-14,31621.3,45553.6,1.54828,20.4169,1.44144,19.008,0.986812,0.0066,1.37488 
115,2.5,1.8,0.01,40,115,3.46156e-07,6.15044e-07,8.49161e-30,0.562816,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.257,-1.22826e-30,2.28133e-13,29024.5,42052.4,1.55762,19.9616,1.44811,18.5581,0.973024,0.0066,1.39366 
116,2.5,1.8,0.01,40,116,3.46878e-07,6.43516e-07,8.88471e-30,0.539036,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.141801,-6.79108e-31,3.29489e-14,33244.9,47139.7,1.48532,19.9163,1.39669,18.7278,1.08287,0.0066,1.39826 
117,2.5,1.8,40,0.01,117,3.6701e-07,6.13683e-07,8.47282e-30,0.598045,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.419147,-2.12387e-30,3.40862e-13,28832.3,43349.4,1.6667,21.3123,1.52657,19.5204,0.819486,0.0066,1.34373 
118,2.5,1.8,40,0.01,118,3.54369e-07,6.48849e-07,8.95833e-30,0.546151,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.1768,-8.65011e-31,2.08931e-13,34078.2,49498.6,1.50683,20.3721,1.41194,19.0892,1.04942,0.0066,1.38529 
119,2.5,1.8,40,0.01,119,3.49504e-07,6.34546e-07,8.76087e-30,0.550793,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.199383,-9.62109e-31,-5.46987e-14,31874,44601.7,1.52092,20.1093,1.42195,18.8008,1.02787,0.0066,1.40712 
120,2.5,1.8,0.01,40,120,3.45615e-07,6.54881e-07,9.04162e-30,0.527752,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.0853171,-4.0711e-31,2.67383e-13,35037.6,50092.4,1.45145,19.8058,1.37273,18.7317,1.13702,0.0066,1.44717 
121,2.5,1.8,40,0.01,121,3.54977e-07,6.28332e-07,8.67507e-30,0.564952,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.267115,-1.30913e-30,4.35786e-13,30946.7,45695.7,1.56417,20.4787,1.45279,19.0204,0.963413,0.0066,1.40271 
122,2.5,1.8,40,0.01,122,3.55561e-07,6.21008e-07,8.57395e-30,0.572555,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.302796,-1.48644e-30,5.06634e-13,29877.1,45045.3,1.58754,20.5424,1.46953,19.0153,0.929532,0.0066,1.38503 
123,2.5,1.8,0.01,40,123,3.51343e-07,6.55345e-07,9.04802e-30,0.536119,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.12731,-6.17557e-31,1.7515e-13,35112,50076.8,1.47654,20.1624,1.39047,18.9871,1.09675,0.0066,1.4279 
124,2.5,1.8,0.01,40,124,3.5588e-07,6.76458e-07,9.33952e-30,0.526093,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.0769144,-3.77916e-31,4.25855e-13,38616.2,56539.9,1.44649,20.3885,1.36924,19.2996,1.14509,0.0066,1.43766 
125,2.5,1.8,0.01,40,125,3.65534e-07,6.11466e-07,8.44221e-30,0.597798,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.418045,-2.10977e-30,3.16278e-13,28521,42375.8,1.66594,21.2255,1.52601,19.4428,0.820526,0.0066,1.37471 
126,2.5,1.8,40,0.01,126,3.65656e-07,6.39409e-07,8.828e-30,0.571866,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.299562,-1.51231e-30,4.56111e-13,32612.4,48909.2,1.58544,21.1231,1.468,19.5584,0.93262,0.0066,1.39574 
127,2.5,1.8,40,0.01,127,3.57962e-07,6.42699e-07,8.87342e-30,0.556968,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.229134,-1.13243e-30,9.58744e-14,33118.4,47409.6,1.53972,20.6195,1.43535,19.2217,0.999521,0.0066,1.40643 
128,2.5,1.8,40,0.01,128,3.52221e-07,6.35305e-07,8.77134e-30,0.554412,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.21686,-1.05457e-30,-2.41148e-13,31988.5,44171.4,1.53193,20.2792,1.42979,18.9271,1.01122,0.0066,1.39268 
129,2.5,1.8,0.01,40,129,3.512e-07,6.44221e-07,8.89444e-30,0.545154,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.171922,-8.33624e-31,-6.91697e-14,33354.3,46856.4,1.50381,20.1862,1.4098,18.9243,1.05408,0.0066,1.386 
130,2.5,1.8,40,0.01,130,3.5775e-07,6.31482e-07,8.71855e-30,0.566524,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.274523,-1.35594e-30,3.57763e-13,31414.4,46258.2,1.56905,20.6454,1.45624,19.1611,0.95641,0.0066,1.38307 
131,2.5,1.8,0.01,40,131,3.37893e-07,6.48033e-07,8.94707e-30,0.521413,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.0530451,-2.47462e-31,2.27858e-13,33949.9,48149.5,1.43254,19.3434,1.35941,18.3558,1.16803,0.0066,1.4355 
132,2.5,1.8,0.01,40,132,3.5415e-07,6.26116e-07,8.64447e-30,0.56563,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.270309,-1.32169e-30,2.8673e-13,30620.4,44580.5,1.56626,20.4336,1.45427,18.9727,0.96038,0.0066,1.36775 
133,2.5,1.8,0.01,40,133,3.36769e-07,6.63884e-07,9.16591e-30,0.507272,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,0.0204481,9.50756e-32,1.58803e-13,36502.5,51683.8,1.3907,19.2377,1.33,18.398,1.2389,0.0066,1.40816 
134,2.5,1.8,40,0.01,134,3.45305e-07,6.6128e-07,9.12996e-30,0.522177,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.0569529,-2.7152e-31,1.99731e-13,36074.6,51011.3,1.43482,19.7701,1.36101,18.7531,1.16427,0.0066,1.48102 
135,2.5,1.8,0.01,40,135,3.51854e-07,6.41122e-07,8.85166e-30,0.54881,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.189757,-9.21816e-31,1.73425e-13,32875.3,47520.1,1.51489,20.2372,1.41767,18.9384,1.03705,0.0066,1.43154 
136,2.5,1.8,0.01,40,136,3.64009e-07,6.71357e-07,9.2691e-30,0.542199,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.15742,-7.91146e-31,5.25573e-13,37749.2,56084.2,1.49487,20.9115,1.40346,19.6327,1.06794,0.0066,1.40163 
137,2.5,1.8,40,0.01,137,3.53964e-07,6.37647e-07,8.80368e-30,0.555109,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.220211,-1.07617e-30,2.52233e-13,32343.6,47172.3,1.53406,20.3821,1.43131,19.0169,1.00802,0.0066,1.36672 
138,2.5,1.8,40,0.01,138,3.51086e-07,6.19955e-07,8.55941e-30,0.56631,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.273509,-1.32577e-30,5.60501e-14,29725.4,42066.8,1.56839,20.2602,1.45577,18.8053,0.957381,0.0066,1.39134 
139,2.5,1.8,40,0.01,139,3.59381e-07,6.12206e-07,8.45242e-30,0.587027,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.369434,-1.83306e-30,5.14002e-13,28624.6,43381.2,1.63238,20.8232,1.50174,19.1567,0.86646,0.0066,1.37452 
140,2.5,1.8,0.01,40,140,3.62979e-07,6.32683e-07,8.73513e-30,0.573714,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.308183,-1.54445e-30,3.86439e-13,31594,46739.6,1.59114,20.976,1.47209,19.4065,0.924444,0.0066,1.38239 
141,2.5,1.8,40,0.01,141,3.54063e-07,6.6789e-07,9.22123e-30,0.530121,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.0972791,-4.75536e-31,3.80203e-13,37167.4,53534,1.45854,20.298,1.37774,19.1735,1.12554,0.0066,1.47237 
142,2.5,1.8,40,0.01,142,3.5071e-07,6.37612e-07,8.80319e-30,0.550037,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.195719,-9.47687e-31,-1.02181e-13,32338.2,45255,1.51862,20.1759,1.42032,18.8699,1.03137,0.0066,1.38429 
143,2.5,1.8,0.01,40,143,3.58918e-07,6.18462e-07,8.53879e-30,0.580339,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.338834,-1.67906e-30,1.67217e-13,29511.1,43347.5,1.61163,20.7686,1.4868,19.1599,0.895411,0.0066,1.36975 
144,2.5,1.8,0.01,40,144,3.59569e-07,6.56152e-07,9.05917e-30,0.547996,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.185801,-9.22387e-31,-9.71996e-14,35242,49658.1,1.51242,20.6779,1.41592,19.3584,1.04083,0.0066,1.4005 
145,2.5,1.8,0.01,40,145,3.48566e-07,6.33217e-07,8.74251e-30,0.550468,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.197811,-9.51959e-31,-9.28476e-14,31674.1,44522.4,1.51993,20.0541,1.42125,18.7522,1.02937,0.0066,1.3728 
146,2.5,1.8,40,0.01,146,3.52963e-07,6.15966e-07,8.50433e-30,0.573024,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.30498,-1.48623e-30,7.22483e-14,29155.2,41914.6,1.589,20.3943,1.47056,18.8742,0.927468,0.0066,1.36404 
147,2.5,1.8,40,0.01,147,3.52887e-07,6.50538e-07,8.98166e-30,0.542453,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.158668,-7.73053e-31,2.42253e-13,34345.1,49033.7,1.49564,20.2734,1.404,19.0313,1.06674,0.0066,1.441 
149,2.5,1.8,0.01,40,149,3.59418e-07,6.05045e-07,8.35355e-30,0.594035,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.401157,-1.99066e-30,-1.25569e-13,27631.8,39309.9,1.6542,20.8546,1.5175,19.1313,0.836478,0.0066,1.34761 
150,2.5,1.8,40,0.01,150,3.49969e-07,6.53051e-07,9.01635e-30,0.535898,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.126209,-6.09822e-31,2.3286e-13,34744.7,49728.6,1.47588,20.0828,1.39,18.9143,1.0978,0.0066,1.43619 
151,2.5,1.8,0.01,40,151,3.63451e-07,6.74945e-07,9.31863e-30,0.53849,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.139095,-6.97978e-31,5.17488e-13,38357.6,56152.5,1.48368,20.8659,1.39552,19.6261,1.08547,0.0066,1.41627 
152,2.5,1.8,0.01,40,152,3.48924e-07,6.72667e-07,9.28718e-30,0.518717,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.0391949,-1.88818e-31,3.37467e-13,37970.5,55211.5,1.42453,19.9663,1.35376,18.9745,1.18136,0.0066,1.42937 
153,2.5,1.8,0.01,40,153,3.56265e-07,6.42217e-07,8.86678e-30,0.554742,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.218445,-1.07448e-30,-2.30483e-14,33044,46954.4,1.53294,20.5133,1.43051,19.1426,1.00971,0.0066,1.41213 
154,2.5,1.8,40,0.01,154,3.60101e-07,6.74524e-07,9.31281e-30,0.53386,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.116041,-5.76923e-31,4.02947e-13,38285.8,55633.8,1.46975,20.6571,1.38567,19.4753,1.10754,0.0066,1.42772 
155,2.5,1.8,0.01,40,155,3.44957e-07,6.0765e-07,8.38953e-30,0.56769,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.280012,-1.3336e-30,-6.97521e-15,27990.3,39440.5,1.57261,19.9114,1.4588,18.4705,0.95118,0.0066,1.43299 
156,2.5,1.8,0.01,40,156,3.51025e-07,6.2492e-07,8.62797e-30,0.561712,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.251763,-1.22015e-30,3.08779e-13,30445.4,44755.8,1.55424,20.2381,1.44569,18.8247,0.978001,0.0066,1.37741 
157,2.5,1.8,40,0.01,157,3.44331e-07,6.40058e-07,8.83696e-30,0.537969,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.136514,-6.48992e-31,2.30199e-13,32711.8,46907,1.48211,19.7664,1.39441,18.5968,1.08794,0.0066,1.40063 
158,2.5,1.8,40,0.01,158,3.475e-07,6.68271e-07,9.22649e-30,0.519999,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.0457924,-2.19701e-31,2.64868e-13,37231,53572.4,1.42833,19.8889,1.35644,18.8878,1.17501,0.0066,1.42442 
159,2.5,1.8,40,0.01,159,3.54364e-07,6.32121e-07,8.72738e-30,0.560595,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.246447,-1.20575e-30,2.47687e-13,31510,45622.8,1.55082,20.4263,1.44325,19.0095,0.983057,0.0066,1.4036 
160,1,1.8,0.01,40,160,3.50797e-07,6.09998e-07,8.42193e-30,0.57508,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.314518,-1.5233e-30,2.37793e-13,28315.9,41086.8,1.59538,20.2777,1.47511,18.7492,0.918453,0.0066,1.38614 
161,1,1.8,40,0.01,161,3.56147e-07,6.31313e-07,8.71622e-30,0.564138,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.26326,-1.29449e-30,2.19195e-13,31389.2,45322,1.56168,20.543,1.451,19.0871,0.967076,0.0066,1.40417 
162,1,1.8,40,0.01,162,3.51834e-07,6.2722e-07,8.65972e-30,0.560942,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.248099,-1.20517e-30,3.93545e-13,30782.7,45204.6,1.55188,20.2818,1.44401,18.872,0.981485,0.0066,1.40454 
163,1,1.8,0.01,40,163,3.49854e-07,6.01044e-07,8.29831e-30,0.582077,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.346816,-1.67521e-30,2.91759e-13,27087.3,39662.6,1.61701,20.2511,1.49067,18.6688,0.887855,0.0066,1.40429 
164,1,1.8,0.01,40,164,3.58151e-07,6.6153e-07,9.13342e-30,0.541398,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.153474,-7.58899e-31,-1.03446e-13,36115.7,50836,1.49245,20.5721,1.40174,19.3217,1.07171,0.0066,1.39828 
165,1,1.8,0.01,40,165,3.46536e-07,6.06152e-07,8.36884e-30,0.571699,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.298785,-1.42952e-30,1.0526e-13,27783.8,40085.1,1.58493,20.0179,1.46764,18.5365,0.933356,0.0066,1.36736 
166,1,1.8,40,0.01,166,3.43763e-07,6.67561e-07,9.21669e-30,0.514953,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.0197349,-9.36649e-32,5.57988e-13,37112.5,54327.5,1.41336,19.6595,1.34592,18.7213,1.20011,0.0066,1.43428 
167,1,1.8,40,0.01,167,3.45878e-07,6.69204e-07,9.23937e-30,0.516849,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.0295563,-1.41142e-31,5.62458e-13,37387.2,54736.8,1.41898,19.7862,1.34986,18.8225,1.19064,0.0066,1.43157 
168,1,1.8,40,0.01,168,3.52164e-07,6.59257e-07,9.10204e-30,0.534183,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.117655,-5.72055e-31,5.30535e-13,35744.7,52643.5,1.47072,20.2029,1.38635,19.0439,1.106,0.0066,1.43758 
169,1,1.8,0.01,40,169,3.34329e-07,6.70927e-07,9.26315e-30,0.49831,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,0.0681103,3.14392e-31,-5.4148e-14,37676.6,52358.4,1.36438,19.0738,1.3116,18.336,1.285,0.0066,1.40695 
170,1,1.8,40,0.01,170,3.36685e-07,6.89958e-07,9.52591e-30,0.487979,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,0.124235,5.77502e-31,1.95692e-13,40974.6,57640.6,1.33435,19.1831,1.29063,18.5546,1.33954,0.0066,1.46839 
171,1,1.8,0.01,40,171,3.43174e-07,6.4954e-07,8.96788e-30,0.528334,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.088269,-4.18221e-31,4.87728e-13,34187.3,50062.8,1.45319,19.6678,1.37396,18.5955,1.13418,0.0066,1.44624 
172,1,1.8,0.01,40,172,3.57113e-07,6.41972e-07,8.86339e-30,0.556275,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.225813,-1.11337e-30,-2.82253e-14,33006.2,46649.7,1.53762,20.568,1.43384,19.1798,1.00269,0.0066,1.40961 
173,1,1.8,0.01,40,173,3.46234e-07,6.52576e-07,9.00979e-30,0.530566,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.0995207,-4.75737e-31,2.32375e-14,34668.8,48501.4,1.45987,19.8506,1.37868,18.7466,1.12339,0.0066,1.45366 
174,1,1.8,40,0.01,174,3.56705e-07,6.36949e-07,8.79404e-30,0.560022,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.243721,-1.20029e-30,7.8472e-14,32237.4,45976.1,1.54907,20.5591,1.442,19.138,0.985652,0.0066,1.38266 
175,1,1.8,0.01,40,175,3.54668e-07,6.51882e-07,9.00021e-30,0.544068,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.166598,-8.15785e-31,1.42284e-13,34558.3,49024.6,1.50052,20.3816,1.40746,19.1176,1.05917,0.0066,1.43859 
176,1,1.8,0.01,40,176,3.41042e-07,6.64555e-07,9.17518e-30,0.513189,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.0105686,-4.97633e-32,4.92568e-13,36613.3,53584.7,1.40814,19.4987,1.34225,18.5862,1.20894,0.0066,1.41616 
177,1,1.8,40,0.01,177,3.5779e-07,6.88868e-07,9.51086e-30,0.519388,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.0426477,-2.10672e-31,1.4428e-13,40780.8,57884.8,1.42652,20.4758,1.35517,19.4517,1.17804,0.0066,1.43119 
178,1,1.8,40,0.01,178,3.47292e-07,6.83227e-07,9.43297e-30,0.508311,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,0.0149849,7.1851e-32,6.77869e-13,39787,58508.7,1.39377,19.842,1.33214,18.9646,1.23364,0.0066,1.43809 
179,1,1.8,40,0.01,179,3.50468e-07,6.36424e-07,8.7868e-30,0.550683,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.19885,-9.62181e-31,1.10788e-14,32157.9,45363.5,1.52058,20.1644,1.42171,18.8533,1.02838,0.0066,1.40842 
180,1,1.8,0.01,40,180,3.53247e-07,6.98314e-07,9.64128e-30,0.505857,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,0.0279021,1.36082e-31,1.07463e-13,42481.4,60100,1.38651,20.1745,1.32708,19.3098,1.24609,0.0066,1.43121 
181,1,1.8,40,0.01,181,3.44572e-07,6.3449e-07,8.76009e-30,0.543069,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.161698,-7.69249e-31,2.5962e-13,31865.5,46005.1,1.4975,19.7979,1.40532,18.5793,1.06385,0.0066,1.40982 
182,1,1.8,40,0.01,182,3.31333e-07,6.70986e-07,9.26397e-30,0.4938,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,0.0924612,4.22969e-31,4.19957e-13,37686.6,54317.2,1.35124,18.8918,1.30242,18.2092,1.30864,0.0066,1.44696 
183,1,1.8,0.01,40,183,3.39601e-07,6.86923e-07,9.484e-30,0.494381,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,0.0893115,4.18755e-31,6.1355e-13,40436.2,58931.8,1.35293,19.3647,1.3036,18.6586,1.30558,0.0066,1.45373 
184,1,1.8,0.01,40,184,3.56263e-07,6.24811e-07,8.62645e-30,0.570194,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.29175,-1.43504e-30,1.58342e-13,30429.3,43945.3,1.58029,20.5738,1.46431,19.0639,0.940029,0.0066,1.3838 
185,1,1.8,0.01,40,185,3.46765e-07,6.55196e-07,9.04596e-30,0.529255,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.0929116,-4.44825e-31,1.52514e-13,35088.1,50013.9,1.45595,19.8767,1.37591,18.784,1.12973,0.0066,1.40777 
186,1,1.8,40,0.01,186,3.43727e-07,6.2443e-07,8.62119e-30,0.550465,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.197795,-9.38667e-31,2.28326e-13,30373.7,43443.5,1.51992,19.7757,1.42124,18.4918,1.02939,0.0066,1.44294 
187,1,1.8,40,0.01,187,3.50026e-07,6.20573e-07,8.56795e-30,0.564037,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.262785,-1.26995e-30,2.06163e-13,29814.4,43185.3,1.56137,20.1896,1.45078,18.7596,0.967527,0.0066,1.39442 
188,1,1.8,40,0.01,188,3.39771e-07,6.39967e-07,8.83571e-30,0.530919,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.101288,-4.75147e-31,7.05936e-13,32697.9,48658.7,1.46094,19.4813,1.37943,18.3944,1.1217,0.0066,1.42724 
189,1,1.8,0.01,40,189,3.51264e-07,6.74099e-07,9.30695e-30,0.521086,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.0513694,-2.49127e-31,4.44733e-13,38213.6,55847.8,1.43157,20.1078,1.35872,19.0845,1.16964,0.0066,1.42599 
190,1,1.8,40,0.01,190,3.42742e-07,6.61397e-07,9.13158e-30,0.518209,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.0365778,-1.73089e-31,4.96197e-13,36093.9,52940.8,1.42302,19.611,1.3527,18.642,1.18388,0.0066,1.4173 
191,1,1.8,0.01,40,191,3.44405e-07,6.55034e-07,9.04373e-30,0.525782,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.0753315,-3.58204e-31,3.38519e-13,35062.1,50544.1,1.44557,19.7301,1.36858,18.6794,1.14661,0.0066,1.43867 
192,1,1.8,0.01,40,192,3.39064e-07,6.73935e-07,9.30469e-30,0.503111,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,0.0424603,1.98769e-31,1.03478e-13,38185.8,53786.9,1.37849,19.3575,1.32144,18.5563,1.26021,0.0066,1.42708 
