cyc,freq,amplitude,time,waittime,cyc2,T,TF,EF,EFkHz,ToTF,wx,wy,wz,bx,by,bz,q,mu0,offs,N,Npix,ENoEF,EkHz,ENoEF2,EkHz2,SNkB,tof,AR,beta_visc
90,30,0.6,0.01,10,90,4.19601e-07,8.04883e-07,1.11126e-29,16.7711,0.52132,1062.49,2846.28,2770.88,4.92329,21.3147,20.4737,-0.0525683,-3.0454e-31,5.76027e-13,46545.7,69685.2,1.43227,24.0206,1.35921,22.7954,1.16849,0.0066,1.38332,3.7 
91,30,0.6,0.01,10,91,4.41272e-07,8.53177e-07,1.17794e-29,17.7773,0.51721,1062.49,2846.28,2770.88,4.92329,21.3147,20.4737,-0.0314244,-1.91451e-31,3.61404e-13,55436.8,81257.8,1.42005,25.2448,1.35062,24.0104,1.18884,0.0066,1.42066,3.7 
92,30,0.6,0.01,10,92,4.25386e-07,8.13111e-07,1.12262e-29,16.9425,0.523158,1062.49,2846.28,2770.88,4.92329,21.3147,20.4737,-0.0619686,-3.63947e-31,1.13318e-12,47987.9,72560.4,1.43774,24.3589,1.36307,23.0937,1.15945,0.0066,1.43469,3.7 
93,30,0.6,10,0.01,93,5.1688e-07,8.07387e-07,1.11472e-29,16.8232,0.640189,1062.49,2846.28,2770.88,4.92329,21.3147,20.4737,-0.602068,-4.29654e-30,1.37616e-13,46981.5,70754.8,1.79884,30.2624,1.62394,27.3199,0.646761,0.0066,1.32844,3.7 
94,30,0.6,0.01,10,94,4.14446e-07,8.36714e-07,1.15521e-29,17.4343,0.495326,1062.49,2846.28,2770.88,4.92329,21.3147,20.4737,0.0841906,4.81743e-31,8.36197e-13,52289.3,77765.8,1.35567,23.6351,1.30552,22.7608,1.3006,0.0066,1.43808,3.7 
95,30,0.6,0.01,10,95,4.21541e-07,7.88725e-07,1.08895e-29,16.4344,0.534459,1062.49,2846.28,2770.88,4.92329,21.3147,20.4737,-0.119042,-6.92826e-31,2.86729e-13,43798.3,64040.8,1.47155,24.184,1.38694,22.7935,1.10467,0.0066,1.44562,3.7 
96,30,0.6,10,0.01,96,4.8918e-07,7.63278e-07,1.05382e-29,15.9041,0.640893,1062.49,2846.28,2770.88,4.92329,21.3147,20.4737,-0.605028,-4.08628e-30,1.0489e-12,39694.4,61826.3,1.80107,28.6445,1.6256,25.8537,0.643973,0.0066,1.37331,3.7 
97,30,0.6,0.01,10,97,4.27472e-07,7.76819e-07,1.07252e-29,16.1863,0.550286,1062.49,2846.28,2770.88,4.92329,21.3147,20.4737,-0.196926,-1.16224e-30,5.06532e-13,41844.8,62271.6,1.51938,24.5931,1.42086,22.9984,1.03022,0.0066,1.4231,3.7 
98,30,0.6,10,0.01,98,4.93193e-07,8.1252e-07,1.12181e-29,16.9302,0.606991,1062.49,2846.28,2770.88,4.92329,21.3147,20.4737,-0.458898,-3.12476e-30,7.62507e-13,47883.3,73316.3,1.69467,28.6911,1.54692,26.1897,0.781957,0.0066,1.35594,3.7 
99,30,0.6,0.01,10,99,4.17719e-07,8.19987e-07,1.13212e-29,17.0858,0.509421,1062.49,2846.28,2770.88,4.92329,21.3147,20.4737,0.00913023,5.26562e-32,1.00486e-12,49215.6,73851.8,1.39701,23.869,1.33444,22.7999,1.22795,0.0066,1.43876,3.7 
100,100,0.3,10,0.01,100,4.91466e-07,8.07585e-07,1.11499e-29,16.8274,0.608562,1062.49,2846.28,2770.88,4.92329,21.3147,20.4737,-0.465828,-3.16084e-30,3.08816e-13,47016,70799.5,1.69959,28.5996,1.55052,26.0911,0.775415,0.0066,1.35288,3.7 
101,100,0.3,0.01,10,101,4.34329e-07,7.22127e-07,9.97005e-30,15.0467,0.601457,1062.49,2846.28,2770.88,4.92329,21.3147,20.4737,-0.434374,-2.60475e-30,2.96204e-13,33614.2,50004.9,1.67736,25.2388,1.53431,23.0864,0.805108,0.0066,1.37282,3.7 
102,100,0.3,10,0.01,102,4.80164e-07,8.02577e-07,1.10808e-29,16.723,0.598278,1062.49,2846.28,2770.88,4.92329,21.3147,20.4737,-0.420191,-2.78561e-30,6.99011e-13,46146.8,69731.1,1.66743,27.8845,1.5271,25.5377,0.8185,0.0066,1.3919,3.7 
103,100,0.3,0.01,10,103,4.15559e-07,7.77493e-07,1.07345e-29,16.2003,0.534486,1062.49,2846.28,2770.88,4.92329,21.3147,20.4737,-0.11918,-6.83783e-31,1.01144e-12,41953.7,63618.8,1.47163,23.841,1.387,22.4698,1.10454,0.0066,1.41058,3.7 
104,100,0.3,10,0.01,104,4.91433e-07,7.81795e-07,1.07938e-29,16.29,0.628596,1062.49,2846.28,2770.88,4.92329,21.3147,20.4737,-0.55281,-3.7508e-30,-1.56974e-15,42654,63481.5,1.76242,28.7097,1.59678,26.0115,0.693296,0.0066,1.38147,3.7 
105,100,0.3,10,0.01,105,4.61715e-07,7.38578e-07,1.01972e-29,15.3895,0.62514,1062.49,2846.28,2770.88,4.92329,21.3147,20.4737,-0.537975,-3.42941e-30,7.39808e-13,35964.3,55771,1.75158,26.9559,1.58874,24.4499,0.707313,0.0066,1.35323,3.7 
106,100,0.3,10,0.01,106,4.83513e-07,7.72624e-07,1.06672e-29,16.0989,0.625806,1062.49,2846.28,2770.88,4.92329,21.3147,20.4737,-0.540837,-3.61042e-30,5.30783e-13,41170.5,63162.6,1.75367,28.2321,1.59029,25.6018,0.704611,0.0066,1.34235,3.7 
107,100,0.3,0.01,10,107,4.31337e-07,7.9574e-07,1.09864e-29,16.5805,0.542058,1062.49,2846.28,2770.88,4.92329,21.3147,20.4737,-0.156721,-9.33316e-31,5.51097e-13,44977.4,66902.6,1.49444,24.7787,1.40315,23.265,1.0686,0.0066,1.40898,3.7 
108,100,0.3,10,0.01,108,4.87794e-07,7.59027e-07,1.04795e-29,15.8156,0.642657,1062.49,2846.28,2770.88,4.92329,21.3147,20.4737,-0.612425,-4.12451e-30,1.82018e-13,39034.9,58351.7,1.80666,28.5734,1.62976,25.7755,0.637015,0.0066,1.36559,3.7 
109,100,0.3,10,0.01,109,4.85076e-07,7.433e-07,1.02624e-29,15.4879,0.652598,1062.49,2846.28,2770.88,4.92329,21.3147,20.4737,-0.653929,-4.3795e-30,7.76663e-13,36658.4,57110.2,1.8379,28.4652,1.65332,25.6064,0.597754,0.0066,1.3436,3.7 
110,100,0.3,0.01,10,110,4.12127e-07,8.20051e-07,1.1322e-29,17.0871,0.502563,1062.49,2846.28,2770.88,4.92329,21.3147,20.4737,0.0453769,2.58196e-31,1.09917e-12,49227.1,73576.2,1.37688,23.527,1.32031,22.5603,1.26303,0.0066,1.44578,3.7 
111,100,0.3,0.01,10,111,4.09601e-07,7.68478e-07,1.061e-29,16.0125,0.533003,1062.49,2846.28,2770.88,4.92329,21.3147,20.4737,-0.111755,-6.31993e-31,6.88056e-13,40511.3,60474.6,1.46718,23.4932,1.38385,22.1589,1.11165,0.0066,1.41963,3.7 
112,100,0.3,0.01,10,112,4.36331e-07,7.45063e-07,1.02867e-29,15.5246,0.585629,1062.49,2846.28,2770.88,4.92329,21.3147,20.4737,-0.363066,-2.18718e-30,6.76708e-13,36919.9,56180.7,1.62804,25.2747,1.49861,23.2653,0.872482,0.0066,1.39594,3.7 
113,100,0.3,10,0.01,113,4.75268e-07,7.79151e-07,1.07573e-29,16.2349,0.609982,1062.49,2846.28,2770.88,4.92329,21.3147,20.4737,-0.472073,-3.09764e-30,9.03264e-13,42222.7,65147.3,1.70404,27.6648,1.55377,25.2252,0.76952,0.0066,1.37614,3.7 
114,100,0.3,0.01,10,114,4.37945e-07,7.0347e-07,9.71246e-30,14.658,0.622549,1062.49,2846.28,2770.88,4.92329,21.3147,20.4737,-0.526811,-3.18536e-30,-1.76294e-13,31075.5,45393,1.74344,25.5553,1.58273,23.1995,0.717852,0.0066,1.36308,3.7 
115,100,0.3,0.01,10,115,4.23233e-07,8.07397e-07,1.11473e-29,16.8234,0.524195,1062.49,2846.28,2770.88,4.92329,21.3147,20.4737,-0.0672577,-3.93011e-31,8.70821e-13,46983.2,70067.6,1.44083,24.2397,1.36524,22.9681,1.15437,0.0066,1.41463,3.7 
116,100,0.3,10,0.01,116,4.74341e-07,7.48515e-07,1.03344e-29,15.5965,0.633709,1062.49,2846.28,2770.88,4.92329,21.3147,20.4737,-0.57462,-3.76318e-30,8.45294e-13,37435.5,58674,1.7785,27.7385,1.60872,25.0905,0.672711,0.0066,1.32743,3.7 
117,100,0.3,0.01,10,117,4.52682e-07,6.89342e-07,9.5174e-30,14.3636,0.656687,1062.49,2846.28,2770.88,4.92329,21.3147,20.4737,-0.670843,-4.19274e-30,5.41738e-13,29240.5,44980.3,1.85077,26.5836,1.66307,23.8876,0.581753,0.0066,1.37642,3.7 
118,100,0.3,10,0.01,118,4.72514e-07,7.24939e-07,1.00089e-29,15.1053,0.651798,1062.49,2846.28,2770.88,4.92329,21.3147,20.4737,-0.650616,-4.24447e-30,-1.05949e-13,34008.4,50511.3,1.83539,27.724,1.65142,24.9451,0.600886,0.0066,1.33658,3.7 
119,100,0.3,0.01,10,119,4.16728e-07,7.94444e-07,1.09685e-29,16.5535,0.524553,1062.49,2846.28,2770.88,4.92329,21.3147,20.4737,-0.0690826,-3.97471e-31,9.00245e-13,44758,67829.5,1.4419,23.8685,1.366,22.6121,1.15261,0.0066,1.41299,3.7 
120,100,0.3,0.01,10,119,4.36103e-07,7.20652e-07,9.94968e-30,15.016,0.605151,1062.49,2846.28,2770.88,4.92329,21.3147,20.4737,-0.450768,-2.7141e-30,8.72993e-13,33408.6,51777.3,1.68892,25.3607,1.54272,23.1655,0.789632,0.0066,1.38451,3.7 
121,100,0.3,0.01,10,119,4.24819e-07,7.41058e-07,1.02314e-29,15.4412,0.57326,1062.49,2846.28,2770.88,4.92329,21.3147,20.4737,-0.306076,-1.79522e-30,4.53665e-13,36327.8,54352.4,1.58973,24.5474,1.47109,22.7153,0.926433,0.0066,1.38066,3.7 
122,100,0.3,0.01,10,119,4.2665e-07,8.19363e-07,1.13125e-29,17.0728,0.520709,1062.49,2846.28,2770.88,4.92329,21.3147,20.4737,-0.0494346,-2.91196e-31,2.81123e-13,49103.3,71791.6,1.43045,24.4217,1.35793,23.1836,1.17151,0.0066,1.41023,3.7 
123,100,0.3,0.01,10,119,4.30436e-07,7.12376e-07,9.83542e-30,14.8435,0.604226,1062.49,2846.28,2770.88,4.92329,21.3147,20.4737,-0.446671,-2.65448e-30,8.49267e-13,32270.8,49815.5,1.68602,25.0265,1.54061,22.8681,0.793498,0.0066,1.38486,3.7 
124,100,0.3,0.01,10,119,4.24339e-07,7.77331e-07,1.07322e-29,16.197,0.545892,1062.49,2846.28,2770.88,4.92329,21.3147,20.4737,-0.175534,-1.02839e-30,1.07013e-12,41927.6,64074.4,1.50604,24.3934,1.41139,22.8602,1.05063,0.0066,1.42092,3.7 
125,100,0.3,0.01,10,119,4.12196e-07,7.93363e-07,1.09536e-29,16.531,0.519556,1062.49,2846.28,2770.88,4.92329,21.3147,20.4737,-0.0435134,-2.47634e-31,3.38897e-13,44575.7,65047.5,1.42702,23.5901,1.35552,22.4081,1.1772,0.0066,1.43691,3.7 
126,100,0.3,0.01,10,119,4.09972e-07,7.8737e-07,1.08708e-29,16.4061,0.520686,1062.49,2846.28,2770.88,4.92329,21.3147,20.4737,-0.0493162,-2.79143e-31,9.29951e-13,43573,65374.7,1.43038,23.467,1.35788,22.2776,1.17162,0.0066,1.41447,3.7 
127,100,0.3,0.01,10,119,4.20873e-07,8.21954e-07,1.13483e-29,17.1268,0.51204,1062.49,2846.28,2770.88,4.92329,21.3147,20.4737,-0.00457626,-2.65917e-32,6.02745e-13,49570.6,73535.6,1.40474,24.0587,1.33986,22.9475,1.21472,0.0066,1.4104,3.7 
128,100,0.3,0.01,10,119,4.26865e-07,8.14245e-07,1.12419e-29,16.9661,0.524246,1062.49,2846.28,2770.88,4.92329,21.3147,20.4737,-0.0675194,-3.97927e-31,8.75574e-13,48189,72536.5,1.44098,24.4479,1.36535,23.1648,1.15411,0.0066,1.39952,3.7 
129,100,0.3,0.01,10,119,4.10232e-07,8.07952e-07,1.1155e-29,16.835,0.507743,1062.49,2846.28,2770.88,4.92329,21.3147,20.4737,0.0179673,1.01765e-31,8.18301e-13,47080.2,69758.9,1.39209,23.4359,1.33097,22.4069,1.23651,0.0066,1.43018,3.7 
130,100,0.3,0.01,10,119,4.1565e-07,8.02551e-07,1.10804e-29,16.7225,0.517911,1062.49,2846.28,2770.88,4.92329,21.3147,20.4737,-0.0350434,-2.01103e-31,3.77695e-13,46142.3,67696.7,1.42213,23.7816,1.35208,22.6101,1.18536,0.0066,1.39951,3.7 
131,100,0.3,0.01,10,119,4.1578e-07,8.3027e-07,1.14631e-29,17.3,0.500777,1062.49,2846.28,2770.88,4.92329,21.3147,20.4737,0.054913,3.15226e-31,8.76999e-13,51090.5,75529.2,1.37162,23.7291,1.31665,22.7781,1.27224,0.0066,1.4394,3.7 
132,100,0.3,0.01,10,119,4.12185e-07,8.25056e-07,1.13911e-29,17.1914,0.499584,1062.49,2846.28,2770.88,4.92329,21.3147,20.4737,0.0612864,3.4877e-31,1.17221e-12,50134,75072.1,1.36811,23.5197,1.31421,22.593,1.2784,0.0066,1.43927,3.7 
133,100,0.3,0.01,10,119,4.22323e-07,7.85486e-07,1.08448e-29,16.3669,0.537659,1062.49,2846.28,2770.88,4.92329,21.3147,20.4737,-0.134972,-7.86998e-31,8.6742e-13,43261.1,65056.5,1.48118,24.2423,1.39375,22.8114,1.08941,0.0066,1.41249,3.7 
134,100,0.3,0.01,10,119,4.25308e-07,7.96417e-07,1.09957e-29,16.5947,0.534026,1062.49,2846.28,2770.88,4.92329,21.3147,20.4737,-0.116872,-6.86272e-31,6.79688e-13,45092.4,67148.2,1.47025,24.3983,1.38602,23.0005,1.10675,0.0066,1.39136,3.7 
135,100,0.3,0.01,10,119,4.13156e-07,7.90988e-07,1.09208e-29,16.4815,0.522329,1062.49,2846.28,2770.88,4.92329,21.3147,20.4737,-0.0577355,-3.29338e-31,6.04616e-13,44176.5,64869.5,1.43527,23.6555,1.36133,22.4368,1.16352,0.0066,1.45091,3.7 
136,100,0.3,0.01,10,119,4.28696e-07,7.80986e-07,1.07827e-29,16.2731,0.548916,1062.49,2846.28,2770.88,4.92329,21.3147,20.4737,-0.190278,-1.12621e-30,7.06736e-13,42521.8,64056.1,1.51521,24.6573,1.4179,23.0737,1.03656,0.0066,1.38217,3.7 
137,100,0.3,0.01,10,119,4.34464e-07,7.76938e-07,1.07268e-29,16.1888,0.559201,1062.49,2846.28,2770.88,4.92329,21.3147,20.4737,-0.239805,-1.43846e-30,3.94216e-13,41864,62372.9,1.54655,25.0368,1.44021,23.3152,0.989373,0.0066,1.38837,3.7 
138,100,0.3,0.01,10,119,4.20344e-07,8.20097e-07,1.13227e-29,17.0881,0.512554,1062.49,2846.28,2770.88,4.92329,21.3147,20.4737,-0.00725718,-4.21169e-32,1.26273e-12,49235.4,74628.4,1.40626,24.0303,1.34093,22.9139,1.21214,0.0066,1.42744,3.7 
139,100,0.3,0.01,10,119,4.08763e-07,7.96587e-07,1.09981e-29,16.5982,0.513143,1062.49,2846.28,2770.88,4.92329,21.3147,20.4737,-0.0103252,-5.82711e-32,9.121e-13,45121.2,67219,1.408,23.3703,1.34215,22.2773,1.20918,0.0066,1.43752,3.7 
140,100,0.3,0.01,10,119,4.29023e-07,8.24765e-07,1.13871e-29,17.1853,0.520176,1062.49,2846.28,2770.88,4.92329,21.3147,20.4737,-0.0467017,-2.76629e-31,9.10239e-13,50080.9,75157.5,1.42886,24.5555,1.35682,23.3173,1.17413,0.0066,1.40285,3.7 
141,100,0.3,0.01,10,119,4.3593e-07,8.36335e-07,1.15469e-29,17.4264,0.521238,1062.49,2846.28,2770.88,4.92329,21.3147,20.4737,-0.0521494,-3.1387e-31,5.56367e-13,52218.3,76788,1.43202,24.955,1.35904,23.6832,1.16889,0.0066,1.4311,3.7 
142,100,0.3,0.01,10,119,4.28969e-07,8.27945e-07,1.1431e-29,17.2516,0.518113,1062.49,2846.28,2770.88,4.92329,21.3147,20.4737,-0.0360833,-2.13706e-31,7.48249e-13,50662.4,75244,1.42273,24.5444,1.3525,23.3328,1.18436,0.0066,1.41774,3.7 
143,100,0.3,0.01,10,119,4.2689e-07,8.14662e-07,1.12476e-29,16.9748,0.524009,1062.49,2846.28,2770.88,4.92329,21.3147,20.4737,-0.0663077,-3.90808e-31,7.09439e-13,48263,72177.8,1.44027,24.4484,1.36485,23.1681,1.15528,0.0066,1.41457,3.7 
144,100,0.3,0.01,10,119,4.17749e-07,7.33365e-07,1.01252e-29,15.2809,0.569633,1062.49,2846.28,2770.88,4.92329,21.3147,20.4737,-0.289133,-1.66762e-30,6.48818e-13,35208,52795.2,1.57857,24.1219,1.46308,22.3571,0.942511,0.0066,1.40797,3.7 
145,100,0.3,0.01,10,119,4.39715e-07,7.52911e-07,1.03951e-29,15.6881,0.58402,1062.49,2846.28,2770.88,4.92329,21.3147,20.4737,-0.355717,-2.15953e-30,5.22335e-13,38099,57386.6,1.62304,25.4625,1.49501,23.4539,0.879433,0.0066,1.38726,3.7 
146,100,0.3,0.01,10,119,4.11211e-07,7.77229e-07,1.07308e-29,16.1948,0.529073,1062.49,2846.28,2770.88,4.92329,21.3147,20.4737,-0.0919962,-5.22297e-31,1.57088e-12,41911,65633.1,1.4554,23.57,1.37552,22.2764,1.13061,0.0066,1.40446,3.7 
147,100,0.3,0.01,10,119,4.18548e-07,7.98741e-07,1.10278e-29,16.6431,0.52401,1062.49,2846.28,2770.88,4.92329,21.3147,20.4737,-0.0663139,-3.83207e-31,8.082e-13,45488.2,68020.2,1.44028,23.9706,1.36486,22.7154,1.15527,0.0066,1.41109,3.7 
148,100,0.3,0.01,10,119,4.20468e-07,8.03871e-07,1.10986e-29,16.75,0.523054,1062.49,2846.28,2770.88,4.92329,21.3147,20.4737,-0.0614404,-3.56673e-31,4.08572e-13,46370.3,68037.6,1.43743,24.0769,1.36285,22.8277,1.15996,0.0066,1.40616,3.7 
149,100,0.3,0.01,10,119,4.27574e-07,7.96025e-07,1.09903e-29,16.5865,0.537136,1062.49,2846.28,2770.88,4.92329,21.3147,20.4737,-0.132374,-7.81445e-31,6.91974e-13,45025.9,67200.3,1.4796,24.5414,1.39264,23.0989,1.0919,0.0066,1.41707,3.7 
150,100,0.3,0.01,10,119,4.24143e-07,7.80447e-07,1.07752e-29,16.2619,0.543462,1062.49,2846.28,2770.88,4.92329,21.3147,20.4737,-0.163625,-9.58178e-31,8.07321e-13,42433.7,63724.5,1.49869,24.3715,1.40616,22.8669,1.06201,0.0066,1.43193,3.7 
151,100,0.3,0.01,10,119,4.27392e-07,8.07921e-07,1.11546e-29,16.8344,0.529002,1062.49,2846.28,2770.88,4.92329,21.3147,20.4737,-0.0916394,-5.40745e-31,8.67668e-13,47074.8,70780.4,1.45519,24.4972,1.37537,23.1536,1.13095,0.0066,1.41283,3.7 
