cyc,amp (Vpp),cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95,Tx,Ty,LiToTF,LiNfit,TFcalc,ToTFcalc,G_ctr_x,G_ctr_y,G_sigma_x,G_sigma_y,G_ar,G_Tx,G_Ty,G_ToTFcalc
69,0.2,69,19848.7,0,5,101,125,0,5,135,-4.10342,-5.0307,-12.4272,-7.29417,-6.76103,-94.9551,4.18411,26323.3,-7.65817,16439.4,-3.73653,-4.66381,-11.6935,-6.92729,-6.39414,0.650056,9.73328,26739.5,-2.109,1.35138,0.000207959,1.00004,7.20249,427.095,509.439,0.551968,34890.2,8.67993e-07,0.537393,109.521,85.2019,22.7494,24.617,0.924133,470.44,561.154,0.591939 
70,0.8,70,21120,0,5,101,125,0,5,135,-4.83656,-0.413817,-7.55622,-3.53279,-6.09481,-18.1374,13.0383,27289,-5.13975,16439.4,-4.76648,-0.343737,-7.41607,-3.46271,-6.02473,0.663116,14.0983,27368.5,-4.0798,1.532,0.000294272,1.00008,9.2025,428.704,519.434,0.544664,36062.4,8.77607e-07,0.537705,109.602,85.7774,22.8191,24.898,0.916503,473.328,574.039,0.593952 
71,0.01,71,19124.5,0,5,101,125,0,5,135,-3.47838,-0.1881,-4.19954,-5.10426,-9.4253,-27.7524,-6.52211,25609.7,1.45529,16439.4,-3.37115,-0.08087,-3.98508,-4.99703,-9.31807,0.816797,-4.90026,25731.4,3.07714,4.05752,-0.000108834,0.999935,-1.2077,434.932,519.951,0.632264,34315.4,8.632e-07,0.55091,109.584,85.5112,22.6275,24.514,0.923043,465.412,556.468,0.589559 
72,2,72,20865.2,0,5,101,125,0,5,135,1.23952,-4.30965,-7.16315,-6.7041,-5.79398,-9.19754,12.3982,27525.7,22.157,16439.4,1.27505,-4.27412,-7.09208,-6.66856,-5.75845,0.68505,12.9357,27566,22.6945,0.322032,0.000268079,0.999553,40.1691,484.101,587.725,0.545629,36725.9,8.82957e-07,0.60411,109.42,85.0587,24.2703,26.4986,0.915908,535.446,650.218,0.668264 
73,1,73,20610.7,0,5,101,125,0,5,135,-3.07189,-5.97025,-2.11517,-3.75818,-4.51594,3.66827,6.33945,27134.6,-1.38166,16439.4,-3.08607,-5.98442,-2.14352,-3.77235,-4.53012,0.890169,6.12508,27118.5,-1.59604,1.45495,0.000129048,1.00003,4.20983,454.035,538.922,0.529696,36230.7,8.7897e-07,0.562774,109.52,85.0776,23.5805,25.4513,0.926495,505.442,599.835,0.626437 
74,0.4,74,19635.7,0,5,101,125,0,5,135,-3.64952,-2.91222,-9.37138,-1.58704,-6.98135,-19.2202,9.10079,26266.3,-8.40401,16439.4,-3.57525,-2.83795,-9.22286,-1.51278,-6.90709,0.616608,10.224,26350.5,-7.28078,6.87522,0.000221666,1.00015,1.48708,429.578,522.304,0.549944,34499.5,8.64741e-07,0.547768,109.88,85.1549,22.827,24.9458,0.915065,473.658,576.246,0.604157 
75,0.6,75,20141.5,0,5,101,125,0,5,135,-4.41463,-8.52577,-6.65679,-3.8148,-3.37671,-42.7638,9.90849,26568.6,2.59238,16439.4,-4.2494,-8.36054,-6.32633,-3.64957,-3.21148,0.754768,12.4076,26756,5.0915,0.670051,0.000264919,0.999897,18.5174,446.554,539.216,0.688149,35101.2,8.6974e-07,0.564195,109.214,84.9947,22.7766,24.7984,0.918471,471.568,569.456,0.595817 
76,1.4,76,20212.6,0,5,101,125,0,5,135,-1.68388,-4.57966,-3.86736,-4.22264,-8.09668,-44.3017,-0.844938,26733.8,-6.15323,16439.4,-1.51271,-4.40849,-3.52501,-4.05147,-7.92551,0.835458,1.74405,26928,-3.56424,-0.68852,3.70085e-05,1.00007,-2.53304,454.144,544.16,0.517913,35849.7,8.75878e-07,0.567566,109.368,85.2692,23.6575,25.6574,0.922055,508.748,609.588,0.635808 
77,1.2,77,19335.3,0,5,101,125,0,5,135,-4.46503,-5.03486,-9.736,-8.93817,-9.62714,-43.0223,5.52041,26090.2,-5.2213,16439.4,-4.2988,-4.86863,-9.40354,-8.77194,-9.46091,0.744495,8.03463,26278.7,-2.70708,1.67873,0.000174682,1.00006,4.78614,435.259,518.196,0.515486,34416.1,8.64044e-07,0.549648,109.875,85.1563,23.1717,25.0575,0.924741,488.069,581.418,0.616522 
78,1.6,78,19052.7,0,5,101,125,0,5,135,-3.21624,-6.23167,-3.15211,-7.44485,-8.20481,-37.6906,-0.387144,25741.6,-12.5514,16439.4,-3.07061,-6.08604,-2.86086,-7.29922,-8.05918,0.895497,1.81549,25906.8,-10.3488,-0.171223,4.00428e-05,1.00022,-10.6031,469.347,567.4,0.620277,34473.5,8.64523e-07,0.596918,109.425,85.0571,23.5557,25.6638,0.917858,504.38,609.892,0.641547 
79,1.8,79,20936.3,0,5,101,125,0,5,135,-5.28188,-3.26335,-10.6192,-6.73013,-7.73539,52.5684,15.4413,27613.6,14.8195,16439.4,-5.485,-3.46646,-11.0255,-6.93325,-7.93851,0.683619,12.3692,27383.2,11.7474,0.467361,0.000258052,0.999767,26.4661,493.9,600.877,0.926612,36630.4,8.82191e-07,0.617519,109.445,85.1114,23.59,25.7792,0.91508,505.85,615.389,0.632446 
80,0.2,80,19052.5,0,5,101,125,0,5,135,-2.8417,-4.22617,-6.40891,-6.81223,-5.37752,47.6261,-2.85582,25975.3,-6.51841,16439.4,-3.02571,-4.41019,-6.77695,-6.99625,-5.56153,0.746852,-5.63909,25766.6,-9.30168,0.335638,-0.000125074,1.0002,-16.8011,421.379,498.725,0.549575,34703.6,8.66443e-07,0.529087,109.377,84.7199,22.5978,24.3655,0.927451,464.191,549.745,0.583027 
81,0.8,81,18108.4,0,5,101,125,0,5,135,-6.89794,-7.5199,-7.10489,0.301169,-1.41328,-24.7769,-3.03417,25069.8,6.30031,16439.4,-6.80221,-7.42416,-6.91342,0.396902,-1.31755,0.686614,-1.58621,25178.4,7.74827,-0.205688,-3.60005e-05,0.999833,7.71171,433.563,519.949,0.589352,33500.1,8.56309e-07,0.554467,109.802,84.9514,22.7438,24.6816,0.921488,470.209,564.104,0.601443 
82,0.01,82,18378.2,0,5,101,125,0,5,135,-5.55598,-2.89086,-5.18208,-3.12537,-4.99356,-76.1406,-7.06234,24786.3,0.132072,16439.4,-5.26179,-2.59666,-4.59369,-2.83118,-4.69937,0.770116,-2.61269,25120,4.58173,-0.905489,-5.94368e-05,0.999901,2.88539,427.783,515.942,0.706874,32880.1,8.50993e-07,0.55206,109.554,85.3144,22.2466,24.209,0.918941,449.878,542.707,0.580636 
83,2,83,20232.7,0,5,101,125,0,5,135,-0.601774,-0.405136,-11.1328,-5.00363,-2.39065,-72.4363,1.48084,26471.1,1.25133,16439.4,-0.321895,-0.125256,-10.573,-4.72375,-2.11077,0.407829,5.71401,26788.6,5.48451,0.464727,0.000121871,0.999889,12.2954,502.615,608.589,0.923303,35710.7,8.74745e-07,0.632264,109.168,85.0999,23.7988,25.9488,0.917146,514.846,623.516,0.647711 
84,1,84,18591.3,0,5,101,125,0,5,135,-3.53057,-4.79986,-2.30996,-8.26254,-5.52003,29.3382,-3.35599,25459.6,-3.43633,16439.4,-3.64393,-4.91322,-2.53667,-8.3759,-5.63339,0.89895,-5.07051,25331,-5.15085,0.450651,-0.000114396,1.00011,-11.2515,447.647,532.109,0.576863,33941.1,8.60051e-07,0.567472,109.7,85.1938,23.1778,25.0444,0.925469,488.327,580.81,0.619225 
85,0.4,85,19598.3,0,5,101,125,0,5,135,-5.83879,-7.02172,-4.26098,-5.5564,-4.88484,-25.5337,13.3016,25995.1,-12.0399,16439.4,-5.74013,-6.92306,-4.06366,-5.45774,-4.78618,0.849331,14.7938,26107,-10.5478,6.9243,0.000323701,1.00022,2.13651,389.063,480.195,0.447593,34147.6,8.61791e-07,0.501553,109.894,85.3391,22.3966,24.6749,0.907669,455.963,563.795,0.588334 
86,0.6,86,20425.1,0,5,101,125,0,5,135,-4.19185,-4.99172,-8.83481,-4.11992,-5.28479,-27.3737,3.48394,26502.6,7.87555,16439.4,-4.08609,-4.88595,-8.62328,-4.01416,-5.17903,0.678098,5.08366,26622.6,9.47527,0.308962,0.000109104,0.999807,16.454,435.59,505.639,0.534981,34599.1,8.65573e-07,0.542196,109.673,85.3434,23.0625,24.6279,0.936438,483.48,561.653,0.602032 
87,1.4,87,20530.3,0,5,101,125,0,5,135,-4.88324,-3.69113,-8.2942,-7.12333,-5.9313,-96.808,9.55413,26272.5,0.0166367,16439.4,-4.5092,-3.31708,-7.5461,-6.74928,-5.55725,0.72737,15.2116,26696.8,5.6741,0.690792,0.000325488,0.999885,22.0205,493.225,572.63,0.932046,34821.6,8.67424e-07,0.612672,109.453,85.5499,23.57,25.1622,0.936726,504.994,586.284,0.627286 
88,1.8,88,20302.5,0,5,101,125,0,5,135,-6.97214,-3.61799,-7.17686,-8.48507,-5.53266,-9.99862,-7.62228,26107.1,12.1665,16439.4,-6.93351,-3.57935,-7.09959,-8.44644,-5.49402,0.774994,-7.03796,26150.9,12.7508,-0.851743,-0.000153812,0.999735,8.26301,489.941,582.453,0.821825,34824.9,8.67451e-07,0.615825,109.237,85.4745,23.6083,25.5052,0.925628,506.635,602.379,0.636851 
89,0.8,89,21274,0,5,101,125,0,5,135,-5.75976,-0.931924,-7.61833,-4.66304,-9.70665,-85.0246,16.4286,27080.5,12.756,16439.4,-5.43124,-0.603406,-6.96129,-4.33452,-9.37813,0.739361,21.3975,27453.2,17.7248,0.501496,0.000445183,0.99965,42.6673,442.096,520.157,0.670583,35354.3,8.71825e-07,0.550042,109.358,85.5381,22.7064,24.4014,0.930537,468.666,551.369,0.583074 
90,2,90,19572.7,0,5,101,125,0,5,135,-6.63596,-5.8786,-7.06014,-4.8552,-4.72489,-65.8138,10.4818,25798.6,-2.09158,16439.4,-6.38167,-5.62431,-6.55156,-4.60091,-4.4706,0.762874,14.3279,26087.1,1.75458,0.871877,0.00031375,0.999963,16.4334,493.333,585.735,0.668748,34090.5,8.6131e-07,0.62411,109.153,85.0554,23.9921,25.9029,0.926231,523.241,621.313,0.661983 
