cyc,amplitude,wiggle time,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95,meanEk,meanEk_kHz,meanEtof,meanEtof_kHz,meanEtot,meanEtot_kHz
36,1.7,2.5,36,13198.3,0,5,101,125,0,5,135,-1.23238,0.452716,-2.73723,3.06108,-1.69479,-87.4152,26.4641,15918.8,-51.1987,16439.4,-0.89462,0.790471,-2.06172,3.39884,-1.35703,-15.618,31.5727,16301.9,-46.0902,-1.33018,0.00110549,1.00154,-23.7356,5.2088e-30,7.86106,8.46494e-30,12.7752,1.69299e-29,25.5504 
37,0.05,2.5,37,14281.7,0,5,101,125,0,5,135,0.972529,0.0581889,0.103834,-2.23173,-0.433743,-109.96,23.2689,17054.5,-35.5255,16439.4,1.39739,0.483052,0.953561,-1.80686,-0.00887983,0.0635427,29.6949,17536.5,-29.0995,-5.68383,0.000966677,1.0009,-5.22445,4.49003e-30,6.77631,7.58343e-30,11.4448,1.51669e-29,22.8897 
38,0.95,2.5,38,11275.8,0,5,101,125,0,5,135,0.630893,-0.225541,0.167945,0.772584,-0.651572,-132.401,32.3301,13910.7,-21.9888,16439.4,1.14246,0.286029,1.19108,1.28415,-0.140003,0.683536,40.0676,14491,-14.2514,1.74465,0.00157751,1.00053,22.9659,4.82851e-30,7.28715,7.96507e-30,12.0208,1.59301e-29,24.0416 
39,1.4,2.5,39,13293.1,0,5,101,125,0,5,135,-0.466412,1.82431,-3.28434,0.579516,2.03799,-129.577,39.0566,16024.5,-38.2533,16439.4,0.0342462,2.32497,-2.28303,1.08017,2.53865,1.61787,46.6291,16592.5,-30.6809,4.75222,0.00160329,1.001,9.81207,4.93627e-30,7.44978,8.1374e-30,12.2809,1.62748e-29,24.5618 
40,0.5,2.5,40,12853.1,0,5,101,125,0,5,135,0.869272,1.90328,-1.64867,-2.323,-0.36174,-123.979,32.7367,15470.4,-30.9671,16439.4,1.3483,2.38231,-0.690607,-1.84398,0.11729,1.52585,39.982,16013.8,-23.7218,3.47192,0.00142467,1.0008,11.5158,5.04491e-30,7.61373,8.16653e-30,12.3248,1.63331e-29,24.6497 
41,0.35,2.5,41,13739.8,0,5,101,125,0,5,135,1.0279,-0.433774,2.45558,-1.44205,1.54718,-105.735,26.9085,16434,-43.8006,16439.4,1.43644,-0.0252348,3.27266,-1.03351,1.95572,0.416229,33.0877,16897.4,-37.6215,-2.74403,0.00111769,1.00121,-12.0581,4.80004e-30,7.24418,7.92545e-30,11.961,1.58509e-29,23.922 
42,0.8,2.5,42,12856.3,0,5,101,125,0,5,135,-0.628855,1.26949,0.468519,-1.46756,0.937876,-77.271,21.5569,15372.8,-36.4669,16439.4,-0.330295,1.56805,1.06564,-1.169,1.23644,0.550522,26.0726,15711.5,-31.9512,-2.12512,0.000947366,1.00111,-12.2688,5.05906e-30,7.63509,8.33751e-30,12.5829,1.6675e-29,25.1658 
43,0.65,2.5,43,9493.02,0,5,101,125,0,5,135,1.46731,2.39459,1.88424,0.107025,1.81091,-93.4552,24.7702,12066.8,-29.6773,16439.4,1.82841,2.75568,2.60643,0.468117,2.17201,0.734867,30.2317,12476.4,-24.2158,25.7782,0.00138272,1.00105,1.17276,4.96662e-30,7.49557,8.02729e-30,12.1147,1.60546e-29,24.2294 
44,0.2,2.5,44,13318.8,0,5,101,125,0,5,135,0.0449291,1.42466,1.05353,-0.197203,0.123958,-141.857,35.2855,16111.8,-34.318,16439.4,0.593037,1.97277,2.14975,0.350904,0.672066,0.625383,43.5757,16733.6,-26.0279,3.53063,0.00148584,1.00085,12.3422,4.32473e-30,6.52683,7.38142e-30,11.14,1.47628e-29,22.2799 
45,1.55,2.5,45,14326.5,0,5,101,125,0,5,135,-0.643845,0.933163,-2.81849,0.95514,-1.11815,-68.5154,19.4926,16894.4,-24.003,16439.4,-0.379115,1.19789,-2.28903,1.21987,-0.853421,-1.07376,23.4966,17194.7,-19.9989,-46.7955,0.000780248,1.00063,-0.502112,5.24203e-30,7.91123,8.47001e-30,12.7829,1.694e-29,25.5657 
46,1.1,2.5,46,14025.3,0,5,101,125,0,5,135,-0.411266,1.34191,0.58199,0.505018,-0.0941196,-145.273,32.359,16965.1,-39.0608,16439.4,0.150041,1.90322,1.7046,1.06633,0.467188,0.677852,40.8487,17601.8,-30.571,9.81107,0.00132436,1.00094,4.16353,4.53592e-30,6.84556,7.68361e-30,11.596,1.53672e-29,23.192 
47,1.25,2.5,47,13481.2,0,5,101,125,0,5,135,3.35461,2.16278,0.484102,-0.102071,-1.04712,-60.9356,31.468,16163,-20.7292,16439.4,3.59006,2.39822,0.954988,0.133372,-0.81168,0.847567,35.0291,16430.1,-17.1681,2.42796,0.00121681,1.00057,14.4274,4.6983e-30,7.09062,7.7681e-30,11.7235,1.55362e-29,23.4471 
48,1.7,2.5,48,12010.3,0,5,101,125,0,5,135,1.18798,1.93077,-1.12183,1.67954,0.129177,-80.452,34.0481,14318.7,-14.7477,16439.4,1.49883,2.24162,-0.500132,1.99039,0.440027,1.0882,38.7497,14671.3,-10.0461,1.4516,0.00150698,1.00037,26.6944,5.48487e-30,8.27771,8.7727e-30,13.2397,1.75454e-29,26.4793 
49,0.05,2.5,49,12162.6,0,5,101,125,0,5,135,3.32203,0.221563,0.467644,-1.0847,-1.28357,-81.2771,18.6511,14745.4,-25.6385,16439.4,3.63606,0.535602,1.09572,-0.770665,-0.969535,0.68935,23.401,15101.6,-20.8887,-14.0505,0.000884684,1.00075,-1.66549,4.80432e-30,7.25064,7.87803e-30,11.8894,1.57561e-29,23.7789 
50,0.95,2.5,50,12668.4,0,5,101,125,0,5,135,1.94961,1.78065,1.48895,-1.54277,-1.25435,-109.632,30.3816,15385.1,-32.8192,16439.4,2.37321,2.20425,2.33615,-1.11917,-0.830752,0.529352,36.7884,15865.7,-26.4123,7.2224,0.00132324,1.0009,5.09366,4.58929e-30,6.92612,7.71996e-30,11.6509,1.54399e-29,23.3018 
51,1.4,2.5,51,11839.6,0,5,101,125,0,5,135,1.56118,-0.168142,1.51157,0.881455,0.0041377,-148.124,36.3132,14566.7,-40.7396,16439.4,2.1335,0.404178,2.65621,1.45378,0.576458,0.632313,44.9695,15215.9,-32.0833,6.95092,0.00168597,1.00115,6.46958,4.88665e-30,7.37488,8.09236e-30,12.2129,1.61847e-29,24.4258 
52,0.5,2.5,52,13989.9,0,5,101,125,0,5,135,-0.515202,0.349352,-2.44815,-0.41577,-0.778109,-98.5167,29.3567,16618.2,-36.547,16439.4,-0.134553,0.730001,-1.68685,-0.0351213,-0.39746,-0.106869,35.114,17050,-30.7897,-19.1503,0.00117546,1.00098,-1.8336,4.75593e-30,7.17761,7.81126e-30,11.7887,1.56225e-29,23.5774 
53,0.35,2.5,53,12721.5,0,5,101,125,0,5,135,-2.11984,-0.346704,0.84403,0.778707,1.11121,-162.464,27.7031,15233.3,-37.0323,16439.4,-1.49211,0.281025,2.09949,1.40644,1.73894,0.479523,37.1975,15945.4,-27.5379,8.95903,0.00133126,1.00094,4.15195,4.56773e-30,6.89357,7.61899e-30,11.4985,1.5238e-29,22.997 
54,0.8,2.5,54,8702.39,0,5,101,125,0,5,135,0.357356,-0.478113,-2.43459,-0.886758,0.900869,-215.86,23.3626,11436.2,-28.6273,16439.4,1.19139,0.355927,-0.766515,-0.0527188,1.73491,1.31121,35.9775,12382.3,-16.0125,2.1463,0.00165757,1.0007,16.7625,4.0692e-30,6.14119,7.16503e-30,10.8134,1.43301e-29,21.6268 
55,0.65,2.5,55,13708.5,0,5,101,125,0,5,135,-1.01503,-0.177053,2.99341,1.22841,1.62361,-115.825,25.2168,16398.2,-26.5023,16439.4,-0.567503,0.270473,3.88846,1.67594,2.07114,0.470129,31.9856,16905.9,-19.7335,3.85115,0.00107997,1.00063,8.30548,4.41101e-30,6.65706,7.34819e-30,11.0898,1.46964e-29,22.1796 
56,0.2,2.5,56,14217.4,0,5,101,125,0,5,135,-1.68141,-0.727976,-0.673263,0.418477,1.03031,-124.604,21.8558,16793.1,-32.6661,16439.4,-1.19997,-0.24653,0.289629,0.899923,1.51175,0.769184,29.1377,17339.2,-25.3842,-22.0181,0.000959337,1.0008,-1.32335,4.24763e-30,6.41049,7.25793e-30,10.9536,1.45159e-29,21.9072 
57,1.55,2.5,57,13498.7,0,5,101,125,0,5,135,-1.59211,-0.645088,-2.31093,1.94185,2.04799,-163.588,35.7663,16048.6,-30.872,16439.4,-0.960034,-0.0130145,-1.04678,2.57392,2.68006,1.32366,45.3264,16765.6,-21.3119,2.29476,0.00154249,1.00069,19.7522,4.97437e-30,7.50728,8.26171e-30,12.4685,1.65234e-29,24.937 
58,1.1,2.5,58,14033.4,0,5,101,125,0,5,135,1.75834,-2.63875,-2.76718,2.28953,-0.142508,-138.985,46.044,16815.3,-39.6005,16439.4,2.29535,-2.10174,-1.69316,2.82654,0.394504,1.98353,54.1663,17424.4,-31.4782,3.30434,0.00177321,1.00098,16.3924,4.74309e-30,7.15823,7.97978e-30,12.043,1.59596e-29,24.086 
59,1.25,2.5,59,14101.7,0,5,101,125,0,5,135,-1.09414,3.18842,-1.63704,2.91468,0.833963,-140.694,33.5057,16931.1,-30.5602,16439.4,-0.55052,3.73203,-0.549813,3.45829,1.37758,1.07363,41.7279,17547.7,-22.338,2.79634,0.00135699,1.00069,14.9223,4.68128e-30,7.06495,7.7458e-30,11.6899,1.54916e-29,23.3798 
60,1.7,2.5,60,14367.8,0,5,101,125,0,5,135,2.40451,1.64664,2.00725,0.244412,1.86506,-161.037,29.3956,17019.4,-42.738,16439.4,3.02673,2.26886,3.25168,0.866627,2.48727,0.726777,38.8066,17725.3,-33.327,-32.7255,0.00124949,1.00102,-1.18582,4.98544e-30,7.52398,8.2093e-30,12.3894,1.64186e-29,24.7788 
61,0.05,2.5,61,12847.4,0,5,101,125,0,5,135,-1.32969,-1.18822,-5.56193,-0.854404,-0.202392,-131.096,38.9577,15539.9,-51.6558,16439.4,-0.823161,-0.681693,-4.54887,-0.347875,0.304138,0.253973,46.6189,16114.5,-43.9946,-7.55017,0.0016504,1.00148,-6.17455,4.73083e-30,7.13972,7.92487e-30,11.9601,1.58497e-29,23.9203 
62,0.95,2.5,62,13653.2,0,5,101,125,0,5,135,1.51999,1.6067,-0.506922,-1.49948,-0.730582,-224.676,38.3785,16673.8,-30.9342,16439.4,2.38809,2.4748,1.22929,-0.631374,0.137521,0.780419,51.5086,17658.5,-17.8041,1.70877,0.00166404,1.00055,30.1436,3.76771e-30,5.68619,6.73335e-30,10.1619,1.34667e-29,20.3238 
63,1.4,2.5,63,12088.8,0,5,101,125,0,5,135,-2.05971,-0.603931,-1.54549,-1.57171,0.409643,-87.1873,27.1831,14454.3,-38.11,16439.4,-1.72283,-0.267057,-0.87174,-1.23483,0.746517,0.739775,32.2783,14836.5,-33.0148,-4.39796,0.00124166,1.00121,-7.33939,5.2228e-30,7.8822,8.38271e-30,12.6511,1.67654e-29,25.3022 
64,0.5,2.5,64,13478.8,0,5,101,125,0,5,135,1.46791,-0.529594,-2.43027,0.541333,0.356794,-92.447,24.9536,15944.2,-36.6808,16439.4,1.82511,-0.172397,-1.71588,0.89853,0.713991,2.10748,30.3562,16349.4,-31.2782,-4.22928,0.00105986,1.00104,-7.17762,5.07263e-30,7.65556,8.30514e-30,12.534,1.66103e-29,25.0681 
65,0.35,2.5,65,15382.4,0,5,101,125,0,5,135,0.339841,-0.135544,-4.44484,-0.626825,-1.63751,-135.679,30.5938,17893.1,-29.5813,16439.4,0.864076,0.388692,-3.39637,-0.102589,-1.11328,-0.0109847,38.5229,18487.7,-21.6522,3.07194,0.00118927,1.00064,12.5402,5.05877e-30,7.63464,8.30383e-30,12.5321,1.66077e-29,25.0641 
66,0.8,2.5,66,12384.7,0,5,101,125,0,5,135,-0.61068,1.03211,-0.358074,-1.37559,-0.295511,-127.824,27.9682,14980.6,-31.5951,16439.4,-0.116791,1.52599,0.629702,-0.8817,0.198377,0.535475,35.4382,15540.8,-24.125,5.46195,0.00130135,1.00084,6.4882,4.8244e-30,7.28093,7.98507e-30,12.051,1.59701e-29,24.102 
67,0.65,2.5,67,10406.7,0,5,101,125,0,5,135,-0.0422692,0.500828,-1.89896,-0.923706,1.49592,-107.03,31.4812,12703.5,-19.7056,16439.4,0.371275,0.914373,-1.07187,-0.510162,1.90947,1.66449,37.7361,13172.7,-13.4507,1.74743,0.00163431,1.00055,21.5952,4.72127e-30,7.1253,7.78182e-30,11.7442,1.55636e-29,23.4885 
68,0.2,2.5,68,8818.12,0,5,101,125,0,5,135,-0.940241,-2.97723,-4.86959,-2.52818,0.972644,-147.801,20.3516,11252.6,-37.3758,16439.4,-0.369169,-2.40616,-3.72744,-1.95711,1.54372,0.461054,28.9891,11900.5,-28.7384,-5.27368,0.00139005,1.00131,-5.49693,4.89698e-30,7.39048,8.0916e-30,12.2118,1.61832e-29,24.4235 
69,1.55,2.5,69,12629.9,0,5,101,125,0,5,135,-0.432251,-3.5604,-3.0159,-2.44359,-0.10589,-168.991,38.9402,15109.8,-31.8891,16439.4,0.220696,-2.90745,-1.71001,-1.79064,0.547056,0.696825,48.816,15850.5,-22.0133,2.17928,0.00175678,1.00075,22.4001,5.06112e-30,7.63819,8.35295e-30,12.6062,1.67059e-29,25.2124 
70,1.1,2.5,70,10163.7,0,5,101,125,0,5,135,-0.511932,-0.601701,-2.73219,0.864222,-1.27413,-106.952,35.9521,12683.3,-33.9228,16439.4,-0.0986916,-0.188461,-1.9057,1.27746,-0.860891,-0.0728596,42.2023,13152.1,-27.6726,4.69162,0.00183024,1.00114,8.99526,4.6444e-30,7.00928,7.72707e-30,11.6616,1.54541e-29,23.3232 
71,1.25,2.5,71,13692.5,0,5,101,125,0,5,135,-1.63958,2.18176,-3.15144,-0.229156,-0.615923,-120.849,35.8196,16215.3,-37.1562,16439.4,-1.17264,2.64869,-2.21757,0.237781,-0.148986,-2.39741,42.882,16745,-30.0938,6.33461,0.00146122,1.00098,6.76948,4.60199e-30,6.94528,7.68048e-30,11.5913,1.5361e-29,23.1826 
