cyc,time,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95,meanEk,meanEk_kHz,meanEtof,meanEtof_kHz,meanEtot,meanEtot_kHz
70,4,70,29928.5,0,5,101,125,0,5,135,-3.56123,-3.96803,3.37573,-6.66005,-2.32956,-184.811,28.9419,31295.1,31.9041,16439.4,-2.84715,-3.25396,4.80387,-5.94597,-1.61549,1.54228,39.7422,32105.2,42.7045,0.436787,0.000706858,0.999278,90.9876,7.10179e-30,10.7179,1.13142e-29,17.0753,2.26284e-29,34.1506 
71,5,71,27394.4,0,5,101,125,0,5,135,-1.40149,-1.32381,-3.4602,-0.821583,-2.42687,-206.195,19.7767,28881.1,16.9183,16439.4,-0.604798,-0.527118,-1.86681,-0.0248884,-1.63018,0.598863,31.8267,29784.8,28.9683,0.47796,0.000610231,0.999472,66.5887,7.3632e-30,11.1125,1.17123e-29,17.676,2.34245e-29,35.352 
72,10,72,26314.2,0,5,101,125,0,5,135,0.208772,-0.867989,-0.253993,-1.99131,-0.897839,-245.982,31.0754,27738.1,29.4444,16439.4,1.1592,0.0824359,1.64686,-1.04089,0.052586,0.133318,45.4506,28816.3,43.8196,0.46362,0.000900477,0.999175,98.0341,7.33619e-30,11.0717,1.17162e-29,17.682,2.34325e-29,35.3641 
73,15,73,22641.9,0,5,101,125,0,5,135,2.22113,-0.454526,2.90062,1.89679,-3.95711,-262.878,21.5752,24045.4,20.8222,16439.4,3.23684,0.561182,4.93204,2.9125,-2.9414,0.433175,36.9378,25197.5,36.1848,0.459657,0.000836973,0.999221,80.3596,7.46199e-30,11.2616,1.18743e-29,17.9206,2.37486e-29,35.8411 
74,20,74,23873.8,0,5,101,125,0,5,135,-7.58024,0.409481,1.04271,3.59013,-2.62824,-266.601,21.1622,25277.9,24.4471,16439.4,-6.55015,1.43957,3.10289,4.62022,-1.59815,-2.0589,36.7424,26446.4,40.0272,0.43341,0.000793264,0.999179,84.775,7.75957e-30,11.7107,1.24564e-29,18.7991,2.49128e-29,37.5982 
75,25,75,21564.8,0,5,101,125,0,5,135,0.577383,0.185335,2.32857,-5.36274,1.63703,-267.812,25.9672,22848.9,17.1039,16439.4,1.61216,1.22011,4.39812,-4.32797,2.6718,0.210988,41.6181,24022.7,32.7549,0.514287,0.000988991,0.99926,80.924,8.33957e-30,12.586,1.31068e-29,19.7807,2.62136e-29,39.5613 
76,1,76,29719.3,0,5,101,125,0,5,135,1.06294,-2.74992,-0.272242,-1.77505,0.181151,-157.567,8.91048,31107.5,28.1434,16439.4,1.67175,-2.14112,0.945369,-1.16624,0.789956,-8.48087,18.1187,31798.1,37.3516,0.287869,0.000325496,0.999363,62.9406,7.1352e-30,10.7684,1.14071e-29,17.2155,2.28142e-29,34.431 
77,2,77,26223.5,0,5,101,125,0,5,135,3.72807,-3.15248,-1.50042,-2.57307,0.644205,-168.96,19.9948,27635.4,19.1441,16439.4,4.3809,-2.49965,-0.19476,-1.92024,1.29703,1.18317,29.8688,28376,29.0182,0.461718,0.00060113,0.999445,64.6907,6.91415e-30,10.4348,1.10846e-29,16.7287,2.21691e-29,33.4574 
78,3,78,24669.7,0,5,101,125,0,5,135,-3.70883,-2.23575,1.12062,-1.20972,0.0588924,-219.77,7.68948,26116.3,15.1361,16439.4,-2.85968,-1.3866,2.81892,-0.360574,0.908042,4.20368,20.5329,27079.5,27.9795,0.379477,0.000433094,0.999439,54.1083,7.10754e-30,10.7266,1.12542e-29,16.9847,2.25083e-29,33.9693 
79,4,79,29953.6,0,5,101,125,0,5,135,-2.11979,-2.63158,-0.71333,-3.00598,1.4584,-185.338,0.923848,31196.2,34.4639,16439.4,-1.40368,-1.91547,0.71889,-2.28987,2.17451,1.26472,11.755,32008.6,45.295,0.177812,0.000209811,0.999232,66.109,6.91173e-30,10.4311,1.11624e-29,16.8462,2.23249e-29,33.6925 
80,5,80,24023.9,0,5,101,125,0,5,135,-8.60346,-6.0245,-2.32471,-0.160381,-4.92334,-243.646,18.8372,25657.8,23.5471,16439.4,-7.66206,-5.0831,-0.441905,0.78102,-3.98194,0.973035,33.0758,26725.7,37.7858,0.421784,0.000706704,0.999233,78.4188,7.0061e-30,10.5735,1.13565e-29,17.1391,2.27129e-29,34.2781 
81,10,81,25807.1,0,5,101,125,0,5,135,6.34222,0.602101,2.16943,3.22354,-2.3204,-347.101,24.1533,27195.7,20.8499,16439.4,7.68335,1.94323,4.85169,4.56467,-0.979275,0.731412,44.4379,28717.1,41.1345,0.473755,0.000883469,0.999223,93.7992,7.52867e-30,11.3622,1.1968e-29,18.062,2.3936e-29,36.124 
82,15,82,26177.4,0,5,101,125,0,5,135,-4.76843,-3.53863,-4.36994,-1.92469,-1.24393,-189.637,6.77433,27714.8,20.5975,16439.4,-4.03571,-2.80591,-2.90451,-1.19197,-0.51121,0.746316,17.8567,28546,31.6799,0.319597,0.000357325,0.999398,55.8726,7.50555e-30,11.3273,1.19673e-29,18.0609,2.39346e-29,36.1218 
83,20,83,24365.6,0,5,101,125,0,5,135,-3.43324,-8.17096,1.71622,0.288698,-3.42975,-303.772,13.0807,25914.6,15.9369,16439.4,-2.25952,-6.99725,4.06365,1.46241,-2.25603,1.67878,30.8332,27246,33.6894,0.432683,0.000646244,0.999329,71.2604,7.41254e-30,11.1869,1.17053e-29,17.6655,2.34106e-29,35.331 
84,25,84,24155.5,0,5,101,125,0,5,135,-1.74705,4.58685,1.60092,-0.257312,-1.14115,-320.55,14.0574,25572,16.9277,16439.4,-0.508503,5.82539,4.078,0.98123,0.0973897,0.610637,32.7904,26977,35.6606,0.433832,0.000694086,0.999283,75.5831,7.88011e-30,11.8926,1.25256e-29,18.9036,2.50513e-29,37.8072 
85,1,85,31089.4,0,5,101,125,0,5,135,0.04535,0.54085,-2.27876,0.911208,-5.24889,-295.637,19.8255,32644.3,14.8551,16439.4,1.18763,1.68313,0.00580299,2.05349,-4.10661,0.992953,37.1025,33940.1,32.1321,0.490378,0.000624282,0.999486,75.661,7.15599e-30,10.7997,1.14869e-29,17.336,2.29739e-29,34.6719 
86,2,86,26401.2,0,5,101,125,0,5,135,0.555679,-0.291371,-1.48864,2.7459,0.23424,-318.234,12.0748,27767.5,24.4471,16439.4,1.78527,0.93822,0.970539,3.97549,1.46383,0.893737,30.6723,29162.4,43.0447,0.372572,0.000600655,0.999199,82.3259,7.45031e-30,11.2439,1.18646e-29,17.9059,2.37291e-29,35.8117 
87,3,87,28657.2,0,5,101,125,0,5,135,-1.54988,-4.27883,0.701678,-3.24254,-1.60311,-236.464,2.23015,30036.2,28.3417,16439.4,-0.636231,-3.36518,2.52898,-2.32889,-0.689458,1.56315,16.0491,31072.7,42.1607,0.240826,0.000295057,0.999264,66.6419,6.77958e-30,10.2317,1.08556e-29,16.3832,2.17112e-29,32.7664 
88,4,88,29567.8,0,5,101,125,0,5,135,-7.11092,1.94825,-3.9914,-4.07541,1.31984,-257.609,20.7468,31159.5,20.5379,16439.4,-6.11557,2.9436,-2.0007,-3.08006,2.31519,0.663043,35.8015,32288.6,35.5926,0.455997,0.000633198,0.999402,78.5126,7.05049e-30,10.6405,1.12512e-29,16.9802,2.25024e-29,33.9604 
89,5,89,28671.3,0,5,101,125,0,5,135,-3.98856,-1.56667,-5.36774,-0.051914,-3.19919,-257.173,-0.67458,30384.8,15.2994,16439.4,-2.99489,-0.573005,-3.3804,0.941753,-2.20552,0.588361,14.3546,31512,30.3286,0.282856,0.000260235,0.999478,50.749,7.21276e-30,10.8854,1.14032e-29,17.2096,2.28064e-29,34.4191 
90,10,90,27481.3,0,5,101,125,0,5,135,-0.839146,-2.97279,-3.55333,3.93258,0.510789,-314.52,8.09678,29083.6,18.1359,16439.4,0.376095,-1.75755,-1.12285,5.14782,1.72603,1.25697,26.4773,30462.2,36.5164,0.376649,0.000496431,0.99935,70.297,7.03864e-30,10.6226,1.1242e-29,16.9664,2.24841e-29,33.9327 
91,15,91,25760.2,0,5,101,125,0,5,135,-0.688884,5.53218,-3.24349,2.142,-6.93952,-258.197,6.35351,27292.3,27.1906,16439.4,0.308738,6.52981,-1.24825,3.13962,-5.9419,1.44772,21.4425,28424,42.2796,0.297078,0.000430889,0.999193,72.1781,7.47519e-30,11.2815,1.18902e-29,17.9446,2.37805e-29,35.8893 
92,20,92,24202.2,0,5,101,125,0,5,135,0.916868,0.968332,-2.52133,-1.27611,2.85907,-224.163,25.4931,25772.6,18.8928,16439.4,1.78299,1.83445,-0.789082,-0.409985,3.72519,1.12844,38.5932,26755.2,31.9929,0.50131,0.000823582,0.999351,76.9847,7.64927e-30,11.5442,1.21285e-29,18.3042,2.4257e-29,36.6084 
93,25,93,24863.5,0,5,101,125,0,5,135,-5.64472,4.54049,-1.65613,-2.99381,0.272185,-268.331,20.7463,26136.9,8.91387,16439.4,-4.60795,5.57727,0.417422,-1.95703,1.30896,0.434905,36.4276,27313,24.5951,0.552421,0.000761539,0.999511,65.9417,7.44737e-30,11.2395,1.1719e-29,17.6862,2.3438e-29,35.3723 
94,1,94,30885,0,5,101,125,0,5,135,0.00376787,-3.52765,-2.71496,3.70527,-0.632784,-251.929,5.87801,32423.6,35.7223,16439.4,0.977173,-2.55424,-0.768154,4.67867,0.340621,1.28726,20.6008,33527.8,50.445,0.253908,0.000350984,0.999184,81.1348,6.95687e-30,10.4992,1.11972e-29,16.8988,2.23945e-29,33.7975 
95,2,95,26605.4,0,5,101,125,0,5,135,0.43996,-1.11004,-2.59325,-6.86697,-2.3892,-252.419,0.31276,28041.3,14.3127,16439.4,1.41526,-0.134741,-0.642659,-5.89167,-1.4139,0.903616,15.0641,29147.6,29.0641,0.301639,0.00029524,0.999459,49.941,7.17243e-30,10.8246,1.13381e-29,17.1114,2.26762e-29,34.2228 
96,3,96,24407.7,0,5,101,125,0,5,135,1.02118,-3.09633,0.800571,-2.80873,1.09568,-231.82,11.9515,25822.7,28.0125,16439.4,1.91689,-2.20063,2.59198,-1.91302,1.99139,-0.0860514,25.4991,26838.8,41.56,0.338314,0.000542611,0.99916,75.3711,7.58179e-30,11.4424,1.19892e-29,18.0939,2.39783e-29,36.1878 
97,4,97,29333.1,0,5,101,125,0,5,135,2.91333,-0.321638,3.80418,-4.58022,-0.474536,-233.66,21.9318,31043.7,39.6699,16439.4,3.81615,0.581178,5.60981,-3.6774,0.428279,0.169903,35.5869,32067.9,53.325,0.357381,0.000633734,0.999098,99.5769,6.95892e-30,10.5023,1.12041e-29,16.9091,2.24082e-29,33.8182 
98,5,98,27445.5,0,5,101,125,0,5,135,2.32923,-4.38897,-3.02897,4.10147,0.353983,-244.74,11.2186,29071.6,24.7098,16439.4,3.27485,-3.44334,-1.13771,5.0471,1.29961,1.22571,25.5212,30144.3,39.0124,0.352814,0.000483558,0.999298,72.3361,6.92079e-30,10.4448,1.10828e-29,16.7261,2.21657e-29,33.4522 
99,10,99,26833.9,0,5,101,125,0,5,135,-3.7013,-2.31621,-6.16337,1.02428,-7.33124,-202.794,1.97959,28391.4,16.7083,16439.4,-2.91774,-1.53265,-4.59626,1.80784,-6.54768,0.666611,13.8309,29280.2,28.5597,0.28753,0.000269849,0.999471,48.1025,7.20866e-30,10.8792,1.15162e-29,17.3801,2.30324e-29,34.7603 
100,15,100,26483,0,5,101,125,0,5,135,-5.43584,0.289989,-4.14477,-0.751404,-2.32704,-286.181,0.495662,27874.9,19.1768,16439.4,-4.33009,1.39573,-1.93327,0.354342,-1.2213,0.662875,17.2201,29129.2,35.9012,0.285566,0.000337693,0.999331,60.3015,7.23341e-30,10.9166,1.16087e-29,17.5197,2.32174e-29,35.0394 
101,20,101,23862.5,0,5,101,125,0,5,135,1.73356,-0.326313,-8.01553,-2.4752,0.773438,-314.819,14.6534,25334.5,28.2427,16439.4,2.94995,0.890085,-5.58273,-1.2588,1.98984,-4.51841,33.0514,26714.4,46.6407,0.371279,0.000706479,0.999053,89.0203,7.1833e-30,10.841,1.14897e-29,17.3401,2.29793e-29,34.6802 
102,25,102,23806.2,0,5,101,125,0,5,135,0.0837406,-2.07809,0.6879,0.18031,-2.64039,-191.691,12.3633,25326.3,26.0797,16439.4,0.824396,-1.33743,2.16921,0.920965,-1.89973,-2.2022,23.5658,26166.5,37.2821,0.345011,0.000514368,0.999227,68.3043,7.46364e-30,11.2641,1.18638e-29,17.9048,2.37277e-29,35.8096 
103,1,103,29524.6,0,5,101,125,0,5,135,-0.365308,-1.76283,-6.12325,-4.68546,-1.27497,-279.319,16.2388,30749.7,31.39,16439.4,0.713925,-0.683596,-3.96479,-3.60623,-0.195738,0.487517,32.5622,31973.9,47.7134,0.362534,0.000581603,0.999191,89.8183,7.14096e-30,10.7771,1.15109e-29,17.3721,2.30218e-29,34.7443 
104,2,104,29342.5,0,5,101,125,0,5,135,-8.06121,-5.34591,1.12168,0.30509,-0.141477,-288.777,18.8503,31006.6,23.8027,16439.4,-6.94544,-4.23013,3.35323,1.42087,0.974298,1.61786,35.7264,32272.3,40.6788,0.422593,0.00063219,0.999316,84.541,7.02702e-30,10.6051,1.11884e-29,16.8855,2.23769e-29,33.771 
105,3,105,28933.9,0,5,101,125,0,5,135,-4.36957,-1.04494,-3.69379,-0.209256,-5.58826,-254.037,17.8965,30336.4,6.89378,16439.4,-3.38802,-0.0633942,-1.7307,0.772293,-4.60671,0.808053,32.7424,31449.8,21.7397,0.556559,0.000594561,0.999625,58.8301,7.67254e-30,11.5793,1.21901e-29,18.3972,2.43802e-29,36.7943 
106,4,106,29413.5,0,5,101,125,0,5,135,-6.8589,2.15573,-4.51184,-0.303975,-2.222,-186.866,18.9208,30889,29.4801,16439.4,-6.13689,2.87774,-3.06781,0.418037,-1.49999,0.585929,29.8412,31708.1,40.4005,0.381007,0.000537496,0.999309,78.3219,7.00357e-30,10.5697,1.12888e-29,17.0369,2.25775e-29,34.0738 
107,5,107,29408.4,0,5,101,125,0,5,135,0.645071,0.425224,-0.726831,-0.433896,-1.07511,-141.955,25.7631,30718.6,30.0354,16439.4,1.19356,0.973709,0.370138,0.114588,-0.526627,0.825847,34.0589,31340.8,38.3312,0.425436,0.000620602,0.999337,80.0564,6.89296e-30,10.4028,1.11973e-29,16.8988,2.23946e-29,33.7976 
108,10,108,26382.2,0,5,101,125,0,5,135,-2.4883,-1.81039,-5.75971,0.870248,3.9188,-316.506,-3.08973,28052.4,8.92236,16439.4,-1.26539,-0.587474,-3.31388,2.09316,5.14172,2.60235,15.4069,29439.7,27.419,0.318919,0.00029896,0.999495,48.3096,6.86444e-30,10.3597,1.10245e-29,16.6381,2.20491e-29,33.2762 
109,15,109,23726.1,0,5,101,125,0,5,135,3.38517,-3.05753,-5.85845,1.22595,-2.58417,-215.05,16.762,25241.9,15.8729,16439.4,4.21609,-2.22662,-4.19662,2.05686,-1.75326,-1.20463,29.3296,26184.5,28.4404,0.462188,0.000639655,0.999411,63.4581,7.2513e-30,10.9436,1.17075e-29,17.6688,2.3415e-29,35.3377 
110,20,110,24554.2,0,5,101,125,0,5,135,-2.58935,-1.42634,-4.95072,-0.979436,-0.693444,-333.353,7.74841,25904.3,19.2337,16439.4,-1.30134,-0.138326,-2.3747,0.308574,0.594566,0.184294,27.2296,27365.3,38.7149,0.369528,0.00056827,0.999233,73.6874,7.93664e-30,11.9779,1.25955e-29,19.009,2.5191e-29,38.0181 
111,25,111,20887.3,0,5,101,125,0,5,135,4.98904,-2.59558,6.63652,-1.0124,-0.271156,-235.011,1.45797,22186.2,37.3708,16439.4,5.89707,-1.68754,8.4526,-0.104361,0.636881,0.359392,15.192,23216.2,51.1049,0.198542,0.000373787,0.998806,76.5179,7.54119e-30,11.3811,1.20788e-29,18.2293,2.41577e-29,36.4586 
112,80,112,15794.1,0,5,101,125,0,5,135,-3.67456,0.355624,-3.19926,-1.74942,-1.69813,-236.086,-2.54066,17339,23.3257,16439.4,-2.76237,1.26781,-1.37488,-0.837228,-0.785939,0.693968,11.2562,18373.8,37.1226,0.201712,0.000349947,0.998904,55.8033,8.83812e-30,13.3384,1.38404e-29,20.8878,2.76808e-29,41.7755 
113,480,113,6402.24,0,5,101,125,0,5,135,0.156098,-1.54593,3.38712,-2.88763,-2.92312,-327.568,6.35422,7734.35,28.9018,16439.4,1.42175,-0.280274,5.91843,-1.62198,-1.65746,-0.565526,25.4973,9170.08,48.0449,0.306638,0.00158633,0.997164,83.1511,1.20542e-29,18.1921,1.86401e-29,28.1315,3.72803e-29,56.263 
114,480,114,6207.16,0,5,101,125,0,5,135,-2.08456,-5.00281,-0.430345,-3.128,-0.985519,-265.948,-0.0227645,7830.91,14.0198,16439.4,-1.05699,-3.97524,1.62479,-2.10043,0.042051,1.29727,15.5192,8996.56,29.5618,0.304338,0.000984754,0.998219,50.9934,1.04174e-29,15.7218,1.57658e-29,23.7936,3.15316e-29,47.5872 
115,480,115,6965.78,0,5,101,125,0,5,135,0.303308,-2.98815,-4.85825,-0.758947,-3.45378,-245.604,15.4246,8570.83,27.8709,16439.4,1.25227,-2.03918,-2.96032,0.190018,-2.50482,0.511662,29.7777,9647.31,42.224,0.370156,0.00176068,0.99763,80.4464,1.24994e-29,18.8639,1.95177e-29,29.4559,3.90354e-29,58.9118 
116,480,116,7599.53,0,5,101,125,0,5,135,0.227097,-6.49669,-4.14106,-4.03605,0.308174,-293.565,0.636867,8904.09,15.9951,16439.4,1.36138,-5.36241,-1.8725,-2.90177,1.44245,0.744642,17.7928,10190.8,33.1511,0.309042,0.000996703,0.998237,57.5741,1.1834e-29,17.8597,1.82667e-29,27.5679,3.65333e-29,55.1357 
117,480,117,6785.5,0,5,101,125,0,5,135,-9.67969,-4.70431,-4.1683,-1.6962,-0.447485,-292.141,17.5053,8825.05,20.9599,16439.4,-8.55092,-3.57554,-1.91075,-0.567428,0.68129,0.862767,34.5781,10105.5,38.0326,0.431055,0.00195145,0.997961,80.2172,1.12279e-29,16.9451,1.7382e-29,26.2328,3.4764e-29,52.4655 
118,480,118,7053.62,0,5,101,125,0,5,135,1.45958,1.28065,-1.43701,-5.05438,-3.11953,-328.808,23.0248,8525.85,9.82409,16439.4,2.73002,2.5511,1.10388,-3.78393,-1.84909,-0.467954,42.2403,9967.02,29.0396,0.54795,0.00241587,0.998421,77.0878,1.17105e-29,17.6734,1.8021e-29,27.1971,3.6042e-29,54.3942 
119,480,119,6633.72,0,5,101,125,0,5,135,0.330142,4.63677,-5.22207,-0.789835,1.99594,-263.583,-6.32493,8370.91,10.7259,16439.4,1.34858,5.6552,-3.1852,0.228598,3.01438,1.45106,9.07887,9526.2,26.1297,0.224533,0.000544299,0.998513,40.4345,1.12499e-29,16.9782,1.76993e-29,26.7116,3.53986e-29,53.4232 
