cyc,wiggle time,freq,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95,Tx,Ty,LiToTF,LiNfit,TFcalc,ToTFcalc,G_ctr_x,G_ctr_y,G_sigma_x,G_sigma_y,G_ar,G_Tx,G_Ty,G_ToTFcalc
42,40,20,42,7394.95,0,5,101,125,0,5,135,-11.6143,-7.655,-20.6067,-4.59213,-6.86647,233.818,8.52163,16718.5,39.2542,16439.4,-12.5177,-8.55843,-22.4136,-5.49556,-7.7699,0.605083,-5.14268,15693.7,25.5898,-0.20116,-0.000187287,0.999116,25.5651,869.468,963.264,0.217137,28447.6,1.08951e-06,0.839982,115.125,86.0088,43.4208,45.433,0.955709,1726.15,1914.76,1.66866 
43,70,20,43,8274.8,0,5,101,125,0,5,135,-3.90826,-10.4701,-21.0111,-6.05427,-10.1787,198.776,20.8247,16839.2,50.764,16439.4,-4.67629,-11.2381,-22.5472,-6.8223,-10.9467,0.599023,9.20828,15967.9,39.1475,0.163891,0.000329419,0.998671,56.1853,1277.25,1461.59,0.419346,30856.3,1.11943e-06,1.22055,115.029,86.4298,41.9753,44.6623,0.939838,1613.14,1850.35,1.54336 
44,50,20,44,8280.33,0,5,101,125,0,5,135,-7.94275,-8.70659,-21.7678,-10.4335,-15.5727,245.777,16.9833,17423.1,50.6094,16439.4,-8.89239,-9.65623,-23.6671,-11.3831,-16.5224,0.662483,2.62004,16345.9,36.2462,0.0568148,9.15845e-05,0.998798,46.1154,1203.44,1334.2,0.370336,31096.7,1.12233e-06,1.12902,115.174,85.947,42.0542,44.065,0.954368,1619.21,1801.19,1.52164 
45,60,20,45,8413.48,0,5,101,125,0,5,135,-8.05112,-8.15755,-15.0345,-11.689,-11.5907,226.729,25.6876,17574.3,45.3386,16439.4,-8.92716,-9.03358,-16.7865,-12.5651,-12.4668,0.719191,12.4375,16580.5,32.0885,0.244143,0.000428462,0.998951,50.9438,1196.24,1330.25,0.373272,31105.3,1.12243e-06,1.12387,115.349,85.0646,41.8725,43.9197,0.953387,1605.25,1789.33,1.50993 
46,20,20,46,9459.35,0,5,101,125,0,5,135,-7.1849,-5.23195,-20.0849,-8.48527,-12.7631,237.236,11.9762,18475.7,59.2544,16439.4,-8.10153,-6.14858,-21.9181,-9.4019,-13.6798,0.630073,-1.88782,17435.9,45.3904,-0.0359033,-6.18735e-05,0.998589,52.5806,1288.11,1457.83,0.433073,33296.1,1.14819e-06,1.19349,115.292,86.3103,41.8481,44.2646,0.945406,1603.37,1817.55,1.48678 
47,10,20,47,10096.3,0,5,101,125,0,5,135,-10.7065,-11.0374,-29.0836,-18.7357,-11.7712,232.82,26.0291,19057.2,67.3234,16439.4,-11.606,-11.937,-30.8828,-19.6353,-12.6707,0.643928,12.4231,18036.7,53.7174,0.161583,0.000393427,0.998386,76.884,1254.87,1357.25,0.410282,33888.9,1.15496e-06,1.12996,115.104,85.4798,41.8147,43.2369,0.967106,1600.82,1734.13,1.4426 
48,30,20,48,8458.24,0,5,101,125,0,5,135,-7.1178,-12.7357,-21.1178,-8.19384,-13.8888,288.341,21.3827,17892.2,54.8125,16439.4,-8.23189,-13.8498,-23.346,-9.30793,-15.0029,0.665235,4.53204,16628.4,37.9619,0.0904846,0.000155717,0.998762,50.0863,1234.45,1421.9,0.392748,32529.8,1.13931e-06,1.16287,114.605,84.784,41.9557,44.8034,0.936441,1611.63,1862.06,1.52051 
49,0.01,20,49,8909.1,0,5,101,125,0,5,135,-9.90035,-9.86089,-24.8525,-8.19735,-12.8842,287.455,18.5301,18454.6,35.3819,16439.4,-11.011,-10.9716,-27.0738,-9.30802,-13.9949,0.625842,1.73129,17194.6,18.5831,0.0720439,5.75324e-05,0.999414,24.031,1256.83,1381.88,0.396591,33512.2,1.15066e-06,1.14532,115.734,84.5164,42.237,44.0138,0.959632,1633.32,1797,1.48888 
50,40,20,50,6636.28,0,5,101,125,0,5,135,-11.6428,-10.4325,-24.3668,-10.1999,-11.1616,216.964,20.8992,15896.2,37.2015,16439.4,-12.4811,-11.2708,-26.0434,-11.0382,-11.9999,0.642425,8.2199,14945.3,24.5222,0.218344,0.000314187,0.99911,37.6465,1355.08,1570.29,0.502047,29999.5,1.10897e-06,1.31539,115.77,85.0255,41.6595,44.57,0.934699,1588.96,1842.71,1.543 
51,70,20,51,6278.18,0,5,101,125,0,5,135,-6.15302,-12.2242,-12.77,-13.2983,-10.7834,251.899,12.499,15988.6,40.5518,16439.4,-7.12631,-13.1975,-14.7166,-14.2716,-11.7567,0.759016,-2.22191,14884.6,25.8309,-0.0772163,-8.53079e-05,0.999059,28.7751,1337.76,1573.46,0.505197,30448.9,1.11448e-06,1.3018,115.247,86.2173,41.335,44.5429,0.927982,1564.3,1840.47,1.52248 
52,50,20,52,6123.75,0,5,101,125,0,5,135,-9.29706,-7.33149,-22.6171,-11.4565,-10.1137,273.608,9.6164,15579.1,52.5135,16439.4,-10.3542,-8.38865,-24.7314,-12.5136,-11.1709,0.631748,-6.37325,14379.9,36.5239,-0.170156,-0.000253324,0.998623,37.4554,1881.91,2483.49,695.654,39093.3,1.21129e-06,1.78477,116.137,85.2348,42.5616,45.9133,0.926998,1658.52,1955.46,1.48675 
53,60,20,53,5670.41,0,5,101,125,0,5,135,-12.4629,-12.0961,-19.415,-8.33883,-10.2675,356.232,4.17853,15487.2,34.1046,16439.4,-13.8393,-13.4725,-22.1678,-9.71524,-11.6439,0.687066,-16.6397,13925.8,13.2864,23.9062,-0.000683255,0.999482,-0.69604,1282.02,1436.71,0.410193,29505.4,1.10285e-06,1.2306,116.092,83.8724,42.287,44.5303,0.949621,1637.18,1839.43,1.57353 
54,20,20,54,7234.01,0,5,101,125,0,5,135,-10.6617,-14.1112,-14.4036,-13.8052,-12.1017,293.738,17.2662,16577,41.1007,16439.4,-11.7967,-15.2461,-16.6735,-14.9401,-13.2367,0.768079,0.100082,15289.5,23.9346,0.00347246,3.74044e-06,0.999151,28.8216,1294.97,1396.13,0.37516,31216.6,1.12377e-06,1.19651,116.209,86.8399,43.6266,45.0873,0.967603,1742.56,1885.73,1.61308 
55,10,20,55,9007.66,0,5,101,125,0,5,135,-9.11929,-6.8652,-24.5144,-8.60828,-9.0066,270.713,27.9395,18286.3,51.0282,16439.4,-10.1653,-7.91118,-26.6063,-9.65427,-10.0526,0.586792,12.119,17099.8,35.2077,0.222907,0.000404822,0.998884,54.3683,1306.2,1512.9,0.463887,33704.4,1.15286e-06,1.21937,115.94,84.9864,41.4873,44.4102,0.934184,1575.85,1829.52,1.47282 
56,30,20,56,6639.42,0,5,101,125,0,5,135,-10.2275,-10.2735,-16.8382,-9.43754,-10.6429,202.977,29.9805,16185.3,35.6157,16439.4,-11.0118,-11.0577,-18.4068,-10.2218,-11.4271,0.703715,18.1186,15295.6,23.7538,0.388618,0.000676433,0.999158,46.6231,1225.7,1436.8,0.390389,30190.1,1.11131e-06,1.19414,116.2,83.9467,41.9488,45.1878,0.92832,1611.1,1894.15,1.57193 
57,0.01,20,57,9322.9,0,5,101,125,0,5,135,-8.75461,-9.99385,-25.3048,-12.1453,-18.9756,268.644,17.0741,18235.5,56.854,16439.4,-9.7926,-11.0318,-27.3807,-13.1833,-20.0136,0.663636,1.37458,17058,41.1545,0.02708,4.60451e-05,0.998692,50.7599,1639.75,1973.58,772.088,38002,1.19991e-06,1.49922,115.547,85.223,41.8212,43.7038,0.956923,1601.31,1771.78,1.40376 
58,40,20,58,8631.76,0,5,101,125,0,5,135,-2.54317,-7.13738,-16.5414,-9.20089,-11.6862,200.125,23.8436,17735.2,45.9645,16439.4,-3.31641,-7.91062,-18.0879,-9.97413,-12.4595,0.650465,12.1483,16858,34.2692,0.228046,0.000411617,0.998898,53.2714,1184.38,1328.26,0.354319,31813.7,1.13089e-06,1.1091,114.785,85.4823,42.3577,44.5939,0.949856,1642.67,1844.68,1.53928 
59,70,20,59,5717.77,0,5,101,125,0,5,135,-8.29799,-4.16303,-17.2063,-11.6622,-20.8789,247.606,5.50458,15461,48.6751,16439.4,-9.25469,-5.11973,-19.1197,-12.6189,-21.8356,0.718615,-8.96552,14375.8,34.205,-0.27947,-0.000356501,0.99871,32.0805,1702.52,1931.33,1.82589e+10,33336.8,1.14865e-06,1.57865,116.356,85.0851,43.1182,45.6265,0.945026,1702.18,1931.1,1.5784 
60,50,20,60,4558.41,0,5,101,125,0,5,135,-11.9824,-9.47336,-22.8565,-13.7039,-11.9732,307.263,7.25832,15099.7,14.8882,16439.4,-13.1696,-10.6606,-25.2309,-14.8911,-13.1604,0.672804,-10.6981,13753,-3.06821,0.74396,-0.000444698,1.00012,-14.38,1366.94,1522.67,0.494001,29084,1.09757e-06,1.31446,116.783,84.0871,41.9696,44.0473,0.95283,1612.7,1799.75,1.55221 
61,60,20,61,5258.51,0,5,101,125,0,5,135,-10.163,-11.287,-22.1966,-10.0404,-9.59994,284.266,3.89535,15367,17.3823,16439.4,-11.2614,-12.3854,-24.3933,-11.1387,-10.6983,0.650911,-12.7172,14121,0.769815,1.07833,-0.000514883,0.99997,-11.7934,900.709,994.139,0.241614,26703.1,1.06676e-06,0.887048,115.409,84.5184,42.1086,44.0753,0.955379,1623.4,1802.03,1.60334 
62,20,20,62,8298.44,0,5,101,125,0,5,135,-7.09552,-8.25034,-22.0572,-12.9335,-17.063,229.657,10.9153,17943.5,31.4897,16439.4,-7.98287,-9.13769,-23.8319,-13.8209,-17.9504,0.672296,-2.50592,16936.9,18.0685,-0.130678,-8.45537e-05,0.999421,19.1763,1241.8,1349.92,0.395357,32298.6,1.1366e-06,1.13913,115.909,84.7427,42.0291,43.545,0.965188,1617.28,1758.93,1.48391 
63,10,20,63,8216.23,0,5,101,125,0,5,135,-10.3946,-5.29035,-16.076,-15.3857,-10.0864,242.431,39.8072,17554.2,27.5048,16439.4,-11.3313,-6.22705,-17.9495,-16.3224,-11.0231,0.714423,25.6395,16491.6,13.3371,0.615683,0.000887612,0.999561,41.6441,987.053,1109.79,0.288847,29384.9,1.10134e-06,0.950316,115.364,85.2767,41.1738,43.4199,0.948271,1552.13,1748.84,1.49595 
