cyc,time,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95,meanEk,meanEk_kHz,meanEtof,meanEtof_kHz,meanEtot,meanEtot_kHz
71,2,71,31345.6,0,5,101,125,0,5,135,3.61393,-1.00733,-3.55415,-0.902592,1.92723,-312.768,26.0872,32845.5,38.5854,16439.4,4.8224,0.201143,-1.1372,0.30588,3.1357,1.15519,44.3654,34216.3,56.8635,0.394003,0.000740374,0.999099,112.602,7.31155e-30,11.0345,1.17646e-29,17.755,2.35291e-29,35.51 
72,7,72,29363.4,0,5,101,125,0,5,135,0.326255,-2.98702,-2.73247,-2.93213,-3.59167,-281.277,26.0409,30661.4,30.2874,16439.4,1.41306,-1.90022,-0.558874,-1.84533,-2.50487,0.896433,42.4788,31894.3,46.7252,0.431042,0.000760486,0.999205,98.5491,8.02093e-30,12.1051,1.28287e-29,19.3609,2.56573e-29,38.7218 
73,5,73,29436.9,0,5,101,125,0,5,135,-1.54359,-4.56914,-3.27479,-3.06257,-3.51171,-201.986,13.7685,30927.6,29.8388,16439.4,-0.763153,-3.7887,-1.71392,-2.28214,-2.73128,0.848046,25.5726,31812.9,41.6428,0.338512,0.000459127,0.99929,75.544,8.02739e-30,12.1149,1.28943e-29,19.4599,2.57885e-29,38.9198 
74,4,74,31131.8,0,5,101,125,0,5,135,1.36033,-3.89117,-3.96031,-3.78335,-1.26178,-299.353,21.5434,32499.3,33.6318,16439.4,2.51697,-2.73453,-1.64703,-2.62671,-0.105134,0.641671,39.0376,33811.3,51.126,0.388864,0.00065932,0.99918,100.389,7.36915e-30,11.1215,1.18261e-29,17.8478,2.36522e-29,35.6957 
75,3,75,30683.8,0,5,101,125,0,5,135,-0.930261,-1.82284,-3.56281,-0.0690788,0.632889,-251.04,18.5655,32298.9,27.8106,16439.4,0.0397066,-0.852868,-1.62288,0.900889,1.60286,24.969,33.2363,33399.2,42.4814,0.394665,0.000568317,0.99931,84.2139,7.43772e-30,11.2249,1.20206e-29,18.1413,2.40411e-29,36.2826 
76,1,76,33260.3,0,5,101,125,0,5,135,2.89084,-0.0225469,-3.62311,-6.19012,-3.34427,-315.82,22.6421,34697.2,39.6421,16439.4,4.1111,1.19772,-1.18258,-4.96986,-2.124,0.601504,41.0986,36081.5,58.0986,0.370869,0.000650461,0.999127,110.817,7.14898e-30,10.7892,1.1541e-29,17.4176,2.3082e-29,34.8351 
77,0.1,77,34426.6,0,5,101,125,0,5,135,1.3884,-1.11441,0.716433,-0.682974,2.95197,-313.894,6.46704,35736.5,-3.20256,16439.4,2.60123,0.0984162,3.14208,0.529851,4.16479,0.701787,24.811,37112.3,15.1414,0.577259,0.000381877,0.999779,42.9807,7.20101e-30,10.8677,1.14979e-29,17.3525,2.29957e-29,34.7049 
78,6,78,30250.8,0,5,101,125,0,5,135,0.33027,1.8089,2.54464,-0.455096,1.76808,-371.917,17.4749,31728.8,6.88871,16439.4,1.76728,3.24591,5.41867,0.981919,3.20509,0.629337,39.2097,33358.9,28.6236,0.533045,0.000671199,0.999534,73.558,7.48892e-30,11.3022,1.20754e-29,18.2241,2.41509e-29,36.4482 
79,8,79,29887.8,0,5,101,125,0,5,135,-2.98635,-3.09625,8.73317,-0.880793,1.49567,-353.577,5.81215,31242.4,9.41109,16439.4,-1.6202,-1.7301,11.4655,0.485358,2.86182,-0.000272189,26.4752,32792.1,30.0741,0.423169,0.000461138,0.999502,62.5641,7.68324e-30,11.5955,1.23553e-29,18.6465,2.47106e-29,37.293 
80,9,80,27823,0,5,101,125,0,5,135,-3.32135,-3.9548,-5.04966,-0.761102,-0.045874,-297.188,35.1569,29019.6,11.2183,16439.4,-2.17308,-2.80653,-2.7531,0.387175,1.1024,0.559019,52.5246,30322.2,28.586,0.604929,0.000988861,0.999488,86.8278,8.32693e-30,12.5669,1.32888e-29,20.0554,2.65776e-29,40.1107 
81,10,81,25624.3,0,5,101,125,0,5,135,-5.51667,-1.05464,-7.43015,-0.832076,-3.40567,-286.824,15.4146,27030.5,9.32081,16439.4,-4.40844,0.0535929,-5.21368,0.276156,-2.29743,0.550149,32.1766,28287.6,26.0828,0.50691,0.000649566,0.9995,63.476,7.79388e-30,11.7625,1.24917e-29,18.8524,2.49834e-29,37.7047 
82,2,82,32847.9,0,5,101,125,0,5,135,-1.69398,-0.67912,-8.17053,2.14963,-0.161163,-332.732,23.208,34001.2,30.822,16439.4,-0.408367,0.606491,-5.5993,3.43524,1.12445,-5.65399,42.6529,35459.6,50.2669,0.414214,0.000686875,0.999231,102.973,7.2555e-30,10.9499,1.17622e-29,17.7514,2.35244e-29,35.5028 
83,7,83,28760.3,0,5,101,125,0,5,135,-6.24812,-3.28439,-3.24439,-3.58138,-4.47324,-284.871,1.23274,29947.8,31.2053,16439.4,-5.14744,-2.18371,-1.04302,-2.4807,-3.37256,0.92669,17.8806,31196.3,47.8532,0.237444,0.000327414,0.999168,75.3044,7.7074e-30,11.6319,1.22899e-29,18.5478,2.45798e-29,37.0956 
84,5,84,28152.7,0,5,101,125,0,5,135,-3.65829,0.258149,-1.85562,-2.4057,-0.0797831,-289.965,30.4462,29522.1,22.3821,16439.4,-2.53793,1.37852,0.38511,-1.28534,1.04058,1.37791,47.3917,30793,39.3277,0.501049,0.000878678,0.999307,94.5849,7.63701e-30,11.5257,1.22349e-29,18.4647,2.44697e-29,36.9294 
85,4,85,30842.7,0,5,101,125,0,5,135,0.530599,0.281486,-7.54645,1.29298,1.79191,-194.417,11.3188,32162.8,21.2077,16439.4,1.28179,1.03267,-6.04408,2.04417,2.5431,8.04727,22.6805,33014.9,32.5694,0.367214,0.000392405,0.999465,61.7638,7.62379e-30,11.5058,1.22753e-29,18.5258,2.45506e-29,37.0515 
86,3,86,30992.8,0,5,101,125,0,5,135,1.47689,-2.75757,-5.13901,3.14012,3.70357,-271.17,10.8707,31638.2,19.1782,16439.4,2.52464,-1.70982,-3.04352,4.18787,4.75132,1.45355,26.7179,32826.7,35.0254,0.388633,0.000464873,0.999421,68.7483,7.39437e-30,11.1595,1.18922e-29,17.9476,2.37844e-29,35.8951 
87,1,87,32724.7,0,5,101,125,0,5,135,-2.33096,-3.00399,-2.88204,-4.37139,-1.18053,-276.528,23.6839,33882.1,12.2066,16439.4,-1.26251,-1.93554,-0.745138,-3.30294,-0.112079,0.898734,39.8442,35094.1,28.3669,0.539277,0.000648352,0.999561,73.8845,7.06049e-30,10.6556,1.14267e-29,17.2451,2.28535e-29,34.4903 
88,0.1,88,31891.4,0,5,101,125,0,5,135,-0.309681,1.42565,-10.5607,0.447599,-0.912941,-193.605,13.0594,33296.7,30.2974,16439.4,0.438372,2.17371,-9.06459,1.19565,-0.164888,-0.671893,24.3737,34145.3,41.6117,0.328011,0.000407733,0.999339,74.3078,6.74108e-30,10.1736,1.0995e-29,16.5935,2.199e-29,33.187 
89,6,89,28719.4,0,5,101,125,0,5,135,3.86148,1.58151,0.158148,-3.70893,-5.64944,-278.855,19.4699,30052.3,23.9014,16439.4,4.93893,2.65895,2.31303,-2.63149,-4.572,0.145671,35.7662,31274.5,40.1977,0.42577,0.000653071,0.999303,84.0034,7.61577e-30,11.4937,1.22554e-29,18.4958,2.45109e-29,36.9916 
90,8,90,30068.1,0,5,101,125,0,5,135,6.15452,-0.100708,-1.2843,-1.51974,-0.676648,-370.253,5.51283,31206.5,20.1315,16439.4,7.58511,1.32988,1.57687,-0.0891573,0.753938,0.85866,27.1504,32829.3,41.7692,0.351355,0.000472359,0.99931,77.2734,7.98628e-30,12.0528,1.27771e-29,19.2831,2.55543e-29,38.5663 
91,9,91,26353.5,0,5,101,125,0,5,135,-3.17971,-0.550532,-1.79619,-2.6411,-6.04194,-301.482,12.03,27595.5,15.7451,16439.4,-2.01484,0.614335,0.533544,-1.47623,-4.87707,1.0739,29.6486,28916.8,33.3637,0.425466,0.000585545,0.999374,69.685,7.85714e-30,11.8579,1.25722e-29,18.9739,2.51445e-29,37.9478 
92,10,92,27679.5,0,5,101,125,0,5,135,-2.19781,-2.68134,-1.19129,-1.4126,2.79207,-370.236,15.5079,29053.3,19.7774,16439.4,-0.767292,-1.25082,1.66975,0.0179238,4.22259,0.570996,37.1445,30676.1,41.4141,0.427728,0.000691442,0.999268,86.8413,8.09166e-30,12.2119,1.29245e-29,19.5056,2.5849e-29,39.0111 
93,2,93,30649.9,0,5,101,125,0,5,135,-4.28597,-3.50083,-1.09545,-2.56116,-3.46014,-263.046,5.54109,32238,22.4542,16439.4,-3.26961,-2.48447,0.937262,-1.5448,-2.44378,1.10644,20.9135,33390.9,37.8266,0.315411,0.000357771,0.999385,66.3055,7.07122e-30,10.6718,1.14298e-29,17.2498,2.28597e-29,34.4996 
94,7,94,27754,0,5,101,125,0,5,135,-5.8663,-2.24541,-4.50075,-5.70114,1.30121,-379.784,23.3445,29182.1,11.4469,16439.4,-4.39889,-0.777996,-1.56593,-4.23373,2.76862,0.809217,45.539,30846.7,33.6415,0.530086,0.000842891,0.999408,85.9088,8.1776e-30,12.3416,1.30555e-29,19.7032,2.6111e-29,39.4064 
95,5,95,31627.5,0,5,101,125,0,5,135,-2.38012,2.8088,7.72096,-2.74695,1.05309,-271.143,31.9958,32920.6,14.4699,16439.4,-1.33248,3.85644,9.81624,-1.69931,2.10073,0.229592,47.8413,34109.1,30.3155,0.568053,0.000800843,0.999518,84.2199,7.89653e-30,11.9174,1.27089e-29,19.1801,2.54177e-29,38.3602 
96,4,96,27542.1,0,5,101,125,0,5,135,0.59409,-2.31076,-3.61249,-4.88626,0.0569247,-349.164,2.35633,28972.2,11.6043,16439.4,1.94319,-0.961657,-0.91429,-3.53716,1.40602,0.557007,22.7615,30502.6,32.0095,0.372084,0.000426226,0.999431,61.1728,7.30813e-30,11.0294,1.17502e-29,17.7333,2.35005e-29,35.4667 
97,3,97,27807.7,0,5,101,125,0,5,135,0.238349,-1.39839,-1.94083,2.27291,-2.35926,-296.161,8.91547,29367.7,24.1922,16439.4,1.38266,-0.254079,0.347786,3.41721,-1.21495,0.905458,26.2231,30665.8,41.4998,0.344937,0.000488405,0.999266,76.0229,7.41759e-30,11.1946,1.19339e-29,18.0106,2.38679e-29,36.0212 
98,1,98,31048.7,0,5,101,125,0,5,135,-2.31984,-1.28757,-16.824,-1.46075,2.22766,-279.069,28.5481,32434.2,21.9534,16439.4,-1.24157,-0.209306,-14.6675,-0.382485,3.30593,-0.111602,44.8569,33657.4,38.2622,0.494174,0.000760993,0.999383,90.7716,6.90035e-30,10.4139,1.11738e-29,16.8633,2.23475e-29,33.7267 
99,1,99,31687.1,0,5,101,125,0,5,135,-1.07957,1.53869,-6.16719,0.0309191,-0.772373,-262.75,-0.828503,33003.9,21.0131,16439.4,-0.0643528,2.55391,-4.13676,1.04613,0.242842,-10.5479,14.5266,34155.6,36.3683,0.249733,0.000242974,0.999422,58.1686,6.96374e-30,10.5096,1.12553e-29,16.9863,2.25105e-29,33.9726 
100,1,100,34268.1,0,5,101,125,0,5,135,1.52608,0.980251,-0.366055,-4.17729,-2.51915,-156.053,8.72257,35592.1,24.4983,16439.4,2.12904,1.58321,0.839863,-3.57434,-1.91619,1.89498,17.8423,36276.1,33.6181,0.306653,0.000280977,0.999497,58.184,7.03928e-30,10.6236,1.13451e-29,17.1219,2.26902e-29,34.2438 
101,1,101,33366.1,0,5,101,125,0,5,135,-2.46706,-2.27983,-1.24276,3.94755,-2.24646,-264.555,26.8674,34913.3,6.69192,16439.4,-1.44487,-1.25764,0.801617,4.96974,-1.22427,0.565419,42.328,36072.8,22.1525,0.614241,0.000670067,0.999667,68.911,6.91577e-30,10.4372,1.11676e-29,16.8541,2.23352e-29,33.7081 
102,1,102,33359.8,0,5,101,125,0,5,135,-4.38016,0.235785,2.38025,-1.17649,2.10853,-329.232,28.3108,34784.1,15.7339,16439.4,-3.10808,1.50787,4.92442,0.095592,3.38061,0.275865,47.5511,36227.1,34.9742,0.531178,0.000749486,0.999476,89.5201,7.2938e-30,11.0077,1.17136e-29,17.678,2.34272e-29,35.3561 
103,1,103,32906.9,0,5,101,125,0,5,135,-1.32088,-2.63032,-1.57607,0.316622,-1.05508,-258.081,13.6305,34167.6,28.0891,16439.4,-0.323704,-1.63315,0.418273,1.31379,-0.0579114,2.47957,28.7128,35298.7,43.1713,0.356599,0.000464597,0.999337,80.5183,7.16533e-30,10.8138,1.15964e-29,17.5012,2.31928e-29,35.0024 
104,1,104,33322.7,0,5,101,125,0,5,135,-3.76549,0.193764,2.90947,-0.592612,-6.77914,-250.061,13.8578,34928.5,8.22657,16439.4,-2.79931,1.15995,4.84184,0.373573,-5.81295,3.16453,28.4714,36024.6,22.8401,0.509514,0.000451415,0.999656,55.8795,6.80886e-30,10.2759,1.10271e-29,16.642,2.20542e-29,33.284 
105,1,105,30980,0,5,101,125,0,5,135,-1.56545,-2.85809,1.29132,2.40819,-0.93848,-290.719,25.0142,32499.9,25.5287,16439.4,-0.442173,-1.73481,3.53788,3.53147,0.184801,0.303179,42.0038,33774.1,42.5184,0.451528,0.000710163,0.999317,93.0258,7.50571e-30,11.3276,1.18725e-29,17.9179,2.3745e-29,35.8358 
106,1,106,33765,0,5,101,125,0,5,135,-2.55781,0.223725,-0.431692,-3.42716,-3.87925,-192.44,20.549,34835.4,33.7334,16439.4,-1.81426,0.967275,1.05541,-2.68361,-3.1357,1.1881,31.7952,35678.9,44.9796,0.3707,0.000508969,0.999316,85.7707,7.62816e-30,11.5123,1.22549e-29,18.495,2.45098e-29,36.99 
107,1,107,29033.1,0,5,101,125,0,5,135,-0.380074,3.2853,-3.91876,-3.68902,-0.512824,-185.563,16.3754,30490.7,7.8317,16439.4,0.336905,4.00228,-2.4848,-2.97204,0.204156,-1.7201,27.2197,31304,18.676,0.548442,0.000496625,0.999676,49.6309,7.49333e-30,11.3089,1.19605e-29,18.0506,2.3921e-29,36.1013 
108,1,108,33301.7,0,5,101,125,0,5,135,0.985523,-0.579804,2.63663,-0.691805,4.18048,-180.174,11.8874,34532.9,23.0978,16439.4,1.68168,0.116352,4.02894,0.00435133,4.87664,0.623744,22.4168,35322.6,33.6272,0.357129,0.000362514,0.999483,62.7694,7.32256e-30,11.0511,1.17556e-29,17.7414,2.35111e-29,35.4828 
109,1,109,32685.7,0,5,101,125,0,5,135,0.805633,-0.414799,-2.09116,-2.64188,-2.27823,-285.878,14.972,33923.5,30.1733,16439.4,1.91021,0.689777,0.11799,-1.5373,-1.17365,-15.8069,31.6787,35176.5,46.88,0.360253,0.000514344,0.999277,87.9347,7.36838e-30,11.1203,1.18419e-29,17.8716,2.36837e-29,35.7433 
110,1,110,30999.6,0,5,101,125,0,5,135,-4.00612,-3.47645,-9.90859,2.2634,-0.666701,-259.206,6.51816,32193.5,21.8681,16439.4,-3.0046,-2.47493,-7.90555,3.26492,0.334818,0.192103,21.6661,33329.6,37.0161,0.32785,0.000371323,0.999397,66.0855,7.29059e-30,11.0029,1.16644e-29,17.6038,2.33289e-29,35.2077 
111,1,111,32732,0,5,101,125,0,5,135,-6.06999,-0.808452,-3.67146,0.0706174,-5.04925,-240.675,12.036,34082,25.3365,16439.4,-5.14007,0.121468,-1.81162,1.00054,-4.11933,0.817909,26.101,35136.8,39.4015,0.355683,0.000424299,0.999392,73.3828,7.31129e-30,11.0341,1.16567e-29,17.5922,2.33135e-29,35.1844 
112,1,112,32194.8,0,5,101,125,0,5,135,-2.6614,-8.14644,2.55191,-2.5367,-1.14741,-262.328,26.6631,33525.9,13.6269,16439.4,-1.64781,-7.13285,4.57908,-1.52311,-0.133826,1.78161,41.9936,34675.7,28.9574,0.547201,0.000691544,0.999547,76.7425,7.32166e-30,11.0498,1.16914e-29,17.6445,2.33827e-29,35.289 
113,1,113,33631.3,0,5,101,125,0,5,135,7.40527,-1.74154,-4.96399,-2.80269,2.09938,-323.692,3.02076,34814.5,26.3968,16439.4,8.65595,-0.490855,-2.46262,-1.55201,3.35006,1.32833,21.9373,36233.3,45.3134,0.287464,0.00034585,0.999322,76.3135,7.49406e-30,11.31,1.20063e-29,18.1198,2.40126e-29,36.2395 
114,1,114,32560.5,0,5,101,125,0,5,135,1.37187,-5.7937,-5.51134,-1.74639,-3.49506,-299.297,34.0185,33990.2,11.377,16439.4,2.5283,-4.63727,-3.19849,-0.589969,-2.33864,0.611649,51.5095,35302,28.868,0.597897,0.000833082,0.999556,86.1511,7.47071e-30,11.2747,1.1933e-29,18.0092,2.38661e-29,36.0185 
115,1,115,34181.5,0,5,101,125,0,5,135,0.449302,1.06388,-2.65269,-1.09726,-2.82457,-234.952,17.6276,35580.1,16.5728,16439.4,1.35711,1.97168,-0.837079,-0.189455,-1.91676,3.17141,31.3582,36609.9,30.3034,0.46304,0.000489216,0.999551,67.7223,7.77658e-30,11.7363,1.2313e-29,18.5826,2.4626e-29,37.1653 
116,1,116,33380,0,5,101,125,0,5,135,-2.5659,1.85424,-3.63926,2.89286,1.04691,-226.852,18.2334,34781.8,26.521,16439.4,-1.68939,2.73075,-1.88623,3.76937,1.92342,1.38908,31.4906,35776.1,39.7782,0.397486,0.000502727,0.999397,79.2245,7.54114e-30,11.381,1.1987e-29,18.0907,2.3974e-29,36.1813 
117,1,117,30786.9,0,5,101,125,0,5,135,-0.683622,-3.568,0.237765,1.52577,-1.60692,-307.9,1.88683,32470.8,41.2061,16439.4,0.506042,-2.37833,2.61709,2.71544,-0.417261,0.139956,19.8805,33820.3,59.1998,0.218659,0.000335789,0.999051,90.9203,7.24126e-30,10.9284,1.16258e-29,17.5455,2.32516e-29,35.091 
118,1,118,28679.7,0,5,101,125,0,5,135,-5.75398,-7.57456,1.58981,-0.150488,-2.96693,-304.227,12.3455,30220.9,15.83,16439.4,-4.57851,-6.39908,3.94075,1.02499,-1.79146,1.50501,30.1245,31554.3,33.6091,0.427569,0.000545239,0.999422,70.4554,6.89108e-30,10.4,1.10576e-29,16.6881,2.21153e-29,33.3761 
119,1,119,26415.9,0,5,101,125,0,5,135,-2.50617,1.38343,0.353598,3.294,4.13752,-152.652,-2.54909,28191.7,11.0467,16439.4,-1.91635,1.97325,1.53323,3.88382,4.72734,0.849702,6.3719,28860.8,19.9677,0.210064,0.000126145,0.999625,30.3331,6.22691e-30,9.39759,1.00386e-29,15.1501,2.00771e-29,30.3002 
120,1,120,32154.6,0,5,101,125,0,5,135,-2.60983,-3.16105,-8.66019,0.571427,-4.53706,-203.17,-0.763402,33456.5,20.8075,16439.4,-1.82482,-2.37604,-7.09018,1.35644,-3.75205,0.481964,11.1099,34347,32.6807,0.220755,0.0001848,0.999484,50.3267,6.90714e-30,10.4242,1.11281e-29,16.7944,2.22561e-29,33.5887 
121,1,121,31429.2,0,5,101,125,0,5,135,-3.04717,-2.04933,-7.21551,-1.53462,-4.62926,-218.527,6.95029,32659.3,27.9118,16439.4,-2.20282,-1.20499,-5.52682,-0.690277,-3.78492,0.587853,19.721,33617.1,40.6825,0.28773,0.000335108,0.999343,68.5401,7.3987e-30,11.166,1.18413e-29,17.8708,2.36827e-29,35.7417 
122,1,122,30172.2,0,5,101,125,0,5,135,-2.03738,-0.969392,-1.73109,0.256922,-6.5338,-295.12,-6.50815,31653.2,13.9414,16439.4,-0.897099,0.170892,0.549474,1.39721,-5.39352,1.13167,10.7386,32946.7,31.1881,0.222958,0.000186216,0.999486,48.1644,6.9918e-30,10.552,1.13029e-29,17.0582,2.26058e-29,34.1164 
