cyc,amplitude,wiggle time,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95,meanEk,meanEk_kHz,meanEtof,meanEtof_kHz,meanEtot,meanEtot_kHz
82,1.1,4.5,82,9642.33,0,5,101,125,0,5,135,-1.80333,-1.57757,-4.24782,-0.30072,-0.102639,-68.98,21.2196,12084.9,-50.5126,16439.4,-1.53681,-1.31104,-3.71477,-0.0341951,0.163886,0.422538,25.2507,12387.3,-46.4814,-0.827162,0.00116347,1.00204,-30.527,5.49734e-30,8.29653,8.92433e-30,13.4685,1.78487e-29,26.937 
83,1.25,4.5,83,14812,0,5,101,125,0,5,135,-0.845705,-1.30316,0.277602,0.317305,-0.664981,-111.392,42.9441,17361.4,-40.8378,16439.4,-0.415308,-0.872763,1.13839,0.747701,-0.234584,-2.13227,49.4538,17849.6,-34.328,5.98704,0.00158068,1.00105,8.26015,4.95458e-30,7.47741,8.16285e-30,12.3193,1.63257e-29,24.6386 
84,1.7,4.5,84,11803.3,0,5,101,125,0,5,135,0.332663,-0.217683,-4.49974,0.653377,1.13646,-132.295,29.9437,14428.7,-34.6578,16439.4,0.843827,0.293481,-3.47741,1.16454,1.64762,8.36652,37.6751,15008.6,-26.9265,7.02457,0.00143237,1.00097,5.36333,4.76895e-30,7.19725,7.92788e-30,11.9647,1.58558e-29,23.9294 
85,0.05,4.5,85,12682.5,0,5,101,125,0,5,135,-0.224905,-1.06216,0.731696,-0.153938,3.40668,-161.199,40.4439,15178.4,-30.8465,16439.4,0.397936,-0.439317,1.97738,0.468904,4.02953,0.692688,49.8644,15884.9,-21.4261,2.06451,0.00179056,1.00073,24.1531,4.26244e-30,6.43283,7.1973e-30,10.8621,1.43946e-29,21.7242 
86,0.95,4.5,86,13835.2,0,5,101,125,0,5,135,-0.551567,-0.301694,-8.35166,0.139328,-0.0711169,-140.508,34.0521,16422.1,-22.7716,16439.4,-0.00867016,0.241203,-7.26587,0.682225,0.47178,-0.235833,42.2634,17037.9,-14.5603,1.70478,0.00141545,1.00046,24.7911,5.11961e-30,7.72646,8.43883e-30,12.7358,1.68777e-29,25.4716 
87,1.4,4.5,87,13609.3,0,5,101,125,0,5,135,0.0390391,2.47972,-0.0450243,-1.03321,1.23581,-45.8198,22.8848,15988.1,-28.4977,16439.4,0.216078,2.65676,0.309053,-0.856168,1.41285,0.917334,25.5626,16188.9,-25.82,-4.71505,0.000901482,1.00087,-5.42148,5.05802e-30,7.63352,8.38987e-30,12.6619,1.67797e-29,25.3238 
88,0.5,4.5,88,11830.6,0,5,101,125,0,5,135,-2.06614,-0.559953,-3.11537,-3.49081,-0.852647,-148.277,33.2831,14310.9,-23.6724,16439.4,-1.49322,0.01296,-1.96955,-2.9179,-0.279734,0.703714,41.9484,14960.8,-15.0071,1.75224,0.00159966,1.00054,23.9398,4.45054e-30,6.71671,7.4679e-30,11.2705,1.49358e-29,22.541 
89,0.35,4.5,89,15819.3,0,5,101,125,0,5,135,-2.72966,-0.188899,-3.98074,1.49277,-0.64546,-79.294,24.2327,18090.9,-34.6251,16439.4,-2.42328,0.117477,-3.36798,1.79914,-0.339084,0.200711,28.8667,18438.5,-29.9911,-4.05277,0.00089381,1.00088,-7.12269,4.62197e-30,6.97542,7.59303e-30,11.4593,1.51861e-29,22.9187 
90,0.8,4.5,90,12027.1,0,5,101,125,0,5,135,-0.367074,-1.28732,1.44202,-1.45013,-0.149593,-135.848,26.5539,14326.3,-19.1637,16439.4,0.157817,-0.762431,2.4918,-0.925236,0.375298,-0.863378,34.4928,14921.7,-11.2247,1.6407,0.00131916,1.00041,21.0232,5.0861e-30,7.6759,8.30078e-30,12.5275,1.66016e-29,25.0549 
91,0.65,4.5,91,15694.5,0,5,101,125,0,5,135,-0.500797,-1.33373,-3.37696,-1.94308,-1.59361,-142.884,24.9417,18128.4,-21.8311,16439.4,0.0512801,-0.781652,-2.27281,-1.39101,-1.04153,0.581875,33.2918,18754.7,-13.4809,1.94522,0.00101333,1.00039,17.1147,4.6773e-30,7.05893,7.82309e-30,11.8065,1.56462e-29,23.6131 
92,0.2,4.5,92,11745.4,0,5,101,125,0,5,135,-0.0745,-1.33551,-2.4036,-3.67522,-2.2882,-81.07,26.8447,13953.6,-25.2883,16439.4,0.238738,-1.02227,-1.77713,-3.36198,-1.97497,0.774979,31.5824,14308.9,-20.5506,4.5628,0.00125966,1.00078,6.92171,5.26254e-30,7.94218,8.52528e-30,12.8663,1.70506e-29,25.7325 
93,1.55,4.5,93,15670.2,0,5,101,125,0,5,135,-1.47924,-0.919198,-5.88022,-3.20154,0.774514,-96.8935,35.8991,18133.2,-29.6938,16439.4,-1.10487,-0.544821,-5.13147,-2.82716,1.14889,0.393402,41.5616,18557.9,-24.0314,3.2664,0.00127812,1.0007,12.724,5.16418e-30,7.79373,8.50501e-30,12.8357,1.701e-29,25.6713 
94,1.1,4.5,94,13066.4,0,5,101,125,0,5,135,-0.202606,0.25772,0.103415,-5.51668,-2.87473,-165.954,21.7661,15710.8,-33.9262,16439.4,0.438609,0.898935,1.38584,-4.87547,-2.23352,1.316,31.4645,16438.1,-24.2278,13.1592,0.00109258,1.0008,2.39107,4.77035e-30,7.19937,8.01587e-30,12.0975,1.60317e-29,24.195 
95,1.25,4.5,95,12669.3,0,5,101,125,0,5,135,-0.773923,0.471389,-2.62485,0.747123,-2.75214,-88.9871,18.8907,14926.5,-37.5671,16439.4,-0.430094,0.815217,-1.9372,1.09095,-2.40831,0.324885,24.0911,15316.6,-32.3667,-1.63341,0.00089798,1.00115,-14.7489,5.5014e-30,8.30267,8.77914e-30,13.2494,1.75583e-29,26.4988 
96,1.7,4.5,96,13261.5,0,5,101,125,0,5,135,2.76408,-0.69328,-3.72948,-0.898907,-2.44999,-93.277,20.4851,15767.6,-26.464,16439.4,3.12448,-0.332877,-3.00867,-0.538503,-2.08959,-0.0574691,25.9362,16176.4,-21.0129,35.989,0.000915353,1.00071,0.72067,5.20196e-30,7.85075,8.52734e-30,12.8694,1.70547e-29,25.7387 
97,0.05,4.5,97,11201.9,0,5,101,125,0,5,135,0.252717,-0.0221153,0.189624,-3.61041,-0.746524,-50.3028,22.1667,13590.7,-31.9155,16439.4,0.447078,0.172245,0.578344,-3.41605,-0.552164,1.20875,25.1064,13811.2,-28.9758,-2.59778,0.00103768,1.00114,-9.66458,4.4005e-30,6.64119,7.40819e-30,11.1804,1.48164e-29,22.3607 
98,0.95,4.5,98,11726.7,0,5,101,125,0,5,135,1.02927,-0.563031,2.63883,0.73016,-0.803453,-102.213,24.0669,14086.3,-29.2031,16439.4,1.4242,-0.168102,3.42869,1.12509,-0.408524,0.365217,30.0402,14534.3,-23.2298,13.8794,0.00117966,1.00087,2.16437,5.32592e-30,8.03783,8.56273e-30,12.9228,1.71255e-29,25.8456 
99,1.4,4.5,99,11223.3,0,5,101,125,0,5,135,0.0125747,0.5039,-0.199116,-1.32077,-0.126292,-116.564,23.5831,13829.3,-27.3225,16439.4,0.462956,0.954281,0.701646,-0.870389,0.324089,0.553826,30.3951,14340.2,-20.5105,5.25639,0.00120972,1.00078,5.78251,4.55142e-30,6.86895,7.78452e-30,11.7483,1.5569e-29,23.4967 
100,0.5,4.5,100,11266.7,0,5,101,125,0,5,135,1.41783,1.48006,3.3106,-1.31943,-4.44753,-130.426,24.6567,13755.1,-23.3089,16439.4,1.92177,1.984,4.31848,-0.815488,-3.94359,-0.24625,32.2788,14326.7,-15.6868,2.39908,0.0012858,1.00059,13.4547,4.45451e-30,6.7227,7.53428e-30,11.3707,1.50686e-29,22.7413 
101,0.35,4.5,101,13699.3,0,5,101,125,0,5,135,2.22501,0.683882,1.24865,-1.43908,-2.28587,-119.094,18.4368,16367.6,-32.8972,16439.4,2.68517,1.14404,2.16896,-0.978924,-1.82571,0.320827,25.3967,16889.6,-25.9373,-4.43366,0.000858513,1.00083,-5.72815,4.46136e-30,6.73304,7.54263e-30,11.3833,1.50853e-29,22.7665 
102,0.8,4.5,102,13147.1,0,5,101,125,0,5,135,-0.528817,-0.489744,3.99765,-1.53514,0.157794,-158.893,26.6449,15473.6,-34.0808,16439.4,0.0851128,0.124185,5.22551,-0.921206,0.771723,0.0113173,35.9305,16170,-24.7951,5.8174,0.00126813,1.00083,6.17639,4.83779e-30,7.30114,7.9317e-30,11.9704,1.58634e-29,23.9409 
103,0.65,4.5,103,14623,0,5,101,125,0,5,135,1.1282,0.480608,-0.734514,-1.75439,0.725031,-129.155,29.4748,17041.5,-28.9271,16439.4,1.62723,0.979639,0.263548,-1.25536,1.22406,0.907172,37.0226,17607.6,-21.3793,3.25689,0.00120007,1.00066,11.3675,4.87262e-30,7.35371,8.08229e-30,12.1977,1.61646e-29,24.3954 
104,0.2,4.5,104,11498.6,0,5,101,125,0,5,135,-0.148359,0.176384,2.56297,1.06485,-0.104722,-113.076,17.6485,13646,-31.1063,16439.4,0.288544,0.613288,3.43677,1.50175,0.332182,0.443216,24.2566,14141.6,-24.4982,-4.71811,0.000979193,1.00094,-5.14117,5.24674e-30,7.91833,8.45267e-30,12.7567,1.69053e-29,25.5134 
105,1.55,4.5,105,12251.6,0,5,101,125,0,5,135,0.579686,0.825721,-2.64482,-0.114384,1.18667,-109.501,24.8026,15003.4,-48.4903,16439.4,1.00277,1.24881,-1.79864,0.308705,1.60976,1.75847,31.2018,15483.3,-42.0911,-1.61604,0.00115021,1.00148,-19.3075,5.04657e-30,7.61624,8.28039e-30,12.4967,1.65608e-29,24.9934 
106,1.1,4.5,106,17854.2,0,5,101,125,0,5,135,0.424914,0.565744,1.4471,-0.857559,-1.13526,-216.082,33.0919,20610.9,-23.1658,16439.4,1.25981,1.40064,3.11689,-0.02266,-0.300363,0.428546,45.7197,21558,-10.538,1.38234,0.0012104,1.00027,33.0742,4.3594e-30,6.57917,7.5358e-30,11.373,1.50716e-29,22.7459 
107,1.25,4.5,107,15135.6,0,5,101,125,0,5,135,1.94803,1.60354,-0.345132,-1.63842,-3.34844,-184.58,38.4211,17643.1,-27.3723,16439.4,2.66121,2.31672,1.08123,-0.925242,-2.63526,0.567277,49.208,18452.1,-16.5854,1.67914,0.00152157,1.00049,29.3055,4.47696e-30,6.75659,7.63524e-30,11.523,1.52705e-29,23.0461 
