cyc,freq (kHz),cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95,Tx,Ty,LiToTF,LiNfit,TFcalc,ToTFcalc,G_ctr_x,G_ctr_y,G_sigma_x,G_sigma_y,G_ar,G_Tx,G_Ty,G_ToTFcalc
10,20,10,21286.7,0,5,101,125,0,5,135,-5.77025,-9.26451,-11.5824,-5.61922,-6.8863,-94.0424,10.1195,28612.2,-4.416,16439.4,-5.40689,-8.90115,-10.8557,-5.25586,-6.52294,0.706146,15.6153,29024.4,1.07984,0.923375,0.000307337,0.99998,16.9111,561.235,645.12,1.09728,37681.1,8.90546e-07,0.675673,109.602,84.7983,25.0341,26.589,0.941522,569.679,654.66,0.685751 
11,80,11,18515.3,0,5,101,125,0,5,135,-8.56351,-8.66603,-14.8197,-5.68049,-9.41613,-117.359,20.6656,25850.7,-3.08697,16439.4,-8.11006,-8.21258,-13.9128,-5.22704,-8.96268,0.686826,27.524,26365.1,3.77147,0.85879,0.000596191,0.999922,32.0498,718.244,784.61,584.174,35509.6,8.731e-07,0.859803,109.773,83.7274,28.3762,29.352,0.966754,731.937,797.79,0.87522 
12,70,12,19141.6,0,5,101,125,0,5,135,-5.69333,-5.13333,-13.7245,-0.57997,-4.52718,-119.712,25.0375,26161,-9.0159,16439.4,-5.23079,-4.67078,-12.7994,-0.117425,-4.06463,0.523885,32.0335,26685.7,-2.01991,1.08186,0.000685471,1.00004,29.6096,685.21,791.532,1.01296,35880.1,8.76125e-07,0.840582,110.012,83.6972,27.7222,29.518,0.939163,698.587,806.835,0.856912 
13,10,13,18987,0,5,101,125,0,5,135,-5.53278,-4.44705,-8.62824,-1.95425,-5.84581,-57.7915,-0.332495,26283.4,-18.7259,16439.4,-5.30949,-4.22375,-8.18165,-1.73096,-5.62252,0.673627,3.04484,26536.7,-15.3486,-0.198059,6.55618e-05,1.00031,-15.3734,466.688,542.115,0.599369,34525.1,8.64955e-07,0.581521,109.77,85.2831,23.5743,25.1578,0.937058,505.175,586.079,0.62908 
14,50,14,20473.4,0,5,101,125,0,5,135,-6.85361,-6.17659,-9.10066,-6.52667,-9.44313,-201.147,20.1518,27608.4,-4.61007,16439.4,-6.07641,-5.3994,-7.54627,-5.74948,-8.66593,0.774317,31.9068,28490,7.14498,0.788197,0.000639551,0.999864,40.4808,666.223,866.221,733.044,38691.2,8.98433e-07,0.845548,109.777,83.8315,27.1909,28.7726,0.945029,672.069,766.603,0.798925 
15,90,15,19574.6,0,5,101,125,0,5,135,-3.6497,-7.57998,-6.93451,-8.00736,-4.77087,-125.259,20.8163,26657.6,9.31922,16439.4,-3.16572,-7.096,-5.96656,-7.52339,-4.28689,0.787202,28.1364,27206.6,16.6394,0.584912,0.000590608,0.999668,48.1037,694.609,870.641,294.363,37247,8.87113e-07,0.876619,110.15,83.5777,27.7265,29.5277,0.939001,698.804,807.365,0.846708 
16,40,16,16226.1,0,5,101,125,0,5,135,-10.2854,-6.6041,-11.5493,-10.1434,-9.87877,-105.026,19.7022,23504.5,4.69363,16439.4,-9.8796,-6.1983,-10.7377,-9.73759,-9.47298,0.766705,25.8399,23964.8,10.8313,0.665334,0.000615758,0.999755,38.8375,518.7,670.938,269.412,28906.2,8.15227e-07,0.723637,109.635,83.8413,26.4418,28.1261,0.940116,635.547,732.54,0.836972 
17,100,17,18043.3,0,5,101,125,0,5,135,-3.48247,-2.11426,-12.0644,-12.4272,-4.04598,-92.4405,12.1612,24955.7,4.60288,16439.4,-3.1253,-1.75709,-11.3501,-12.07,-3.68881,0.645213,17.5634,25360.9,10.0051,0.59397,0.00039558,0.999786,29.5695,709.042,808.123,0.805398,34574.9,8.6537e-07,0.874728,109.84,84.0265,28.4533,30.0896,0.945618,735.92,838.389,0.907687 
18,30,18,21399.8,0,5,101,125,0,5,135,-4.57418,-2.36154,-13.0071,-8.32454,-10.163,-125,20.8363,28842.5,-5.67273,16439.4,-4.09121,-1.87856,-12.0412,-7.84156,-9.68002,0.661122,28.1413,29390.4,1.63228,0.934926,0.000546844,0.99997,30.1,606.033,701.782,0.758998,38604.5,8.97761e-07,0.72642,109.831,84.4696,26.3837,28.125,0.938086,632.756,732.484,0.758327 
19,60,19,18728.5,0,5,101,125,0,5,135,-7.39326,-5.78028,-7.66431,-4.06023,-5.75794,-196.16,18.9731,26551.1,1.74958,16439.4,-6.63533,-5.02235,-6.14846,-3.3023,-5.00001,0.764503,30.4367,27410.9,13.2132,0.657486,0.000634105,0.999738,46.2925,660.494,750.666,0.685871,36080.5,8.77753e-07,0.802205,109.972,84.1126,27.7465,29.2903,0.947295,699.815,794.437,0.849472 
20,20,20,19612.6,0,5,101,125,0,5,135,-6.12921,-6.28236,-6.38618,-9.00419,-3.81434,-160.07,7.1581,27198.8,-11.8494,16439.4,-5.51073,-5.66389,-5.14923,-8.38571,-3.19586,0.815476,16.5126,27900.4,-2.49489,1.22146,0.00033808,1.00005,13.5187,546.531,634.248,0.655096,36087.3,8.77809e-07,0.670714,109.756,84.6546,25.3122,27.0023,0.937408,582.405,675.173,0.714365 
21,80,21,18882.1,0,5,101,125,0,5,135,-5.66821,-5.49571,-9.03667,-5.16826,-7.04041,-191.311,29.4855,25721,6.78172,16439.4,-4.92902,-4.75652,-7.55829,-4.42907,-6.30122,0.729811,40.6657,26559.5,17.962,0.653579,0.000874158,0.999633,62.22,692.585,813.078,3.42534,34841.8,8.67591e-07,0.864942,109.687,83.9142,27.6102,29.6395,0.931535,692.955,813.493,0.865395 
22,70,22,20786.2,0,5,101,125,0,5,135,-3.02329,-2.514,-5.12774,-5.4957,-8.29229,-200.429,21.6641,27490.3,-11.458,16439.4,-2.24887,-1.73958,-3.5789,-4.72128,-7.51787,0.819307,33.3772,28368.7,0.255096,0.990912,0.000671862,0.999995,33.6833,677.639,760.062,0.689472,37432.8,8.88586e-07,0.807652,110.245,83.8877,28.0905,29.4665,0.953305,717.274,804.023,0.854628 
23,10,23,21764.3,0,5,101,125,0,5,135,-6.05922,-6.58952,-9.94717,-5.55757,-12.1808,-127.638,16.1618,28718.8,-5.84577,16439.4,-5.56605,-6.09635,-8.96083,-5.06441,-11.6876,0.760247,23.621,29278.3,1.6134,0.924245,0.000460802,0.99997,25.5571,473.926,543.402,0.58945,37558.2,8.89577e-07,0.57047,109.735,86.0665,23.7928,25.2322,0.942955,514.584,589.55,0.619163 
24,50,24,21649.4,0,5,101,125,0,5,135,-10.6628,-1.14036,-13.8378,-10.2901,-3.3906,-212.31,13.381,28340.5,6.26096,16439.4,-9.84248,-0.320038,-12.1972,-9.46974,-2.57027,0.645428,25.7884,29271,18.6684,0.535135,0.000503187,0.999654,48.1904,667.643,781.686,0.951456,38394.4,8.96131e-07,0.806152,110.047,83.8122,27.416,29.3887,0.932873,683.238,799.786,0.824901 
25,90,25,19018.6,0,5,101,125,0,5,135,-4.16473,-3.65934,-15.1134,-9.27151,-8.11922,-97.2284,10.7655,26080.8,5.17391,16439.4,-3.78906,-3.28367,-14.3621,-8.89584,-7.74355,0.622787,16.4475,26507,10.8559,0.558022,0.000354444,0.999778,29.4746,693.111,785.394,0.728016,35652.7,8.74271e-07,0.843916,109.579,83.4338,28.3011,29.8389,0.948464,728.069,824.475,0.886194 
26,40,26,20751.9,0,5,101,125,0,5,135,-6.00474,-6.01295,-12.3195,-10.1226,-8.76211,-87.2258,10.7432,28065.2,-1.95884,16439.4,-5.66772,-5.67593,-11.6454,-9.78562,-8.42508,0.717343,15.8407,28447.5,3.13864,0.807908,0.000318094,0.99994,19.6071,629.836,722.985,0.754052,37516.4,8.89247e-07,0.75885,110.038,84.2319,26.9105,28.557,0.942343,658.278,755.159,0.79287 
27,100,27,19527.6,0,5,101,125,0,5,135,-3.84173,-4.59048,-11.2533,-6.99208,-9.62339,-104.276,21.7856,27364.9,11.5256,16439.4,-3.43882,-4.18758,-10.4475,-6.58918,-9.22049,0.691665,27.8795,27821.9,17.6195,0.568703,0.000572284,0.999656,49.0229,747.764,806.129,1.77163,37586.2,8.89798e-07,0.872556,109.881,83.8313,28.7357,29.5599,0.972118,750.601,809.13,0.875835 
28,30,28,20890.3,0,5,101,125,0,5,135,-7.41536,-2.86511,-12.3683,-10.195,-11.7032,-149.794,5.23038,28101.1,4.53172,16439.4,-6.83659,-2.28633,-11.2108,-9.61618,-11.1244,0.727061,13.9843,28757.6,13.2857,0.467279,0.000277799,0.999749,29.9272,600.78,704.85,0.797259,37383.6,8.88196e-07,0.732651,109.799,84.3131,26.1952,28.105,0.93205,623.748,731.439,0.760475 
29,60,29,18896.9,0,5,101,125,0,5,135,-3.78467,-2.20929,-4.33955,-6.88457,-9.51535,-97.7319,22.2776,26181.1,-7.51897,16439.4,-3.40705,-1.83167,-3.58432,-6.50695,-9.13774,0.853508,27.9891,26609.5,-1.80752,1.08401,0.000600694,1.00004,25.8201,690.491,767.842,986211,35414.3,8.72318e-07,0.834719,110.19,84.0129,27.561,28.796,0.957112,690.486,767.85,0.83472 
30,20,30,20780.2,0,5,101,125,0,5,135,-4.16206,-6.147,-12.6365,-5.54475,-7.81753,-190.557,9.89823,28611.1,-13.6192,16439.4,-3.42579,-5.41072,-11.1639,-4.80847,-7.08126,0.649926,21.0344,29446.3,-2.48308,1.16504,0.000408021,1.00005,18.0547,578.361,670.177,1.20316,38180.1,8.9446e-07,0.696039,110.309,85.1137,25.369,27.0533,0.937741,585.021,677.723,0.703964 
31,80,31,20114.5,0,5,101,125,0,5,135,-4.93095,-5.23059,-14.4798,-8.08984,-10.9547,-136.427,24.4065,27322.3,0.349186,16439.4,-4.40382,-4.70346,-13.4255,-7.56271,-10.4276,0.668695,32.3793,27920.3,8.322,0.764281,0.00066225,0.999838,42.3657,679.201,786.528,0.73183,37187.2,8.86638e-07,0.824346,109.67,83.7839,28.0059,29.8453,0.938368,712.959,824.832,0.864906 
32,70,32,18307,0,5,101,125,0,5,135,-5.19892,-4.24572,-12.3152,-8.76594,-8.30871,-69.8285,36.2356,25965.9,-6.91489,16439.4,-4.92911,-3.97591,-11.7756,-8.49614,-8.0389,0.683584,40.3163,26271.9,-2.83411,1.09213,0.000876134,1.00006,36.9154,697.189,813.364,466.836,35295.6,8.71342e-07,0.86423,109.632,83.9092,27.8949,29.3778,0.949524,707.318,799.189,0.862866 
33,70,33,19357.9,0,5,101,125,0,5,135,-8.81488,-3.61228,-11.9906,-10.3151,-6.83366,-181.79,27.0315,26404.9,3.90589,16439.4,-8.11248,-2.90988,-10.5858,-9.61265,-6.13126,0.716594,37.6553,27201.7,14.5297,0.683512,0.000790403,0.99971,55.091,683.497,755.973,0.693153,35768.9,8.75219e-07,0.821305,110.139,83.4635,28.1994,29.3758,0.959952,722.844,799.085,0.868364 
34,70,34,17891.2,0,5,101,125,0,5,135,-6.92966,-4.6303,-11.3445,-7.9591,-5.80976,-80.6444,16.9562,25882.7,-2.86427,16439.4,-6.61807,-4.31871,-10.7213,-7.6475,-5.49817,0.691949,21.6691,26236.2,1.84858,0.907135,0.000471734,0.999962,23.8874,689.8,795.356,4.77451e+07,35168.5,8.70295e-07,0.851091,109.886,83.6683,27.5474,29.3072,0.939952,689.803,795.355,0.851093 
