cyc,wiggle time,freq,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95,Tx,Ty,LiToTF,LiNfit,TFcalc,ToTFcalc,G_ctr_x,G_ctr_y,G_sigma_x,G_sigma_y,G_ar,G_Tx,G_Ty,G_ToTFcalc
74,28,50,74,5592.44,0,5,101,125,0,5,135,-13.7122,-10.3236,-20.3605,-4.91737,-14.4965,256.094,17.7983,15302.4,33.1715,16439.4,-14.7017,-11.3131,-22.3395,-5.90687,-15.486,0.679707,2.83212,14179.9,18.2054,0.11476,0.000114117,0.999304,24.6786,1456.28,1578.76,0.44589,30914.6,1.12013e-06,1.35367,116.138,85.559,44.4165,45.9571,0.966477,1806.23,1959.19,1.67941 
75,48,50,75,7034.69,0,5,101,125,0,5,135,-9.42223,-12.863,-18.2942,-9.45098,-19.4149,205.343,42.46,16206.1,40.6204,16439.4,-10.2156,-13.6564,-19.881,-10.2444,-20.2083,0.732082,30.4598,15306.1,28.6202,0.470029,0.00113588,0.998986,64.804,1274.11,1407.95,0.355678,30368.5,1.1135e-06,1.20284,115.477,85.9121,44.1392,46.1725,0.955962,1783.75,1977.6,1.68674 
76,35,50,76,6040.2,0,5,101,125,0,5,135,-8.82747,-8.43474,-16.4778,-10.4096,-14.0245,234.451,22.2564,16110.9,32.5894,16439.4,-9.73335,-9.34062,-18.2896,-11.3155,-14.9304,0.712471,8.5551,15083.3,18.8881,0.274019,0.000324004,0.999321,31.2208,1142.27,1343.28,0.319321,30031.1,1.10936e-06,1.1166,115.438,85.557,43.1764,46.5226,0.928075,1706.78,2007.7,1.66866 
77,41,50,77,7929.07,0,5,101,125,0,5,135,-10.4648,-9.72019,-14.0524,-8.30561,-10.6037,251.569,21.3722,16786.2,60.3078,16439.4,-11.4368,-10.6922,-15.9965,-9.27762,-11.5757,0.728776,6.67051,15683.5,45.6061,0.108644,0.000242981,0.998424,61.3979,1431.36,1586.71,0.420804,33025.2,1.14506e-06,1.31611,115.056,86.4831,44.6743,46.7602,0.955392,1827.26,2028.26,1.68125 
78,14,50,78,6798.3,0,5,101,125,0,5,135,-9.43231,-9.94261,-24.2524,-14.2305,-12.9347,191.833,10.3747,16997.9,31.9397,16439.4,-10.1735,-10.6838,-25.7348,-14.9717,-13.6759,0.657963,-0.836024,16157.1,20.729,-0.0347781,-2.95685e-05,0.999304,24.0388,1180.52,1285.7,0.3292,31247.4,1.12414e-06,1.09594,114.629,86.0902,43.3796,44.9915,0.964174,1722.88,1877.73,1.60002 
79,7,50,79,8246.45,0,5,101,125,0,5,135,-4.81946,-12.4883,-21.2185,-5.57336,-8.96276,261.756,13.9489,17861.9,33.3133,16439.4,-5.83083,-13.4996,-23.2412,-6.58473,-9.97414,0.60695,-1.34814,16714.7,18.0163,-0.0665043,-4.60913e-05,0.999415,20.2715,1121.05,1249.02,0.337122,31387.8,1.12582e-06,1.05106,114.495,86.5123,41.7502,43.7808,0.953619,1595.89,1778.03,1.49624 
80,21,50,80,7268.44,0,5,101,125,0,5,135,-11.1668,-4.72352,-15.5828,-4.64759,-11.5516,253.869,25.5383,16985.3,71.962,16439.4,-12.1477,-5.70441,-17.5446,-5.62849,-12.5325,0.672417,10.7022,15872.5,57.126,0.135038,0.000385144,0.99805,79.2534,819.565,981.401,0.212523,28955.6,1.09595e-06,0.81832,114.422,86.0176,42.7176,46.432,0.920004,1670.7,1999.89,1.66786 
81,0.01,50,81,9339.71,0,5,101,125,0,5,135,-5.84544,-4.12954,-14.3545,-4.9522,-12.8668,180.851,16.5508,18862.2,47.4098,16439.4,-6.54421,-4.82831,-15.7521,-5.65097,-13.5656,0.660085,5.98186,18069.5,36.8409,0.119182,0.000189134,0.998894,50.1909,1251.86,1396.45,0.434075,33984.2,1.15604e-06,1.14371,115.016,86.1623,41.1856,43.2142,0.953058,1553.02,1732.3,1.41882 
82,28,50,82,7835.45,0,5,101,125,0,5,135,-6.10644,-7.23879,-14.5644,-8.65326,-8.93731,219.054,26.1579,16782.2,54.3404,16439.4,-6.95282,-8.08517,-16.2571,-9.49964,-9.78369,0.678576,13.3563,15822.1,41.5389,0.211325,0.000482143,0.998577,63.203,1247.44,1387.01,0.32859,32019.1,1.13332e-06,1.16065,116.416,86.3386,44.8471,47.0302,0.95358,1841.42,2051.75,1.7151 
83,48,50,83,7160.95,0,5,101,125,0,5,135,-4.29995,-6.79487,-19.8897,-13.2158,-9.90188,222.65,29.6082,16177.2,41.3626,16439.4,-5.16022,-7.65515,-21.6102,-14.076,-10.7622,0.635355,16.5965,15201.3,28.351,0.32788,0.000623488,0.998989,50.6177,1202.06,1436.39,0.348617,30180.2,1.11119e-06,1.18253,115.253,84.175,43.0226,46.7949,0.919387,1694.65,2031.28,1.66969 
84,35,50,84,5402.45,0,5,101,125,0,5,135,-6.83175,-7.08782,-14.604,-9.84672,-11.4036,215.751,11.2023,15360.5,37.1501,16439.4,-7.66537,-7.92143,-16.2713,-10.6803,-12.2372,0.702947,-1.40621,14414.9,24.5416,-0.0501433,-5.57474e-05,0.999077,28.0437,1101,1255.07,0.307989,28127.6,1.08541e-06,1.08302,115.683,85.7665,42.7754,45.4461,0.941233,1675.22,1915.87,1.65054 
85,41,50,85,6081.12,0,5,101,125,0,5,135,-4.70416,-6.34602,-20.9546,-6.8539,-13.36,225.393,2.02572,16078.1,38.7432,16439.4,-5.57504,-7.21689,-22.6964,-7.72478,-14.2309,0.604895,-11.1463,15090.2,25.5712,-0.570455,-0.00042226,0.999081,19.5392,1383.71,1555.85,0.430357,31377.6,1.1257e-06,1.30342,115.79,86.1282,43.5802,45.9333,0.948771,1738.85,1957.16,1.63879 
86,14,50,86,7993.62,0,5,101,125,0,5,135,-7.96025,-7.50915,-10.5803,-8.03568,-13.7407,241.581,18.2123,17437.1,48.5538,16439.4,-8.89367,-8.44257,-12.4472,-8.96911,-14.6741,0.767023,4.09432,16378.3,34.4358,0.0901491,0.000142828,0.99886,45.4172,1153.73,1362.67,0.352458,31497.6,1.12713e-06,1.11243,114.691,86.1961,41.8512,45.2007,0.925895,1603.61,1895.23,1.5467 
87,7,50,87,12097,0,5,101,125,0,5,135,-5.78518,-9.5657,-16.5706,-6.59388,-9.8079,228.157,31.2293,20330.3,58.2402,16439.4,-6.66673,-10.4473,-18.3337,-7.47544,-10.6895,0.658034,17.8958,19330.3,44.9067,0.249301,0.000528743,0.99874,71.7839,1061.03,1226.82,0.317842,33879,1.15485e-06,0.987937,113.996,85.5781,41.2998,44.1597,0.935238,1561.64,1808.94,1.45538 
88,21,50,88,11225.8,0,5,101,125,0,5,135,-5.78905,-4.11528,-21.7543,-12.762,-11.6024,201.03,33.3227,19511.9,43.4986,16439.4,-6.56579,-4.89202,-23.3077,-13.5387,-12.3791,0.615913,21.5745,18630.8,31.7504,0.361534,0.00066128,0.999076,59.675,1291.68,1400.85,0.39936,34890.8,1.16623e-06,1.15342,115.524,85.4553,42.8363,44.2875,0.967232,1680,1819.43,1.49912 
89,0.01,50,89,11657.2,0,5,101,125,0,5,135,-6.24427,-6.4303,-17.1662,-9.234,-13.9575,177.202,41.7432,19992.1,57.995,16439.4,-6.92894,-7.11497,-18.5356,-9.91867,-14.6422,0.675613,31.3875,19215.4,47.6393,0.354442,0.000932531,0.998656,88.5547,1238.1,1373.24,0.41219,34645.9,1.1635e-06,1.12069,114.246,86.2154,41.4372,43.3398,0.956099,1572.05,1742.39,1.42246 
90,28,50,90,8008.07,0,5,101,125,0,5,135,-12.2782,-5.3023,-11.1107,-12.045,-11.6557,249.169,20.4568,16816.8,78.6052,16439.4,-13.241,-6.26504,-13.0362,-13.0077,-12.6184,0.775888,5.89533,15724.7,64.0437,0.0712446,0.000214188,0.997794,82.7478,1675.08,2380.69,534.919,37400.7,1.19355e-06,1.67313,115.541,85.2958,44.199,46.3306,0.953992,1788.59,1991.17,1.58113 
91,48,50,91,8215.14,0,5,101,125,0,5,135,-6.27096,-4.5646,-11.3731,-7.26859,-15.3281,183.181,33.6003,17022.5,67.8034,16439.4,-6.97873,-5.27237,-12.7886,-7.97636,-16.0359,0.739284,22.8952,16219.6,57.0983,0.250458,0.000805962,0.998093,91.4131,1078.47,1217.63,0.283523,30095.2,1.11015e-06,1.03224,113.958,86.0876,43.6811,46.1442,0.946622,1746.91,1975.17,1.67324 
92,35,50,92,9267.64,0,5,101,125,0,5,135,-10.5644,-7.84177,-19.4903,-11.453,-12.311,268.674,41.0613,17798.3,51.0983,16439.4,-11.6025,-8.87988,-21.5665,-12.4911,-13.3491,0.682327,25.36,16620.7,35.397,0.37384,0.000871131,0.998845,67.8364,1206.52,1363.49,0.335506,32026.9,1.13341e-06,1.13164,115.561,86.2324,43.5469,46.0726,0.945179,1736.2,1969.06,1.63133 
93,41,50,93,8201.25,0,5,101,125,0,5,135,-8.22615,-7.65684,-18.8039,-6.66306,-11.8864,208.555,23.1381,16590,62.1641,16439.4,-9.03196,-8.46265,-20.4155,-7.46887,-12.6922,0.64844,10.9502,15675.9,49.9762,0.154398,0.000399004,0.998272,70.9216,1272.58,1392.66,0.355986,30492.1,1.11501e-06,1.19396,114.956,85.7999,43.986,45.7762,0.960894,1771.39,1943.8,1.6642 
94,14,50,94,8541.42,0,5,101,125,0,5,135,-9.46926,-8.80994,-10.5051,-9.86247,-12.3041,196.962,37.6849,17062.4,38.6503,16439.4,-10.2303,-9.57096,-12.0271,-10.6235,-13.0651,0.783362,26.1745,16199.1,27.1399,0.445581,0.000922459,0.999091,58.7423,1090.12,1121.25,0.290819,29703,1.1053e-06,1.00025,115.016,86.3098,43.4238,43.7747,0.991984,1726.39,1777.53,1.58488 
95,7,50,95,9998.08,0,5,101,125,0,5,135,-13.3361,-5.67514,-22.189,-7.83696,-11.5528,182.295,16.8954,18472.4,50.9415,16439.4,-14.0405,-6.37949,-23.5977,-8.54131,-12.2572,0.635928,6.24215,17673.4,40.2882,0.11435,0.000201784,0.998764,54.588,1151.89,1231.87,0.313664,32340.8,1.1371e-06,1.04759,115.135,85.1809,43.3682,44.6408,0.971494,1721.98,1848.57,1.56904 
