cyc,wiggle time,freq,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95,Tx,Ty,LiToTF,LiNfit,TFcalc,ToTFcalc,G_ctr_x,G_ctr_y,G_sigma_x,G_sigma_y,G_ar,G_Tx,G_Ty,G_ToTFcalc
64,21,50,64,8817.91,0,5,101,125,0,5,135,-10.6546,-9.519,-26.7586,-10.8326,-12.444,233.392,31.2318,17980,53.6363,16439.4,-11.5564,-10.4208,-28.5621,-11.7344,-13.3458,0.622291,17.5923,16957.1,39.9968,0.268223,0.000592485,0.998721,65.5885,1216.08,1354.85,0.341827,32723.8,1.14157e-06,1.12441,115.405,84.7104,43.4359,45.6691,0.9511,1727.35,1934.71,1.60139 
65,0.01,50,65,10130.5,0,5,101,125,0,5,135,-10.0481,-7.21294,-23.8307,-6.37008,-9.49537,247.143,8.50605,19312.7,28.7842,16439.4,-11.003,-8.16785,-25.7406,-7.32499,-10.4503,0.589378,-5.93697,18229.4,14.3412,-0.526681,-0.000186138,0.999573,11.2724,1308.87,1404.73,0.46974,34377.7,1.16049e-06,1.16844,114.818,85.6118,41.3698,42.5904,0.971341,1566.94,1682.66,1.39921 
66,28,50,66,7694.99,0,5,101,125,0,5,135,-7.79154,-6.25574,-23.2531,-5.58294,-12.7301,269.481,-0.120141,16816.3,52.8708,16439.4,-8.83276,-7.29696,-25.3356,-6.62416,-13.7713,0.590442,-15.8686,15635.1,37.1224,-0.553333,-0.000580299,0.998713,28.6782,1399.34,1495.09,0.413413,32288.5,1.13648e-06,1.27272,115.77,85.5407,44.2901,45.5603,0.972121,1795.96,1925.5,1.63628 
67,48,50,67,7565.78,0,5,101,125,0,5,135,-7.2,-8.46225,-23.2669,-12.6091,-11.0605,241.1,30.9116,17007.7,38.0067,16439.4,-8.13156,-9.39381,-25.13,-13.5407,-11.9921,0.631461,16.8217,15951,23.9168,0.36953,0.000602258,0.999187,45.5219,1357.49,1470.07,0.384478,32371.2,1.13745e-06,1.24194,115.74,85.5581,44.4987,46.0663,0.96597,1812.92,1968.52,1.66083 
68,35,50,68,6934.72,0,5,101,125,0,5,135,-9.86069,-10.0731,-20.0226,-13.3535,-12.6812,271.315,16.1005,16281,36.1743,16439.4,-10.909,-11.1214,-22.1192,-14.4018,-13.7295,0.693983,0.244835,15091.9,20.3187,0.0099416,9.27019e-06,0.99927,24.6273,1476.62,1640.64,0.4279,33208.3,1.14718e-06,1.35679,116.396,85.6416,45.2496,47.4533,0.953561,1874.62,2088.83,1.72496 
69,41,50,69,7291.84,0,5,101,125,0,5,135,-7.33247,-10.6666,-22.2131,-8.24802,-15.6649,267.187,23.5293,16368.8,51.2217,16439.4,-8.36483,-11.6989,-24.2779,-9.28038,-16.6973,0.654748,7.91491,15197.8,35.6073,0.156286,0.000297508,0.99873,50.6436,1317.82,1446.42,0.339309,32157.6,1.13495e-06,1.21646,116.581,86.0886,45.7338,47.6636,0.959511,1914.95,2107.39,1.77001 
70,14,50,70,7482.68,0,5,101,125,0,5,135,-7.58815,-10.1726,-14.9152,-11.0533,-11.9934,243.174,37.8514,16813.1,41.5003,16439.4,-8.52772,-11.1122,-16.7944,-11.9928,-12.933,0.726298,23.6403,15747.3,27.2892,0.419249,0.000857113,0.99906,56.3874,1221.46,1381.42,0.356628,30953.6,1.1206e-06,1.15918,115.364,85.6708,43.0176,45.5185,0.945057,1694.25,1921.97,1.61031 
71,7,50,71,6701.11,0,5,101,125,0,5,135,-7.37567,-13.1643,-20.9994,-11.1855,-9.4937,238.368,8.52896,16529.6,22.9272,16439.4,-8.29667,-14.0853,-22.8414,-12.1066,-10.4147,0.66283,-5.40126,15484.8,8.99698,-1.00114,-0.00019936,0.999685,5.39512,1100.91,1207.37,0.309725,29490.9,1.10267e-06,1.04557,115.051,85.5863,42.6066,44.3947,0.959724,1662.03,1828.24,1.58086 
72,21,50,72,6898.87,0,5,101,125,0,5,135,-9.61541,-6.62262,-16.071,-14.5645,-11.3251,256,-5.14882,16635,47.1012,16439.4,-10.6045,-7.61175,-18.0493,-15.5536,-12.3142,0.718567,-20.1094,15512.9,32.1405,-1.0894,-0.000741294,0.998877,18.4592,1390.99,1575.88,0.465849,32226.4,1.13576e-06,1.30358,115.572,85.3138,42.902,45.3915,0.945154,1685.15,1911.27,1.58014 
73,0.01,50,73,9701.01,0,5,101,125,0,5,135,-5.90713,-9.59722,-23.1511,-9.94693,-13.5787,245.903,26.1044,19258.3,34.5354,16439.4,-6.85725,-10.5473,-25.0513,-10.8971,-14.5288,0.630957,11.7339,18180.5,20.1649,0.32656,0.000368669,0.999398,35.9317,1072.32,1228.97,0.326196,33151.1,1.14652e-06,1.00127,114.776,85.5515,41.2209,43.8597,0.939835,1555.68,1784.45,1.45322 
