cyc,wiggle time,freq,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95,Tx,Ty,LiToTF,LiNfit,TFcalc,ToTFcalc,G_ctr_x,G_ctr_y,G_sigma_x,G_sigma_y,G_ar,G_Tx,G_Ty,G_ToTFcalc
66,180,50,66,1037.1,0,5,101,125,0,5,135,-13.1362,-15.911,-19.1057,-11.0478,-12.2975,475.659,-78.0572,18913.8,-86.7221,16439.4,-14.9741,-17.7488,-22.7814,-12.8856,-14.1354,0.723946,-105.855,16829,-114.52,0.435118,-0.00360727,1.00371,-243.278,421.009,496.206,0.526091,27582.6,8.0259e-07,0.569486,110.125,87.5477,22.6321,24.4244,0.926621,468.96,553.373,0.634721 
67,40,50,67,5723.37,0,5,101,125,0,5,135,-14.0494,-7.67238,-32.1514,-9.69918,-13.2405,408.679,-73.7277,22870.9,-71.5135,16439.4,-15.6285,-9.25143,-35.3095,-11.2782,-14.8196,0.590791,-97.6109,21079.7,-95.3967,0.46024,-0.00265306,1.00246,-212.087,441.303,514.59,0.39289,32322.7,8.46157e-07,0.563181,110.282,88.2663,24.4046,26.1714,0.932491,545.29,635.368,0.695625 
68,20,50,68,2443.99,0,5,101,125,0,5,135,-12.5518,-6.85384,-21.8575,-10.3568,-19.0309,408.58,-79.7162,19587.7,-55.891,16439.4,-14.1305,-8.43251,-25.0149,-11.9355,-20.6095,0.687794,-103.594,17796.9,-79.7684,0.519746,-0.00333731,1.00244,-199.316,358.933,436.659,0.296825,28170.9,8.08256e-07,0.489812,110.117,88.0373,23.7072,25.9121,0.914909,514.571,622.84,0.700426 
69,0.01,50,69,4240.51,0,5,101,125,0,5,135,-15.4018,-16.2688,-28.5083,-12.6375,-13.5455,363.346,-50.2041,21243.5,-68.7819,16439.4,-16.8056,-17.6727,-31.3161,-14.0414,-14.9494,0.66961,-71.438,19650.9,-90.0159,0.398079,-0.00208167,1.00249,-179.457,434.354,471.495,0.313817,30187.1,8.27095e-07,0.547148,111.132,87.5791,25.7058,26.5606,0.967818,604.987,654.404,0.760748 
70,140,50,70,7152.09,0,5,101,125,0,5,135,-19.9296,-10.6468,-24.7502,-9.78239,-16.31,350.758,-72.2262,24382.8,-57.3855,16439.4,-21.2848,-12.0021,-27.4607,-11.1376,-17.6653,0.69335,-92.7244,22845.4,-77.8838,0.498023,-0.00232469,1.00185,-186.185,475.254,533.863,0.505398,34031.7,8.60814e-07,0.585152,110.147,87.6874,24.1818,25.4691,0.949456,535.378,601.725,0.659355 
71,100,50,71,2403.59,0,5,101,125,0,5,135,-18.182,-10.2379,-29.2162,-8.45742,-15.3915,377.667,-58.5844,19711.6,-36.4428,16439.4,-19.6413,-11.6971,-32.1347,-9.91665,-16.8507,0.643899,-80.6553,18056.3,-58.5137,0.534595,-0.00255903,1.00176,-150.872,478.927,557.192,0.826836,28977.8,8.159e-07,0.63314,110.421,87.8828,23.2469,24.9214,0.932809,494.781,576.123,0.654376 
72,160,50,72,4636.42,0,5,101,125,0,5,135,-16.77,-12.6895,-25.0626,-14.4233,-14.24,339.229,-65.3499,21956,-69.9201,16439.4,-18.0807,-14.0002,-27.684,-15.734,-15.5507,0.695946,-85.1745,20469.1,-89.7446,0.441621,-0.00238345,1.00239,-192.868,497.82,560.55,0.692726,31385,8.37894e-07,0.630455,110.082,87.4476,23.9448,25.2534,0.948181,524.938,591.579,0.665076 
73,200,50,73,3671.22,0,5,101,125,0,5,135,-14.7176,-10.3771,-25.443,-13.1528,-14.6584,352.833,-69.441,21114.3,-62.6441,16439.4,-16.0808,-11.7404,-28.1695,-14.5161,-16.0217,0.674448,-90.0605,19567.8,-83.2637,0.47406,-0.00263693,1.00232,-189.977,425.05,507.187,0.690667,30217.2,8.2737e-07,0.561182,110.115,87.6934,22.1291,24.0203,0.921267,448.345,535.215,0.592067 
74,60,50,74,2371.88,0,5,101,125,0,5,135,-21.2008,-14.8374,-27.0087,-9.19057,-16.1805,413.745,-57.7692,19976.5,-63.4287,16439.4,-22.7995,-16.436,-30.206,-10.7892,-17.7791,0.691806,-81.9484,18163,-87.608,0.438044,-0.00258485,1.00263,-187.078,429.84,508.515,0.441104,29144.1,8.17457e-07,0.571926,110.456,87.7183,23.5172,25.4026,0.925781,506.357,598.587,0.673483 
75,120,50,75,6279.56,0,5,101,125,0,5,135,-16.7121,-10.4601,-21.2674,-15.4055,-19.5742,358.997,-60.7517,23964.1,-72.3176,16439.4,-18.0992,-11.8472,-24.0416,-16.7926,-20.9613,0.737943,-81.7315,22390.6,-93.2974,0.421974,-0.00209022,1.00227,-193.688,444.769,518.719,0.487395,33554.3,8.56771e-07,0.56062,109.703,87.462,23.5057,25.2398,0.931295,505.863,590.942,0.638152 
