cyc,wiggle time,freq,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95,Tx,Ty,LiToTF,LiNfit,TFcalc,ToTFcalc,G_ctr_x,G_ctr_y,G_sigma_x,G_sigma_y,G_ar,G_Tx,G_Ty,G_ToTFcalc
76,80,50,76,3837.74,0,5,101,125,0,5,135,-10.0499,-12.3707,-31.0847,-12.2082,-15.9133,348.858,-61.4369,20841.4,-58.2674,16439.4,-11.3979,-13.7186,-33.7805,-13.5561,-17.2612,0.623465,-81.8241,19312.4,-78.6547,0.464356,-0.00242695,1.00222,-176.21,451.184,526.191,0.542856,29949,8.24915e-07,0.590662,109.632,88.1156,23.3271,25.0414,0.93154,498.202,581.688,0.652587 
77,180,50,77,4296.21,0,5,101,125,0,5,135,-12.2373,-16.2525,-22.7503,-9.48949,-21.4907,380.878,-60.244,21356.1,-88.1167,16439.4,-13.709,-17.7241,-25.6936,-10.9611,-22.9623,0.717809,-82.5025,19686.7,-110.375,0.383817,-0.00240048,1.00305,-214.953,433.085,503.801,0.55162,30584.2,8.30706e-07,0.5623,110.048,87.3435,22.8118,24.4472,0.933106,476.435,554.407,0.618684 
78,40,50,78,973.449,0,5,101,125,0,5,135,-15.4722,-17.9642,-24.6432,-19.9822,-17.0705,426.513,-67.3587,18665.7,-64.1533,16439.4,-17.1202,-19.6121,-27.9392,-21.6302,-18.7184,0.733964,-92.2841,16796.3,-89.0787,0.463323,-0.00314949,1.00289,-199.179,413.42,527.011,0.420645,27523.1,8.02012e-07,0.582003,110.289,87.958,23.2761,26.1138,0.891332,496.026,632.576,0.698438 
79,20,50,79,4320.19,0,5,101,125,0,5,135,-14.0949,-12.5063,-23.122,-13.091,-9.93384,450.296,-67.9378,21389.6,-47.7824,16439.4,-15.8347,-14.2461,-26.6017,-14.8309,-11.6737,0.680219,-94.2531,19416,-74.0977,0.514565,-0.00278166,1.00208,-183.17,365.381,436.641,0.286589,30266.4,8.27819e-07,0.482503,109.858,88.0645,24.1934,26.1791,0.924148,535.892,635.743,0.705089 
80,0.01,50,80,4861.15,0,5,101,125,0,5,135,-11.6046,-11.9697,-28.6054,-18.2254,-12.4304,382.096,-65.7656,22223.5,-58.6377,16439.4,-13.0809,-13.446,-31.5581,-19.7017,-13.9068,0.655831,-88.0952,20548.8,-80.9674,0.475532,-0.00245581,1.00214,-185.256,364.161,409.475,0.270319,31323.6,8.37348e-07,0.461163,110.547,87.5146,24.6138,25.8774,0.951167,554.678,621.175,0.701005 
81,140,50,81,2504.66,0,5,101,125,0,5,135,-21.3422,-16.2064,-27.7811,-10.531,-12.6664,381.602,-41.5959,19917.2,-54.4285,16439.4,-22.8166,-17.6808,-30.73,-12.0054,-14.1408,0.684412,-63.8967,18244.7,-76.7293,0.409668,-0.00200527,1.00229,-155.972,418.565,510.759,0.532376,28871.3,8.149e-07,0.567395,110.305,87.39,22.5187,24.7293,0.910608,464.273,567.279,0.629768 
82,100,50,82,3117.63,0,5,101,125,0,5,135,-17.3836,-15.4682,-25.451,-11.7141,-8.45052,355.736,-75.4985,20632.6,-71.5359,16439.4,-18.7581,-16.8427,-28.1999,-13.0886,-9.82501,0.674795,-96.2877,19073.4,-92.325,0.464983,-0.00289307,1.00263,-207.078,490.763,584.139,0.634521,29867,8.24162e-07,0.649653,110.506,87.6812,23.9498,25.9702,0.922201,525.155,625.638,0.695493 
83,160,50,83,3074.79,0,5,101,125,0,5,135,-12.5566,-12.6068,-26.941,-8.30703,-14.147,391.374,-73.2518,20814.8,-49.0269,16439.4,-14.0688,-14.1189,-29.9654,-9.81922,-15.6592,0.641697,-96.1236,19099.4,-71.8988,0.526987,-0.00288418,1.00205,-182.402,487.819,554.928,0.649801,30380.4,8.28857e-07,0.627723,110.278,87.5016,23.8251,25.2569,0.943311,519.702,591.742,0.669058 
84,200,50,84,3902.69,0,5,101,125,0,5,135,-13.833,-16.6333,-31.7926,-15.8856,-8.93601,367.429,-47.7472,20999.7,-61.9766,16439.4,-15.2527,-18.053,-34.6319,-17.3053,-10.3557,0.637736,-69.2198,19389.3,-83.4491,0.408717,-0.00204417,1.00234,-169.359,491.423,566.173,0.552719,30303.2,8.28155e-07,0.636929,110.191,87.6672,24.3145,25.9271,0.937803,541.273,623.563,0.701515 
85,60,50,85,6061.03,0,5,101,125,0,5,135,-16.7359,-14.4931,-24.5498,-11.8127,-11.7667,397.225,-70.2663,23235.3,-85.6845,16439.4,-18.2707,-16.0279,-27.6194,-13.3475,-13.3015,0.688153,-93.4802,21494.3,-108.898,0.417028,-0.00249138,1.00276,-224.158,398.983,463.198,0.349752,32242.7,8.45459e-07,0.508473,110.211,88.0869,23.8529,25.5104,0.935026,520.915,603.68,0.663276 
86,120,50,86,2757.03,0,5,101,125,0,5,135,-21.2223,-12.4052,-22.1902,-13.1334,-10.6347,415.515,-65.2221,20973.2,-48.4497,16439.4,-22.8278,-14.0107,-25.4011,-14.7389,-12.2402,0.715293,-89.5047,19152,-72.7324,0.506296,-0.00267766,1.00207,-176.784,484.126,579.488,2.4831e+10,31204.9,8.36288e-07,0.633353,110.473,87.3918,22.9951,24.9938,0.920031,484.122,579.479,0.633345 
87,80,50,87,189.98,0,5,101,125,0,5,135,-15.8344,-13.2935,-23.6407,-19.2327,-15.4394,424.247,-81.31,18073.3,-71.7026,16439.4,-17.4736,-14.9328,-26.9192,-20.8719,-17.0786,0.723271,-106.103,16213.8,-96.4957,0.478162,-0.00375346,1.00324,-221.898,409.457,488.85,0.46724,27027,7.97164e-07,0.561234,110.407,88.2104,22.7224,24.6735,0.920924,472.708,564.72,0.648135 
88,180,50,88,2653.39,0,5,101,125,0,5,135,-15.0069,-14.6431,-18.8276,-19.8811,-14.4345,427.828,-51.1901,19714.1,-56.1278,16439.4,-16.6599,-16.2961,-22.1337,-21.5342,-16.0875,0.761263,-76.1924,17838.9,-81.13,0.439027,-0.00244661,1.00247,-173.548,411.401,494.869,0.443455,28142,8.07979e-07,0.558441,110.282,88.2333,22.9869,25.0504,0.917626,483.777,582.104,0.656785 
89,40,50,89,542.253,0,5,101,125,0,5,135,-18.5646,-12.4362,-33.6758,-18.5376,-14.4186,450.611,-51.1215,17981.2,-64.2061,16439.4,-20.3057,-14.1773,-37.158,-20.2786,-16.1597,0.656197,-77.4552,16006.1,-90.5398,0.416195,-0.00277287,1.00308,-186.103,376.143,438.453,0.341424,26888.7,7.95802e-07,0.510308,110.945,87.6115,23.3427,24.9883,0.934147,498.869,579.22,0.675476 
90,20,50,90,3149.17,0,5,101,125,0,5,135,-18.4974,-14.2779,-20.1392,-20.4596,-13.9715,458.139,-67.1934,20418.2,-45.7177,16439.4,-20.2676,-16.048,-23.6796,-22.2298,-15.7417,0.758289,-93.9671,18410.2,-72.4913,0.519279,-0.00292515,1.00214,-180.957,338.662,393.303,0.263651,28859.6,8.14789e-07,0.447921,109.996,88.1979,23.9342,25.5421,0.937049,524.472,605.181,0.691446 
91,0.01,50,91,2259.4,0,5,101,125,0,5,135,-17.1995,-8.15823,-24.9675,-10.3155,-11.8823,388.666,-62.9507,19191.8,-81.4587,16439.4,-18.7012,-9.65996,-27.971,-11.8172,-13.384,0.656938,-85.6643,17488.3,-104.172,0.406626,-0.00280693,1.00324,-210.671,353.582,390.632,0.276418,27558.4,8.02355e-07,0.463194,110.282,87.1246,24.0391,25.0456,0.959812,529.078,581.882,0.69153 
92,140,50,92,2218.07,0,5,101,125,0,5,135,-17.3305,-11.2095,-23.1676,-18.6616,-11.0718,441.694,-85.6793,19842.7,-79.5961,16439.4,-19.0371,-12.9161,-26.5808,-20.3682,-12.7784,0.710072,-111.492,17906.7,-105.409,0.468488,-0.00357057,1.00321,-237.982,418.895,513.646,0.525467,28966.9,8.15798e-07,0.568594,110.201,87.7086,22.571,24.8439,0.908514,466.43,572.546,0.633456 
93,100,50,93,4597.61,0,5,101,125,0,5,135,-14.4838,-16.9922,-30.61,-11.3493,-17.3912,421.613,-72.8813,21988.9,-52.091,16439.4,-16.1129,-18.6212,-33.8681,-12.9783,-19.0202,0.663342,-97.5203,20141,-76.7301,0.514357,-0.00277447,1.00207,-189.596,485.716,544.784,0.621593,31570.1,8.39539e-07,0.612721,110.216,87.477,23.8664,25.1115,0.950418,521.507,584.948,0.657882 
94,160,50,94,4685.24,0,5,101,125,0,5,135,-7.1077,-18.0009,-16.005,-14.8161,-12.8583,343.285,-56.5359,21966.6,-76.5323,16439.4,-8.43408,-19.3273,-18.6577,-16.1425,-14.1847,0.756891,-76.5975,20461.9,-96.5939,0.397888,-0.00214368,1.00257,-192.51,479.547,547.2,0.615838,31507.3,8.38982e-07,0.610571,110.035,87.8595,23.726,25.202,0.941432,515.385,589.17,0.656801 
95,200,50,95,3574.42,0,5,101,125,0,5,135,-6.53152,-11.4406,-23.1612,-15.4421,-15.7329,321.579,-48.0187,20314.9,-75.284,16439.4,-7.77404,-12.6831,-25.6462,-16.6847,-16.9754,0.678472,-66.8118,18905.5,-94.0771,0.371787,-0.00202351,1.00271,-179.704,411.025,504.163,0.462882,28729.7,8.13565e-07,0.559535,110.453,88.2571,22.7855,25.0878,0.908231,475.336,583.842,0.647524 
96,60,50,96,3400.79,0,5,101,125,0,5,135,-7.90563,-15.6202,-22.3724,-11.1071,-14.7699,506.43,-54.7817,20781.1,-79.4566,16439.4,-9.86237,-17.5769,-26.2859,-13.0638,-16.7267,0.685258,-84.3775,18561.4,-109.052,0.392015,-0.0026044,1.0032,-215.24,405.176,487.729,0.439163,29521.1,8.20968e-07,0.541483,110.068,87.3456,22.847,24.9002,0.917546,477.908,575.143,0.638608 
97,120,50,97,3499.8,0,5,101,125,0,5,135,-13.0794,-10.6612,-28.0232,-7.83968,-11.1519,370.951,-81.5978,21262.2,-84.3114,16439.4,-14.5127,-12.0945,-30.8897,-9.27297,-12.5852,0.610741,-103.276,19636.3,-105.99,0.448123,-0.00301446,1.00294,-230.464,419.651,508.914,0.562955,30587.9,8.3074e-07,0.55629,110.438,87.8321,22.4035,24.5146,0.913884,459.533,557.471,0.609263 
98,80,50,98,3567.48,0,5,101,125,0,5,135,-13.984,-14.7364,-24.5303,-12.6389,-16.6709,435.816,-52.802,21617.5,-95.9715,16439.4,-15.6679,-16.4203,-27.8981,-14.3228,-18.3548,0.698933,-78.271,19707.3,-121.441,0.349425,-0.00227469,1.00336,-224,406.492,486.831,0.437059,30951.1,8.34015e-07,0.533386,110.286,87.7918,22.8934,24.9081,0.919117,479.851,575.509,0.630094 
