cyc,freq (kHz),cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95,Tx,Ty,LiToTF,LiNfit,TFcalc,ToTFcalc,G_ctr_x,G_ctr_y,G_sigma_x,G_sigma_y,G_ar,G_Tx,G_Ty,G_ToTFcalc
60,20,60,20156.5,0,5,101,125,0,5,135,-5.07068,-2.97836,-9.35269,-5.05849,-7.59427,-7.25635,7.90807,26226.5,20.5132,16439.4,-5.04264,-2.95032,-9.29661,-5.03045,-7.56623,0.688934,8.33213,26258.3,20.9373,0.249041,0.00018129,0.999567,33.4569,621.086,753.007,2.20204e+06,35686.7,8.74549e-07,0.781972,109.192,84.0616,26.1393,28.5164,0.916641,621.087,753.01,0.781974 
61,2.5,61,19484.9,0,5,101,125,0,5,135,-5.57342,-4.96077,-4.11637,-2.55263,-6.41293,-36.2091,3.82238,25463.9,12.3612,16439.4,-5.43352,-4.82087,-3.83657,-2.41273,-6.27302,0.831557,5.93843,25622.6,14.4772,0.254747,0.00013242,0.999693,23.3111,480.859,573.836,2.74095,33904.2,8.59738e-07,0.610993,109.178,85.7711,23.011,24.9055,0.923933,481.323,574.384,0.61158 
62,10,62,20473.1,0,5,101,125,0,5,135,-7.50143,-7.39203,-6.97797,-3.15638,-6.01731,-41.2031,3.42041,25892.6,4.60091,16439.4,-7.34223,-7.23283,-6.65957,-2.99718,-5.85811,0.778678,5.82832,26073.2,7.00882,0.409324,0.000127719,0.999854,14.2389,502.1,595.467,0.693378,34641.5,8.65926e-07,0.631456,109.349,85.3693,24.1421,26.0541,0.926615,529.806,628.587,0.666439 
63,25,63,20332,0,5,101,125,0,5,135,-5.32282,-6.68016,-9.12408,-3.85716,-5.45398,-22.3099,20.6038,26115.2,20.8501,16439.4,-5.23662,-6.59396,-8.95168,-3.77096,-5.36778,0.700823,21.9076,26213,22.1539,0.451775,0.000477345,0.999541,48.4922,614.217,752.748,0.667315,35825.5,8.75681e-07,0.776497,109.451,83.7429,26.7985,29.3957,0.911646,652.81,800.168,0.82535 
64,45,64,21968,0,5,101,125,0,5,135,-1.92343,-0.774692,-9.51741,-3.17608,-3.67608,-77.8283,7.50645,26623.7,37.3732,16439.4,-1.62271,-0.473979,-8.91598,-2.87536,-3.37537,0.483533,12.0547,26964.9,41.9214,0.193307,0.000255394,0.999157,62.3605,650.385,834.682,340.616,35074.1,8.69515e-07,0.847361,110.172,83.5057,28.2293,30.9283,0.912734,724.379,885.778,0.92123 
65,35,65,21112.8,0,5,101,125,0,5,135,-12.4831,-5.94631,-3.15069,-4.20791,-7.01948,-23.7887,16.5989,26421.8,13.264,16439.4,-12.3911,-5.85439,-2.96686,-4.11599,-6.92757,0.908021,17.9891,26526.1,14.6542,0.505679,0.000387374,0.9997,35.5741,670.131,798.781,0.816704,36363.5,8.80042e-07,0.831362,109.313,83.4437,27.6383,29.8936,0.924557,694.366,827.499,0.861339 
66,40,66,20133,0,5,101,125,0,5,135,-3.427,-4.60768,-8.28095,-2.12601,-8.71602,-42.5227,8.70096,25391.4,26.1754,16439.4,-3.2627,-4.44338,-7.95235,-1.96171,-8.55172,0.696149,11.186,25577.8,28.6604,0.245423,0.000249841,0.999392,45.5784,680.032,908.314,291.006,35868.6,8.76032e-07,0.897145,109.48,83.2635,27.4318,30.9855,0.88531,684.027,889.057,0.890187 
67,60,67,20662.9,0,5,101,125,0,5,135,-6.08061,-4.25011,-10.3456,-3.41842,-8.62497,41.9643,40.5033,26194.1,16.9049,16439.4,-6.24275,-4.41225,-10.6699,-3.58056,-8.78712,0.683316,38.0509,26010.1,14.4525,0.686915,0.00083526,0.999698,55.3939,715.229,876.029,0.782154,36541.2,8.81474e-07,0.897992,109.19,82.9004,28.6285,31.3881,0.912081,745.013,912.313,0.935286 
68,15,68,22038.8,0,5,101,125,0,5,135,-4.41322,-3.42844,-9.03775,-2.42915,-5.85938,-13.7163,10.9708,27712,11.2533,16439.4,-4.36022,-3.37544,-8.93176,-2.37615,-5.80638,0.640572,11.7723,27772.1,12.0548,0.448672,0.000242164,0.999764,26.2382,568.568,706.733,229.764,37405,8.88365e-07,0.713555,109.318,83.8499,25.1638,27.4498,0.91672,575.595,697.735,0.713365 
69,30,69,19049.4,0,5,101,125,0,5,135,-7.93246,-5.22152,-6.71317,-9.09629,-10.0211,-14.9628,11.8204,24734.7,14.103,16439.4,-7.87465,-5.16371,-6.59754,-9.03848,-9.96325,0.829246,12.6948,24800.3,14.9774,0.413948,0.000292419,0.999672,30.6677,667.993,783.484,0.85648,34193.3,8.62175e-07,0.839084,109.467,83.138,27.5336,29.5433,0.931976,689.117,808.221,0.865597 
70,7.5,70,21240.4,0,5,101,125,0,5,135,-3.41353,-3.06936,-8.28624,-7.69649,-7.61006,-98.1007,15.4881,26932.8,3.02333,16439.4,-3.03449,-2.69032,-7.52816,-7.31744,-7.23101,0.729217,21.2211,27362.7,8.75634,0.66883,0.000442973,0.999826,31.7287,473.914,563.922,0.548749,35632.7,8.74107e-07,0.591418,109.563,84.9049,23.9847,25.9318,0.924917,522.919,622.696,0.652816 
71,50,71,20318.7,0,5,101,125,0,5,135,-4.55859,-7.53683,-6.49861,-8.18894,-5.35087,27.644,19.3967,25842,28.1262,16439.4,-4.6654,-7.64364,-6.71223,-8.29575,-5.45768,0.795201,17.7812,25720.8,26.5107,0.358535,0.000394881,0.999441,49.594,726.65,870.478,0.905303,36080.4,8.77753e-07,0.906085,109.48,83.3109,28.6584,31.0755,0.922218,746.568,894.229,0.930865 
72,5,72,21404.7,0,5,101,125,0,5,135,-7.03367,-5.963,-4.39963,-6.98083,-7.45323,-8.5568,13.4663,27154.5,13.1609,16439.4,-7.00061,-5.92994,-4.33351,-6.94776,-7.42016,0.863002,13.9664,27192,13.6609,0.460033,0.000293411,0.999727,30.3595,530.451,627.96,0.904917,36024,8.77296e-07,0.657874,109.092,84.9748,24.4697,26.3802,0.927578,544.281,644.42,0.675072 
73,20,73,20948,0,5,101,125,0,5,135,-8.5952,-7.04181,-7.00496,-6.98868,-7.34924,-71.2056,5.11875,26735.8,25.5166,16439.4,-8.32007,-6.76668,-6.45471,-6.71355,-7.07412,0.817298,9.28,27047.9,29.6779,0.206712,0.000196016,0.999405,44.8934,612.549,749.749,1.41591,36425.7,8.80544e-07,0.769621,109.19,83.6132,26.0519,28.5559,0.91231,616.94,755.1,0.775126 
74,2.5,74,18015.5,0,5,101,125,0,5,135,-5.08455,-4.31194,-10.2887,-5.82914,-6.58644,-26.9974,5.04008,24252.1,-12.0403,16439.4,-4.98024,-4.20762,-10.0801,-5.72483,-6.48213,0.679741,6.61781,24370.4,-10.4626,-1.11461,0.000155148,1.00023,-5.93731,454.049,539.099,0.551834,32126.6,8.44442e-07,0.58589,108.838,85.5864,23.4596,25.3248,0.926351,500.275,593.887,0.645485 
75,10,75,17729.4,0,5,101,125,0,5,135,-5.47443,-4.01828,-12.4629,-4.68577,-4.46815,-24.5407,5.06641,23881,16.5193,16439.4,-5.37961,-3.92346,-12.2733,-4.59095,-4.37333,0.598133,6.50057,23988.6,17.9534,0.231793,0.000154825,0.999594,28.0447,508.594,609.969,0.8839,32350.2,8.46397e-07,0.658059,109.03,84.8639,23.9804,26.02,0.921613,522.73,626.942,0.676361 
76,25,76,20239.1,0,5,101,125,0,5,135,-5.67441,-4.84239,-5.65011,0.239949,-2.33053,-85.7496,5.2713,25686.1,25.1021,16439.4,-5.34309,-4.51107,-4.98747,0.571268,-1.99921,0.693448,10.2825,26061.9,30.1133,0.221518,0.000225401,0.999373,46.4185,551.457,712.518,216.522,32080.1,8.44035e-07,0.742666,109.783,83.4655,26.5363,29.3869,0.902997,640.099,799.689,0.847664 
77,45,77,21315.2,0,5,101,125,0,5,135,-5.00258,-5.68523,-7.66303,-6.65104,-4.44052,-61.6678,21.2715,26883.7,29.8273,16439.4,-4.76431,-5.44696,-7.18648,-6.41277,-4.20225,0.743457,24.8753,27154,33.4311,0.382741,0.000523203,0.999332,64.9927,691.37,851.179,0.789156,37608.2,8.89971e-07,0.861965,109.507,82.9868,28.1296,30.9176,0.909825,719.271,885.163,0.896565 
78,80,78,17483,0,5,101,125,0,5,135,-4.53312,-9.96298,-8.91013,-2.69961,-10.6784,-64.5374,14.8581,23036.9,25.6072,16439.4,-4.28376,-9.71362,-8.41141,-2.45025,-10.429,0.761636,18.6297,23319.8,29.3787,0.345736,0.000456294,0.999317,53.8842,669.863,794.078,157.647,29570.4,8.21424e-07,0.887887,109.45,82.9505,29.437,31.4973,0.934589,787.685,918.666,1.03559 
79,100,79,18142.6,0,5,101,125,0,5,135,-4.13527,-4.69964,-10.6907,-5.15324,-4.17128,-45.588,16.0237,23898,33.5736,16439.4,-3.95913,-4.52349,-10.3384,-4.9771,-3.99514,0.628026,18.6878,24097.9,36.2378,0.300577,0.000442945,0.999184,62.1731,750.207,931.399,248.354,33751.9,8.58449e-07,0.973741,109.296,83.1846,28.9849,31.6421,0.916025,763.678,927.134,0.980193 
80,120,80,18539.4,0,5,101,125,0,5,135,-3.72257,-0.943501,-3.33264,-10.447,-5.82458,-39.0922,25.5632,23955.5,31.7568,16439.4,-3.57152,-0.792456,-3.03055,-10.296,-5.67354,0.87029,27.8478,24126.8,34.0414,0.405369,0.000659122,0.999235,68.6975,760.683,950.173,1031.45,33868.4,8.59436e-07,0.989212,109.427,83.2266,29.5215,31.6068,0.934024,792.212,925.066,0.996078 
81,15,81,20839.3,0,5,101,125,0,5,135,-2.40392,-3.95363,-11.8497,-0.615098,-3.47903,-60.4291,4.6278,26489.7,21.5626,16439.4,-2.17043,-3.72014,-11.3827,-0.381612,-3.24554,0.455384,8.15928,26754.6,25.0941,0.213191,0.000174237,0.999491,38.2722,570.402,688.772,0.759828,35870.6,8.76049e-07,0.715484,109.027,84.4288,25.5911,27.8582,0.91862,595.311,718.653,0.746626 
82,30,82,20602.4,0,5,101,125,0,5,135,-8.29599,-5.35143,-10.6466,-5.87576,-6.07552,-3.77105,8.58445,26474.5,7.53527,16439.4,-8.28142,-5.33686,-10.6174,-5.86119,-6.06095,0.706359,8.80483,26491.1,7.75565,0.486143,0.00018989,0.999841,18.1116,654.541,805.036,0.970296,36719.2,8.82903e-07,0.822173,109.358,83.4793,27.1265,29.8053,0.910124,668.888,822.619,0.840162 
83,7.5,83,19427.5,0,5,101,125,0,5,135,-3.86687,-2.15669,-9.53095,-2.55428,-4.32306,-107.252,-2.3246,25265.7,1.5749,16439.4,-3.45247,-1.74229,-8.70215,-2.13988,-3.90866,0.563703,3.94319,25735.8,7.84268,0.295272,8.75453e-05,0.999835,13.3544,492.611,599.127,254.735,33462.2,8.55986e-07,0.634665,109.197,84.8062,23.4049,25.4409,0.919971,497.942,599.347,0.638207 
