cyc,freq (MHz),cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95,two2D_bg,two2D_a1,two2D_sh1,two2D_sv1,two2D_ch1,two2D_cv1,two2D_a2,two2D_sh2,two2D_sv2,two2D_ch2,two2D_cv2,two2D_chd,two2D_cvd
0,44.84,0,23015.4,0.0765698,51.0294,11.244,120.724,-0.00476563,-35.3015,8.34816e-13,-8.24581,-3.96574,-1.22784,-4.40384,-9.48411,60.7028,3083.6,-2.04293,22485.1,18683.7,-8.62804,-4.34797,-1.9923,-4.78607,-9.86633,0.93274,2998.46,-5.19632,22400,0.134687,1.00304,-0.000427513,22262.4,-0.00341009,0.274933,11.1694,10.8366,121.347,92.5552,2.26112,11.7045,11.1891,120.331,141.848,1.01551,-49.2924 
1,44.79,1,22855.6,-0.790012,51.8048,11.4359,121.078,-3.63525,1063.8,0.0235603,-8.50954,-1.75801,-8.55203,-2.06111,-2.15883,115.758,3061.72,-4.24936,22481.2,145175,-9.23843,-2.48691,-10.0098,-2.79001,-2.88773,0.63485,2899.36,-10.2628,22318.8,0.131231,1.00623,-0.000847765,22093.5,-0.00355806,0.269916,10.9471,11.0646,121.769,91.9832,2.25884,11.6972,11.2331,120.619,141.435,1.15039,-49.4517 
2,44.77,2,23147.2,-0.178794,52.3376,11.2096,121.005,0.130257,3.08965,500,-8.81287,-6.69901,-1.59807,-9.07692,-2.78103,41.3328,2094.76,-11.0448,23726.9,19111.6,-9.07313,-6.95927,-2.1186,-9.33718,-3.04129,0.930605,2036.79,-13.1919,23668.9,0.0909603,1.01146,-0.00102776,22392.1,-0.00375371,0.145153,12.336,12.822,122.381,93.4099,2.41429,11.6172,11.1535,120.55,141.355,1.83103,-47.9451 
3,44.85,3,26193.4,-0.166084,57.9016,11.393,121.108,0.065702,51.1859,500,-10.9742,-0.82891,-5.52861,0.350378,-7.23338,106.044,2782.88,-3.29046,26231.9,21584,-11.6419,-1.49664,-6.86407,-0.317353,-7.90112,0.756775,2634.14,-8.79924,26083.2,0.10509,1.00588,-0.000621826,25065.7,-0.00398113,0.244393,11.2628,11.1834,122.011,91.9613,2.54989,11.9277,11.3595,120.637,141.241,1.37459,-49.2798 
4,44.765,4,25262,-0.868659,55.4699,11.6682,120.595,0.484017,338.712,226.872,-4.35393,-6.59243,-9.01958,-4.51485,-8.63363,98.3119,1869.32,1.90603,26020.8,26406.5,-4.97298,-7.21147,-10.2577,-5.13389,-9.25268,0.721476,1731.43,-3.20109,25882.9,0.0721707,1.00325,-0.000227875,23990.8,-0.0039701,0.113135,13.9852,14.1855,123.179,93.5202,2.58706,11.8507,11.1637,120.167,140.635,3.01196,-47.1149 
5,44.855,5,19842.7,-0.594735,46.8702,11.1056,120.752,-0.300121,239.085,2.48997e-05,-3.8563,-6.69845,-8.03667,-5.2438,-3.55953,143.765,2065.44,4.2818,20521.5,19280.6,-4.76155,-7.6037,-9.84717,-6.14905,-4.46478,0.700021,1863.79,-3.18651,20319.8,0.0963758,1.003,-0.000288958,19338.8,-0.00356483,0.16863,10.8312,11.3538,121.626,92.1175,2.22266,11.357,10.7726,120.252,140.702,1.37386,-48.5849 
6,44.815,6,24058,-0.220965,54.3175,11.2878,120.989,-0.00117682,23.1773,500,-5.03537,-13.5535,-11.3641,-2.42851,-4.08734,80.741,3594.21,-4.59742,23364.7,19960.1,-5.54377,-14.0619,-12.3809,-2.93692,-4.59574,0.686712,3480.96,-8.79176,23251.5,0.14827,1.00444,-0.000697016,23477.2,-0.00381704,0.360665,10.7912,10.3147,121.42,91.9278,2.34623,11.6906,11.2175,120.501,141.385,0.918364,-49.4574 
7,44.795,7,26336.7,-0.86409,57.7963,11.5935,120.758,0.72574,181.166,52.3137,-4.08837,-9.56461,-9.82987,-5.18181,-6.06404,112.39,3433.59,-5.01939,25516.8,26092.9,-4.79607,-10.2723,-11.2453,-5.8895,-6.77174,0.711474,3275.95,-10.8578,25359.2,0.130595,1.00583,-0.000789343,25084.8,-0.00350718,0.325422,11.2121,10.4309,121.265,92.0544,2.51508,11.8362,11.1993,120.294,141.447,0.971119,-49.3923 
8,44.83,8,24223.2,-0.91069,54.5895,11.6881,121.068,0.219536,844.549,287.3,-8.47122,-3.95242,-12.856,-0.423403,-9.99235,116.633,3682.22,4.28234,23426.1,26806.2,-9.20563,-4.68682,-14.3248,-1.15781,-10.7268,0.642789,3518.63,-1.77652,23262.6,0.149574,1.00088,-0.000140698,23524.4,-0.00368696,0.36337,10.8864,10.1883,121.431,91.2803,2.36244,11.672,11.1604,120.566,140.687,0.865555,-49.4066 
9,44.81,9,25431,-0.0828934,55.0195,11.4466,120.731,0.0483232,-112.864,500,-12.3086,-4.21239,-5.89209,-3.95611,-2.37805,105.8,3681.72,-3.13897,24249.6,20679.2,-12.9748,-4.87858,-7.22448,-4.62231,-3.04425,0.779368,3533.33,-8.63508,24101.2,0.145642,1.0043,-0.000660434,24260.3,-0.00347818,0.364743,10.8529,10.4429,121.132,91.4394,2.34719,11.9384,11.3701,120.244,141.115,0.888677,-49.6752 
