cyc,freq (MHz),cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95,two2D_bg,two2D_a1,two2D_sh1,two2D_sv1,two2D_ch1,two2D_cv1,two2D_a2,two2D_sh2,two2D_sv2,two2D_ch2,two2D_cv2,two2D_chd,two2D_cvd
0,44.84,0,26558.6,-0.544852,57.4179,11.6731,120.704,-0.285558,72.5476,0.355836,-14.3163,-7.42484,-8.76867,-1.7408,-11.2767,36.5253,3365.55,5.45441,25698.8,22493.2,-14.5462,-7.65483,-9.22865,-1.97079,-11.5067,0.794495,3314.32,3.55699,25647.5,0.130633,0.998125,0.000255412,25371.2,-0.0034409,0.288435,11.2628,11.3207,121.604,92.0725,2.40728,12.0146,11.6336,120.185,141.268,1.41934,-49.1955 
1,44.79,1,27560.6,-0.412292,60.142,11.9379,120.856,0.167293,347.323,2.25114,-8.22587,-7.88288,-7.14956,-6.5843,-6.16508,99.6767,3434.85,-5.07675,26812.1,25263.8,-8.85351,-8.51051,-8.40483,-7.21193,-6.79272,0.788683,3295.04,-10.2548,26672.3,0.125606,1.00548,-0.00070874,26233.2,-0.00365122,0.293316,11.7036,11.3964,121.562,91.6707,2.49082,12.1069,11.584,120.345,141.035,1.21689,-49.3645 
2,44.77,2,28718.9,-0.366761,60.4301,-11.8073,120.821,0.290508,261.871,60.3386,-10.3753,-5.32365,-9.10905,-10.8691,-3.13857,75.8039,2354.55,0.511622,29058.6,25703.9,-10.8526,-5.80097,-10.0637,-11.3464,-3.61589,0.758546,2248.23,-3.42624,28952.3,0.0828162,1.00267,-0.000218044,27147.2,-0.00396701,0.154837,12.8188,13.4648,122.78,93.1846,2.71322,12.1972,11.4917,120.333,141.145,2.44623,-47.9606 
3,44.85,3,24182,-0.0468935,53.2952,11.305,120.868,-0.023306,18.2609,500,-9.7371,-4.86975,-19.0567,-3.14517,-4.65684,184.046,2749.66,-7.50908,24054,19627.3,-10.896,-6.02864,-21.3745,-4.30405,-5.81573,0.558551,2491.51,-17.0699,23795.8,0.108535,1.01214,-0.00132318,22955.9,-0.00347521,0.232025,11.056,11.5314,121.982,91.8224,2.40999,11.738,11.1359,120.36,140.565,1.62251,-48.7427 
4,44.765,4,25724.9,-0.902738,55.9109,11.8252,120.769,1.23838,-1090.16,133.866,-6.83831,-6.33609,-14.4959,-2.15306,-14.0751,64.0196,1911.04,4.74259,26509.4,65470.9,-7.24142,-6.7392,-15.3021,-2.55617,-14.4782,0.669623,1821.25,1.4169,26419.6,0.0742091,0.99864,9.87835e-05,24542.1,-0.00420869,0.0946039,16.4851,16.4757,124.585,95.4363,2.59129,11.9696,11.2197,120.314,141.721,4.27065,-46.2847 
5,44.855,5,27466.1,0.0809213,58.3941,11.6966,120.807,-0.118973,2.73934,1.5184e-06,-10.3427,-5.76789,-12.5803,-5.44725,-7.9535,118.882,2439.48,1.21215,27865,22244.9,-11.0913,-6.51646,-14.0774,-6.19582,-8.70207,0.6978,2272.74,-4.96356,27698.3,0.0871008,1.00384,-0.000330216,26093.2,-0.00405985,0.201722,11.459,12.2438,122.097,92.7428,2.6269,12.1812,11.3962,120.329,141.155,1.76783,-48.4127 
6,44.815,6,25156.4,-0.0241135,54.5707,11.3302,121.001,-0.0480494,54.88,500,-7.59585,1.40808,-7.63044,-1.45131,-4.87746,132.283,3962.6,-0.410688,23673.3,20213.5,-8.4288,0.575126,-9.29635,-2.28426,-5.71042,0.630286,3777.06,-7.28255,23487.7,0.157532,1.00339,-0.000571485,23976.5,-0.00320213,0.367602,11.0144,10.4573,121.409,91.0888,2.32512,11.7707,11.342,120.506,140.484,0.903009,-49.3955 
7,44.795,7,22833.2,-0.585059,50.3856,11.3438,120.673,1.04214,-275.505,420.394,-2.77716,-6.49819,-8.63344,-6.47026,-9.51506,74.7224,3137.37,3.79006,22182.4,27952.8,-3.24766,-6.9687,-9.57446,-6.94077,-9.98557,0.739238,3032.56,-0.0916278,22077.6,0.137723,1.00005,-7.64529e-06,22019.3,-0.00323994,0.297409,10.8563,10.4902,120.969,91.3928,2.22698,11.7015,11.1645,120.075,140.642,0.893816,-49.2491 
8,44.83,8,26392.4,-0.118685,57.3025,11.5396,121.132,0.335963,109.358,315.184,-9.3037,-6.99428,-14.7891,-4.9332,-10.9173,106.432,3757.8,2.99091,25243.2,22721.7,-9.97388,-7.66446,-16.1295,-5.60338,-11.5875,0.68348,3608.52,-2.53805,25094,0.143256,1.00123,-0.000186349,25189.3,-0.00357503,0.35209,11.1582,10.7929,121.472,91.0777,2.38896,11.9626,11.5708,120.51,140.478,0.961424,-49.4003 
9,44.81,9,21365.7,-0.194916,48.961,-11.145,121.326,0.213004,-46.1576,500,-8.97881,-9.26718,-8.76648,-5.19111,-6.5194,128.735,3453.66,-16.2029,20612.2,18083.5,-9.78942,-10.0778,-10.3877,-6.00172,-7.33,0.761677,3273.1,-22.8904,20431.7,0.157026,1.01239,-0.00206805,20844.3,-0.00345928,0.340191,10.7678,10.3095,121.613,91.4435,2.12929,11.5726,11.0424,120.836,141.125,0.777696,-49.6812 
