cyc,detuning,freq,VVA,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95
77,120,47.3359,10,77,12659.6,0.0164854,22.603,12.0832,121.647,-0.0203734,-12.4577,0.0635465,-1.52582,-1.50776,4.85279,2.65282,-0.517116,-43.0188,629.598,17.3844,11892.2,8899.11,-1.25494,-1.23688,5.39454,2.92369,-0.246238,0.0332671,676.053,19.2805,11938.7,0.0638682,0.952464,0.00296612,10585.1 
78,-10,47.2059,2.1,78,14469.7,-0.00412895,26.1896,11.9751,121.55,-0.0170954,-6.28532,1.81141e-10,0.208457,1.96189,-1.61495,-2.44656,2.36874,-3.46686,955.5,32.1207,13242,10212.9,0.230287,1.98372,-1.57129,-2.42473,2.39057,3.58202,959.244,32.2735,13245.8,0.0802498,0.944396,0.00446826,11953.2 
79,130,47.3459,10,79,13436.2,-0.0365555,24.5506,12.0567,121.808,-0.0179205,35.6774,499.713,1.07814,5.51345,-4.02713,3.54347,-1.04177,29.9237,610.217,42.4973,12673.8,9656.59,0.889723,5.32503,-4.40398,3.35505,-1.2302,2.119,577.903,41.1783,12641.5,0.0522029,0.889129,0.00596468,11070.3 
80,15,47.2309,2.1,80,14580,-0.0377742,26.935,11.917,121.572,0.00093276,14.1194,480.612,-1.25871,-2.34992,-1.05338,0.875327,1.0668,11.8772,1091.47,40.7864,13362.1,10449.5,-1.3335,-2.42471,-1.20295,0.80054,0.992014,0.620353,1078.64,40.2629,13349.2,0.0887149,0.938682,0.00552531,12158.5 
81,60,47.2759,2.7,81,14724,-0.0238078,27.0705,12.0907,121.671,-0.00293798,4.16501,1.45254e-11,-2.13941,-2.71347,0.0654568,0.742873,1.40089,-50.7147,1032.04,38.2605,13741.1,10655.2,-1.82007,-2.39413,0.70413,1.06221,1.72023,1.9677,1086.81,40.4958,13795.8,0.0866855,0.938784,0.00537818,12537.3 
82,90,47.3059,4,82,13927.2,0.0144861,24.5389,12.2612,121.537,-0.00769675,-0.00447834,453.894,0.363534,-1.04492,8.24645,-0.150142,1.1817,-11.4945,553.424,32.3305,13010.6,9794.53,0.435912,-0.97254,8.39121,-0.0777639,1.25408,0.0708329,565.837,32.8372,13023,0.0497441,0.907805,0.00462334,11374.9 
83,-30,47.1859,2.3,83,13498.2,-0.00673072,25.1447,11.7886,121.611,-0.0108262,-6.62924,500,0.332296,2.54698,2.48578,-0.67483,0.156946,24.8308,1073.65,28.8713,12322.7,9651.79,0.175943,2.39062,2.17307,-0.831183,0.000592733,0.444092,1046.84,27.7768,12295.9,0.0930319,0.955626,0.00414412,11252.5 
84,30,47.2459,2.3,84,12947.8,-0.0114743,23.7729,11.8865,121.798,0.0302789,-12.8915,500,3.79952,0.541761,-1.25684,-1.23736,2.68523,-22.4949,1162.66,20.7292,11559.5,9211.55,3.94116,0.683405,-0.973553,-1.09572,2.82688,1.18088,1186.95,21.7207,11583.8,0.109888,0.968969,0.00344224,10801.5 
85,-25,47.1909,2.3,85,13068.6,-0.0136681,23.914,11.9352,121.649,-0.00522,7.32123,491.22,-2.85382,-2.57359,-0.51254,-2.41153,3.08559,-3.86796,1142.76,36.1757,11755.3,9292.59,-2.82946,-2.54924,-0.463829,-2.38717,3.10994,0.909404,1146.93,36.3461,11759.5,0.105153,0.947457,0.00566132,10907.3 
86,55,47.2709,2.5,86,13380.9,-0.0306036,24.371,12.0685,121.82,-0.01235,16.2166,52.6307,0.719956,0.477606,-1.01986,0.343593,0.722961,17.9271,851.619,29.9727,12361.2,9581.19,0.607073,0.364724,-1.24562,0.230711,0.610079,3.19701,832.26,29.1825,12341.9,0.0751408,0.942185,0.00433679,11076 
87,5,47.2209,2.1,87,12764.5,-0.0174941,23.7296,11.7679,121.56,0.00906434,-5.39534,305.488,-2.826,-3.07601,-0.338875,-0.166051,1.32451,5.09776,986.227,37.6123,11662.7,9092.01,-2.8581,-3.10811,-0.403073,-0.19815,1.29242,0.923588,980.722,37.3876,11657.2,0.0920329,0.937458,0.00587339,10656.2 
88,80,47.2959,4,88,14010,-0.00228248,25.1543,12.0656,121.803,0.0137266,-4.28906,1.18472e-10,0.247495,3.41666,-3.02659,-1.18852,1.95987,-20.8661,957.511,50.7473,12698.1,9881.85,0.378883,3.54805,-2.76382,-1.05713,2.09125,2.25786,980.044,51.667,12720.6,0.0849392,0.915534,0.00742645,11538.2 
89,35,47.2509,2.3,89,14277.4,-0.0253629,26.2733,11.9297,121.645,-0.00356779,17.6521,500,1.06473,-1.19468,-3.72251,1.05939,-0.60003,2.89613,1182.15,40.9409,12973.5,10205.3,1.0465,-1.21291,-3.75899,1.04115,-0.618266,-0.0732245,1179.03,40.8133,12970.4,0.098709,0.942882,0.00576305,11944.5 
90,180,47.3959,10,90,14473.3,-0.00224295,26.1092,12.129,121.539,-0.00983017,-1.3521,1.66294e-10,1.95791,-0.141733,0.678917,0.163245,3.53477,-18.1858,346.965,32.337,13979.2,10309.4,2.07242,-0.0272217,0.907939,0.277756,3.64929,0.868035,366.603,33.1386,13998.8,0.0305869,0.863417,0.00434177,11985.6 
91,40,47.2559,2.5,91,13306.5,0.252652,23.6663,-11.955,121.709,-0.0386918,-115.365,1.45379e-15,-0.123652,-0.437339,-3.6068,-3.14195,-1.48077,9.46108,1243.68,32.1495,11858.3,9355.66,-0.183226,-0.496913,-3.72594,-3.20152,-1.54035,0.592702,1233.47,31.7325,11848.1,0.111451,0.956919,0.00490945,11067.4 
92,140,47.3559,10,92,11495.9,-0.0176186,20.8542,12.0699,121.546,0.00234226,2.13505,382.649,1.52206,1.3143,3.95411,1.47854,4.08308,9.39638,352.729,17.59,10972.3,8194.07,1.4629,1.25513,3.83577,1.41937,4.02392,0.680275,342.582,17.1759,10962.2,0.0362859,0.919338,0.00287796,9441.18 
93,50,47.2659,2.5,93,14419.3,-0.00973223,26.1568,-12.0512,121.783,-0.00761355,4.43727,1.72849e-10,3.49751,1.91161,-1.27367,-1.91418,0.290618,21.1294,1096.45,46.4743,13140.6,10262.6,3.36446,1.77856,-1.53976,-2.04723,0.157571,1.89855,1073.63,45.543,13117.7,0.0897581,0.930896,0.00635489,11961.4 
94,-100,47.1159,7,94,12963.2,0.022892,22.9545,-12.0917,121.588,-0.006652,-2.26845,1.62343e-11,1.53011,4.49346,1.37716,2.8205,3.2094,-61.2268,143.639,42.6413,12491.7,9035.96,1.91564,4.87899,2.14822,3.20603,3.59493,0.863551,209.757,45.34,12557.9,0.0197274,0.725547,0.00660696,10632.8 
95,65,47.2809,2.7,95,14302.2,-0.00869359,25.8925,12.075,121.764,0.0103799,11.9175,1.70407e-11,-1.70455,-0.569473,-3.57716,-0.392753,0.766698,37.254,717.909,38.384,13391.6,10181.9,-1.93913,-0.804052,-4.04632,-0.627332,0.532119,0.412275,677.678,36.742,13351.3,0.0576293,0.913342,0.00504379,11759.3 
96,-150,47.0659,10,96,13039.3,-0.0376722,23.138,12.4257,121.431,-0.0217641,18.5176,51.9434,-2.35511,2.21374,-1.55415,-1.60833,-3.37915,29.73,195.771,30.1319,12803.7,9372.36,-2.54231,2.02654,-1.92855,-1.79553,-3.56635,0.752946,163.666,28.8215,12771.6,0.0152048,0.764424,0.00413985,10764.1 
97,20,47.2359,2.3,97,12544.9,0.0252376,22.8136,11.8189,121.86,-0.00360438,-32.202,30.6128,2.78204,0.337423,-0.168359,2.12961,-0.00706215,-32.5739,1402.44,27.2393,10841.2,8781.21,2.98714,0.542533,0.241859,2.33472,0.198047,0.961636,1437.62,28.675,10876.4,0.137373,0.966271,0.00483313,10465 
98,45,47.2609,2.5,98,13919.1,-0.0415573,25.7345,11.9317,121.616,0.00343189,17.1181,125.379,0.847187,0.0375717,-2.46059,-0.0756103,-0.238746,-3.20446,1163.92,42.2297,12707.6,9997.63,0.867365,0.0577493,-2.42023,-0.0554327,-0.218569,-0.368044,1167.38,42.371,12711.1,0.0996263,0.940276,0.00610296,11717.6 
99,200,47.4159,10,99,13769.9,0.00424204,24.245,-12.3169,121.416,-0.000758343,-0.739232,58.1695,-0.66769,3.89149,1.81569,-2.07571,-3.36283,-0.292487,209.275,24.0903,13259.7,9721.17,-0.665848,3.89334,1.81937,-2.07387,-3.36098,5.68918,209.591,24.1031,13260,0.0186877,0.832465,0.00333728,11215.4 
100,-5,47.2109,2.1,100,14408.5,0.00614452,25.8917,12.0463,121.953,-0.0101698,-6.7363,5.69028e-10,-2.86428,-0.018426,0.212112,1.14422,2.90341,-50.7838,1154.2,25.7698,12843,10155.6,-2.54451,0.301346,0.851656,1.46399,3.22319,0.741583,1209.04,28.0082,12897.9,0.101479,0.96104,0.00398427,11914.3 
101,0,47.2159,2.1,101,15350,-0.00512344,27.5302,12.1323,121.734,-0.0146606,-12.4393,470.688,-1.31105,0.144307,3.72326,-1.10851,-0.322728,17.3982,1214.92,51.7993,13842.7,10878.9,-1.4206,0.0347549,3.50416,-1.21806,-0.43228,-6.48795,1196.13,51.0324,13823.9,0.0944068,0.930524,0.00675441,12670 
102,75,47.2909,2.7,102,13367.9,-0.0130665,23.4167,12.4634,121.414,0.00195955,0.268479,314.872,-1.74713,-2.49793,4.14088,-1.37091,1.29407,40.0479,527.761,38.0308,12630.3,9500.8,-1.9993,-2.7501,3.63654,-1.62308,1.0419,3.14666,484.514,36.2656,12587,0.0443217,0.884184,0.00527942,10931.8 
103,-20,47.1959,2.3,103,12640.5,-0.00537252,22.9721,11.9788,121.796,-0.00172043,-3.58545,26.4422,0.0276792,-1.79462,1.78981,1.51144,1.95258,18.374,1316.51,34.3119,11083.7,8958.18,-0.0880167,-1.91032,1.55842,1.39575,1.83688,0.44197,1296.67,33.5021,11063.8,0.123732,0.956741,0.00554709,10479.6 
104,25,47.2409,2.3,104,13540,0.0205568,24.521,11.8991,121.352,-0.00919121,-5.46654,257.354,0.55011,0.0824956,1.54999,-4.32442,2.90842,-54.9744,1365.62,36.0561,11891.1,9499.97,0.896269,0.428655,2.24231,-3.97827,3.25458,0.211441,1424.98,38.4792,11950.5,0.125617,0.954877,0.0058964,11343.9 
105,70,47.2859,2.7,105,13074.2,0.00914592,23.7877,11.895,121.773,-0.0035686,-11.9731,499.998,0.842666,-1.73847,2.68722,-0.504399,-2.76032,-28.8613,583.554,20.3203,12147.6,9212.51,1.0244,-1.55674,3.05068,-0.322667,-2.57859,8.96701,614.721,21.5924,12178.7,0.0573269,0.94209,0.00325534,10723.1 
106,-50,47.1659,2.5,106,12781,0.024093,23.4338,11.846,121.942,-0.0255534,69.3483,0.00610839,2.49686,0.183029,-0.335154,-1.34058,1.78522,-0.221818,737.11,21.0093,11840.8,9094.42,2.49826,0.184426,-0.332361,-1.33918,1.78662,1.1188,737.35,21.0191,11841.1,0.0697889,0.952484,0.00325927,10565.4 
107,160,47.3759,10,107,15011,-0.0348857,26.391,12.5049,121.325,-0.0125604,-9.23192,401.028,-0.00993268,3.21548,-1.22706,-2.8685,2.24446,14.3103,443.699,32.1132,14337.4,10746.9,-0.100041,3.12537,-1.40728,-2.95861,2.15435,2.72927,428.246,31.4824,14321.9,0.0347731,0.886014,0.00403298,12315.4 
108,100,47.3159,10,108,14406.6,0.0193264,24.6512,12.6056,121.71,-0.0495196,12.1676,132.977,2.01226,2.78667,3.80588,2.12456,0.947265,-1.87139,1020.92,48.0304,12913,10135.3,2.02404,2.79846,3.82945,2.13634,0.959048,0.674016,1022.95,48.1129,12915,0.0871156,0.923951,0.00681572,11742.4 
109,10,47.2259,2.1,109,12825.6,0.00862878,23.3263,11.9013,121.515,0.0636862,-18.3693,371.528,1.16369,-0.635806,2.82226,2.06584,-2.11497,35.283,1029.89,15.0799,11449,9075.31,0.941526,-0.857973,2.37792,1.84367,-2.33714,-0.208292,991.789,13.5247,11410.9,0.0947915,0.976692,0.00217859,10462.8 
110,-75,47.1409,2.7,110,13543.5,-0.0297495,24.8511,11.9737,121.603,-0.0122403,75.3328,1.02184,2.97731,2.22671,-3.76922,5.46468,0.466925,28.5707,281.234,27.8073,13049.5,9716.55,2.79741,2.04681,-4.12903,5.28477,0.287023,1.65676,250.381,26.548,13018.7,0.0226468,0.843488,0.0037424,11055.9 
111,-200,47.0159,10,111,12648.5,0.0215683,22.7489,11.9698,121.454,-0.0296625,21.4731,175.58,0.113882,0.697204,0.311336,-2.13194,1.72367,8.44417,104.881,27.2661,12292.2,8884.98,0.0607108,0.644033,0.204995,-2.18511,1.6705,0.481191,95.7618,26.8939,12283.1,0.00930561,0.670478,0.00401709,10290.8 
112,110,47.3259,10,112,13754.3,-0.0413559,24.2588,12.5091,121.73,0.0538338,-45.2129,154.93,0.299287,2.76057,2.79235,0.858417,0.742584,-14.6902,789.3,29.4751,12807.4,9957.68,0.391788,2.85307,2.97735,0.950917,0.835084,0.628213,805.163,30.1226,12823.2,0.0703295,0.938552,0.00430859,11448.4 
113,-15,47.2009,2.1,113,15517.8,0.0146589,27.1778,12.3412,121.755,-0.0790269,16.3755,320.408,-0.764037,1.2521,-1.49767,-0.366972,-1.59727,-17.2855,1137.17,43.3155,13998.8,10960.7,-0.655195,1.36095,-1.27998,-0.25813,-1.48843,0.448472,1155.83,44.0773,14017.5,0.0903677,0.937439,0.00575907,12790.3 
114,120,47.3359,10,114,13327.6,-0.0010966,22.9038,12.491,121.678,-0.00178551,-1.85618,499.869,2.93741,2.26262,-1.77865,-2.54677,2.22644,12.4792,621.507,38.9442,12279.1,9313.31,2.85883,2.18404,-1.93581,-2.62535,2.14786,1.73617,608.031,38.3941,12265.6,0.0563594,0.900492,0.00573316,10788.5 
115,-10,47.2059,2.1,115,12740.6,-0.00375708,23.2964,-11.9209,121.396,-0.00297061,1.55917,9.13478e-11,0.85756,1.40862,-0.111825,0.269065,4.38866,-0.971132,1039.01,20.2505,11346.7,9040.68,0.863675,1.41474,-0.099595,0.27518,4.39478,1.01454,1040.06,20.2933,11347.8,0.0994441,0.966982,0.00328342,10458.7 
116,130,47.3459,10,116,15471,-0.0242691,26.9786,12.6552,121.679,-0.0510529,42.8441,500,-0.375222,-1.0796,1.40159,0.865214,2.00612,32.547,756.396,31.0315,14441.2,11185.6,-0.580162,-1.28454,0.991715,0.660274,1.80118,0.375681,721.249,29.5969,14406.1,0.0568884,0.932999,0.00377028,12678.3 
117,15,47.2309,2.1,117,14137.1,0.00648735,26.1897,11.7399,121.771,-0.0196943,-25.3974,500,1.40779,-2.36515,-0.845422,-0.477698,-1.56475,-37.1947,999.984,54.0434,12939,10025.2,1.64199,-2.13095,-0.377012,-0.243493,-1.33054,0.845487,1040.15,55.6828,12979.2,0.0880522,0.914341,0.00784096,11812.9 
118,60,47.2759,2.7,118,12655.3,-0.0132036,22.9816,12.1172,121.544,-0.00219079,3.3918,500,-0.427447,3.11266,-3.06473,1.09333,-2.47475,-4.60973,817.467,23.9858,11635.5,9065.49,-0.398421,3.14169,-3.00668,1.12236,-2.44572,-0.894834,822.445,24.189,11640.5,0.0784471,0.95105,0.0038133,10484.1 
119,90,47.3059,4,119,16048.8,-0.0119715,28.6379,12.1618,121.692,-0.0054439,-4.3432,7.4063e-10,-1.54384,-0.243866,3.29052,-2.11652,2.79709,-26.709,693.264,43.842,15028,11338.7,-1.37566,-0.0756866,3.62688,-1.94834,2.96527,-0.136078,722.106,45.0192,15056.9,0.0546251,0.90163,0.00547762,13219.3 
120,-30,47.1859,2.3,120,16923,-0.0717241,31.0895,-12.085,121.356,0.100045,-4.86822,0.900804,2.87768,1.08621,4.51426,3.02461,-1.61926,10.5834,1265.24,51.8135,15514.8,12246.7,2.81104,1.01957,4.38098,2.95797,-1.6859,0.538049,1253.81,51.347,15503.4,0.0887867,0.933126,0.00606403,14121.6 
121,30,47.2459,2.3,121,13629.3,-0.0255421,24.988,11.9635,121.56,0.0798562,-41.3595,94.3126,0.64411,-3.24202,-1.05381,2.36208,2.32475,-12.9791,1229.61,33.5975,12213.9,9839.16,0.725836,-3.1603,-0.890355,2.44381,2.40648,1.58366,1243.62,34.1696,12227.9,0.109159,0.954123,0.00512122,11392.8 
122,-25,47.1909,2.3,122,14819.1,-0.0195113,27.1185,11.9515,121.855,0.0049814,-2.42115,450.151,-3.70208,2.86323,-0.47567,1.64068,2.32932,-29.8006,1246.27,38.246,13259,10551.1,-3.51444,3.05088,-0.100376,1.82833,2.51697,1.02654,1278.45,39.5595,13291.2,0.103853,0.948631,0.00545289,12310.1 
123,55,47.2709,2.5,123,13198.3,-0.0249764,23.5228,12.034,121.771,-0.0105747,29.1643,1.89152e-11,3.04813,1.40715,-0.0878967,0.424575,-1.56168,-71.3922,809.738,38.17,11952.1,9225.05,3.49766,1.85669,0.811178,0.874113,-1.11215,0.86315,886.833,41.3167,12029.1,0.0815777,0.924615,0.00628733,10871 
124,5,47.2209,2.1,124,15638.7,-0.0270882,28.5587,12.0022,121.579,0.0060209,7.23189,2.62951,-1.23059,-0.321028,-0.697148,-1.80153,3.05715,-2.13858,1250.24,47.3994,14218.6,11159.7,-1.21712,-0.307562,-0.670216,-1.78806,3.07061,0.265393,1252.55,47.4937,14220.9,0.0959374,0.937773,0.00611448,13055.9 
125,80,47.2959,4,125,14863.6,0.000524801,26.6823,12.1605,121.514,-0.00121181,-18.9764,500,1.7372,1.7466,-0.0257422,1.96106,1.43131,-8.56378,1022.7,47.5181,13584.1,10563.3,1.79112,1.80052,0.0821054,2.01499,1.48523,0.988555,1031.95,47.8956,13593.3,0.0837998,0.924879,0.00644872,12314.4 
126,35,47.2509,2.3,126,11453.5,0.0130738,21.1285,11.7048,121.435,-0.0138969,34.36,451.968,0.640571,1.29461,-2.39806,0.209517,0.789499,-6.53227,918.024,25.2086,10344.6,8066.12,0.681703,1.33574,-2.31579,0.250649,0.830631,3.95785,925.078,25.4965,10351.7,0.0972029,0.953987,0.00451666,9516.98 
127,180,47.3959,10,127,12424.9,-0.0202695,22.6573,12.113,121.5,0.0326283,-16.6405,1.01574e-10,-0.329054,1.8665,-2.68062,0.512862,1.0137,-3.16526,285.515,31.4273,12066.1,8951.89,-0.309123,1.88643,-2.64076,0.532792,1.03363,6.25026,288.933,31.5668,12069.5,0.0280337,0.839495,0.00479478,10306.6 
128,40,47.2559,2.5,128,13989.6,-0.0214509,25.5586,11.9845,121.636,-0.000350035,6.48133,485.39,1.08125,-0.890212,3.24169,-1.01774,4.0827,-30.1519,1312.31,26.1427,12481.5,9971.41,1.27111,-0.700354,3.62141,-0.827882,4.27256,0.525798,1344.87,27.4717,12514.1,0.114637,0.965486,0.00402763,11731.5 
129,140,47.3559,10,129,13460,-0.0244837,23.8845,-12.3585,121.629,0.0394039,-21.8935,1.14341e-05,0.01237,0.118464,0.573691,1.1132,0.635266,-20.9842,472.736,26.2287,12673.8,9637.03,0.144502,0.250596,0.837955,1.24534,0.767398,0.741833,495.397,27.1536,12696.4,0.0448997,0.912475,0.00392422,11033.4 
130,50,47.2659,2.5,130,12683.3,-0.00844501,22.657,-12.2019,121.477,-0.00233548,4.5851,390.292,0.896996,-0.327489,-0.604044,-0.648915,1.37479,14.6826,944.969,23.614,11590.2,9000,0.804544,-0.419941,-0.788949,-0.741367,1.28234,6.77468,929.113,22.9668,11574.4,0.0881858,0.958535,0.00364194,10535.9 
131,-100,47.1159,7,131,14618.1,-0.0496239,26.6886,12.1083,121.416,0.0217002,17.0718,98.0566,-4.58819,-2.78212,6.81305,-3.82965,-2.46442,15.7909,101.144,36.5368,14471.1,10531.8,-4.68762,-2.88155,6.61418,-3.92908,-2.56385,1.88806,84.0917,35.8408,14454,0.0069607,0.57278,0.004547,12080.9 
132,65,47.2809,2.7,132,13915.1,0.00285209,25.1156,12.1202,121.716,-0.00697701,7.65273,2.72006e-10,-0.462684,1.744,-5.28671,1.18584,-0.412782,-25.4946,794.874,23.611,12892.8,9911.2,-0.302151,1.90453,-4.96565,1.34637,-0.252249,-1.18833,822.405,24.7348,12920.3,0.0712271,0.949999,0.00351416,11546.2 
133,-150,47.0659,10,133,14421.2,-0.0168019,26.2809,12.0131,121.416,0.0208719,28.0945,500,-3.86255,0.241396,2.20349,1.14861,4.32038,-17.1911,136.737,48.8421,14021,10296.6,-3.7543,0.349644,2.41999,1.25686,4.42863,0.485199,155.301,49.5998,14039.6,0.013152,0.641473,0.00646581,11808.2 
134,20,47.2359,2.3,134,14863.6,-0.00499101,26.978,11.9885,121.71,-0.0109826,3.11033,420.27,2.0398,1.14076,2.20832,2.75356,2.75943,16.9989,1548.49,28.6831,13073.3,10529.7,1.93276,1.03372,1.99424,2.64652,2.6524,0.805623,1530.14,27.9338,13054.9,0.12374,0.969041,0.0039261,12365.7 
135,45,47.2609,2.5,135,11914.6,0.00134482,21.6238,11.8846,121.631,-0.00743956,1.30682,5.96331e-11,-2.28822,-1.5674,-0.435332,-1.00772,0.862996,-42.3107,1117.5,20.7267,10591.9,8366.16,-2.0218,-1.30098,0.0975068,-0.741305,1.12942,1.03437,1163.2,22.5916,10637.5,0.116409,0.967129,0.00389695,9992.36 
136,200,47.4159,10,136,13196.7,-0.029868,23.8849,12.1433,121.436,-0.00326642,32.5027,58.2597,3.82258,-6.58137,1.49608,2.95873,0.97365,-9.80183,174.748,16.1945,12885.5,9445.23,3.8843,-6.51965,1.61952,3.02045,1.03537,0.467262,185.333,16.6265,12896.1,0.0170201,0.864308,0.00236934,10889.1 
137,-5,47.2109,2.1,137,14933.7,-0.0201118,27.4355,11.9558,121.482,-0.0089997,10.3116,4.31524e-10,-2.41859,-2.71933,0.815242,2.67766,0.0356335,27.7371,1237.83,34.2456,13509.3,10680.9,-2.59324,-2.89398,0.465936,2.50301,-0.13902,1.17534,1207.88,33.023,13479.3,0.0974429,0.95434,0.0044927,12395.7 
138,0,47.2159,2.1,138,14789.3,-0.00759336,26.8877,11.844,122.005,-0.0188908,-13.3547,500,3.39167,-1.05218,1.97106,-0.227982,0.756133,-9.50338,1195.27,47.079,13064,10375.1,3.45151,-0.992339,2.09074,-0.168141,0.815973,0.59776,1205.53,47.4979,13074.3,0.0999842,0.935497,0.00664774,12057.2 
139,75,47.2909,2.7,139,14764.6,0.000357663,26.0696,12.3005,121.765,-0.0119912,39.4881,379.226,-1.64121,-0.147213,-1.73007,-0.92448,1.53277,4.20605,549.05,39.6275,13828,10454.3,-1.66769,-0.173697,-1.78304,-0.950964,1.50628,0.419037,544.508,39.4421,13823.5,0.0453077,0.887498,0.00522854,12018 
140,-20,47.1959,2.3,140,14226.3,-0.073926,26.5341,11.8817,121.656,0.0371386,51.6626,1.1454,-3.36714,-1.28102,1.63957,3.6648,-1.0293,2.51398,1325.94,32.2403,12880.7,10325.6,-3.38297,-1.29685,1.60791,3.64897,-1.04513,4.43518,1323.22,32.1294,12877.9,0.110159,0.95924,0.00457488,12011.9 
141,25,47.2409,2.3,141,14642.2,-0.00344506,27.288,11.6697,121.583,0.00243564,-1.11004,43.3385,0.223477,-1.40741,1.31744,-1.72173,-0.838246,14.9318,1408.89,21.9772,12999.4,10366.4,0.129456,-1.50143,1.12939,-1.81575,-0.932267,1.37765,1392.76,21.3191,12983.3,0.114453,0.973912,0.00301569,12168.9 
142,70,47.2859,2.7,142,14350.9,-0.0228246,25.7714,12.2036,121.545,-0.00386726,-5.51207,500,-2.35795,2.08432,2.15268,1.53675,3.14132,3.45972,631.017,35.9179,13457.4,10238.8,-2.37973,2.06254,2.10911,1.51496,3.11954,0.671806,627.281,35.7654,13453.7,0.0531873,0.909274,0.00487322,11793.8 
143,-50,47.1659,2.5,143,12847.4,-0.034648,23.6851,11.9602,121.7,0.0135996,-6.03247,500,1.17514,0.0636196,-1.81013,-0.84028,2.31565,16.0882,751.267,30.3838,11949.6,9224.3,1.07384,-0.0376834,-2.01274,-0.941583,2.21435,7.79552,733.894,29.6747,11932.2,0.0689903,0.933916,0.00456032,10637.6 
144,160,47.3759,10,144,13820.5,-0.00400815,24.5547,12.2235,121.404,-0.00670093,5.35403,2.21543e-10,1.76821,-0.148167,3.78956,-0.175923,1.01006,43.6638,409.829,15.3519,13116.1,9771.87,1.49327,-0.423106,3.23968,-0.450862,0.73512,0.294818,362.676,13.4273,13069,0.0323532,0.939152,0.00188904,11209.9 
145,100,47.3159,10,145,14980,-0.0327172,26.4278,-12.4527,121.6,-0.0315968,50.423,492.84,2.78187,1.38353,0.841845,0.74839,-0.0446356,13.4489,1220.63,39.9839,13560.7,10765.1,2.69719,1.29885,0.672477,0.663706,-0.12932,0.87075,1206.11,39.3911,13546.2,0.0968804,0.945935,0.00532814,12449.4 
146,10,47.2259,2.1,146,12453.3,-0.00481614,23.3421,-11.6277,121.497,-0.0158022,21.8982,0.00013316,-2.12646,-1.21659,-0.154046,-0.768953,0.257148,1.71946,939.174,21.8864,11362.8,8846.7,-2.13729,-1.22742,-0.1757,-0.77978,0.246321,0.956872,937.317,21.8107,11360.9,0.0904145,0.960872,0.003524,10366.9 
147,-75,47.1409,2.7,147,14823,-0.0331511,26.867,12.1241,121.467,0.00667603,-22.5534,329.567,-1.71008,-2.65237,3.38134,0.454354,1.07836,35.9929,336.148,40.7352,14273.4,10608.7,-1.93672,-2.87901,2.92806,0.227716,0.851724,4.62284,297.279,39.1487,14234.5,0.0245444,0.812706,0.00504075,12111.9 
148,-75,47.1409,2.7,148,12512.5,-0.0231649,23.2561,-11.7998,121.393,-0.00677644,17.4451,219.179,2.61918,-1.51375,2.17771,-1.15866,1.62002,-19.0377,284.119,15.9272,12080.3,8937.07,2.73905,-1.39387,2.41746,-1.03878,1.73989,0.458424,304.677,16.7663,12100.9,0.029442,0.912157,0.00254583,10348.4 
149,-75,47.1409,2.7,149,15546.3,0.00944232,27.6906,12.1018,121.625,-0.00614686,-21.7198,8.50149e-11,3.67454,0.37737,0.806809,-5.43354,1.68141,-32.9752,376.204,48.348,14749.1,10913.1,3.88218,0.585006,1.22208,-5.2259,1.88905,0.480499,411.813,49.8015,14784.8,0.0324693,0.825334,0.00616674,12683.2 
150,-75,47.1409,2.7,150,13215.1,-0.00389924,23.6208,-12.1398,121.402,-0.00467902,7.42081,7.53391e-10,-2.29419,1.3354,0.332989,-1.10816,-3.6252,17.2654,385.647,23.7223,12487.4,9335.87,-2.4029,1.22668,0.115558,-1.21688,-3.73392,1.01922,367.002,22.9613,12468.8,0.0342478,0.901317,0.00338079,10716.1 
151,-75,47.1409,2.7,151,14052.9,-0.00171137,25.4254,12.0133,121.471,-0.00376044,-14.2587,303,-4.43421,-0.667885,-3.14306,4.42882,-1.05857,14.9262,272.337,11.4136,13454.2,9944.96,-4.5282,-0.761871,-3.33103,4.33483,-1.15256,0.387547,256.218,10.7557,13438.1,0.022456,0.931565,0.00147224,11409.8 
152,-75,47.1409,2.7,152,11491.2,0.00780316,21.3435,11.6533,121.199,-0.0099278,-101.601,498.597,-0.143107,-0.678637,2.02063,0.924283,1.95629,18.2757,282.262,22.9872,10946.1,8129.53,-0.258184,-0.793714,1.79047,0.809206,1.84121,0.47168,262.526,22.1817,10926.4,0.0281335,0.871184,0.00372573,9331.43 
153,-75,47.1409,2.7,153,14934.9,-0.00430195,26.8412,12.1044,121.332,-0.0183676,-5.67646,244.275,2.27779,-0.283155,3.29731,0.0134702,-2.00783,-1.68656,325.44,33.5525,14373.8,10579.9,2.28841,-0.272535,3.31855,0.0240901,-1.99721,0.0127205,327.262,33.6269,14375.7,0.0266955,0.84759,0.00429047,12259.1 
