cyc,detuning,freq,vva,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95,two2D_bg,two2D_a1,two2D_sh1,two2D_sv1,two2D_ch1,two2D_cv1,two2D_a2,two2D_sh2,two2D_sv2,two2D_ch2,two2D_cv2,two2D_chd,two2D_cvd
0,40,47.2898,5,0,19274.3,0.0479334,36.0302,12.3385,115.787,-0.00200916,-14.1742,1.59505e-11,0.186978,1.04376,1.09361,-0.382796,-4.11145,-123.984,2675.59,133.216,17581.9,14472.8,0.967673,1.82446,2.65499,0.397899,-3.33076,-0.0559732,2849.49,139.657,17755.8,0.12246,0.921005,0.0142821,23268.6,-0.00167459,0.146655,13.4587,21.6408,117.131,95.4478,1.17916,12.7302,14.4389,115.404,139.822,1.72671,-44.3739 
1,3,47.2528,2,1,16278.7,-0.187176,32.2317,11.7199,116.083,0.00531077,86.2214,2.29402e-05,-1.19331,0.741355,-1.03259,0.414792,-0.312746,-48.8474,7813.98,84.2053,9285.46,12312,-0.885734,1.04893,-0.417427,0.722372,-0.00516631,1.90161,7882.49,86.7428,9353.98,0.42289,0.981106,0.0167956,18639.6,-0.000844533,0.658094,11.9897,12.2004,116.513,88.9435,0.722505,11.8525,13.424,115.474,139.573,1.03847,-50.6291 
2,-30,47.2198,4,2,16815.5,-0.0881153,33.2503,11.8273,115.74,-0.0643745,81.4804,500,0.270988,0.486803,0.102156,-1.12043,-0.579454,-103.552,566.644,93.4941,17392.5,12972.7,0.92303,1.13884,1.40624,-0.468384,0.0725873,0.542287,711.886,98.8735,17537.8,0.0340937,0.804469,0.0102786,20880.3,-0.000691118,-0.0140404,13.4846,-7.36049,100.714,79.5825,1.30811,12.1444,13.6633,115.46,139.569,-14.7453,-59.9866 
3,60,47.3098,5,3,17691.7,-0.262081,33.6276,12.3116,115.352,0.026783,182.089,226.682,-1.82712,1.3661,5.60508,1.42315,-0.166071,-158.99,1759.02,104.417,16933,13636.1,-0.826,2.36722,7.60732,2.42427,0.83505,0.386895,1982.02,112.676,17156,0.0912893,0.909516,0.0119538,21711.4,-0.0015793,0.0925602,13.4354,27.835,116.13,102.228,1.1644,12.6451,13.8634,115.061,140.081,1.0685,-37.8532 
4,25,47.2748,4,4,17522.1,0.0234249,33.6155,12.1843,115.96,-0.0358841,-8.49262,7.34228e-05,-4.86808,-1.38437,-1.23833,-0.903761,2.34046,-183.306,3392.27,107.127,15330.2,13343.1,-3.71385,-0.230136,1.07013,0.250471,3.49469,-0.228181,3649.38,116.649,15587.3,0.16915,0.947026,0.0135981,21574.8,-0.0016673,0.209512,12.8722,17.4899,117.276,92.2393,1.07333,12.5366,14.1733,115.486,140.248,1.79018,-48.0085 
5,30,47.2798,4,5,17836.8,-0.26006,33.9379,12.2852,115.795,-0.166258,211.444,158.407,0.394433,-0.578368,-0.806047,-0.412755,1.44511,-50.0263,2626.58,125.714,16104.6,14717,0.709435,-0.263365,-0.176042,-0.0977527,1.76011,1.0911,2696.74,128.313,16174.7,0.126621,0.923134,0.0144028,21297.7,-0.00142581,0.148679,13.0466,21.2991,117.227,95.1145,1.1319,12.4995,13.9292,115.373,139.586,1.85386,-44.4717 
6,100,47.3498,10,6,17584.9,-0.283742,32.9961,12.5514,115.996,0.032209,238.78,6.50159,0.936922,2.32219,0.865878,-1.84871,-0.164358,-76.5192,2428.35,88.617,16104.3,13732.3,1.41874,2.80401,1.82952,-1.36689,0.317463,0.634305,2535.68,92.5921,16211.6,0.119726,0.939936,0.0104116,21179.1,-0.00145121,0.124648,13.627,20.7824,117.904,93.4264,1.11436,12.7676,14.0818,115.49,140.514,2.41374,-47.0873 
7,170,47.4198,10,7,18535.2,-0.0236734,34.966,12.2783,115.794,0.0375554,5.26846,500,-0.514053,1.20861,-2.97709,-2.31553,-1.21929,-41.9904,1399.28,127.941,18179.1,13982.3,-0.249651,1.47301,-2.44829,-2.05113,-0.954884,0.421337,1458.17,130.122,18238,0.0650045,0.864929,0.0129723,22431.9,-0.00147078,0.0864534,13.9596,25.9837,116.623,108,1.24309,12.5513,13.8576,115.405,140.587,1.21819,-32.5869 
8,40,47.2898,5,8,17032.2,-0.2554,32.7372,12.1858,115.7,0.0413694,-184.081,23.4998,2.43218,1.70705,4.82996,-1.36669,-0.00680892,-91.005,2682.98,85.8441,15281.7,13234.3,3.00521,2.28008,5.97602,-0.793652,0.566225,0.458394,2810.62,90.5716,15409.4,0.136894,0.946617,0.0107114,20531.4,-0.00138693,0.165238,12.8061,18.2474,117.128,92.363,1.08866,12.4602,13.9606,115.292,139.325,1.83559,-46.9622 
9,5,47.2548,2,9,16100.3,-0.0390592,31.1373,11.9512,115.856,-0.0074013,4.00868,4.09467e-12,-0.288655,-0.1907,-0.0149467,-0.424641,-2.73474,-52.5001,6398.88,114.791,10536.4,12115,0.0419239,0.139879,0.646211,-0.0940621,-2.40416,1.3869,6472.52,117.519,10610,0.346605,0.969205,0.0199956,18674,-0.000925654,0.521434,12.064,12.6425,116.597,89.3384,0.759387,12.1611,14.1455,115.169,139.733,1.42719,-50.3945 
