cyc,time,#2,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95
68,0.31,3.69,68,15388.5,-0.0634523,26.6379,12.8185,121.622,-0.012063,42.5374,8.25478,1.13094,2.55618,-8.59773,-1.45858,-2.35105,79.1143,1663.27,905.297,12339.3,11132.3,0.632783,2.05802,-9.59406,-1.95674,-2.84921,0.18064,1574.35,884.374,12250.3,0.198168,0.504275,0.117376,7944.53 
69,0.69,3.31,69,15443,-0.0480708,26.4996,12.8642,121.604,-0.0829298,-274.55,5.05912,-1.98634,0.647721,-5.58768,-2.42571,4.22134,92.8571,1568.67,752.219,12642.5,11838.5,-2.57103,0.0630248,-6.75708,-3.0104,3.63665,0.217826,1464.3,727.662,12538.1,0.183402,0.534864,0.0965829,7984.12 
70,0.49,3.51,70,14109.9,-0.0269311,24.6005,12.7735,121.54,-0.000519309,-16.1525,500,-2.13386,0.446274,-10.6824,-0.832448,4.09739,53.1522,1355,668.117,11803.6,10229.6,-2.46855,0.111589,-11.3518,-1.16713,3.7627,-0.0214707,1295.26,654.06,11743.9,0.174986,0.530873,0.0930478,7402.06 
71,0.09,3.91,71,14364.2,0.00127138,24.2238,13.0523,121.29,-0.0153803,-9.23302,500,2.07978,-0.904219,-7.05177,2.2171,0.192197,90.6258,1648.47,686.182,11501.6,10297.2,1.50913,-1.47486,-8.19307,1.64645,-0.37845,-0.188987,1546.61,662.215,11399.8,0.206918,0.571657,0.0966643,7474.5 
72,0.15,3.85,72,13357.3,-0.0743208,23.1244,12.9114,121.394,-0.00528922,-54.3248,2.61918,-2.5347,-3.044,-11.4908,-3.73782,-0.170227,94.918,1516.72,772.469,10725.2,9728.73,-3.13237,-3.64167,-12.6862,-4.33549,-0.767901,0.483538,1410.04,747.367,10618.5,0.20342,0.518791,0.114773,6931.65 
73,0.05,3.95,73,13253.3,0.00536032,23.1468,12.6471,121.296,-0.00413665,-2.62596,500,-1.80687,-0.386574,-11.6045,-1.18784,1.31791,98.5329,1528.94,743.427,10637,9529.97,-2.4273,-1.00701,-12.8453,-1.80827,0.697471,0.261357,1418.2,717.369,10526.2,0.205779,0.530446,0.111538,6891.85 
74,0.47,3.53,74,14132.3,-0.0294388,24.9947,12.5585,121.394,0.0151187,-16.7019,1.53325e-10,-0.146776,-0.771039,-4.61077,-1.87076,0.919227,85.3698,1457.68,839.002,11533.2,10226.6,-0.684326,-1.30859,-5.68587,-2.40831,0.381677,0.414155,1361.73,816.425,11437.3,0.186306,0.487993,0.116213,7309.11 
75,0.61,3.39,75,13178.9,-0.0511367,22.7907,12.9175,121.631,0.0267136,24.067,94.833,-0.859785,0.0917906,-11.604,0.279477,-0.51125,78.2166,1349.5,760.068,10670.6,9604.58,-1.35229,-0.400718,-12.589,-0.213033,-1.00376,0.190876,1261.58,739.382,10582.7,0.186498,0.493673,0.114027,6764.61 
76,0.17,3.83,76,13519.7,-0.0908052,23.2166,13.0926,121.482,-0.0446698,9.30223,367.908,-2.3682,2.17385,-9.19585,-1.42054,-3.21008,132.31,1679.3,762.259,10717.9,9908.6,-3.20132,1.34073,-10.8621,-2.25366,-4.0432,0.428898,1530.59,727.268,10569.2,0.217829,0.545994,0.112496,7026.58 
77,0.27,3.73,77,12716.8,-0.0393043,22.5353,12.4537,121.414,-0.0212852,-14.8825,497.507,-2.96177,-3.01116,-8.23898,-1.20848,2.11884,75.829,1331.99,684.089,10274.9,9146.31,-3.43924,-3.48863,-9.19393,-1.68595,1.64136,0.431294,1246.76,664.035,10189.7,0.190479,0.51758,0.107179,6545.39 
78,0.75,3.25,78,12865.1,-0.108785,22.4408,13.0027,121.385,0.0783992,-3.5288,499.926,-4.22508,-0.29223,-7.72353,-0.827977,-2.53085,83.1198,1242.15,588.22,10847.1,9507.78,-4.74846,-0.815613,-8.7703,-1.35136,-3.05423,0.532,1148.72,566.238,10753.6,0.170418,0.536876,0.0884205,6740.61 
79,0.13,3.87,79,14237.9,-0.0202096,24.9222,12.6432,121.425,0.0232632,-34.3973,500,-3.24237,-5.4133,-7.33177,-1.55366,-4.13576,133.072,1502.76,793.134,11570.4,10283.4,-4.08028,-6.25122,-9.00761,-2.39157,-4.97368,0.662692,1353.19,757.941,11420.8,0.185571,0.504999,0.108934,7292.01 
80,0.35,3.65,80,13075.8,-0.0471926,22.9355,12.7482,121.381,-0.0121028,-18.5978,3.17893,-0.259687,-0.776303,-6.02588,1.33394,-2.32154,63.4496,1498.59,891.797,10466.3,9525.46,-0.659211,-1.17583,-6.82493,0.934413,-2.72107,0.346685,1427.28,875.017,10395,0.208891,0.482424,0.134246,6832.65 
81,0.59,3.41,81,12725.3,-0.0940574,22.6648,12.6675,121.4,0.126377,97.1545,7.80085,1.6146,0.273113,-8.38303,-0.670007,1.18178,71.2939,1303.09,685.465,10555.3,9745.94,1.16568,-0.175806,-9.28087,-1.11893,0.732859,-0.0695866,1222.96,666.611,10475.2,0.183351,0.5118,0.104926,6670.05 
82,0.01,3.99,82,13469.4,-0.0821971,23.7541,12.7092,121.261,0.0420982,-4.53088,496.404,0.411088,-2.42151,-10.4418,0.497393,-0.747929,78.4229,1385.39,798.496,10956.3,9833.92,-0.0827207,-2.91532,-11.4294,0.00358479,-1.24174,0.270414,1297.24,777.756,10868.1,0.186689,0.487994,0.116473,6948.66 
83,0.53,3.47,83,13357.1,-0.0819078,23.8104,12.5754,121.537,0.00293653,26.6368,416.91,0.326157,-2.42814,-9.0463,-2.5241,1.38553,147.432,1453.22,747.097,10879.3,9749.83,-0.602184,-3.35648,-10.903,-3.45244,0.457192,0.389425,1287.51,708.107,10713.6,0.187723,0.509562,0.108538,6858.56 
84,0.51,3.49,84,13658.5,-0.0966938,24.0719,12.7804,121.675,0.0281475,162.355,54.724,0.280293,-1.42612,-7.88944,-1.12089,1.75815,83.888,1350.61,750.915,11255.6,10163.7,-0.247927,-1.95434,-8.94588,-1.64911,1.22993,0.226625,1256.33,728.73,11161.3,0.177944,0.496257,0.10736,7060.22 
85,0.39,3.61,85,14418.5,-0.122721,25.3445,12.9065,121.203,0.0638428,48.1333,316.784,0.614336,1.45154,-4.42181,-4.95401,1.21897,139.571,1448.96,739.12,12145.7,10748.5,-0.264508,0.572693,-6.1795,-5.83285,0.340122,0.456224,1292.09,702.209,11988.8,0.171676,0.512539,0.0973879,7526.28 
86,0.25,3.75,86,12611.9,-0.0699148,23.4602,12.3173,121.388,0.0078924,-2.4311,500,-0.683658,0.122577,-13.4166,-2.44132,0.881152,128.724,1220.28,684.418,10657.1,9407.43,-1.4942,-0.687965,-15.0377,-3.25186,0.0706091,0.262899,1075.59,650.376,10512.4,0.164413,0.48587,0.102307,6542.03 
87,0.71,3.29,87,13911.8,-0.0281555,24.93,12.642,121.095,0.000321275,11.6315,500,2.20348,-3.44811,-7.65567,2.72877,1.9174,151.996,1516.15,951.94,11399.3,10259.8,1.2464,-4.40519,-9.56982,1.77169,0.960328,0.0426912,1345.32,911.743,11228.5,0.187262,0.457456,0.130115,7184.14 
88,0.45,3.55,88,13982.2,-0.0558358,24.2048,12.8093,121.254,-0.0241351,-8.96006,312.838,-1.63995,0.695325,-6.74314,-3.0069,2.09399,131.576,1577.15,856.331,11199.6,10100.1,-2.46845,-0.133176,-8.40014,-3.8354,1.26549,0.381054,1429.26,821.534,11051.7,0.199168,0.498531,0.120441,7176.15 
89,0.77,3.23,89,12348.5,-0.101246,21.5622,12.9722,121.626,0.0243552,14.4945,499.032,-2.42696,0.667743,-9.85752,2.9312,-0.110649,93.4757,1294.31,730.269,10107.4,9116.99,-3.01555,0.0791511,-11.0347,2.3426,-0.699241,0.104888,1189.25,705.549,10002.4,0.186097,0.490622,0.114996,6390.48 
90,0.57,3.43,90,12606.4,-0.0809498,21.8748,12.9377,121.43,0.0333906,181.425,324.47,-3.43625,0.291712,-2.38042,1.1578,-1.19442,118.215,1287.21,650.04,10310.7,9410.1,-4.18062,-0.45266,-3.86917,0.413427,-1.93879,0.614157,1154.34,618.776,10177.8,0.179057,0.515976,0.100715,6446.79 
91,0.37,3.63,91,13295.8,-0.00940582,22.9235,12.8399,121.468,-0.00629166,3.83722,500,-2.19158,-2.45492,-6.24134,-0.391551,-0.0187008,94.6905,1457.55,713.912,10804.4,9582.38,-2.78782,-3.05116,-7.43382,-0.987792,-0.614942,0.500265,1351.12,688.869,10698,0.195417,0.528475,0.10604,6914.07 
92,0.81,3.19,92,13972.8,-0.0895586,24.1718,12.9765,121.631,-0.0581015,-1.34101,383.992,-0.398207,-4.17338,-7.02161,-0.0609462,-2.25862,118.732,1388.42,750.196,11523.3,10213.4,-1.14583,-4.921,-8.51686,-0.808571,-3.00625,0.53709,1254.97,718.796,11389.8,0.174843,0.499418,0.104145,7177.68 
93,0.29,3.71,93,13064.5,-0.11889,23.0936,12.8721,121.335,0.0332605,76.0131,77.3915,-0.950585,-1.82866,-7.8114,-2.01807,-1.46759,124.348,1328.67,693.796,10921.7,9759.2,-1.73357,-2.61165,-9.37738,-2.80106,-2.25058,0.500519,1188.91,660.91,10782,0.174954,0.506888,0.10146,6795.54 
94,0.79,3.21,94,14206.4,-0.0717414,24.6261,12.9725,121.324,0.00934858,-43.7826,499.923,-2.74136,-2.85884,-5.1613,-2.07527,3.83675,101.949,1594.84,822.196,11574.7,10412.9,-3.3833,-3.50079,-6.44519,-2.71721,3.1948,0.498495,1480.25,795.234,11460.1,0.198971,0.515423,0.113339,7439.51 
95,0.65,3.35,95,14606.8,-0.0808299,25.3014,12.9023,121.613,-0.0699259,140.981,91.0637,-4.27356,-6.38668,-10.0674,-1.45528,-4.7827,80.2725,1661.57,904.265,11721.6,10947.9,-4.77902,-6.89213,-11.0783,-1.96073,-5.28816,0.630704,1571.35,883.036,11631.4,0.206223,0.504177,0.122691,7619.66 
96,0.19,3.81,96,14373.7,-0.0659586,25.0342,12.9655,121.311,-0.061117,-3.43197,285.919,-0.575778,0.986091,-10.4551,-6.617,1.94537,112.67,1522.91,798.882,11753.4,10573,-1.28523,0.276641,-11.874,-7.32645,1.23592,0.374167,1396.27,769.085,11626.7,0.187616,0.509186,0.108616,7442.18 
97,0.55,3.45,97,14539.3,-0.0956708,24.7751,13.1852,121.439,0.0772143,72.163,20.5136,-3.82027,-2.28433,-8.65071,-2.3173,-0.691434,144.459,1466.63,768.703,12012.1,10815.4,-4.72989,-3.19395,-10.4699,-3.22692,-1.60105,0.549132,1304.26,730.499,11849.8,0.17469,0.505012,0.101979,7466.14 
98,0.23,3.77,98,13729.6,-0.0446414,23.4996,13.1872,121.238,0.0193408,18.2192,8.4547e-06,-2.60401,-0.386166,-12.5742,1.17466,0.788721,137.015,1505.56,760.759,11207.9,10099.5,-3.46676,-1.24891,-14.2997,0.311918,-0.0740247,0.238466,1351.56,724.524,11053.9,0.190372,0.515966,0.107733,7099.56 
99,0.73,3.27,99,13067.7,-0.0185714,22.8202,12.7719,121.437,-0.00302159,3.96077,499.656,0.144371,-1.80757,-7.16193,-1.64816,-1.16275,107.674,1223.58,663.101,10943.9,9488.33,-0.533626,-2.48556,-8.51792,-2.32616,-1.84075,0.457596,1102.56,634.625,10822.9,0.163817,0.498185,0.0974862,6730.46 
100,0.33,3.67,100,13628.6,-0.0252948,24.2225,-12.7464,121.706,0.00210167,0.122348,5.36913e-09,-2.53422,-4.57296,1.70147,-3.86472,-4.89689,137.497,1385.26,802.525,11366.8,10050.9,-3.4,-5.43875,-0.0300979,-4.7305,-5.76267,0.998446,1230.72,766.162,11212.3,0.174296,0.4786,0.111803,7061.1 
101,0.07,3.93,101,13085.7,-0.101744,23.1869,-12.7563,121.032,0.0031554,54.1416,92.7183,-1.57244,1.4579,-7.10032,-1.67927,2.81062,91.4336,1424.8,717.673,10695.5,9634.13,-2.14818,0.882169,-8.25179,-2.255,2.23489,0.134843,1322.03,693.492,10592.7,0.193555,0.521379,0.107621,6830.25 
102,0.03,3.97,102,13572.8,-0.117796,23.6579,-13.0265,121.377,-0.33328,96.0069,455.365,1.7645,3.19996,-6.01035,-1.16493,-2.22898,143.423,1711.57,954.377,10758.8,11073.9,0.861398,2.29686,-7.81655,-2.06802,-3.13207,0.207117,1550.37,916.447,10597.6,0.219564,0.491532,0.13741,7061.12 
103,0.21,3.79,103,13237.2,-0.0156726,23.6223,12.6935,121.402,-0.00383091,8.16019,500,-1.58155,-0.571229,-5.95846,0.296215,-4.73232,204.893,1331.3,694.073,11002.6,9762.13,-2.87171,-1.86139,-8.53877,-0.993945,-6.02248,0.579128,1101,639.886,10772.3,0.164265,0.495768,0.0986304,6702.61 
104,0.63,3.37,104,12073.8,-0.128051,21.7103,12.7489,121.248,0.0525293,28.9228,116.635,-3.22679,-2.83812,-4.93338,0.338922,0.904563,170.342,1280.31,614.445,10087.3,9059.67,-4.29939,-3.91071,-7.07857,-0.733674,-0.168033,0.562792,1088.85,569.396,9895.81,0.174645,0.522158,0.0958352,6234.67 
105,0.67,3.33,105,13781.6,0.00116004,23.512,13.0444,121.427,-0.00291674,8.33612,500,-5.91609,-4.45989,-9.00539,2.29406,0.0127781,164.941,1389.72,713.619,11375.2,9984.94,-6.95468,-5.49848,-11.0826,1.25547,-1.02581,0.524477,1204.34,669.998,11189.8,0.171484,0.506698,0.0993405,7023.03 
106,0.41,3.59,106,13117,0.0113885,23.4029,-12.5803,121.402,-0.00489312,-3.32484,500,-0.288808,-0.414624,-6.47643,-0.078252,-0.357478,194.611,1281.06,710.161,10890.1,9584.75,-1.51422,-1.64004,-8.92726,-1.30366,-1.58289,0.40358,1062.33,658.694,10671.4,0.16068,0.479597,0.102096,6611.44 
107,0.11,3.89,107,11783.5,-0.0714951,21.0783,12.5277,121.415,0.0389163,4.90013,5.09079,-1.47533,-2.21338,-2.35383,0.334696,-3.2217,123.558,1280.3,584.521,9723.73,8602.34,-2.25334,-2.9914,-3.90985,-0.443316,-3.99971,0.71246,1141.42,551.844,9584.85,0.186338,0.54169,0.0958887,6125.54 
108,0.43,3.57,108,14508,-0.000314004,24.5768,12.9858,121.358,-0.0232171,-6.57821,1.2073e-10,-2.43461,-0.175715,-3.63808,1.31101,-2.58185,134.163,1676.17,956.217,11456.5,10394.3,-3.2794,-1.0205,-5.32766,0.466219,-3.42663,0.576766,1525.38,920.736,11305.7,0.206011,0.486305,0.130451,7404.34 
109,0.31,3.69,109,12583.3,-0.0199159,22.7172,12.5649,121.252,0.013059,17.947,8.24922e-12,-1.39925,-1.36107,-6.04025,-3.68372,1.65531,128.432,1323.19,774.162,10362.2,9299.65,-2.20795,-2.16978,-7.65766,-4.49243,0.846601,0.511666,1178.84,740.196,10217.9,0.18158,0.476456,0.117734,6492.14 
110,0.69,3.31,110,16165.8,-0.151183,28.163,13.0771,121.664,-0.00808133,82.6917,0.01701,0.242415,-0.934411,-1.31646,-0.190677,-2.49141,172.197,1544.29,746.062,13709.6,12010.8,-0.841866,-2.01869,-3.48502,-1.27496,-3.57569,0.688733,1350.75,700.522,13516,0.161205,0.524224,0.0871535,8379.08 
111,0.49,3.51,111,14532.4,-0.00854319,25.228,12.9605,121.399,-7.38435e-05,4.3742,3.05408e-11,-0.651133,0.237279,1.4877,-0.185292,2.19169,172.104,1494.44,786.343,12049,10643.9,-1.73483,-0.846416,-0.679693,-1.26899,1.108,0.801371,1301,740.828,11855.6,0.174259,0.500876,0.103226,7465.92 
112,0.09,3.91,112,14587.8,-0.142728,25.6669,12.976,121.462,1.67213,3084.9,336.5,-4.43299,-0.130987,-2.98323,-0.990744,-4.50496,140.644,1585.29,761.158,12125.4,178763,-5.31859,-1.01658,-4.75442,-1.87634,-5.39056,0.740995,1427.21,723.963,11967.3,0.186559,0.529745,0.100265,7650.21 
113,0.15,3.85,113,12857.7,-0.102475,22.4775,12.9422,121.543,0.0143303,72.6702,394.898,-0.480675,-2.25797,-1.78855,-0.368081,-1.35503,190.27,1252,659.327,10663.2,9503.95,-1.67875,-3.45605,-4.18471,-1.56616,-2.55311,0.688609,1038.14,609.008,10449.3,0.16041,0.493435,0.0969525,6471.8 
114,0.05,3.95,114,14566.9,-0.124577,26.0907,12.669,121.564,-0.113339,123.226,130.664,4.14977,-0.35131,-3.90176,0.672065,-3.69177,204.918,1423.24,742.438,12172.2,11214.9,2.85946,-1.64163,-6.48239,-0.618251,-4.98208,0.403364,1192.92,688.244,11941.9,0.161146,0.4976,0.095976,7402.72 
115,0.47,3.53,115,15838,-0.0553405,27.2423,-13.0071,121.413,-0.00688437,17.5952,500,-3.8483,-3.37596,-4.39691,-0.439081,-0.800576,135.137,1632.56,874.361,13005.7,11539,-4.69922,-4.22688,-6.09875,-1.29,-1.6515,0.660546,1480.67,838.623,12853.8,0.181351,0.502218,0.10729,8164.66 
116,0.61,3.39,116,13941.4,0.00268697,24.5801,-12.8799,121.299,-0.00724434,-1.44423,500,-0.304679,-1.47967,-8.80615,-0.332248,-2.39661,199.469,1371.25,750.4,11711.1,10306.4,-1.56068,-2.73567,-11.3182,-1.58825,-3.65261,0.457303,1147.06,697.647,11486.9,0.161098,0.484411,0.100621,7120.24 
117,0.17,3.83,117,13545.1,-0.127935,24.0635,12.8297,121.317,0.048278,82.9258,0.501394,-4.35753,-1.627,-8.74258,-2.75533,1.99276,240.217,1372.35,588.899,11513.9,10180.4,-5.87011,-3.13958,-11.7678,-4.26791,0.480172,0.520958,1102.35,525.371,11243.9,0.158631,0.545246,0.0792512,6949.16 
118,0.27,3.73,118,13282.9,-0.132941,23.5465,12.8936,121.237,-0.0146457,-28.1151,273.879,2.00652,0.1758,-9.34138,1.00464,0.585043,130.15,1414.85,647.409,11090.5,9896.57,1.187,-0.643721,-10.9804,0.185115,-0.234478,-0.0470997,1268.57,612.99,10944.2,0.182277,0.541822,0.0935271,6959.56 
119,0.75,3.25,119,14790.4,-0.161667,25.7491,13.1889,121.373,-0.262885,344.56,334.991,-4.20458,-4.25812,-6.42034,0.828727,0.966226,173.703,1375.62,659.541,12624.4,14003.9,-5.29834,-5.35188,-8.60786,-0.265034,-0.127535,0.561955,1180.38,613.603,12429.2,0.154429,0.52364,0.0833602,7643.54 
120,0.13,3.87,120,13410.5,-0.0458208,24.7152,12.6425,120.89,0.04454,77.37,7.23743e-06,1.69146,0.425663,-12.96,-0.162037,-3.28819,213.987,1433.46,750.68,11471.4,10283.9,0.344041,-0.921755,-15.6548,-1.50945,-4.6356,0.300424,1192.95,694.088,11230.9,0.169622,0.495492,0.10221,7033 
121,0.35,3.65,121,13030.8,-0.140669,22.9908,-13.0053,120.864,0.0531878,56.1732,55.9641,-3.87758,-4.02715,-2.47606,0.119905,2.07685,246.719,1649.33,886.99,10481.8,9830.73,-5.4311,-5.58068,-5.5831,-1.43362,0.523331,0.68106,1372.02,821.742,10204.5,0.205443,0.488252,0.129178,6678.37 
122,0.59,3.41,122,14587.1,-0.223391,26.1056,13.1078,120.784,-0.496334,359.655,282.985,2.31023,-1.43105,-7.74019,1.94959,-1.21989,187.627,1576.43,832.254,12262.3,16950.4,1.1288,-2.61249,-10.1031,0.76815,-2.40133,0.23577,1365.54,782.633,12051.4,0.178917,0.499257,0.106847,7632.26 
123,0.01,3.99,123,12974.1,-0.145458,23.066,-12.933,120.974,0.00809277,91.5868,371.785,1.13072,0.310495,-7.32382,-4.57234,-5.756,203.156,1497.83,651.55,10813.4,9735.16,-0.148497,-0.968725,-9.88226,-5.85156,-7.03522,0.586279,1269.49,597.823,10585,0.187414,0.548214,0.0942346,6773.7 
124,0.53,3.47,124,15155.2,-0.0990079,27.0079,12.8276,120.83,0.177344,-200.576,0.808592,-0.788518,-2.29357,-6.82405,2.65203,-0.159393,208.206,1637.91,966.93,12633.6,12436,-2.09953,-3.60459,-9.44608,1.34101,-1.47041,0.381785,1403.89,911.867,12399.6,0.178801,0.468017,0.119306,7851.69 
125,0.51,3.49,125,13354.2,-0.171785,24.0313,12.8812,120.987,0.0790608,40.3729,0.320877,1.9247,-2.59186,-13.53,-2.25176,0.425684,194.081,1562.8,910.773,10883.2,10180.9,0.702626,-3.81393,-15.9741,-3.47384,-0.796392,0.316049,1344.66,859.446,10665.1,0.195147,0.472028,0.129258,6890.51 
126,0.39,3.61,126,13085.8,-0.0189815,23.2227,12.835,120.833,-0.00663402,6.29394,500,-3.75117,-4.98787,-7.20507,1.61238,2.24153,150.634,1494.4,807.969,10813.9,9704.32,-4.69968,-5.93637,-9.10207,0.663876,1.29303,0.488107,1325.09,768.132,10644.6,0.193153,0.496415,0.117332,6860.3 
127,0.25,3.75,127,13873.6,-0.00630812,24.6469,12.6166,121.162,-0.0190944,6.78943,8.38401e-11,2.97395,1.05061,-11.0039,-2.29034,-1.61792,185.581,1700.39,885.704,11179.6,10127,1.8054,-0.117948,-13.341,-3.4589,-2.78648,0.254649,1491.8,836.625,10971,0.207289,0.504687,0.123172,7196.73 
128,0.71,3.29,128,13624.2,-0.147538,24.344,-12.8437,121.201,0.149081,8.63201,347.711,-1.26128,-0.646649,-5.3228,0.851145,1.57152,194.802,1514.99,813.103,11273.5,10220.3,-2.4879,-1.87327,-7.77604,-0.375475,0.344904,0.360932,1296.03,761.585,11054.6,0.18398,0.493012,0.112617,7044.41 
129,0.45,3.55,129,12784.9,-0.153375,23.4383,12.7149,121.117,0.0847432,44.0058,500,0.218166,-0.914072,-1.67949,1.37317,-0.143004,182.261,1285.78,740.032,10817.2,9822.81,-0.929485,-2.06172,-3.9748,0.225516,-1.29066,0.505077,1080.92,691.831,10612.4,0.163792,0.471684,0.107214,6599.36 
130,0.77,3.23,130,14551.2,-0.00576525,24.9832,13.0938,121.275,-0.00477126,-7.43312,4.59356e-11,1.35451,-0.861705,-13.7278,-1.20308,0.521764,188.428,1635.2,837.129,11782.8,10650.1,0.168026,-2.04819,-16.1008,-2.38957,-0.664718,0.23458,1423.41,787.297,11571,0.19131,0.508147,0.111378,7440.34 
131,0.57,3.43,131,11827.5,-0.128526,21.3996,12.6865,121.055,0.0651621,-28.5403,59.5205,-1.8039,-1.54328,-10.1571,-0.89921,-0.711267,216.907,1372.64,755.445,9659.6,8898.34,-3.16971,-2.90908,-12.8887,-2.26502,-2.07707,0.447065,1128.84,698.081,9415.81,0.187358,0.48026,0.120162,6025.06 
132,0.37,3.63,132,14511.8,-0.16167,25.4609,-13.1005,121.102,0.423953,1.3008,34.4117,-0.512998,-2.81898,-7.66679,1.49842,-0.263221,216.079,1542.25,721.335,12120.3,10876.1,-1.87359,-4.17958,-10.388,0.137826,-1.62381,0.420544,1299.38,664.19,11877.4,0.173816,0.527837,0.0933909,7475.64 
133,0.81,3.19,133,14231.1,-0.164832,25.4764,13.0568,120.955,-0.0055448,23.4181,500,0.604777,-2.13212,-2.76391,2.34666,2.04309,224.557,1629.31,899.846,11909.7,10832.8,-0.809202,-3.5461,-5.59187,0.932686,0.629115,0.33314,1376.91,840.459,11657.3,0.185101,0.483515,0.11724,7438.7 
134,0.29,3.71,134,13781.3,0.00401926,24.3522,12.7744,121.348,0.00151179,-10.1854,500,0.744497,-3.4154,-1.91229,-0.349345,-2.04497,169.458,1334.04,560.871,11837.5,10127.3,-0.322537,-4.48243,-4.04636,-1.41638,-3.112,0.697575,1143.57,516.055,11647.1,0.158828,0.558747,0.0754604,7200.05 
135,0.79,3.21,135,13806.8,-0.155974,24.0289,13.217,121.232,0.0503026,129.758,451.839,-1.4089,-4.15526,-8.9584,1.45728,-0.370216,214.08,1717.74,925.036,11134.7,10551.1,-2.7569,-5.50326,-11.6544,0.109274,-1.71822,0.458527,1477.13,868.42,10894.1,0.206821,0.492891,0.128041,7142.04 
136,0.65,3.35,136,14552.7,-0.20358,26.1162,12.9879,121.46,-0.0554766,393.521,230.659,-1.99336,-3.71796,-17.589,-0.138331,0.856714,193.317,1559.69,958.886,12194.9,11752.5,-3.21062,-4.93523,-20.0235,-1.3556,-0.360552,0.329993,1342.41,907.761,11977.6,0.177315,0.458006,0.122507,7570.76 
137,0.19,3.81,137,12996.3,-0.195932,23.5933,12.907,121.081,0.168512,-15.7621,162.381,0.959179,-4.03865,-7.15905,2.0473,2.38537,200.161,1210.98,604.224,11287.6,9999.55,-0.301178,-5.29901,-9.67977,0.786945,1.12502,0.2759,986.008,551.289,11062.6,0.146323,0.505447,0.0840802,6738.57 
138,0.55,3.45,138,12733,-0.18105,23.3393,12.7301,121.18,0.170315,133.429,294.683,-2.04523,-2.27115,-13.0511,-1.55059,-4.56756,205.457,1269.77,799.181,10698.5,10411.7,-3.33894,-3.56486,-15.6386,-2.8443,-5.86127,0.499533,1038.84,744.845,10467.5,0.160267,0.44351,0.115889,6481.97 
139,0.23,3.77,139,13248.6,-0.20215,24.5621,12.7929,121.19,0.0483445,-111.81,363.013,2.49494,-1.20609,-10.7403,-0.355602,0.960885,214.979,1427.72,863.05,11254,10404.9,1.14128,-2.55975,-13.4476,-1.70927,-0.392779,0.207479,1186.09,806.196,11012.3,0.171586,0.456728,0.118832,6912.51 
140,0.73,3.27,140,13366.3,-0.190023,24.4168,12.7734,121.717,-0.0726139,601.065,497.593,0.29305,-1.78575,-9.03664,0.106197,3.11426,182.627,1392.91,822.245,11332.2,11573.7,-0.856903,-2.9357,-11.3365,-1.04376,1.96431,0.202135,1187.65,773.947,11126.9,0.170305,0.467199,0.113577,6973.66 
141,0.33,3.67,141,12745.6,-0.00303568,23.1196,-12.6025,121.273,-0.0046042,-0.785495,5.344e-11,-4.71308,-4.45794,-11.534,2.23642,-1.10126,163.368,1386.8,741.799,10784.9,9484.99,-5.74177,-5.48662,-13.5914,1.20773,-2.12994,0.472014,1203.18,698.594,10601.3,0.179155,0.496009,0.108249,6715.85 
142,0.07,3.93,142,13136.8,-0.127248,23.7961,12.598,121.174,0.0281149,54.3149,169.398,2.61367,-2.4078,-12.1245,0.895306,0.871684,178.512,1515.3,974.564,10487.8,9808.61,1.48963,-3.53184,-14.3726,-0.228734,-0.252356,0.149344,1314.66,927.354,10287.2,0.197278,0.447539,0.142411,6663.99 
143,0.03,3.97,143,15423.9,-0.196104,27.6983,12.8986,121.412,-0.11609,179.043,132.481,0.940369,2.19344,-10.9983,0.983096,2.83881,172.203,1518.76,799.719,13121.2,12306.9,-0.143948,1.10912,-13.1669,-0.101222,1.75449,-0.248229,1325.21,754.178,12927.7,0.164671,0.50102,0.0970371,8047.6 
144,0.21,3.79,144,12956,-0.00183163,22.6992,12.8718,120.981,-0.00213161,5.26949,7.63172e-12,0.660989,-1.62948,-8.77387,0.851388,1.085,133.286,1615.7,891.022,10266.7,9511.75,-0.178275,-2.46875,-10.4524,0.0121242,0.245733,0.186049,1465.9,855.773,10116.9,0.217922,0.49465,0.134814,6726.7 
145,0.63,3.37,145,12349.6,-0.199504,22.8269,12.7427,120.775,0.0151035,-7.22397,485.653,2.43023,0.356094,-10.5331,-1.4136,-0.273556,194.279,1221.57,603.766,10660.4,9472.56,1.2069,-0.867231,-12.9797,-2.63692,-1.49688,0.226193,1003.21,552.386,10442.1,0.155945,0.509272,0.0887946,6433.09 
146,0.67,3.33,146,13285.8,-0.14261,23.6915,12.8637,120.971,0.0726251,40.9549,135.033,0.768087,-5.27444,-6.43475,-2.64693,2.04491,182.267,1354.23,772.875,11072.3,10017.8,-0.379602,-6.42212,-8.73013,-3.79462,0.89722,0.52629,1149.37,724.672,10867.4,0.169014,0.475428,0.109399,6800.43 
