cyc,freq,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95
0,46.919,0,15281.2,-0.00223558,28.1994,11.829,122.751,-0.000841268,-24.3035,500,-1.6198,1.3708,1.10494,-1.12555,2.69702,-33.1306,70.793,6.6035,14867.3,10859.5,-1.41119,1.57941,1.52217,-0.916933,2.90563,0.586264,106.57,8.06381,14903.1,0.00747103,0.883067,0.00099574,14264.5 
1,47.269,1,13235,0.0174946,24.799,-11.3933,123.086,-0.0138494,4.5898,0.000120902,2.42911,1.39866,-0.270768,-0.842751,-0.148718,36.984,2330.25,13.8844,10381.2,9199.75,2.19623,1.16579,-0.736525,-1.07563,-0.381597,1.63045,2290.31,12.2543,10341.2,0.189056,0.990723,0.00217813,12114.5 
2,47.019,2,13746.4,-0.00513739,26.1106,-11.7252,123.004,-0.0138266,-8.42588,500,-1.06598,1.93135,2.57401,-1.24629,3.13289,77.4557,113.309,16.4502,13514.1,9970,-1.55369,1.44363,1.59858,-1.73401,2.64517,0.333835,29.6658,13.0361,13430.5,0.0023197,0.565288,0.00178483,12788.6 
3,47.379,3,14041.2,0.0120163,26.4028,11.6281,122.76,-0.0443751,11.321,2.05055e-09,-1.71366,3.98462,1.8812,-1.79318,-0.687673,57.7075,132.339,7.49822,13665.8,10010.7,-2.07703,3.62125,1.15446,-2.15654,-1.05104,3.26857,70.0214,4.95464,13603.5,0.00538903,0.889816,0.00067048,12993.3 
4,47.469,4,13559.8,-0.0250853,25.6655,11.6709,122.776,-0.00785863,17.4024,3.72209e-10,-3.67701,0.478524,4.78792,3.50373,1.14002,-1.83699,40.9488,10.2513,13331.3,9755.44,-3.66545,0.490091,4.81105,3.5153,1.15159,0.236654,42.9325,10.3322,13333.3,0.00337798,0.703651,0.00142545,12709.5 
5,47.369,5,13504.4,-0.0117236,25.149,11.749,122.601,-0.00321657,9.20595,6.77914e-10,0.413633,0.791164,1.01908,-1.53034,-1.76378,5.59539,240.759,17.4832,13095.6,9619.65,0.3784,0.755931,0.948611,-1.56557,-1.79902,1.74015,234.716,17.2365,13089.5,0.0185257,0.886122,0.00241985,12669.8 
6,47.229,6,13330.2,0.0384263,25.5139,11.156,123.22,0.0118628,-25.3798,17.9192,2.54581,0.551788,-4.17048,-2.11442,0.506625,-30.2277,3506.62,22.2264,9362.28,9275.55,2.73615,0.742124,-3.78981,-1.92408,0.696961,-1.46306,3539.26,23.5587,9394.92,0.283949,0.988485,0.00459803,12464.4 
7,47.509,7,15295.9,-0.0460655,28.3418,11.9072,122.5,0.0146495,-34.3603,0.330312,8.59836,-0.177198,0.868764,3.28744,1.72571,16.1895,34.7257,18.7054,15071.9,11002.2,8.49642,-0.279139,0.664882,3.1855,1.62377,0.951438,17.2428,17.9918,15054.4,0.0012042,0.353854,0.0021967,14318.9 
8,47.349,8,15385.4,-0.00421678,28.0066,11.9497,122.938,0.00403592,-23.7224,141.942,3.32479,1.90749,7.21292,5.62248,0.705262,30.4896,417.77,12.5343,14631.1,10897.8,3.13281,1.7155,6.82895,5.4305,0.513277,0.612455,384.844,11.1904,14598.2,0.0270007,0.951578,0.0014101,14253.1 
9,47.339,9,14176.2,-0.00726446,26.4045,11.6469,122.728,-0.00326815,1.56807,8.20533e-11,2.90264,0.148118,1.57002,3.38946,-1.11914,2.73832,548.734,16.932,13234.8,10011.3,2.8854,0.130876,1.53553,3.37222,-1.13639,0.773775,545.777,16.8113,13231.9,0.0416114,0.948853,0.00233496,13116 
10,47.239,10,12506.2,0.00437768,24.3497,-11.0996,123.027,-0.0270921,5.81467,500,-1.13098,0.664246,2.7712,-3.7168,1.22572,-6.94422,3265.48,24.1987,8919.36,8803.34,-1.08726,0.707972,2.85865,-3.67307,1.26945,-36.7433,3272.98,24.5048,8926.86,0.278469,0.987067,0.00503125,11753.5 
11,47.439,11,13579.8,-0.194312,26.1779,-11.5864,122.435,0.101334,217.338,4.17135e-08,0.397393,5.67227,-5.66697,-1.56109,-1.8573,9.95321,24.3381,6.21132,13393.6,10590.6,0.33472,5.6096,-5.79231,-1.62376,-1.91997,-0.707775,13.5898,5.77261,13382.9,0.00106776,0.573605,0.000793948,12727.3 
12,47.279,12,11741.3,-0.00812171,22.4607,11.3734,122.803,-0.00817601,0.513664,2.10506e-09,3.81482,2.11558,3.36045,4.25104,2.14535,-5.48637,1745.03,15.1587,9655.51,8316.06,3.84937,2.15012,3.42954,4.28559,2.1799,0.784231,1750.95,15.4005,9661.43,0.160207,0.984841,0.00292775,10929.3 
13,47.389,13,13816,0.00939006,25.9712,11.648,122.573,-0.0181403,3.31874,5.7059e-11,4.13599,1.23703,-4.11261,-0.664323,0.700813,9.65914,79.5045,-0.378024,13576.2,9849.75,4.07517,1.17621,-4.23426,-0.725144,0.639992,5.54332,69.0737,-0.803771,13565.8,0.00533117,1.02079,-0.000109156,12956.6 
14,47.459,14,13408,-0.0256763,25.4109,11.5759,122.638,-0.00256007,17.6083,388.011,0.338117,0.441967,4.93514,1.62365,0.0819531,7.85746,101.552,13.7056,13042.5,9577.11,0.288641,0.39249,4.83619,1.57418,0.0324767,0.321139,93.0667,13.3593,13034,0.00746002,0.79923,0.00188451,12475.4 
