cyc,time,#2,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95,two2D_bg,two2D_a1,two2D_sh1,two2D_sv1,two2D_ch1,two2D_cv1,two2D_a2,two2D_sh2,two2D_sv2,two2D_ch2,two2D_cv2,two2D_chd,two2D_cvd
0,0.01,3.99,0,14693.6,-0.00229006,25.0544,-12.8828,122.198,0.00237645,4.46742,6.41494e-12,-0.977371,4.28296,2.14679,1.02868,0.776057,54.2289,1746.3,110.458,12355.8,10507.6,-1.31884,3.9415,1.46386,0.687217,0.434592,0.718938,1687.74,108.068,12297.2,0.208819,0.899236,0.0159306,8082.29,6.56255e-05,0.0827073,13.2573,37.2425,125.328,108,0.937162,12.7056,11.6169,121.201,135.124,4.12734,-27.124 
1,0.53,3.47,1,13478.4,-0.00379055,23.4918,12.6495,122.092,0.000242054,-5.06882,1.20452e-10,-3.51453,-0.882283,1.80905,0.263209,1.81111,46.6954,1581.77,102.088,11411.3,9673.57,-3.80856,-1.17631,1.22099,-0.0308197,1.51708,1.53608,1531.34,100.029,11360.8,0.205854,0.897414,0.0159604,7438.98,8.79781e-05,0.0838432,12.8348,33.9225,124.549,108,0.878351,12.5258,11.5845,121.166,134.416,3.38271,-26.4155 
2,0.51,3.49,2,15755.2,-0.0763573,27.171,12.9139,122.134,-0.0380448,-18.5223,42.431,-2.48457,-2.93258,3.83989,4.4452,0.951164,54.3726,1797,109.649,13478.2,11445.4,-2.82694,-3.27495,3.15515,4.10283,0.608794,-0.787743,1738.28,107.252,13419.5,0.199426,0.902547,0.014509,8716.41,-6.37087e-05,0.0841589,13.3799,37.1947,124.811,108,1.02485,12.7608,11.6291,121.233,135.137,3.57777,-27.1368 
3,0.39,3.61,3,14048.3,-0.0334886,24.8719,12.6291,122.097,-0.00678154,5.1097,499.995,-1.77233,-3.90754,-1.70947,1.46284,5.83691,30.0108,1446.12,78.3387,12271.9,10226.5,-1.9613,-4.09651,-2.08741,1.27387,5.64794,-0.706213,1413.71,77.0159,12239.5,0.181751,0.912962,0.0114584,7778.26,-0.000160506,0.0675719,12.6598,39.3651,125.27,108,0.960975,12.5472,11.6706,121.177,135.828,4.093,-27.8276 
4,0.25,3.75,4,14709.9,0.00852033,25.3941,12.8932,122.083,0.0133699,-2.86157,4.09095e-12,3.84306,-0.994206,3.33169,0.606374,-1.13497,26.1301,1640.24,87.0249,12785.1,10659.6,3.67853,-1.15874,3.00263,0.44184,-1.2995,0.356316,1612.03,85.8732,12756.8,0.195502,0.914726,0.0122483,8245.58,-0.000275874,0.0724246,13.2053,41.419,125.307,108,0.982546,12.7287,11.5537,121.064,134.81,4.24301,-26.8104 
5,0.71,3.29,5,16102.5,0.00978176,27.9402,12.7659,122.062,-0.0466478,-19.9135,430.98,1.49731,-0.220032,1.04925,-2.83662,-0.114521,31.1305,2041.44,154.839,13622,11641.4,1.30129,-0.416052,0.657212,-3.03264,-0.310542,1.36497,2007.82,153.467,13588.3,0.221278,0.88202,0.0203808,9073.76,1.76889e-05,0.108521,13.6079,31.5878,124.553,108,1.01935,12.5078,11.7997,121.207,134.84,3.34663,-26.84 
6,0.45,3.55,6,14410.3,-0.0533285,24.5375,13.003,122.21,-0.0721733,11.757,124.788,1.36461,-1.98876,-3.81033,2.57455,-0.677476,24.0166,1766.45,102.746,12192.9,10414.1,1.21338,-2.13998,-4.11278,2.42332,-0.828702,-0.193924,1740.52,101.688,12167,0.215748,0.907242,0.0151623,8067.34,7.07424e-06,0.0816671,13.2877,36.6836,125.677,108,0.941704,12.5989,11.5214,121.195,134.923,4.48192,-26.9233 
7,0.77,3.23,7,14636.1,-0.0774963,25.1026,13.0148,121.919,0.00642434,41.592,200.353,1.23719,1.45551,-0.0661913,3.02894,1.23554,54.9614,1603.28,94.1184,12667.2,10644,0.891109,1.10943,-0.758346,2.68286,0.889462,1.15751,1543.93,91.6958,12607.9,0.190608,0.905851,0.0132203,8100.03,-1.54556e-05,0.0774629,13.3629,33.9844,125.253,108,0.96126,12.7659,11.7674,121.019,134.821,4.23383,-26.8205 
8,0.57,3.43,8,14848.9,-0.0311768,25.8075,-12.8362,122.124,0.00249958,-8.61697,1.94817e-12,-4.44285,3.36279,-1.98414,-2.10268,2.43105,11.702,1718.76,110.45,12757.8,10784.7,-4.51653,3.28911,-2.13151,-2.17636,2.35736,0.329279,1706.13,109.934,12745.1,0.204729,0.898666,0.0156407,8333.6,-0.000107884,0.0823784,13.0607,36.9883,124.68,108,0.957577,12.7058,11.8089,121.16,134.89,3.52029,-26.89 
9,0.37,3.63,9,15394.4,-0.0844157,26.5189,12.9705,122.149,0.0516301,-16.6047,32.2844,-4.10399,2.9004,1.20831,1.51722,-0.822627,59.4069,1661.84,96.8908,13425.2,11225,-4.47806,2.52633,0.460175,1.14315,-1.1967,1.29783,1597.68,94.2723,13361.1,0.186963,0.906405,0.0128307,8545.45,-0.000211317,0.0744836,13.4837,38.1653,125.343,108,1.03023,12.7417,11.6757,121.252,135.338,4.09088,-27.3383 
10,0.81,3.19,10,13613.5,3.08711e-05,23.4661,12.8934,121.826,-0.014445,2.59412,2.56059e-11,4.0907,-2.02751,-0.0514075,-0.155613,0.0219992,47.828,1560.1,90.5089,11707.6,9850.47,3.78954,-2.32867,-0.653727,-0.456773,-0.279161,10.1806,1508.45,88.4008,11656,0.199279,0.906983,0.0137783,7569.55,-0.00012634,0.0721089,13.8263,37.5873,124.951,108,0.892601,12.5721,11.6667,120.999,134.385,3.95114,-26.3859 
11,0.29,3.71,11,14508.8,0.000488217,25.1114,12.7471,121.963,-0.00755577,-3.23883,500,-3.26418,0.420535,-0.000572314,2.01982,2.01878,29.0743,1592.54,92.5059,12560.7,10421.1,-3.44725,0.237462,-0.366719,1.83675,1.8357,4.82203,1561.14,91.2244,12529.3,0.193297,0.907227,0.0132347,8076.37,-6.27974e-05,0.0735915,13.395,35.7865,125.367,108,0.9832,12.5691,11.604,120.981,134.962,4.38576,-26.9621 
12,0.79,3.21,12,13927.2,-0.0572128,24.163,12.7882,121.779,0.0313259,-12.1294,499.435,3.59574,-0.488056,8.36839,3.62592,0.880612,45.3263,1484.62,83.4502,12115.7,10071.4,3.31033,-0.773464,7.79757,3.34051,0.595204,0.453575,1435.67,81.4524,12066.7,0.1862,0.909682,0.0122818,7710.37,1.73218e-05,0.0660653,13.2086,36.4843,124.794,108,0.938199,12.5252,11.7947,121.073,134.815,3.72121,-26.8153 
13,0.65,3.35,13,13817.4,-0.0389764,23.8709,12.7584,122.106,0.000937688,1.16255,498.1,-0.194988,-1.72774,1.74472,-3.42576,0.471284,73.4265,1766.17,119.96,11606.6,9914.28,-0.657335,-2.19008,0.820029,-3.88811,0.00893745,1.13883,1686.88,116.724,11527.3,0.219615,0.891988,0.0183114,7681.06,8.76029e-05,0.0957594,12.8174,32.0554,124.927,108,0.870287,12.6847,11.6648,121.114,134.943,3.81329,-26.9434 
14,0.19,3.81,14,14443.8,-0.00536488,24.6566,12.8943,121.869,2.14873e-05,0.177839,1.8364e-11,-4.03667,-2.90583,-4.68474,0.450481,-2.49332,29.0279,1653.81,98.7329,12423.4,10349.7,-4.21945,-3.08862,-5.05031,0.2677,-2.6761,0.657995,1622.46,97.4534,12392.1,0.201139,0.904884,0.0142798,8066.35,6.43129e-05,0.0812529,13.3645,33.9613,124.525,108,0.930904,12.7897,11.6948,121.023,134.175,3.502,-26.1753 
15,0.55,3.45,15,13789.9,-0.0198852,23.9059,12.8458,122.044,0.00483667,-2.32076,500,-2.10341,2.00653,1.98268,-1.18761,-1.02852,79.6306,1674.21,103.736,11836.6,9997.14,-2.60482,1.50512,0.979851,-1.68902,-1.52994,1.29347,1588.22,100.226,11750.6,0.206302,0.900547,0.0154691,7698.52,-0.000109022,0.0758478,13.8339,36.7158,124.752,108,0.893178,12.5703,11.7556,121.225,134.953,3.52666,-26.9531 
16,0.23,3.77,16,13819.3,-0.082934,24.2067,12.7891,122.043,0.0222105,48.7686,20.5801,1.79582,2.22225,-2.17094,0.233693,1.21584,68.3519,1602.85,83.2251,11931.8,10113.2,1.36542,1.79186,-3.03173,-0.196701,0.785451,5.2443,1529.03,80.2123,11858,0.198699,0.915915,0.0123074,7695.21,-3.7713e-05,0.0752428,12.8568,36.1286,125.223,108,0.937136,12.5279,11.4929,121.126,134.645,4.09743,-26.6449 
17,0.73,3.27,17,13736.3,0.0179587,24.0111,-12.8021,121.805,-0.0283609,-15.7406,500,3.34756,0.859763,-2.54786,4.10019,-0.439819,-5.4507,1706.04,110.154,11800.3,10021.1,3.38188,0.894084,-2.47922,4.13451,-0.405498,1.44867,1711.93,110.394,11806.2,0.218048,0.898594,0.0169329,7851.16,-0.000168938,0.089332,13.1026,33.6141,124.47,108,0.887054,12.5992,11.7519,120.784,134.874,3.68529,-26.8738 
18,0.33,3.67,18,13671.4,-0.112046,24.1391,12.8285,121.843,0.00222471,-20.0067,6.71138,-4.00763,-1.90873,3.27603,0.0997526,0.966492,78.739,1501.74,96.6872,11913.6,10082.2,-4.50343,-2.40453,2.28443,-0.396046,0.470693,1.5022,1416.71,93.2166,11828.6,0.187208,0.896743,0.0143092,7567.57,-0.000156758,0.0795983,13.0879,33.8757,124.911,108,0.926402,12.5594,11.5538,120.945,134.461,3.96584,-26.4612 
19,0.07,3.93,19,13628.3,-0.124497,24.3687,12.7272,121.881,-0.0478586,56.8291,365.919,-2.65334,-0.847307,1.45634,-0.0415718,-0.447871,56.9053,1571.23,104.373,11898,10184.8,-3.01166,-1.20562,0.739701,-0.39989,-0.806189,1.15793,1509.78,101.865,11836.6,0.196976,0.894396,0.0156057,7664.79,-0.000254266,0.0819138,13.0154,33.7655,124.739,108,0.938008,12.5201,11.4567,121.03,135.499,3.70862,-27.499 
20,0.03,3.97,20,14274.1,-0.0686523,24.4412,13.0838,121.713,0.0753527,9.47187,499.919,-2.78398,0.332755,2.80365,2.47579,-1.21922,64.624,1834.56,113.824,12082.5,10433.2,-3.1909,-0.0741646,1.98981,2.06887,-1.62614,3.39011,1764.78,110.975,12012.8,0.220283,0.900863,0.0167329,8011.41,-4.52817e-05,0.0890287,13.5422,35.4837,124.582,108,0.902202,12.6763,11.6099,120.69,134.153,3.89194,-26.1527 
21,0.21,3.79,21,14145.9,-0.0148998,24.0071,12.8695,122.002,-0.000696623,19.567,15.9773,2.03749,0.00860779,-1.94794,3.18757,-1.18718,-2.15137,1664.22,99.4619,11944,10058.1,2.05104,0.0221544,-1.92085,3.20112,-1.17363,1.88119,1666.54,99.5567,11946.4,0.211526,0.905352,0.0151193,7878.65,0.000161341,0.0715916,13.7556,36.0592,125.377,108,0.911401,12.6455,11.7664,121.15,135.884,4.22676,-27.8842 
22,0.63,3.37,22,14009.7,-0.113866,24.5654,12.9135,121.835,0.017647,24.8857,429.501,-4.68128,-0.982911,1.82657,0.313416,0.21391,24.0817,1563.09,108.292,12221.2,10341,-4.83291,-1.13455,1.52329,0.16178,0.0622736,1.36096,1537.08,107.231,12195.2,0.195097,0.891199,0.0159393,7878.57,-0.000145976,0.0854053,12.8786,31.8954,124.696,108,0.945321,12.7812,11.4741,120.974,134.74,3.72211,-26.74 
23,0.67,3.33,23,13364.2,-0.0686826,23.7328,12.5731,122.037,-0.00334458,81.5852,499.997,4.11174,2.96905,-1.35543,0.61505,2.33499,42.6624,1527.57,121.656,11546.1,9722.63,3.84311,2.70041,-1.89269,0.346417,2.06636,1.26795,1481.5,119.775,11500,0.198552,0.876054,0.0188247,7461.51,-1.9093e-05,0.0879917,12.4852,30.0016,124.525,108,0.897571,12.5547,11.6327,121.205,134.665,3.32075,-26.6652 
24,0.41,3.59,24,14774.4,-0.0668585,25.3578,12.9547,121.795,0.0261295,-15.4905,297.112,2.52639,-2.03277,-2.47555,0.197319,-0.0798202,67.784,1695.39,95.0326,12608.7,10707.1,2.09957,-2.45959,-3.32918,-0.229499,-0.506638,0.247701,1622.19,92.0449,12535.5,0.199271,0.909673,0.0133456,8140.63,-3.80781e-05,0.0770278,13.6624,38.1868,124.502,108,0.968878,12.6636,11.5249,120.926,134.82,3.57636,-26.8198 
25,0.11,3.89,25,13641.1,-0.00773891,23.8221,12.5997,121.928,-0.00685606,10.4352,2.461e-10,1.22929,0.685177,11.0914,3.41422,1.73144,35.7724,1504.43,92.8509,11697.6,9773.29,1.00404,0.459928,10.6409,3.18897,1.50619,0.366614,1465.8,91.2741,11659,0.194701,0.901737,0.0142162,7528.48,4.08786e-05,0.0754767,12.9722,35.7182,124.954,108,0.935618,12.4247,11.3236,120.978,134.424,3.97615,-26.4239 
