cyc,time,chargetime,decoherencetime,VVA,PhaseOGain,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95
73,0.01,0.89,0.81,3,-6,73,10036.7,-0.000116498,18.3748,11.5214,121.294,0.00314892,-10.72,6.29962e-11,0.12882,1.1255,-1.48588,0.179203,-1.78134,-32.3804,321.61,5.24345,9167.62,6892.76,0.33271,1.32939,-1.0781,0.383094,-1.57745,-0.76636,356.577,6.67068,9202.59,0.0435979,0.9683,0.00133351,8178.78 
74,0.4,0.5,1.2,1.8,-9,74,8459.56,-0.00240423,15.5753,11.6073,121.088,0.0064641,-0.540624,4.24827e-11,-0.269125,0.500545,2.30828,-0.910402,-0.693313,11.6622,142.53,2.75725,7880.57,5885.35,-0.342559,0.427111,2.16141,-0.983835,-0.766747,-3.36313,129.936,2.24321,7867.97,0.0190586,0.970674,0.000524922,6817.71 
75,0.55,0.35,1.35,1.7,-9,75,9008.22,-0.0126492,17.6666,11.157,121.316,0.0150231,14.3424,0.613871,3.07571,3.32316,-3.3588,-0.755772,-0.514192,-21.4747,245.343,2.85413,8550.27,6423.49,3.21093,3.45838,-3.08836,-0.620551,-0.378971,2.19638,268.533,3.80068,8573.46,0.0355392,0.97583,0.000815952,7555.98 
76,0.07,0.83,0.87,1.5,-6,76,9034.99,0.0354291,16.7246,11.4942,121.229,-0.0786113,0.19855,300.239,-2.20306,-0.764421,-2.6588,0.507597,4.48699,18.5328,376.207,7.69178,8286.44,6258.42,-2.31975,-0.881117,-2.89219,0.390902,4.37029,-1.17153,356.193,6.8749,8266.43,0.0482473,0.967327,0.00152967,7382.66 
77,0.17,0.73,0.97,1.9,-9,77,9477.27,0.0494383,17.4871,11.4515,121.267,-0.00582569,-85.735,240.798,0.189916,-1.27538,0.256661,-0.62233,-0.897069,-13.4536,323.668,5.81305,8701.41,6535.19,0.27463,-1.19067,0.426088,-0.537616,-0.812356,1.23158,338.197,6.40604,8715.94,0.0436566,0.967915,0.00135208,7746.74 
78,0.05,0.85,0.85,1.65,-6,78,8404.6,-0.0153193,15.4423,11.5872,121.425,0.120737,-35.5298,3.47218e-12,-2.24635,-2.62533,-1.03096,-1.04815,-2.61834,-1.72562,493.85,-6.63983,7475.67,5964.5,-2.23548,-2.61446,-1.00923,-1.03729,-2.60748,0.893809,495.714,-6.56377,7477.53,0.0723499,1.02372,-0.00161962,6851.62 
79,0.08,0.82,0.88,3.001,-9,79,8532.05,0.0167172,16.5302,11.0969,121.207,-0.0228259,-0.641624,5.99355,1.96935,1.18827,3.92473,-2.39624,-1.80583,7.11048,338.267,3.9322,7998.25,5971.83,1.92458,1.1435,3.83519,-2.44102,-1.8506,-0.468493,330.589,3.61879,7990.57,0.0464142,0.981204,0.000833561,7122.58 
80,0.25,0.65,1.05,1.7,-9,80,8277.3,0.00830726,14.7702,11.7936,121.277,-0.00320589,-20.559,8.40456e-12,3.35994,1.44113,1.25114,-2.53569,0.53133,-25.6126,153.031,13.6302,7737.49,5672.75,3.52122,1.60241,1.57369,-2.37441,0.692606,0.686235,180.69,14.7592,7765.14,0.0266463,0.874934,0.00348906,6781.06 
81,0.3,0.6,1.1,1.6,-9,81,8892.71,0.0725101,16.345,11.3148,121.295,-0.00165893,-151.836,402.435,1.47502,-1.69568,0.603461,-0.212017,-0.781212,-51.3706,177.167,-1.55162,8270.12,6028.62,1.79849,-1.37222,1.2504,0.11145,-0.457745,0.060114,232.642,0.712656,8325.59,0.0318278,0.994668,0.000157656,7309.4 
82,0.14,0.76,0.94,2,-9,82,7522.91,-0.000544636,14.3188,11.2389,121.125,0.00154801,-5.18,4.18777e-11,2.20301,-2.22151,0.266792,-1.53649,0.206563,-8.48626,290.644,-2.41682,6966.92,5238.96,2.25644,-2.16807,0.373664,-1.48305,0.259999,1.49101,299.808,-2.04277,6976.08,0.0481273,1.01207,-0.000539706,6229.48 
83,0.04,0.86,0.84,1.7001,-6,83,9418.35,0.0661176,17.1581,11.4675,121.291,-0.0429018,-64.8024,500,-0.312936,-0.683873,-5.81947,-0.771486,-0.868634,-10.514,431.171,-2.80114,8489.81,6495.7,-0.246732,-0.617669,-5.68706,-0.705282,-0.802431,0.294337,442.525,-2.33772,8501.16,0.0577067,1.00933,-0.000506813,7668.51 
84,0.1,0.8,0.9,2.5,-9,84,9882.69,0.0646196,18.2518,11.3599,121.43,0.0370382,-65.0888,383.325,3.51216,-4.19526,0.689673,-3.34858,1.40257,-14.6601,369.596,13.2536,9002.13,6828.05,3.60448,-4.10295,0.874294,-3.25627,1.49488,1.631,385.427,13.8997,9017.96,0.0478751,0.940636,0.00283127,8050.69 
85,0.11,0.79,0.91,2.3,-9,85,8142.8,0.043373,14.8415,11.5861,121.167,-0.00506204,-68.2854,1.23028,-1.32133,1.45873,0.374366,2.59229,-0.952816,15.575,324.179,1.05928,7362.24,5608.96,-1.4194,1.36066,0.178223,2.49422,-1.05089,0.88596,307.36,0.372777,7345.42,0.0469182,0.997882,9.34773e-05,6550.97 
86,0.35,0.55,1.15,1.6,-9,86,8286.81,0.0728471,15.3985,11.1466,121.441,-0.138235,-320.641,500,0.472877,0.973128,-1.25151,1.18135,2.20713,-69.7113,152.861,-0.143438,7561.73,7030.34,0.911831,1.41208,-0.373602,1.62031,2.64608,1.0601,228.142,2.92923,7637.01,0.0339517,0.978025,0.000706055,6719.6 
87,0.02,0.88,0.82,2.1,-6,87,9545.79,0.0592815,17.0898,11.4778,121.572,0.281232,363.026,20.347,0.229954,0.288294,4.06917,2.88833,0.697542,-51.1509,415.597,2.59465,8395.87,9708.97,0.552038,0.610378,4.71334,3.21041,1.01963,0.5336,470.834,4.84924,8451.1,0.0615126,0.982295,0.00105588,7654.27 
88,0.45,0.45,1.25,1.7,-9,88,8162.11,-0.00891107,15.2453,11.1582,121.154,0.0280059,-21.3022,7.7007e-12,-2.19768,-4.15707,-5.13415,2.73183,0.179791,-40.9481,240.42,-2.72534,7461.08,5557.04,-1.93985,-3.89923,-4.61847,2.98967,0.43763,0.343057,284.64,-0.920469,7505.3,0.0427121,1.00569,-0.000225972,6664.14 
89,0.2,0.7,1,1.8001,-9,89,9322.6,0.0745512,17.1614,11.3072,121.225,-0.0164637,36.2959,262.125,1.81711,-3.24288,1.01268,1.52923,1.91245,-45.0146,202.38,6.5913,8587.09,6336.32,2.10055,-2.95944,1.57957,1.81268,2.1959,0.666001,250.991,8.57541,8635.7,0.0330628,0.943582,0.0018259,7591.33 
90,0.5,0.4,1.3,1.7,-9,90,7818.25,0.0630025,14.6233,11.1247,121.299,-0.0443355,-170.081,130.306,-2.61463,-1.42663,-0.594894,-1.97832,-1.08348,-65.8471,101.867,-4.84261,7281.08,5541.23,-2.2,-1.01201,0.23435,-1.5637,-0.668862,1.04498,172.975,-1.94026,7352.19,0.0269334,1.02002,-0.000486372,6422.33 
91,0.06,0.84,0.86,1.6001,-6,91,8590.47,0.0393114,16.1983,11.2444,121.538,-0.170107,57.624,85.7647,-0.0465224,-2.23334,0.725094,-4.65875,-1.56252,-47.8327,544.899,-0.127949,7643.58,6248.35,0.254668,-1.93216,1.32747,-4.35756,-1.26133,1.2224,596.554,1.98038,7695.23,0.0835802,0.994224,0.000473844,7137.5 
92,0.09,0.81,0.89,2.8,-9,92,8871.74,-0.00437612,16.4188,11.5372,121.545,0.000882085,-9.14594,3.98432e-12,1.2582,-0.760554,-3.19164,0.345987,0.240979,3.68406,394.773,1.42945,8010.91,6166.73,1.235,-0.783752,-3.23803,0.322789,0.217782,-0.441554,390.794,1.26706,8006.93,0.054302,0.994358,0.000291421,7196.69 
93,0.03,0.87,0.83,1.799,-6,93,7978.12,0.00609309,14.7977,11.5414,121.041,-0.0065963,-20.6991,4.32468e-08,-3.55372,0.835122,-1.14072,3.28028,-2.24406,-28.2755,384.624,2.3283,7226.47,5564.09,-3.37568,1.01317,-0.784633,3.45832,-2.06602,0.552876,415.159,3.57461,7257,0.0630595,0.985156,0.000906549,6583.61 
94,0.01,0.89,0.81,3,-6,94,9960.39,0.00024119,18.9366,11.4229,121.052,0.00245532,6.9195,2.26989e-08,-1.7475,1.33049,-0.503675,-0.633834,1.70825,-21.9876,416.533,5.02281,9199.54,7042.19,-1.60905,1.46894,-0.226775,-0.495384,1.8467,1.23036,440.277,5.99196,9223.28,0.0531731,0.976737,0.0011953,8280.06 
95,0.4,0.5,1.2,1.8,-9,95,9509.52,-0.00126633,17.5482,11.4851,121.229,-0.00461958,-1.35169,5.4865e-11,0.0878228,0.457957,0.595141,1.02308,-0.501585,-40.276,295.174,12.4005,8705.6,6561.1,0.34143,0.711564,1.10236,1.27669,-0.247978,0.65379,338.667,14.1757,8749.1,0.0435562,0.931749,0.00297579,7775.4 
96,0.55,0.35,1.35,1.7,-9,96,8526.13,-0.000650569,16.0023,11.424,121.207,-0.00420505,1.19,3.57447e-11,2.1795,-1.69699,-2.32394,-2.23932,0.92633,-25.1382,181.09,0.992803,8023.78,5951.25,2.33779,-1.5387,-2.00737,-2.08104,1.08462,0.0895043,208.237,2.10082,8050.93,0.0295307,0.982651,0.000480451,7051.53 
97,0.07,0.83,0.87,1.5,-6,97,9173.32,0.0360717,17.4823,11.1639,121.355,-0.0321431,-22.1477,4.11435,-1.85621,1.71415,0.675373,-0.408557,0.922976,-55.9741,374.659,-0.0461959,8487.49,6376.64,-1.50376,2.06661,1.38028,-0.0561032,1.27543,0.563542,435.104,2.42098,8547.93,0.0565009,0.990357,0.000521457,7700.85 
98,0.17,0.73,0.97,1.9,-9,98,8770.5,0.0821367,15.6348,11.5891,121.403,-0.0322427,-152.6,103.332,-3.24664,-1.9973,1.51721,4.65499,2.05727,-71.9353,286.373,4.91464,7891.51,6058.64,-2.79368,-1.54434,2.42312,5.10795,2.51023,0.575135,364.055,8.08534,7969.19,0.0510034,0.962588,0.00186547,7137.87 
99,0.05,0.85,0.85,1.65,-6,99,8413.66,0.048476,15.6248,11.3448,121.226,-0.0680961,-55.1582,0.523798,0.786718,-4.23289,-1.82358,-1.93678,1.40596,-14.0074,470.08,2.74273,7464.37,5892.67,0.874919,-4.14469,-1.64718,-1.84858,1.49416,0.687523,485.206,3.36013,7479.5,0.0709078,0.988026,0.000826874,6842.78 
100,0.08,0.82,0.88,3.001,-9,100,9166.36,0.0102441,17.1751,11.4397,121.131,0.00048457,-25.542,5.23654e-12,2.51366,-2.73513,-2.46209,-0.59131,-4.58669,-53.0947,489.059,12.0495,8250.29,6396.41,2.84798,-2.40081,-1.79344,-0.256987,-4.25237,0.693723,546.396,14.3898,8307.63,0.0718197,0.955943,0.00318059,7607.88 
101,0.25,0.65,1.05,1.7,-9,101,8053.24,-0.0228814,15.4628,11.2927,121.045,0.00803976,53.6501,1.14455e-11,-1.34812,-1.45907,2.20151,1.58362,-1.21715,-60.8083,235.332,-0.454217,7513.96,5698.37,-0.965229,-1.07618,2.96729,1.96652,-0.834261,-0.441732,300.999,2.22604,7579.63,0.0446342,0.987223,0.00054071,6743.68 
102,0.3,0.6,1.1,1.6,-9,102,8157.42,0.0418912,15.2593,11.3007,121.099,-0.164182,29.2196,100.781,2.12542,-2.98454,-4.21416,1.58202,-0.191237,-24.7533,200.414,2.2279,7681.47,5769.69,2.28129,-2.82867,-3.90243,1.73789,-0.0353724,-0.420459,227.145,3.31895,7708.2,0.0335066,0.975067,0.000792534,6779.11 
103,0.14,0.76,0.94,2,-9,103,8792.9,-0.00465299,16.43,11.4516,121.104,0.000603328,4.46251,8.85615e-12,-0.122499,3.65396,2.80111,0.268123,-4.83629,-18.7583,212.685,0.480454,8069.4,6124.99,-0.00438275,3.77207,3.03734,0.386239,-4.71818,-0.228154,232.941,1.30727,8089.66,0.0327664,0.990275,0.00029759,7109.15 
104,0.04,0.86,0.84,1.7001,-6,104,9933.85,0.000382944,18.495,11.6363,121.399,0.00149251,-0.702039,6.60112e-11,-0.193913,4.51247,-2.70254,1.00745,2.37039,-28.0974,459.85,-5.13969,9119.16,7005.92,-0.0169913,4.68939,-2.3487,1.18438,2.54731,1.38787,490.192,-3.90124,9149.5,0.0592932,1.01412,-0.000786069,8267.27 
105,0.1,0.8,0.9,2.5,-9,105,9041.23,0.0169162,16.7039,11.6054,121.283,-0.0496177,21.3817,1.55754e-10,4.24117,3.76738,-1.74761,-2.09395,0.446312,-19.4769,368.768,7.89812,8273.7,6345.17,4.36381,3.89002,-1.50233,-1.97131,0.568953,1.28086,389.8,8.7566,8294.73,0.0523903,0.962174,0.0019409,7440.32 
106,0.11,0.79,0.91,2.3,-9,106,8965.74,0.00490148,16.6894,11.4705,121.072,-0.0102917,-3.79287,1.82626e-11,2.91236,2.1914,-0.0361054,-2.75255,0.503175,-17.225,308.847,9.05504,8190.87,6233.13,3.02082,2.29986,0.180818,-2.64409,0.611636,0.947877,327.448,9.81427,8209.47,0.0448221,0.950163,0.00219736,7305.5 
107,0.35,0.55,1.15,1.6,-9,107,8390.79,0.00237533,15.4503,11.3629,121.606,-0.0079851,-2.11589,4.34316e-11,-1.38376,2.30996,0.280807,2.31442,-3.46219,-63.8225,194.793,10.2044,7706.59,5715.6,-0.981885,2.71183,1.08455,2.71629,-3.06031,0.560995,263.714,13.0176,7775.52,0.0383702,0.920485,0.00307452,6872.9 
108,0.02,0.88,0.82,2.1,-6,108,8800.76,-0.010562,16.258,11.54,121.444,0.00899641,3.64291,3.12314e-12,-3.38263,-3.3075,-0.182999,2.4369,1.02536,-37.8993,453.226,1.13888,7962.85,6108.6,-3.14399,-3.06885,0.294285,2.67554,1.264,1.1487,494.153,2.80937,8003.77,0.0677167,0.990149,0.000646172,7297.36 
109,0.45,0.45,1.25,1.7,-9,109,8160.28,0.00793104,15.3459,11.353,121.07,-0.0276774,16.1393,3.20793e-12,0.823628,-1.26362,-0.784777,-0.303065,-1.88397,-54.6478,399.447,-3.212,7351.1,5686.07,1.16773,-0.919521,-0.0965719,0.0410374,-1.53986,0.928316,458.461,-0.803277,7410.12,0.0678491,1.00308,-0.000199729,6757.06 
110,0.2,0.7,1,1.8001,-9,110,9379.08,0.0572915,17.1281,11.515,121.222,0.0298008,-164.761,17.1643,-0.820158,0.761448,0.705355,1.28837,1.76106,-58.2229,240.548,-13.6648,8627.62,6580.35,-0.453544,1.12806,1.43858,1.65498,2.12767,0.755997,303.422,-11.0985,8690.49,0.039455,1.06839,-0.00235808,7690.34 
111,0.5,0.4,1.3,1.7,-9,111,8281.8,0.084007,15.3555,11.0948,121.431,-0.13765,-20.2084,215.601,0.519149,-4.98228,-0.150465,3.14262,2.36514,-59.2231,310.529,2.4944,7563,5636.55,0.892061,-4.60937,0.595359,3.51553,2.73805,0.809889,374.483,5.10479,7626.96,0.0546101,0.976701,0.00123142,6857.4 
112,0.06,0.84,0.86,1.6001,-6,112,9305.28,0.0732674,16.8237,11.5204,121.481,-0.0714046,77.9568,19.5368,-0.963822,-2.30599,0.435718,1.08651,0.487813,-31.2136,574.393,3.23579,8171.55,6490.56,-0.767279,-2.10944,0.828805,1.28305,0.684356,11.2944,608.101,4.61159,8205.26,0.0801972,0.986903,0.00103425,7582.57 
113,0.09,0.81,0.89,2.8,-9,113,9169.69,0.0102961,17.4317,11.3593,121.361,-0.0153531,-5.5272,8.66838,-2.31018,4.47202,-0.047414,-1.67642,0.781973,-25.5881,403.679,1.54735,8410.52,6448.7,-2.14906,4.63314,0.274829,-1.5153,0.943094,0.874318,431.311,2.6752,8438.16,0.0567235,0.989262,0.000583672,7603.74 
114,0.03,0.87,0.83,1.799,-6,114,9031.01,0.000827011,17.3918,11.1737,121.369,-0.00274017,1.41738,0.00399988,2.20266,-0.460994,1.26459,-0.978614,4.20462,2.16967,440.809,5.06029,8296.03,6326.27,2.189,-0.474656,1.23727,-0.992276,4.19096,0.798828,438.466,4.96465,8293.68,0.0585551,0.98057,0.00110148,7488.1 
115,0.01,0.89,0.81,3,-6,115,9577.33,0.0301167,17.8853,11.3076,121.456,-0.0436077,-130.8,6.82428e-13,-1.67147,-0.735282,0.897464,0.280278,0.0658873,-45.8906,368.829,-3.42066,8657.71,6769.27,-1.3825,-0.446321,1.47539,0.569238,0.354848,-1.58547,418.386,-1.39794,8707.26,0.053505,1.00588,-0.000295835,7819.56 
116,0.4,0.5,1.2,1.8,-9,116,8456.47,-0.00291152,16.3309,11.2681,121.356,-0.00362213,-5.69553,6.78855,-2.44862,2.58579,0.298545,0.722215,1.48908,-11.9154,693.8,10.3488,7640.74,5991.05,-2.37359,2.66082,0.448601,0.797243,1.56411,0.855159,706.667,10.874,7653.61,0.0979817,0.973778,0.00261036,7212.24 
117,0.55,0.35,1.35,1.7,-9,117,7611.37,-0.00230589,14.34,11.4907,121.439,0.0108035,-5.25615,6.03786e-11,1.59112,-3.60213,4.64716,1.30438,0.844446,-17.7253,86.7881,1.54303,7283.28,5365.89,1.70273,-3.49052,4.87039,1.41599,0.956058,0.107113,105.929,2.32431,7302.42,0.0167796,0.963021,0.000585985,6312.99 
118,0.07,0.83,0.87,1.5,-6,118,8146.69,0.0137247,15.2841,11.3071,121.325,-0.0278428,-26.4414,1.89741e-11,3.30114,3.25201,3.09709,2.42159,1.29946,-22.8005,377.511,-3.74294,7482.76,5649.8,3.44471,3.39558,3.38422,2.56516,1.44303,0.762222,402.133,-2.73796,7507.38,0.0592818,1.01206,-0.000672272,6783.41 
119,0.17,0.73,0.97,1.9,-9,119,9015.23,0.00518382,16.5878,11.4062,121.504,-0.01192,3.80029,9.42166e-12,4.70662,2.00334,0.527724,-0.532996,-0.192916,9.76341,265.422,6.3787,8222.96,6160.66,4.64514,1.94186,0.404768,-0.594473,-0.254394,0.934108,254.878,5.94836,8212.42,0.0352264,0.960761,0.00133248,7235.44 
120,0.05,0.85,0.85,1.65,-6,120,8724.12,0.0258458,16.2845,11.4569,121.38,-0.00182933,-23.6884,455.961,3.91932,-1.07811,0.563233,2.47318,1.10836,9.20526,452.104,8.54932,7986.71,6074.88,3.86135,-1.13608,0.447306,2.41522,1.0504,0.932616,442.163,8.14358,7976.77,0.061221,0.968776,0.0018771,7222.42 
121,0.08,0.82,0.88,3.001,-9,121,9034.6,-0.013162,16.5861,11.3471,121.501,-0.030275,48.3582,1.20146e-11,2.50609,-2.71262,-1.55413,2.50584,2.51709,18.1717,389.034,-2.00097,8012.38,6174.29,2.39167,-2.82704,-1.78298,2.39142,2.40266,1.69222,369.41,-2.80193,7992.76,0.0515702,1.01345,-0.000646184,7163.25 
122,0.25,0.65,1.05,1.7,-9,122,8586.83,0.0378541,16.3115,11.1716,121.336,-0.0470768,-59.9963,277.892,-1.74295,-3.51744,0.0880069,-0.176072,0.302222,8.16457,260.686,0.910218,8056.39,6024.01,-1.79436,-3.56885,-0.0148134,-0.227482,0.250812,0.997234,251.869,0.550348,8047.58,0.035513,0.996191,0.00012596,7092.31 
123,0.3,0.6,1.1,1.6,-9,123,9151.53,-0.0137171,17.3539,11.5444,121.379,0.00453213,-0.58381,345.44,-1.84431,2.73684,3.23309,2.83081,1.219,34.5961,133.132,3.44792,8830.25,6521.84,-2.06216,2.51899,2.7974,2.61297,1.00115,0.592712,95.7722,1.92302,8792.89,0.012652,0.966054,0.000402709,7569.73 
124,0.14,0.76,0.94,2,-9,124,8344.19,-0.00233026,15.7841,11.3268,121.171,-0.0153117,17.4494,2.99909e-11,1.06817,1.95569,1.86119,-1.38627,0.757251,-6.07227,203.045,-14.3719,7846.88,5828.68,1.1064,1.99392,1.93766,-1.34803,0.795486,0.568012,209.602,-14.1042,7853.44,0.0304432,1.13348,-0.00331927,6885.02 
125,0.04,0.86,0.84,1.7001,-6,125,8666.59,-0.013211,16.5987,11.4274,121.334,0.0101174,18.9846,6.14925e-10,4.38131,3.01524,5.29694,1.21009,2.36935,-13.117,434.545,8.2834,8021.44,6180.99,4.4639,3.09784,5.46213,1.29268,2.45194,0.674262,448.71,8.86156,8035.6,0.0616447,0.966594,0.00202733,7278.97 
126,0.1,0.8,0.9,2.5,-9,126,8638.83,-0.0107819,16.5635,11.2893,120.846,0.0378441,-2.35895,5.37443e-11,-0.880942,1.60071,-0.697382,-2.9075,-3.21577,27.773,335.699,12.0528,8023.12,6090.04,-1.05582,1.42583,-1.04714,-3.08238,-3.39065,0.85355,305.708,10.8286,7993.13,0.0430582,0.941631,0.00248937,7099.86 
127,0.11,0.79,0.91,2.3,-9,127,8147,0.010272,15.1697,11.4854,121.284,-0.0217431,11.7051,1.30826e-11,0.850026,-0.427902,3.45672,0.670809,-1.33122,-13.1417,306.477,-9.29652,7552.22,5680.02,0.932776,-0.345152,3.62222,0.753559,-1.24847,0.0249563,320.668,-8.71727,7566.41,0.0474915,1.04995,-0.00212681,6752.12 
128,0.35,0.55,1.15,1.6,-9,128,8626.5,-0.00476258,15.881,11.643,121.3,0.0184827,-3.54965,2.52283e-11,-0.864534,1.79695,2.56312,-0.233414,3.19156,-43.5237,120.167,0.576383,8059.56,6021.3,-0.590477,2.07101,3.11124,0.0406438,3.46562,0.615803,167.168,2.49478,8106.56,0.0236858,0.974548,0.000566585,7057.74 
129,0.02,0.88,0.82,2.1,-6,129,8972.76,0.0211134,16.6024,11.5953,121.616,-0.0500736,-13.2717,0.725496,1.62838,-3.07776,4.60251,-0.596991,-2.80503,-1.71536,370.064,-2.51517,8243.67,6288.47,1.63918,-3.06696,4.62411,-0.586189,-2.79423,26.1183,371.917,-2.43956,8245.53,0.050391,1.01161,-0.000545311,7380.61 
130,0.02,0.88,0.82,2.1,-6,130,8756.93,-0.00137633,16.6628,11.3558,121.124,-0.00706367,5.41696,5.54934e-11,4.5402,0.42876,-1.19841,-1.72766,2.87553,18.5112,355.078,-0.539268,8209.73,6160.93,4.42363,0.3122,-1.43153,-1.84422,2.75897,1.3393,335.088,-1.35519,8189.74,0.0459253,1.00713,-0.000304914,7296.37 
131,0.02,0.88,0.82,2.1,-6,131,8662.02,0.00372514,16.2067,11.57,121.292,-0.0127648,-5.50588,7.93986e-10,-0.415357,-0.878807,-0.856049,-0.103062,3.87068,-14.364,441.37,4.30286,7869.43,6106.42,-0.32491,-0.78836,-0.675156,-0.0126155,3.96113,1.31256,456.881,4.93599,7884.94,0.0638184,0.981444,0.00115183,7159.08 
132,0.02,0.88,0.82,2.1,-6,132,8707.18,-0.0202944,16.8172,11.2614,121.324,0.0254383,27.1074,1.1986e-11,-0.144392,2.33322,1.23459,4.31704,-1.527,-43.3579,447.274,-1.98011,8031.36,6187.55,0.128621,2.60623,1.78062,4.59005,-1.25399,0.773214,494.096,-0.0690149,8078.19,0.0671276,1.00024,-1.5738e-05,7360.55 
133,0.02,0.88,0.82,2.1,-6,133,9888.35,0.0809662,18.3341,11.2146,121.554,0.0558874,-119.842,1.96284,-0.473763,-1.30105,2.88789,0.369854,1.26168,-41.3072,450.371,-1.62028,8881.69,6911.27,-0.213663,-1.04095,3.40809,0.629955,1.52178,0.208381,494.978,0.200422,8926.29,0.061242,0.999292,4.13591e-05,8082.33 
134,0.02,0.88,0.82,2.1,-6,134,9561.92,0.00325149,17.4953,11.5872,121.163,-0.0032367,-12.2661,2.21095e-10,3.04645,0.0530065,-1.02914,3.14363,1.64562,16.4581,395.245,-0.146047,8769.72,6600.56,2.94281,-0.050626,-1.23641,3.04,1.54199,1.19821,377.472,-0.871474,8751.95,0.0482909,1.00406,-0.000183461,7816.63 
135,0.02,0.88,0.82,2.1,-6,135,8429.8,0.0485281,15.6379,11.3573,121.339,-0.0711926,77.0624,2.03561,1.5396,-0.196315,-0.49835,2.26421,0.27481,-1.23149,467.841,4.26338,7652.41,5960.22,1.54736,-0.18856,-0.482841,2.27197,0.282564,1.14075,469.171,4.31766,7653.74,0.0672661,0.98415,0.0010381,6974.85 
136,0.02,0.88,0.82,2.1,-6,136,8571.6,-0.000334545,15.5869,11.5491,121.43,0.00545009,-7.24254,2.13219e-11,-0.504428,-6.85802,-2.54354,-0.712326,3.29031,-5.7882,531.979,0.29953,7545.77,5861.36,-0.467981,-6.82157,-2.47065,-0.675879,3.32675,0.652478,538.23,0.554657,7552.02,0.0773602,0.9982,0.000135275,6957.45 
137,0.02,0.88,0.82,2.1,-6,137,9319.76,0.0349431,17.1686,11.5604,121.317,-0.0530119,7.57692,162.344,0.427918,0.992541,-1.48972,-0.771086,-0.612754,3.17894,452.916,11.1879,8483.54,6474.14,0.407901,0.972524,-1.52976,-0.791103,-0.632771,0.0276181,449.483,11.0478,8480.1,0.0586978,0.958761,0.00239413,7657.57 
138,0.02,0.88,0.82,2.1,-6,138,9045.21,0.0974004,16.1445,11.4857,121.524,-0.349212,28.7337,4.64788,-0.417857,-1.47432,-1.97716,-2.033,-1.91766,-12.2814,414.627,3.92141,8079.24,6363.01,-0.340524,-1.39699,-1.82249,-1.95567,-1.84033,0.752244,427.89,4.46274,8092.51,0.0585627,0.982075,0.00101483,7306.52 
139,0.02,0.88,0.82,2.1,-6,139,8966,0.0014142,16.6711,11.5548,121.353,-0.00908472,4.89741,8.77531e-11,-1.17612,-2.51009,-4.82276,-1.3287,0.736991,-24.7846,434.225,9.84061,8210.38,6272.23,-1.02005,-2.35403,-4.51064,-1.17264,0.893053,0.447517,460.989,10.9331,8237.15,0.0617736,0.96015,0.00243904,7462.56 
140,0.02,0.88,0.82,2.1,-6,140,10232.3,0.0864109,18.0859,11.7474,121.479,-0.0855181,-23.606,61.0202,1.535,-3.3723,-2.63875,-2.78316,-0.894409,-33.1398,437.633,10.9934,9186.44,6982.07,1.74367,-3.16363,-2.2214,-2.57449,-0.685736,0.678132,473.42,12.4541,9222.23,0.0569541,0.955989,0.00248149,8312.31 
141,0.02,0.88,0.82,2.1,-6,141,8874.35,-0.0058468,16.607,11.4419,121.325,0.00280597,-9.57746,1.41898e-11,3.9047,-1.64948,-1.04167,1.23679,-3.56739,9.07763,422.678,5.99192,8129.03,6186.52,3.84754,-1.70664,-1.15599,1.17963,-3.62455,0.208233,412.875,5.59181,8119.23,0.0564483,0.976847,0.00126707,7314.22 
142,0.02,0.88,0.82,2.1,-6,142,8723.93,-0.0181915,15.8793,11.4287,121.476,0.0238908,24.6386,1.66245e-12,0.269155,-0.368748,-0.359191,0.140665,-3.12705,-11.8901,392.391,0.381012,7746.38,5926.95,0.344024,-0.293879,-0.209453,0.215534,-3.05218,0.930088,405.231,0.905096,7759.22,0.0578854,0.996107,0.000214831,7000.57 
