cyc,vva,frequency,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95,two2D_bg,two2D_a1,two2D_sh1,two2D_sv1,two2D_ch1,two2D_cv1,two2D_a2,two2D_sh2,two2D_sv2,two2D_ch2,two2D_cv2,two2D_chd,two2D_cvd
54,2.5,47.2309,54,11191.4,-0.00551589,20.636,11.8104,122.476,-0.00847611,3.36031,351.071,-3.88875,0.954611,6.69889,1.02333,-0.233442,64.8455,1121.16,8.74734,9752.8,7934.8,-4.29706,0.546297,5.88227,0.615011,-0.641756,-1.79475,1051.13,5.88914,9682.77,0.102552,0.990291,0.00111913,10249.8,-5.61992e-05,0.116062,11.5452,10.4523,124.147,81.1579,0.883177,12.2099,11.4922,121.808,128.933,2.3399,-47.7753 
55,4,47.2409,55,10287.5,0.000320447,19.5318,11.5717,122.317,-0.0232904,-10.6225,500,-1.09508,1.24145,-2.41889,3.3395,1.05947,39.9073,1357.77,-5.17109,8713.16,7365.66,-1.34636,0.990165,-2.92146,3.08821,0.808181,5.72163,1314.67,-6.93009,8670.07,0.137644,1.00931,-0.00147459,9551.24,-0.000133522,0.151851,11.2944,10.0669,123.407,81.8251,0.782324,12.0632,11.7261,121.7,129.637,1.70733,-47.8122 
56,5,47.2509,56,11209.8,-0.0351635,21.06,11.8378,122.356,0.00236296,3.99934,500,0.0175798,0.881819,3.47563,2.45688,1.70444,62.3336,1560.07,6.13076,9443.45,8115.98,-0.374918,0.489321,2.69063,2.06438,1.31195,0.564719,1492.76,3.38327,9376.14,0.143533,0.996049,0.000664261,10400.1,-4.40743e-05,0.156198,11.3134,10.7086,123.354,80.9521,0.844647,12.134,11.6174,121.758,128.429,1.59552,-47.4772 
57,5,47.2609,57,11826,-0.0163264,21.7209,11.9115,122.019,0.00766921,5.26547,49.7757,3.79448,-0.897443,4.57664,8.01876,2.98425,39.2094,1048.78,5.00012,10420.5,8423.81,3.54759,-1.14433,4.08285,7.77187,2.73735,0.759766,1006.44,3.27188,10378.2,0.0926254,0.994343,0.000580416,10865.7,-2.74501e-05,0.114911,11.1471,10.3931,123.496,81.1423,0.93333,12.2484,11.5464,121.489,128.893,2.00693,-47.7506 
58,5,47.2709,58,10829.4,-0.0503136,20.4546,11.7795,122.187,0.0138674,-25.4788,486.596,0.0814311,-0.27471,-2.5888,0.132483,1.35098,16.6904,609.885,0.916448,10048,7855.04,-0.0236636,-0.379804,-2.79899,0.0273887,1.24589,-0.450871,591.861,0.180785,10029.9,0.0584826,0.999466,3.32021e-05,10120.3,-0.000241304,0.0654302,10.9912,11.3415,124.258,82.1849,0.903182,12.2187,11.5904,121.73,128.766,2.52805,-46.581 
59,2,47.2209,59,10929.3,-0.0686632,21.0388,11.654,122.468,0.00351255,23.9619,494.767,2.64787,-1.06729,4.54957,-0.192607,1.71931,70.4229,1413.31,-0.703336,9335.02,7984.38,2.20443,-1.51072,3.6627,-0.636041,1.27588,0.266911,1337.26,-3.80738,9258.97,0.131967,1.00501,-0.000758065,10133.3,-0.000153178,0.159599,11.2128,9.89766,123.51,81.5837,0.87225,11.9587,11.3463,121.868,129.233,1.64121,-47.6498 
60,2,47.2109,60,12198.1,-0.0160083,22.951,11.66,122.174,-0.0252719,8.71573,500,-0.240434,2.05836,-6.03935,4.1248,3.97124,18.6031,1285.02,8.51794,10635.7,8718.69,-0.357572,1.94123,-6.27363,4.00766,3.8541,2.97795,1264.93,7.69797,10615.7,0.111449,0.989462,0.00133403,11349.8,-7.08703e-05,0.133695,11.1545,10.5214,123.235,81.3554,0.997857,12.0056,11.2506,121.638,128.983,1.59631,-47.628 
61,2.5,47.2309,61,10882.3,-0.0277112,20.8801,11.4713,122.019,-0.0129167,-9.07534,33.7438,-2.52926,0.766171,4.82624,2.88788,5.18475,40.5512,1102.8,4.90409,9593.31,7801.06,-2.7846,0.510831,4.31556,2.63254,4.92941,0.550637,1059,3.11671,9549.52,0.104531,0.994876,0.000600853,10131,-0.000118675,0.124956,10.7597,10.338,123.737,81.1046,0.893168,11.867,11.4265,121.438,128.753,2.29868,-47.6482 
62,4,47.2409,62,11111.4,-0.0212143,21.1024,11.632,121.895,0.00346683,-10.2155,500,1.18705,1.87875,1.91336,0.441915,2.01804,47.0678,1625.2,4.05639,9311.14,7991.77,0.890675,1.58238,1.32061,0.145541,1.72167,0.766713,1574.37,1.98177,9260.31,0.151795,0.997802,0.000394069,10371.7,-0.000202456,0.172938,11.2092,10.6303,122.846,81.39,0.847531,12.0866,11.5557,121.3,128.931,1.54528,-47.5407 
63,5,47.2509,63,10059,-0.00645748,18.9045,11.7386,122.311,0.000569918,-1.61709,3.85124e-11,0.912549,0.351676,-4.28808,2.97806,3.15239,32.6001,1278.14,2.1903,8593.02,7223.98,0.707275,0.146402,-4.69862,2.77279,2.94712,3.50599,1242.94,0.753385,8557.82,0.13261,0.99894,0.000162143,9372.86,-0.000146284,0.142146,11.3256,10.3147,123.829,81.5557,0.77668,12.1141,11.5529,121.676,129.018,2.15305,-47.4628 
64,5,47.2609,64,10264.5,-0.0182963,20.0111,11.6206,121.906,-5.77261e-05,-26.5285,500,1.78345,-0.85766,3.43917,3.61427,0.790172,51.1955,918.695,1.9021,9321.4,7570.03,1.46109,-1.18002,2.79444,3.29191,0.467808,0.59117,863.409,-0.35445,9266.12,0.0893223,1.00072,-7.04696e-05,9666.22,-0.000395525,0.107272,11.4339,10.1017,123.306,80.8781,0.86254,12.0098,11.4773,121.387,128.18,1.91913,-47.3019 
65,5,47.2709,65,11530.2,-0.0625269,21.6517,11.8949,121.912,0.0234775,-18.5857,74.9706,2.27376,-5.0869,-2.52205,4.38175,-3.29434,33.2878,843.408,3.25908,10635,8398.12,2.06416,-5.29651,-2.94125,4.17214,-3.50395,0.465752,807.461,1.79184,10599,0.0742388,0.996132,0.000311324,10876.5,-0.000279215,0.0845847,11.6774,10.6916,124.431,81.1517,0.95264,12.1956,11.5871,121.296,128.491,3.13537,-47.3388 
66,2,47.2209,66,10144.2,0.00703076,18.8566,11.6122,122.281,0.0166229,65.0074,3.00699e-10,3.66562,3.17549,3.24605,1.98121,1.25085,-29.6383,1248.67,4.33367,8505.23,7163.28,3.85225,3.36211,3.6193,2.16783,1.43747,0.749338,1280.67,5.64004,8537.23,0.136372,0.992352,0.00121549,9391.04,0.00011701,0.148324,10.7979,9.72595,123.839,80.6187,0.79319,11.9496,11.3012,121.563,128.257,2.27664,-47.6381 
67,2,47.2109,67,9594.77,-0.0245482,18.8773,11.1865,122.216,0.00581453,-9.22558,2.77499e-09,2.5396,2.58659,0.408373,-0.307127,1.38011,22.6212,1302.52,-0.127626,8167.94,6876.1,2.39716,2.44415,0.123493,-0.449566,1.23767,0.978534,1278.09,-1.1247,8143.52,0.141782,1.00154,-0.000254479,9014.43,-0.000150458,0.159793,10.4908,9.80646,123.435,80.53,0.783826,11.7904,11.1706,121.488,127.898,1.94688,-47.3677 
68,2,47.2109,68,9772.5,-0.00288809,18.6492,11.5068,122.209,0.00479474,-14.1155,500,1.00509,1.99698,2.1433,0.971483,2.939,25.6795,708.151,-7.35644,8861.49,6987.91,0.843392,1.83528,1.81991,0.809786,2.7773,0.774922,680.42,-8.48831,8833.76,0.0749981,1.02232,-0.00177321,9072.49,-0.000117187,0.0821577,11.2797,10.3614,123.872,82.1993,0.827521,11.8636,11.3867,121.645,128.6,2.22684,-46.4004 
69,5,47.2759,69,9712.75,-0.0494887,18.5172,11.7386,121.76,0.020653,42.0189,2.17808e-06,1.71096,-1.68471,3.28665,1.72475,0.155358,1.53628,433.781,4.76351,9202.96,7104.22,1.70129,-1.69439,3.2673,1.71508,0.145685,0.363715,432.121,4.69579,9201.3,0.0471061,0.981338,0.000939217,9173.36,-0.000236751,0.0495818,11.2031,10.5907,124.364,81.24,0.829602,12.0607,11.637,121.306,128.438,3.05752,-47.198 
70,5,47.2659,70,9360.58,-0.054776,17.7329,11.867,122.024,-0.138295,336.44,361.27,5.76118,0.898605,-1.4708,-2.86455,-1.64179,63.1974,781.895,6.62088,8581.66,8365.07,5.36324,0.500668,-2.26668,-3.26248,-2.03972,-0.329451,713.648,3.83532,8513.41,0.0810836,0.990683,0.000829188,8801.39,-0.00029237,0.0679273,12.0739,11.5929,122.797,81.9525,0.789965,12.2505,11.2907,121.671,128.917,1.1251,-46.9646 
71,2.5,47.1959,71,11456.6,-0.0159038,21.5941,11.6078,122.144,0.00300188,21.6494,13.3666,-0.163434,2.3542,3.02645,1.34068,-0.0960229,22.8866,13.6574,8.82015,11300.6,8161.88,-0.307545,2.21009,2.73823,1.19657,-0.240134,0.510786,-11.0576,7.81138,11275.9,-0.00103333,-4.23299,0.00127449,10701,-0.00017602,-0.0254512,-10.3084,0.465048,112.566,77.5007,1.01343,12.1498,11.6122,121.686,129.202,-9.11941,-51.7017 
72,10,47.3559,72,9847.43,-0.0284315,18.372,11.8183,122.088,0.00126993,19.1955,425.645,6.06204,-0.71538,-1.92293,3.29188,-1.64136,58.1757,339.889,1.186,9365.53,7068.95,5.69572,-1.0817,-2.65557,2.92556,-2.00767,1.92324,277.065,-1.37822,9302.7,0.0303979,1.00878,-0.000272987,9114.63,-0.000206455,0.029235,11.4581,14.4839,126.798,83.1054,0.833102,12.3054,11.5782,121.613,128.115,5.18515,-45.0092 
73,10,47.3159,73,10784.3,-0.0107524,19.1794,12.0691,122.174,-0.00342099,4.97153,1.54747e-11,3.50942,-0.241027,-0.684738,6.2486,1.6481,36.1936,861.796,0.940385,9501.15,7535.95,3.28152,-0.468929,-1.14054,6.0207,1.4202,1.12516,822.711,-0.654927,9462.07,0.0838502,1.0014,-0.000127519,9811.68,6.19348e-05,0.0711012,13.2626,11.626,123.76,80.8033,0.810342,12.6265,11.7613,121.616,128.096,2.14429,-47.2926 
74,10,47.3359,74,12190.7,-0.0160614,21.5882,12.1587,122.174,0.00279316,-3.67509,2.00979e-12,7.69508,4.23021,4.51029,0.400452,0.871682,-8.58827,785.178,13.0196,10879.4,8545.05,7.74916,4.28429,4.61844,0.45453,0.92576,0.743878,794.452,13.3982,10888.7,0.0713235,0.971333,0.00226152,11138.7,0.000163334,0.0638749,12.8629,11.9601,124.183,80.9753,0.942527,12.4331,11.7168,121.602,128.029,2.58042,-47.0538 
75,10,47.4059,75,10922.5,-0.0540797,20.7132,11.7503,122.047,-0.0176341,-2.25045,154.098,-0.129665,0.252202,-0.278626,-0.834242,-3.80998,4.27333,68.6309,-0.991408,10802.9,7924.33,-0.156573,0.225294,-0.332442,-0.86115,-3.83689,0.932999,64.0162,-1.17976,10798.3,0.00620169,1.03333,-0.000201299,10322.4,0.000115726,-0.0319364,10.9518,13.0345,98.8656,106,0.958044,12.277,11.6316,121.579,128.44,-22.7133,-22.4402 
76,10,47.3059,76,11395.6,-0.0162695,20.5733,12.1212,122.207,0.00319987,11.9219,204.511,5.33302,-0.607827,1.90684,2.12446,1.40939,33.2122,1272.89,19.0753,9749.45,8119.18,5.12389,-0.816956,1.48859,1.91533,1.20027,0.832952,1237.03,17.6114,9713.59,0.118207,0.975691,0.00332875,10464.9,-4.74679e-06,0.116106,12.584,10.8393,123.409,80.6872,0.827955,12.6184,11.8576,121.616,128.118,1.79254,-47.4311 
77,10,47.3959,77,11874.5,-0.0303941,22.06,11.8935,121.912,0.0216645,-18.4797,500,-2.7749,-3.27073,6.22538,-1.81362,1.28387,11.3333,178.284,9.70539,11616.5,8554.05,-2.84627,-3.34209,6.08265,-1.88499,1.2125,8.81643,166.045,9.20585,11604.3,0.0148385,0.911558,0.00145924,11190.1,-0.000272275,0.0165877,9.69873,20.6849,128.237,93.1657,1.01082,12.3026,11.7384,121.592,128.505,6.64489,-35.3394 
78,10,47.3459,78,9156.2,-0.00550845,17.1343,11.6439,121.834,-0.0220151,28.2,89.5609,-1.20527,-0.399082,-0.845176,-0.792419,0.378165,-16.2643,265.151,-7.56685,8643.62,6514.96,-1.10286,-0.29667,-0.640351,-0.690007,0.480577,0.715312,282.715,-6.84996,8661.18,0.0332182,1.04428,-0.00145901,8510.84,-0.000109333,0.0210377,17.6586,10.3495,124.628,79.9409,0.788614,12.0417,11.5712,121.332,128.988,3.29591,-49.0469 
79,8,47.2959,79,10035.3,0.0124201,18.1118,11.9576,121.836,0.00572109,-2.00112,0.52006,1.52006,0.7254,0.507231,2.83824,1.74964,-19.8615,631.832,7.78985,9098.79,7050.57,1.64512,0.850462,0.757356,2.96331,1.87471,0.906395,653.28,8.66529,9120.23,0.0701132,0.977314,0.00174716,9317.5,-4.16463e-05,0.0598048,12.2706,11.7429,123.713,81.0083,0.778537,12.4244,11.8831,121.388,128.414,2.32477,-47.4057 
80,10,47.3659,80,10084.5,-0.0241786,19.1536,11.7056,122.021,0.0115042,5.72612,1.36534,7.69061,-2.86073,1.17674,1.11818,3.3849,15.4676,289.473,6.23457,9736.6,7300.72,7.59322,-2.95813,0.981949,1.02078,3.28751,0.901066,272.769,5.5528,9719.89,0.0286924,0.965601,0.00105126,9506.67,-0.000309745,0.0232873,11.7471,16.5063,127.435,84.232,0.887055,12.1956,11.4041,121.589,128.135,5.84656,-43.9034 
81,5,47.2559,81,9551.82,0.00410131,17.7225,11.6809,122.247,-0.0121279,-35.7169,317.269,3.33172,1.80164,3.73281,3.97603,0.799652,12.3641,923.357,-3.35254,8269.5,6753.12,3.25387,1.72379,3.57711,3.89818,0.721798,0.728487,910.005,-3.89751,8256.14,0.103961,1.00755,-0.000870367,8753.34,1.578e-05,0.0986762,11.32,10.775,124.008,80.97,0.758119,12.1186,11.4074,121.638,127.977,2.37001,-47.0069 
82,5,47.1759,82,10580.7,-0.0208468,19.6408,11.8219,122.02,0.00842131,5.71292,22.193,1.16061,-0.277192,-3.97667,0.423974,0.130434,43.2215,-17.1468,6.44128,10311.4,7560.18,0.888455,-0.549346,-4.52098,0.15182,-0.14172,-0.0837074,-63.8212,4.5362,10264.7,-0.0065879,1.14205,0.000813406,9687.65,0.000313695,-0.031699,11.041,-18.1087,98.9606,106,0.931561,12.2287,11.5565,121.535,128.768,-22.5747,-22.768 
83,2.5,47.2359,83,11187.8,-0.0451971,21.2006,11.7045,122.033,0.014451,-68.5844,498.922,2.31212,-1.5177,-1.32045,2.67721,-1.63979,17.6902,724.871,2.97913,10306.1,8110.11,2.20073,-1.62909,-1.54323,2.56582,-1.75118,-8.83276,705.768,2.1994,10287,0.0673543,0.994576,0.000393694,10478.4,-0.000224076,0.0805778,10.499,11.0598,123.473,80.4811,0.938427,12.2018,11.4285,121.539,127.716,1.93404,-47.2346 
84,10,47.3759,84,9731.5,-0.0169159,17.9629,11.8745,122.131,-0.00630678,-1.60906,441.197,0.212736,0.59318,-3.93168,3.13008,0.28832,28.6144,151.659,-10.682,9328.42,6943.99,0.032559,0.413002,-4.29203,2.9499,0.108142,-4.44378,120.758,-11.9432,9297.52,0.0134874,1.2093,-0.0023719,8953.41,-0.000122276,0.01694,8.76539,16.5192,126.622,86.6386,0.842829,12.3091,11.4227,121.667,128.717,4.955,-42.0782 
85,5,47.1659,85,10083.8,-0.0230245,18.7298,11.8339,122.147,0.00593283,-1.93916,275.432,3.08904,2.84764,1.03369,1.08538,0.00699302,13.9611,1.07241,-5.17407,9870.17,7215.71,3.00113,2.75973,0.857868,0.997469,-0.0809164,0.886153,-14.0041,-5.78944,9855.09,-0.00149803,0.580225,-0.00108333,9348.33,0.000202186,-0.0322342,10.9744,12.892,100.507,106,0.914051,12.1405,11.2942,121.653,128.47,-21.1457,-22.47 
86,4,47.2459,86,10035.5,-0.0387441,19.0782,11.6562,122.237,0.0318191,13.7943,486.537,0.58894,-0.296643,3.36247,2.19939,0.960544,50.9901,1086.42,3.91632,8852.84,7253.47,0.267869,-0.617714,2.72033,1.87832,0.639473,0.443499,1031.35,1.66882,8797.78,0.109844,0.997176,0.000349301,9389.24,-0.000215562,0.116376,11.373,10.3601,123.319,80.2132,0.797791,12.0883,11.6411,121.637,128.346,1.68244,-48.1328 
87,1.7,47.2159,87,9856.09,-0.0227947,19.6763,11.1132,122.139,-0.00546386,-16.6269,500,-0.171848,2.54922,6.72174,2.829,1.89102,36.0978,1733.75,-1.46952,8058.96,7121.25,-0.399146,2.32192,6.26715,2.6017,1.66372,0.496831,1694.77,-3.0606,8019.97,0.181964,1.00317,-0.000703484,9313.74,-0.000198788,0.205749,11.2978,9.46858,123.398,80.5669,0.785819,11.5421,11.1948,121.408,128.236,1.99073,-47.6687 
88,10,47.3859,88,10472.3,-0.0343394,19.0461,12.1478,122.097,-0.0165207,70.907,97.8022,-1.96747,1.62796,1.15581,-0.433911,-1.92556,57.595,182.296,5.89365,10045.9,7569.95,-2.33013,1.2653,0.430494,-0.796571,-2.28822,1.11575,120.1,3.35503,9983.71,0.0125044,0.953392,0.000618658,9604.63,-8.74032e-05,0.0168122,9.51339,17.9611,128.668,89.6257,0.869749,12.4951,11.6567,121.564,128.732,7.10383,-39.1065 
89,10,47.0159,89,10718.4,0.0139948,19.9128,11.6126,121.912,-0.0184676,52.4855,5.41945,0.041933,-3.58956,0.771073,-0.794793,-0.502175,85.5935,17.8585,-13.3729,10357.8,7559.16,-0.497027,-4.12852,-0.306846,-1.33375,-1.04113,0.958008,-74.5731,-17.1457,10265.3,-0.00770583,0.713086,-0.00308627,9677.49,5.69753e-05,1.98966e-05,52.815,2.05853,121.835,69.8448,0.97776,11.9737,11.1528,121.55,128.217,0.285221,-58.3727 
90,2,47.2059,90,10050.2,-0.0153958,19.1314,11.5021,121.926,0.00556387,-1.45863,396.814,1.89784,0.224303,3.4579,-0.879087,3.6525,12.3025,72.7862,4.21911,9836.06,7163.68,1.82038,0.146837,3.30297,-0.956553,3.57504,0.581302,59.5008,3.67685,9822.77,0.00633585,0.902412,0.000689059,9391.14,-0.000195195,0.0194295,3.91048,49.3454,131.45,106,0.923254,11.7677,11.2415,121.344,127.92,10.1056,-21.9197 
91,10,47.3259,91,10493.7,-0.0207122,18.9058,12.277,122.28,0.00329698,1.76524,500,2.39453,2.94342,0.163987,0.0393558,-0.0817351,43.4867,757.202,4.86071,9584.43,7556.03,2.12071,2.66959,-0.383661,-0.234468,-0.355559,1.10052,710.242,2.94394,9537.47,0.0726899,0.992799,0.000568282,9770.84,-0.000206173,0.0602418,12.4857,12.7203,125.091,81.9811,0.830717,12.5628,11.6802,121.645,128.955,3.44658,-46.9737 
92,10,47.4159,92,10128.1,-0.020964,19.2472,11.6111,121.893,-0.00235444,20.9774,500,2.63685,-1.23263,-5.05007,1.78369,-1.16469,42.6076,102.56,-6.14994,9960.92,7276.63,2.36856,-1.50091,-5.58665,1.5154,-1.43297,-0.204909,56.5484,-8.02796,9914.91,0.00596772,1.33057,-0.00149375,9475.71,-0.000266293,0.0101954,12.1122,17.505,131.566,86.5242,0.910187,12.0874,11.4213,121.472,128.13,10.0937,-41.6059 
93,2,47.2259,93,10250.3,-0.0162527,19.4045,11.5692,122.115,0.0142865,-0.529584,142.593,0.549692,1.33934,-2.20698,-1.3044,-0.416993,-1.88728,687.22,-9.947,9304.82,7308.31,0.561576,1.35122,-2.18321,-1.29252,-0.40511,-0.109333,689.258,-9.86381,9306.86,0.0723192,1.02569,-0.00195616,9530.77,-7.18884e-06,0.0725857,11.6075,9.79945,123.151,81.023,0.859459,11.964,11.4233,121.733,128.202,1.4179,-47.1792 
94,1.7,47.2149,94,9579.06,0.0032214,18.597,11.1459,122.229,0.0185558,7.44711,7.55749e-11,1.35101,-3.43482,-0.686998,-0.743885,1.43173,19.675,1335.13,7.79398,8063.21,6752.16,1.22712,-3.55871,-0.934775,-0.867774,1.30784,0.669258,1313.89,6.92676,8041.96,0.146742,0.990858,0.00158414,8953.75,-1.19948e-05,0.159387,11.0417,9.40421,123.557,79.5872,0.773871,11.5742,11.2771,121.558,127.232,1.99911,-47.6449 
95,1.7,47.2169,95,9013.26,-0.0141331,18.0618,11.1306,122.241,0.00555256,9.56678,500,0.422618,-0.129896,4.0087,0.546967,1.57809,48.5481,1144.59,2.21745,7722.82,6546.21,0.116923,-0.43559,3.39731,0.241272,1.27239,0.260217,1092.16,0.0775858,7670.39,0.130345,0.999876,1.86325e-05,8379.04,-0.000117582,0.127058,11.5101,10.0996,123.184,80.8827,0.761549,11.4913,11.1208,121.653,128.12,1.53159,-47.2368 
96,2,47.2189,96,10020.7,-0.0171735,19.1202,11.4858,122.427,-0.00984634,-3.61281,408.551,-0.608939,-0.483043,2.10586,-1.9188,-0.791358,12.2283,2191.62,5.06359,7594.35,7150.23,-0.685938,-0.560042,1.95186,-1.9958,-0.868357,1.90436,2178.42,4.5246,7581.14,0.232228,0.996378,0.0010982,9380.5,4.98564e-06,0.25119,10.7747,9.89408,122.994,80.0653,0.711711,11.8675,11.3609,121.661,127.937,1.33249,-47.8716 
97,2,47.2129,97,9198.2,-0.0204183,17.6238,11.4683,122.156,0.0240589,1.47808,294.453,2.98819,-0.0253277,-2.17194,-2.72258,0.357467,55.8528,1098.96,1.74697,7929.04,6580.64,2.6365,-0.377018,-2.87532,-3.07427,0.00577723,0.219583,1038.65,-0.714863,7868.72,0.121994,1.00121,-0.000167381,8513.93,-4.94835e-05,0.120588,11.2662,9.9914,123.396,79.7573,0.761049,11.8498,11.0705,121.48,127.527,1.91583,-47.7699 
98,2.5,47.1959,98,9941.16,0.0477084,18.5174,11.3691,122.002,0.0177963,23.2867,4.14709,0.868922,0.272043,2.46609,1.06654,2.57428,22.3752,39.7601,-3.66228,9549.83,6866.83,0.728031,0.131152,2.18431,0.925647,2.43339,0.658837,15.5974,-4.64852,9525.66,0.00172062,2.09011,-0.000899756,9064.98,7.76183e-05,-0.0191296,-2.66953,-3.79727,111.14,75.5237,0.899164,11.9421,11.2634,121.536,128.113,-10.3955,-52.5893 
99,10,47.3559,99,11249.5,-0.00496685,20.7458,11.8058,121.721,0.000290784,19.9553,56.6258,4.65185,1.68091,3.71058,1.53034,3.71801,46.3423,417.74,-2.341,10658.8,7973.15,4.36004,1.3891,3.12697,1.23853,3.4262,0.769071,367.695,-4.38364,10608.7,0.0351997,1.02131,-0.000761758,10446,-0.000169243,0.0315194,11.5971,15.3137,125.376,83.2415,0.954886,12.2781,11.4818,121.319,127.618,4.05663,-44.3762 
100,10,47.3159,100,9374.56,-0.0387488,17.0269,12.2174,121.941,0.00470984,63.1862,499.603,1.5599,-0.547444,-4.50839,-1.7694,2.75092,32.1041,816.719,1.21149,8360.97,6781.54,1.35775,-0.749595,-4.91269,-1.97155,2.54877,-0.318023,782.05,-0.203563,8326.3,0.0899732,1.00046,-4.50383e-05,8692.04,-1.6858e-05,0.0722885,12.1096,11.3108,123.995,80.6522,0.739261,12.4321,11.4485,121.305,127.765,2.6899,-47.1125 
101,10,47.3359,101,9160.02,-0.103725,17.7304,11.8853,121.86,-0.0426756,154.043,395.589,1.63063,3.10583,-4.90721,1.86784,-0.0528755,25.3528,558.983,-1.69396,8689.38,7074.02,1.47099,2.94619,-5.22649,1.7082,-0.212516,8.6147,531.604,-2.81144,8662.01,0.0606819,1.00934,-0.000598253,8760.51,-0.000398355,0.0379332,13.5569,13.9381,124.485,81.5181,0.788996,12.1561,11.5335,121.473,127.944,3.01223,-46.4258 
102,10,47.4059,102,10141.5,-0.0115352,18.7606,11.9285,121.657,0.00245571,-18.1384,500,-0.415938,0.834128,-1.76859,5.48082,0.819784,93.3024,104.945,-0.2271,9911.01,7286.41,-1.00344,0.246627,-2.94359,4.89332,0.232283,3.06538,4.18908,-4.3396,9810.25,0.000449282,-1.23019,-0.000815527,9323.93,-0.000196456,0.0211749,3.37409,42.6661,131.69,106,0.891954,12.1742,11.416,121.193,128.044,10.4971,-22.044 
103,10,47.3059,103,9434.93,-0.0177007,17.7297,11.7959,121.784,-0.00209608,-2.31592,500,2.46404,6.15844,0.830374,-0.903054,0.919359,26.79,928.992,1.66634,8422.37,6808.28,2.29535,5.98975,0.492995,-1.07174,0.750669,0.941706,900.062,0.485518,8393.44,0.101429,0.999057,0.000106545,8873.83,-0.000159337,0.0820903,11.9916,11.5961,123.413,80.3614,0.743118,12.2045,11.7342,121.191,128.058,2.22215,-47.6964 
104,10,47.3959,104,8740,-0.0162444,16.2127,11.8233,122.02,-0.0202836,6.32398,162.333,-0.241551,1.25486,-2.91098,0.570898,0.413109,59.1144,130.721,4.41124,8456.95,6244.25,-0.613779,0.88263,-3.65543,0.19867,0.0408808,-0.161549,66.884,1.80564,8393.11,0.00831855,0.954887,0.000396142,8040.34,-8.84146e-05,0.00977259,9.34866,19.1986,128.957,89.7357,0.776217,12.1358,11.3145,121.544,128.444,7.4129,-38.7082 
105,10,47.3459,105,8383.02,-0.029729,15.7446,11.9105,121.577,0.0239137,-35.8675,500,1.35022,3.47036,-3.6475,2.93022,-2.89217,67.6606,324.635,-3.42553,7947.98,6132.49,0.924184,3.04432,-4.49958,2.50417,-3.31821,-2.34513,251.569,-6.40781,7874.91,0.032533,1.04665,-0.00150117,7732.74,-0.000133647,0.0202489,16.4272,12.6798,125.467,79.6883,0.709022,12.1358,11.665,121.171,127.166,4.29596,-47.4777 
106,1.7,47.2149,106,8251.73,-0.0121434,16.5993,11.3133,122.075,0.0237126,4.31304,500,-1.66434,0.173706,-4.31797,-2.86323,1.47417,31.3281,1366.64,-3.89928,7002.76,6116.65,-1.8616,-0.0235582,-4.7125,-3.06049,1.27691,0.437732,1332.81,-5.28014,6968.93,0.167579,1.00698,-0.00139765,7953.29,-0.000318327,0.156737,11.1804,9.82207,123.435,79.7658,0.676223,11.7034,11.1614,121.527,127.709,1.90833,-47.9429 
107,1.7,47.2169,107,8581.56,-0.0250199,16.8172,11.328,122.188,0.0244438,17.4462,500,-2.93351,3.90445,-0.219516,3.02451,-0.0287703,46.7319,1205.86,9.04786,7338.93,6215.44,-3.22776,3.61019,-0.808033,2.73025,-0.323029,1.40777,1155.39,6.98805,7288.46,0.143004,0.989527,0.00176306,8079.43,-9.51962e-05,0.127262,11.4348,9.96838,123.218,80.0383,0.708932,11.5337,11.2495,121.586,127.412,1.63184,-47.3736 
108,2,47.2189,108,9289.98,-0.00782789,18.1008,11.1973,122.07,-0.0044334,-6.75224,167.33,-0.0735367,0.173024,3.16664,-2.53912,1.63923,48.957,1905.5,4.94335,7263.61,6598.88,-0.381806,-0.135245,2.5501,-2.84738,1.33096,-3.93609,1852.63,2.78547,7210.74,0.212877,0.997376,0.000711089,8702.83,-8.20611e-05,0.22098,10.7652,9.95604,122.892,80.3004,0.702109,11.6677,11.1455,121.42,128.283,1.47213,-47.9821 
109,2,47.2129,109,9011.17,-0.0284543,17.6591,11.2669,122.115,0.0749944,2.79641,482.294,1.7849,2.44415,0.362804,-0.282079,1.10993,30.2489,2418.59,7.12255,6541.66,6483.73,1.59443,2.25368,-0.0181344,-0.472548,0.919462,1.00424,2385.92,5.78927,6509,0.278421,0.995772,0.00163573,8569.47,-0.000118822,0.274192,10.8839,9.96561,122.899,79.6497,0.631466,11.6223,11.2196,121.303,127.539,1.59691,-47.8894 
110,2.5,47.2359,110,10520.7,-0.0306102,20.564,11.4917,121.843,0.0124334,0.226877,500,-3.32676,1.60861,-2.6004,-3.16884,4.10004,62.2431,701.674,3.22372,9834.05,7692.94,-3.71869,1.21668,-3.38426,-3.56077,3.70811,0.410297,634.458,0.480219,9766.83,0.064003,0.998677,9.05651e-05,9912.95,-0.000202084,0.067006,10.6972,11.3023,123.632,81.4874,0.906395,11.8772,11.4846,121.447,128.146,2.18544,-46.6591 
