cyc,freq,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95
0,46.919,0,14124.3,-0.0467353,27.0036,11.5577,122.132,-0.0458091,-19.1393,38.7323,7.52178,8.64902,4.45064,2.09363,3.58137,59.6391,98.8487,15.7323,14077.8,10188.4,7.14625,8.27349,3.69958,1.7181,3.20584,0.846128,34.4451,13.1036,14013.4,0.00258071,0.600335,0.00171956,13347.1 
1,47.269,1,14699.5,-0.00423753,27.5921,11.5894,122.676,-0.0164485,-0.424702,146.207,4.93658,3.08933,2.56453,-0.301228,-2.74521,53.9997,2135.62,18.429,12244.2,10410,4.59656,2.74931,1.88449,-0.641249,-3.08523,0.657607,2077.3,16.0488,12185.9,0.15214,0.98666,0.00242018,13653.9 
2,47.019,2,17021.1,-0.0194083,31.438,-11.9474,122.93,0.0436084,-2.7114,500,0.469837,2.69229,5.52312,-0.310138,4.32799,44.7341,451.675,4.11781,16370.7,12231,0.188158,2.41061,4.95976,-0.591817,4.04631,0.549646,403.367,2.14606,16322.4,0.0253536,0.990775,0.00024214,15909.6 
3,47.379,3,15076.8,-0.0674418,28.6799,11.7154,122.643,0.0151355,-4.62068,474.475,1.04046,1.88806,0.797522,-1.66255,2.0038,7.01055,760.737,23.5308,14190,10940.1,0.99632,1.84391,0.709235,-1.70669,1.95966,0.813478,753.167,23.2218,14182.4,0.0529413,0.948806,0.00300712,14226.5 
4,47.469,4,15599.8,-0.063185,29.2673,-11.8521,122.203,0.0846528,1.43453,1.04976e-08,1.11908,2.15783,9.26649,3.5651,0.608303,25.9415,218.665,22.1829,15320.3,11296.1,0.95573,1.99448,8.9398,3.40175,0.444956,0.431915,190.651,21.0395,15292.3,0.0129533,0.838137,0.002528,14718.4 
5,47.369,5,15085,-0.00987057,28.2567,11.6358,122.771,0.00713856,-14.8573,490.682,3.23988,4.36329,2.45933,2.77291,3.64352,49.9946,900.2,14.1921,13808.8,10706.6,2.92508,4.04849,1.82972,2.45811,3.32872,0.874592,846.211,11.9885,13754.8,0.0608206,0.975807,0.00160298,13913.2 
6,47.229,6,14242.2,0.0245939,27.3035,11.2283,122.731,-0.0349062,11.7585,18.6749,2.77433,1.60393,3.8667,3.70437,2.1583,2.02974,2488.75,12.4201,11431.9,9993.32,2.76155,1.59115,3.84114,3.69159,2.14552,0.726238,2486.56,12.3307,11429.7,0.186332,0.991397,0.00198338,13344.8 
7,47.509,7,15416.4,-0.070351,28.6037,11.9861,122.31,0.0050944,25.8401,97.6791,-1.50883,1.04979,-2.33221,0.516176,1.41145,35.0984,143.608,22.9619,15189.9,11165.1,-1.72984,0.828781,-2.77422,0.29517,1.19045,-0.266963,105.705,21.4148,15151.9,0.00728999,0.738262,0.00259676,14500.1 
8,47.349,8,13909.6,-0.0759759,26.7119,11.6335,122.804,0.10968,-82.3271,90.592,-3.99441,2.54331,-2.4741,3.387,0.22451,-1.65291,1121.66,18.9398,12733.6,10410,-3.984,2.55372,-2.45328,3.39741,0.234918,-8.76462,1123.45,19.0126,12735.4,0.0849677,0.971236,0.00274253,13222 
9,47.339,9,12774,-0.0334928,24.6583,11.4066,122.721,0.00516058,33.9282,104.202,5.01251,-2.74702,2.52577,-1.78296,-0.424949,2.35594,1179.19,4.93181,11448.7,9161.9,4.99767,-2.76185,2.4961,-1.79779,-0.439784,-0.000703352,1176.64,4.82797,11446.2,0.0976425,0.992871,0.000776391,12050.5 
