cyc,freq,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95,two2D_bg,two2D_a1,two2D_sh1,two2D_sv1,two2D_ch1,two2D_cv1,two2D_a2,two2D_sh2,two2D_sv2,two2D_ch2,two2D_cv2,two2D_chd,two2D_cvd
0,47.4059,0,12118.6,-0.00499486,25.019,-10.5457,122.909,-0.00256607,-14.049,5.54252e-10,0.278118,1.6908,1.20893,1.40007,-2.14633,21.3808,450.805,57.9161,11536.2,8590.15,0.143489,1.55617,0.939675,1.26544,-2.28096,0.421315,427.716,56.9737,11513.1,0.0525353,0.810959,0.00903348,8141.5,-7.14828e-05,0.0761012,9.93428,-10.8523,124.727,101.637,1.22059,10.769,10.7499,122.623,126.787,2.10353,-25.1496 
1,47.2659,1,13108.6,0.0367472,25.7162,10.9103,122.955,-0.0240508,-48.3713,286.516,5.02139,3.32949,5.16353,2.2197,0.669621,9.36906,1199.12,51.401,11512.4,9171.4,4.96239,3.2705,5.04554,2.16071,0.610627,0.685632,1189,50.988,11502.3,0.133663,0.930193,0.00809966,8895.54,3.89097e-05,0.0751882,11.6789,23.327,125.596,93.4584,1.16589,11.0197,10.8675,122.462,127.822,3.13422,-34.3632 
2,47.3459,2,12602.4,0.00287641,25.8463,10.587,123.092,-0.0115572,-5.1728,0.0100268,2.65061,1.80741,6.18678,3.62619,1.80826,32.6836,519.346,48.4989,11849.5,8909.66,2.44481,1.60161,5.77518,3.42039,1.60246,0.610953,484.051,47.0583,11814.2,0.057628,0.854605,0.007284,8399.58,4.49105e-05,0.0794868,9.42101,12.0952,125.63,102.046,1.26716,10.7846,10.593,122.709,127.423,2.92157,-25.3767 
3,47.2459,3,13519.3,0.00464606,26.7959,10.9394,123.261,-0.0197438,13.4021,88.2561,-3.43781,4.35754,7.12739,3.82586,-2.67066,33.2323,1720.45,93.3947,11409.7,9551.04,-3.64706,4.14829,6.70888,3.61661,-2.87991,0.155776,1684.56,91.9299,11373.8,0.181038,0.912824,0.0146706,9305.01,-0.000116601,0.115831,11.3426,21.3696,125.171,88.9245,1.12015,11.207,11.0903,122.679,127.682,2.4924,-38.758 
4,47.2059,4,13505.1,-0.0106969,27.9804,10.5852,122.753,-0.00653503,15.4152,9.05504e-08,1.30858,-3.32349,3.78402,2.23761,2.89894,8.51867,898.713,65.9905,12442,9644.88,1.25494,-3.37713,3.67674,2.18397,2.8453,0.441549,889.514,65.615,12432.8,0.0964816,0.88567,0.00962821,9219.52,-0.000279995,0.0825736,10.2545,31.0008,124.306,106.22,1.27137,10.8586,10.3687,122.299,127.134,2.00729,-20.9142 
5,47.1959,5,14129.2,-0.0315844,29.5804,10.4964,122.805,-0.0197209,-16.7128,485.583,5.58153,-1.53276,3.72133,6.28574,-2.45831,26.3399,394.06,43.2806,13568.8,10118.2,5.41567,-1.69862,3.38962,6.11989,-2.62416,0.680297,365.616,42.1196,13540.3,0.0387402,0.832222,0.00569755,9437.62,-0.000175581,0.0665822,10.1643,-11.8209,125.423,102.306,1.48392,10.7094,10.5457,122.53,127.412,2.89343,-25.1054 
6,47.3059,6,12927.4,0.00865391,25.58,10.9391,123.103,-0.0122793,-13.3519,365.536,-1.62612,1.75729,1.26476,3.26531,2.83093,50.5094,627.47,39.7351,11969.9,9114.46,-1.94417,1.43924,0.628676,2.94726,2.51288,0.887413,572.926,37.5088,11915.4,0.0669601,0.897207,0.00576539,8556.23,-2.98147e-05,0.0571349,10.2921,30.6849,125.185,108,1.20952,11.1066,10.4809,122.58,127.073,2.60552,-19.073 
7,47.2959,7,13015.1,0.00512025,26.0628,10.8184,122.968,-0.000882067,-0.0386846,39.9807,-3.55273,-0.83969,-5.50539,3.53927,1.11569,25.5248,848.768,69.6388,11883.4,9178.63,-3.71345,-1.00041,-5.82684,3.37855,0.954967,0.0612757,821.204,68.5138,11855.9,0.0936952,0.872597,0.0105332,8764.63,-1.48562e-05,0.0766179,10.3791,29.8917,124.365,108,1.17326,10.9683,10.5634,122.472,127.612,1.89271,-19.6122 
8,47.3259,8,12574.2,0.0452769,24.8076,10.803,123.189,-0.00523737,-42.5082,4.12767,5.84039,-4.47078,-3.21849,-2.77684,-0.809793,1.94956,531.05,38.0034,11693.6,8731.42,5.82811,-4.48305,-3.24304,-2.78912,-0.822069,0.411338,528.945,37.9174,11691.5,0.0632541,0.888534,0.00593878,8362.23,9.78578e-05,0.0573807,10.5937,15.2772,126.38,100.668,1.20896,11.0692,10.7196,122.703,127.037,3.67676,-26.3688 
9,47.3909,9,12300.7,0.149185,25.3341,-10.4357,122.745,0.395212,-452.886,500,-0.331631,3.415,-0.926931,0.986782,3.09395,44.9421,363.494,61.6166,11676,14433,-0.61462,3.13201,-1.49291,0.703793,2.81096,1.32889,314.961,59.6357,11627.4,0.0388584,0.751117,0.00935949,8105.35,-7.47244e-05,0.0789277,-9.6481,-11.0911,125.108,102.475,1.25962,10.7853,10.5509,122.431,128.078,2.6775,-25.6029 
10,47.2859,10,12052.1,0.00083871,24.1514,10.7257,122.894,-0.00270946,-19.1081,4.41035e-10,0.481224,4.57436,4.69216,2.11628,-2.80592,17.4477,820.349,68.5213,10785,8434.33,0.371361,4.4645,4.47243,2.00642,-2.91579,0.4675,801.508,67.7522,10766.2,0.100003,0.871134,0.0114596,8014.86,0.000131486,0.0639292,11.0392,22.6862,125.528,98.0058,1.14026,10.8056,10.5398,122.428,128.083,3.10025,-30.0769 
