cyc,freq,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95,two2D_bg,two2D_a1,two2D_sh1,two2D_sv1,two2D_ch1,two2D_cv1,two2D_a2,two2D_sh2,two2D_sv2,two2D_ch2,two2D_cv2,two2D_chd,two2D_cvd
0,47.4059,0,14612.9,-0.0130046,29.4564,10.646,123.396,0.0343679,3.36989,6.74741e-11,-0.67524,-0.047764,-2.0833,0.731496,-3.90642,40.6471,258.339,6.78467,14031.8,10212.3,-0.931184,-0.303708,-2.59519,0.475552,-4.16237,0.654752,214.444,4.99307,13987.9,0.0223698,0.960849,0.000657118,9586.35,0.000285827,-0.0171717,-0.463368,-4.17152,127.618,78.1709,1.46347,10.866,11.0158,123.105,130.779,4.51239,-52.6079 
1,47.2659,1,12385.5,-0.0239199,24.8295,-10.8858,123.556,-0.00332443,10.3117,2.6865e-11,1.48991,-0.133575,-1.0426,0.836916,-0.154996,5.44437,1202.37,1.98498,11097,8799.96,1.45562,-0.167857,-1.11116,0.802634,-0.189278,2.40661,1196.49,1.74501,11091.1,0.138682,0.997454,0.000289741,8627.56,-2.08228e-06,0.104322,12.3466,10.8212,125.853,82.2117,1.16057,10.9255,10.8736,123.077,129.963,2.77525,-47.7514 
2,47.3459,2,13753,-0.0494848,28.2318,10.7803,122.745,-0.0188767,7.92117,29.3414,0.970668,-1.01649,-2.67576,-2.89718,-2.64302,68.0948,319.858,12.0283,13484.4,9912.39,0.541894,-1.44527,-3.53331,-3.32595,-3.07179,0.673881,246.323,9.02692,13410.9,0.0266825,0.939733,0.00123839,9231.63,-0.000443421,0.012395,33.0587,14.1551,116.591,82.8847,1.40928,10.9089,10.9864,122.481,129.658,-5.88966,-46.7735 
3,47.2459,3,12379.3,0.0333094,25.0415,10.5872,123.653,-0.063248,51.8177,16.902,-3.46161,-2.50641,-2.16618,1.22434,1.04749,19.345,2629.54,1.32486,9583.53,8737.18,-3.58342,-2.62822,-2.4098,1.10253,0.925678,0.634504,2608.65,0.472189,9562.64,0.289348,0.999683,9.09521e-05,9015.62,9.07067e-05,0.308589,10.6394,9.6182,124.014,82.4599,1.00043,10.8545,10.9466,123.164,130.418,0.850559,-47.9578 
6,47.3059,6,15008.7,-0.00614751,29.8839,-10.9326,123.173,0.00896542,-2.02534,40.2225,0.174316,-3.29433,-2.9353,1.93499,0.963974,17.261,807.6,16.0065,13997.9,10636,0.0656283,-3.40302,-3.15268,1.8263,0.855286,0.172196,788.96,15.2457,13979.3,0.0776911,0.96729,0.00200496,10155.1,-0.000167628,0.0525119,12.6942,16.799,126.938,85.714,1.43466,11.0896,11.0033,122.794,130.353,4.14409,-44.6395 
7,47.2959,7,14039.3,0.0102015,28.0834,10.8406,123.02,-0.0413124,-0.423476,3.75585e-10,0.747,-3.09478,-5.23204,2.58816,-0.135296,35.509,828.136,7.71305,13019,9911.15,0.523409,-3.31837,-5.67922,2.36457,-0.358887,0.12202,789.79,6.14791,12980.7,0.0832511,0.986561,0.000871698,9486.85,-7.96391e-05,0.0581676,12.8373,14.1157,126.162,83.6741,1.34627,11.0275,10.9536,122.626,130.321,3.53535,-46.6469 
8,47.3259,8,14397.3,-0.00881134,28.4648,-10.9076,122.916,0.00575556,12.9408,500,-3.5485,2.74717,-1.25495,-3.14883,-0.434777,40.5659,471.313,18.6825,13559.5,10109.6,-3.80393,2.49174,-1.76581,-3.40426,-0.69021,0.753807,427.507,16.8945,13515.7,0.0450812,0.935316,0.00229732,9483.04,1.85985e-05,0.029608,11.1358,20.673,128.432,93.1711,1.3967,11.0905,10.9333,122.507,129.154,5.92536,-35.9828 
9,47.3909,9,15831.9,0.0486388,31.0719,10.8902,123.172,-0.0338853,-43.5487,405.662,2.2891,-0.409885,2.15719,1.59212,2.25913,52.9666,321.979,8.49223,15104.4,11063.3,1.95559,-0.743401,1.49016,1.2586,1.92561,0.746854,264.781,6.15761,15047.2,0.0255916,0.960894,0.000753257,10346.4,0.000113936,0.0323445,11.562,11.8804,129.848,100.696,1.54771,11.0579,10.9847,122.804,130.461,7.04422,-29.7653 
10,47.2859,10,13590.5,-0.0388014,27.795,10.7843,123.15,0.106903,55.9347,2.39726e-08,0.258953,-0.925004,-3.81251,3.72965,-1.26563,30.7123,861.849,7.26611,12619.9,9952.54,0.0655653,-1.11839,-4.19928,3.53627,-1.45902,-0.322667,828.683,5.9124,12586.7,0.0894733,0.987668,0.000864549,9261.79,-0.000196664,0.0665017,13.1405,12.0074,125.638,83.3808,1.31669,10.8948,11.0693,122.8,130.599,2.83801,-47.2184 
11,47.3309,11,13792.1,0.0272288,27.6056,10.7405,123.108,-0.0221252,0.946676,477.887,5.24636,3.49368,-7.33572,4.04967,-1.68501,-3.12487,439.205,8.01772,12991.3,9652.67,5.26603,3.51335,-7.29637,4.06934,-1.66533,2.87711,442.579,8.15545,12994.7,0.0483746,0.96876,0.00115477,9149,2.12454e-05,0.0283052,11.4719,20.0612,129.297,94.7346,1.36854,10.9088,10.8647,122.771,131.155,6.52595,-36.4202 
12,47.1759,12,15215.8,-0.0144166,30.987,10.7188,123.201,0.0119102,-35.4206,497.401,-1.69678,-1.24591,-3.53613,2.591,3.8133,1.05383,370.285,25.1489,14572.4,10826.1,-1.70342,-1.25255,-3.5494,2.58437,3.80666,-30.0426,369.147,25.1024,14571.3,0.0364341,0.893653,0.00316342,10131.9,-6.56137e-05,0.0309676,11.0582,16.8332,127.026,99.111,1.5282,10.885,10.918,122.896,130.451,4.13007,-31.3402 
13,47.2259,13,13215,3.00146e-05,26.4202,10.8647,123.697,-0.0239456,2.75446,455.685,1.81591,0.285694,4.11839,2.9363,-1.01831,-56.6309,4144.89,22.3041,9029.16,9346.46,2.1725,0.642283,4.83157,3.29289,-0.661723,0.52989,4206.05,24.8002,9090.32,0.40849,0.989787,0.00500051,10296.6,-0.00010575,0.497343,10.9781,9.38381,124.542,82.2239,0.889425,11.0079,11.4583,122.847,130.334,1.69514,-48.1104 
14,47.3159,14,14088.8,0.0326124,27.5894,10.9583,123.401,-0.110314,77.2338,138.74,0.119156,0.807063,2.2967,3.90772,-1.16064,15.7556,645.946,18.8735,13120.8,10119.3,0.0199472,0.707854,2.09828,3.80851,-1.25985,0.609604,628.932,18.179,13103.8,0.0668473,0.951852,0.00254905,9408.49,3.00213e-05,0.0411167,12.5809,17.2786,128.798,87.9128,1.33806,11.1022,10.993,123.061,130.325,5.7373,-42.4127 
15,47.4109,15,13530.3,-0.00484517,27.578,10.677,122.96,-0.0133975,15.9274,202.992,0.408986,-3.403,0.91062,2.12355,4.19451,17.0566,218.396,3.05097,13093.3,9592.23,0.301585,-3.5104,0.695818,2.01615,4.08711,0.806193,199.977,2.29917,13074.9,0.0223184,0.980277,0.000323822,8960.16,-8.63067e-05,0.0266639,10.3936,10.6849,130.673,101.095,1.40428,10.878,10.7394,122.736,128.835,7.93638,-27.7392 
16,47.2409,16,13013.3,0.0255574,25.5881,10.9336,123.629,-0.0139077,-7.62022,167.982,-4.84349,-3.18619,-2.60694,0.17303,1.23761,-11.3577,2888.82,24.8973,9814.07,9110.93,-4.77197,-3.11467,-2.46391,0.244547,1.30912,0.719911,2901.09,25.398,9826.34,0.305869,0.984911,0.00473869,9484.74,0.00017541,0.315703,10.9075,9.93755,124.451,81.8059,0.975955,11.2419,11.1946,123.104,129.968,1.34643,-48.1625 
17,47.4159,17,14264.2,0.00702156,28.7095,-10.7017,122.878,-0.00898175,3.24549,1.94967e-10,-1.53077,-0.604598,-2.66686,3.57947,6.03878,2.23221,161.385,14.4241,13770.9,10002.6,-1.54483,-0.618654,-2.69497,3.56541,6.02472,1.56956,158.974,14.3258,13768.5,0.0169413,0.863782,0.001913,9383.84,0.000213242,-0.0173351,-4.93927,6.16088,115.003,80.2548,1.44299,10.8985,10.9611,122.639,129.757,-7.63593,-49.502 
18,47.1859,18,14588.5,-0.00962375,29.6946,10.6309,123.106,-0.00404499,-1.18224,500,3.02079,0.19532,0.850225,-0.256688,3.31077,23.7208,974.645,9.94585,13280.1,10276.6,2.87142,0.0459566,0.551498,-0.406052,3.16141,0.911395,949.029,8.90031,13254.4,0.096549,0.983853,0.00123544,9829.51,4.99112e-05,0.0999315,10.7953,10.3572,124.701,82.8627,1.40552,10.8463,10.9491,122.789,130.391,1.91115,-47.5288 
19,47.2309,19,11824.7,0.0434302,23.8253,10.5739,123.663,-0.0168706,-37.6629,467.008,1.31106,-3.72145,-1.99779,-1.46986,1.58726,41.4835,6957.41,18.7711,4589.33,8221.7,1.04985,-3.98266,-2.52021,-1.73107,1.32605,0.569786,6912.62,16.9426,4544.53,0.694215,0.995729,0.00682076,9957.45,0.000199144,0.839272,10.6488,9.47789,123.942,82.0128,0.48817,10.642,11.0568,122.686,129.782,1.25516,-47.7695 
