cyc,time,freq,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95,two2D_bg,two2D_a1,two2D_sh1,two2D_sv1,two2D_ch1,two2D_cv1,two2D_a2,two2D_sh2,two2D_sv2,two2D_ch2,two2D_cv2,two2D_chd,two2D_cvd
0,0.13,44.623,0,44505,-0.290051,77.0599,13.2598,116.651,-0.0747109,3.39314,500,7.94434,2.56456,7.90022,2.45941,-0.0455766,-109.84,-114.425,1188.07,40855.2,33271.2,8.63597,3.2562,9.28349,3.15104,0.646058,0.628255,-60.8234,1222.91,40908.8,-0.00129455,-0.0292523,0.052193,46984.3,-0.00263,-0.0332322,-12.7166,-6.57509,103.666,76.0316,2.99662,13.6912,14.2516,116.339,136.967,-12.6733,-60.9357 
1,0.13,44.723,1,43852.3,-0.0551588,76.0188,13.1461,116.493,0.0290637,-46.3761,500,1.88516,0.422811,5.31933,3.9769,6.12023,-129.494,44.8983,1555.81,40008.5,32576,2.70055,1.2382,6.95011,4.79229,6.93562,0.692701,108.091,1596.88,40071.7,0.00234011,0.0372389,0.0683888,46190.5,-0.00210374,-0.0330898,-10.0788,8.03565,102.18,76.5901,2.97575,13.5547,14.1141,116.064,138.018,-13.8834,-61.4282 
2,0.13,44.643,2,45209.5,-0.387426,79.2158,13.0861,116.57,0.437211,-95.8021,493.58,3.68382,7.54477,3.02864,-0.716624,0.351322,-115.329,-18.0708,1265.13,41598.5,35109,4.41002,8.27097,4.48104,0.00957504,1.07752,0.754452,38.2096,1301.71,41654.7,0.00079701,0.0164966,0.0544324,47941.2,-0.00878316,0.0150018,10882,49.156,121.601,67.9301,3.08005,13.5874,14.2069,116.193,136.799,5.40825,-68.869 
3,0.13,44.963,3,43873.9,-0.0447898,77.2196,12.9958,116.431,-0.0519092,14.3497,500,5.86961,1.09497,13.1879,3.18572,0.286869,-140.238,318.813,1541.94,39909.2,32692.5,6.75265,1.97801,14.954,4.06876,1.16991,0.482978,387.248,1586.43,39977.6,0.0083528,0.122412,0.0681204,46361.5,-0.00316991,0.0842747,12.5035,15.9187,122.911,94.6146,3.01025,13.4804,13.9213,116.02,137.416,6.89119,-42.8017 
4,0.13,44.663,4,43342.4,-0.474184,77.4544,12.8493,116.569,6.17185,-2761.28,96.9089,5.57857,2.98263,5.77623,-0.82427,2.54583,-145.067,92.9062,1172.12,39947.5,587178,6.49202,3.89608,7.60313,0.0891796,3.45928,0.647018,163.699,1218.14,40018.2,0.00354443,0.0713146,0.0530957,46184.7,-0.00783681,0.0144837,3963.87,45.4713,130.578,70.0035,3.01878,13.3153,14.0926,116.219,135.985,14.3587,-65.9817 
5,0.13,44.763,5,43780.2,-0.0524716,77.6792,12.8299,116.544,-0.0140052,-3.64165,500,5.47907,5.68436,3.09559,1.85338,-1.45417,-50.768,1229.75,1701.61,38585.1,32444.8,5.79875,6.00403,3.73494,2.17305,-1.1345,0.774682,1254.52,1717.71,38609.8,0.0274779,0.294454,0.0757457,45655.8,-0.00292296,0.191733,12.0173,13.8789,119.824,90.0843,2.92803,13.3581,13.9373,116.13,137.979,3.6935,-47.8948 
6,0.13,45.003,6,43365.3,-0.0553718,75.8511,12.9578,116.229,-0.0137668,-9.34984,500,7.46721,1.60057,6.0274,1.75527,0.747927,-124.014,82.9476,1551.65,39494.7,31999.6,8.24809,2.38145,7.58916,2.53615,1.52881,0.659429,143.466,1590.98,39555.3,0.00314397,0.0490032,0.0689817,45632,-0.00832777,0.0149518,10235.9,51.5479,130.107,72.0019,2.9636,13.3935,14.1584,115.798,136.365,14.3095,-64.3635 
7,0.13,44.703,7,43610.3,-0.505213,76.6265,13.11,116.166,0.498178,106.656,2.51455,3.53538,2.66379,4.63943,4.25846,2.20631,-77.4617,197.138,1591.1,39696.9,34431.8,4.02314,3.15154,5.61494,4.74621,2.69407,0.722444,234.939,1615.67,39734.7,0.00511518,0.0767184,0.0696832,45929.8,-0.00908591,0.0158461,2174.03,-54.7512,101.24,71.8669,2.96695,13.4782,14.1402,115.748,137.263,-14.5085,-65.3959 
8,0.13,44.783,8,43512.1,0.0702194,75.5819,12.9875,116.428,0.103433,-79.6266,1.88297e-13,4.19407,2.10394,4.63868,0.778471,0.512299,-31.5799,2862.59,2478.23,35561.2,32223.1,4.39292,2.30279,5.03638,0.977322,0.71115,0.624727,2878,2488.24,35576.6,0.0657213,0.39793,0.114133,43791.1,-0.00243354,0.37649,11.9085,13.4136,118.086,87.7875,2.6586,13.5324,14.0892,115.945,137.298,2.14163,-49.511 
9,0.13,44.983,9,47158.8,-0.113646,80.8171,13.3478,116.55,-0.11986,105.744,500,4.50044,6.13633,2.62016,4.27768,-1.71979,-135.541,74.5183,1450.5,42685.1,35528.8,5.35391,6.9898,4.32709,5.13114,-0.866327,0.793314,140.662,1493.5,42751.2,0.00285292,0.0510704,0.0604622,49304.6,-0.00244371,-0.0297152,10.3535,6.95495,102.154,75.4972,3.10833,13.8524,14.2598,116.12,138.353,-13.9662,-62.8555 
