cyc,time,freq,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95,two2D_bg,two2D_a1,two2D_sh1,two2D_sv1,two2D_ch1,two2D_cv1,two2D_a2,two2D_sh2,two2D_sv2,two2D_ch2,two2D_cv2,two2D_chd,two2D_cvd
75,0.38,44.623,75,46864.8,-0.0356082,80.0441,13.3602,116.449,-0.00203611,-50.8902,2.57922e-11,7.09762,3.67434,6.07611,1.91356,-0.907638,-62.2895,-96.7517,1509.88,42238.3,34816.1,7.48985,4.06656,6.86055,2.30578,-0.515417,0.660492,-66.3547,1529.63,42268.7,-0.00136694,-0.0254183,0.0624966,48542.6,-0.00258195,-0.0352189,11.2852,-7.6195,102.664,77.2765,3.00265,13.8834,14.7098,116.096,140.212,-13.4316,-62.9357 
76,0.38,44.723,76,44639.7,-0.585013,78.4747,13.2015,116.05,0.889371,-781.432,348.284,2.45942,4.29658,4.61868,-2.03302,0.413711,-92.2732,106.479,1553.41,40792.5,56348.7,3.04044,4.8776,5.78072,-1.452,0.994731,0.563439,151.508,1582.68,40837.5,0.00321574,0.0518651,0.0666347,47114.6,-0.00224803,-0.0323971,-9.54185,7.54711,102.607,77.7246,3.04676,13.5208,14.0944,115.69,140.003,-13.0828,-62.2788 
77,0.38,44.643,77,45551.1,-0.124149,79.6852,13.0865,115.917,-0.0622271,49.0649,500,2.69887,1.40895,5.82235,1.83359,1.59534,-34.8858,139.01,1637.47,41540.2,34045.9,2.91853,1.62861,6.26168,2.05325,1.81501,0.57337,156.034,1648.54,41557.3,0.00325431,0.0513106,0.0680983,47946.9,-0.00225818,-0.0313943,10.0645,7.43153,101,76.529,3.05706,13.5056,14.3368,115.532,139.119,-14.5319,-62.5899 
78,0.38,44.963,78,46098.7,-0.0404558,79.6839,13.2575,116.214,-0.194845,129.011,500,2.40777,-1.66043,2.99093,1.02302,-0.535543,-93.7629,152.921,1464.44,41990.5,35208,2.99817,-1.07003,4.17173,1.61342,0.0548573,0.462969,198.677,1494.18,42036.3,0.00409302,0.0706157,0.0614539,48540.4,-0.00266989,-0.162484,-105.943,0.078147,108.924,75.357,3.05593,13.7339,14.3438,115.847,140.266,-6.92258,-64.9089 
79,0.38,44.663,79,46120.7,-0.583792,81.8317,13.0513,115.705,1.07399,-1180.85,423.13,2.50436,5.16205,3.82667,2.36209,-0.63841,-115.734,135.91,1545.68,42413.9,76052.2,3.2331,5.8908,5.28416,3.09083,0.0903335,0.69958,192.387,1582.39,42470.4,0.0039236,0.0649611,0.0642265,49033.3,-0.0024831,-0.0332307,-9.18145,-6.86623,101,75.8392,3.13423,13.4041,14.3242,115.328,139.082,-14.3276,-63.2426 
80,0.38,44.763,80,43947,-0.0531248,79.7398,12.6114,116.247,-0.0296924,37.1009,0.376801,4.20038,2.58587,5.61589,3.37499,-3.50041,-103.567,1096.89,1711.24,39517,32772.5,4.85251,3.23801,6.92016,4.02713,-2.84828,0.572553,1147.43,1744.1,39567.5,0.0245965,0.273224,0.0751002,46650,-0.0032599,0.160978,12.0598,15.0225,119.778,90.7868,3.03571,13.1306,13.9152,115.841,138.443,3.93664,-47.6561 
81,0.38,45.003,81,46214,-0.173644,79.1904,13.2965,115.739,-0.0182617,-47.6678,499.979,6.61735,3.70219,5.14612,0.749438,-0.920968,-170.997,53.8169,1661.42,41746.2,34305.5,7.69407,4.77891,7.29957,1.82616,0.155753,0.664457,137.263,1715.66,41829.6,0.00284533,0.0437188,0.0702474,48241.3,-0.00212511,-0.0325215,9.20914,7.35757,101.532,76.1659,3.05879,13.6759,14.2968,115.344,138.052,-13.8118,-61.8861 
82,0.38,44.703,82,44560.1,-0.475419,77.7631,13.2,115.991,-0.140077,254.425,500,2.27172,3.25332,4.42862,-0.312863,-3.53276,-53.3745,349.62,1791.28,39946.8,34575.2,2.6078,3.5894,5.10079,0.0232221,-3.19668,0.372175,375.667,1808.21,39972.8,0.00810597,0.10612,0.0769196,46344.4,-0.00295754,0.0977222,-11.9873,-14.4449,122.412,97.4021,2.95935,13.567,14.2026,115.581,139.01,6.83143,-41.6079 
83,0.38,44.783,83,45200.2,0.0286098,82.5933,12.4381,115.976,-0.100002,55.541,3.30238e-11,6.31141,6.14294,3.7392,-0.12679,1.53264,-104.623,2523.46,2175.18,38893.7,33622.9,6.97019,6.80172,5.05676,0.53199,2.19142,0.76537,2574.51,2208.36,38944.8,0.0543594,0.399822,0.0945773,47361,-0.00291209,0.367497,11.022,12.5203,117.504,88.8241,3.02308,13.0272,13.8043,115.541,138.313,1.96347,-49.4886 
84,0.38,44.983,84,43716,-0.245669,77.5589,12.9315,116.483,0.291332,-80.9291,0.000427298,3.13661,0.738208,2.64169,-0.246802,-0.968546,-165.225,263.483,1512.76,40101.6,33416.9,4.17698,1.77858,4.72244,0.793573,0.0718293,0.590897,344.112,1565.17,40182.2,0.00739174,0.11161,0.0669496,46553.6,-0.00328524,0.075248,12.7386,-16.3997,123.235,96.8319,3.03168,13.363,13.962,116.114,139.255,7.12116,-42.4233 
