cyc,time,freq,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95,two2D_bg,two2D_a1,two2D_sh1,two2D_sv1,two2D_ch1,two2D_cv1,two2D_a2,two2D_sh2,two2D_sv2,two2D_ch2,two2D_cv2,two2D_chd,two2D_cvd
50,0.17,44.623,50,45041.8,-0.0574942,78.0536,13.1232,116.499,0.041902,-28.5566,15.5318,3.29839,0.370404,2.91078,1.3249,-0.925924,-51.4207,-56.6793,1386.6,40909.8,33383.8,3.62218,0.694186,3.55834,1.64868,-0.602142,0.601138,-31.5862,1402.91,40934.9,-0.000671423,-0.0130332,0.0593832,47043.6,-0.00228638,-0.0305623,11.4289,-7.46766,103.705,76.7936,2.97208,13.607,14.4987,116.134,138.263,-12.4295,-61.4692 
51,0.17,44.723,51,45150.1,-0.562372,77.3601,13.5028,116.373,-0.132858,338.599,305.332,3.26539,-1.37616,3.15067,1.44297,-0.286078,-142.896,88.6154,1487.71,40580.5,35468.8,4.16516,-0.476387,4.95022,2.34275,0.613698,0.573089,158.348,1533.04,40650.2,0.00337585,0.0557336,0.0649583,46906.1,-0.00212189,-0.0349187,9.83756,6.94466,101.638,76.1959,2.94966,13.8605,14.313,115.988,138.645,-14.3497,-62.4486 
52,0.17,44.643,52,42928.7,-0.015842,77.268,12.6587,116.13,-0.0520417,4.0157,6.02945e-10,0.901408,1.20509,4.73916,0.314253,1.48938,-113.939,88.6973,1277.93,40010.4,31847.5,1.61885,1.92253,6.17405,1.03169,2.20682,0.523385,144.299,1314.07,40066,0.00312199,0.0590439,0.0569747,46220.2,-0.00222651,-0.0342486,9.64039,6.92794,102.445,75.9823,3.11601,13.1527,13.6466,115.768,138.82,-13.3232,-62.8381 
53,0.17,44.963,53,44231.2,-0.211723,78.0131,12.9572,116.281,0.156911,-63.1088,500,5.08066,2.82175,-4.98275,-2.28399,-3.0432,-206.311,201.674,1322.72,40551.9,33228.3,6.37974,4.12083,-2.38458,-0.984906,-1.74412,1.44266,302.353,1388.16,40652.6,0.00642582,0.110686,0.0591798,47052.8,-0.00317945,0.0701972,13.2683,-13.6496,122.585,94.5946,3.04968,13.376,14.0587,115.943,137.658,6.64237,-43.0635 
54,0.17,44.663,54,46221.6,-0.167527,78.2031,13.3911,115.942,-0.048623,-48.8139,500,1.72985,3.82776,1.94366,1.78356,-3.04395,-25.1515,173.48,1569.17,41219.8,34167.9,1.88823,3.98613,2.26041,1.94193,-2.88557,0.685667,185.754,1577.14,41232.1,0.00390217,0.0630581,0.0658233,47602.6,-0.00867039,0.0162049,259.413,-52.5699,101.009,70.8841,2.97737,13.8608,14.4789,115.531,137.542,-14.522,-66.6578 
55,0.17,44.763,55,45993.4,-0.114595,82.4645,12.8004,116.545,-0.0048286,88.223,0.112968,7.90482,1.39691,0.723729,-2.51872,0.520192,-95.2671,1036.2,1598.15,41384.8,34376.4,8.50469,1.99678,1.92347,-1.91885,1.12006,0.834557,1082.69,1628.37,41431.3,0.0222189,0.27533,0.0675123,48728.7,-0.00342211,0.153763,12.4208,13.6588,119.605,90.899,3.10239,13.3355,14.1419,116.085,139.241,3.52023,-48.3417 
56,0.17,45.003,56,44388.8,-0.0352571,75.8264,13.2571,116.072,0.0375504,-13.169,4.39534e-11,1.39474,3.12329,1.64595,2.08638,0.304102,-100.572,101.408,1466.8,39908.3,32739.8,2.02802,3.75657,2.9125,2.71965,0.937374,0.764249,150.487,1498.7,39957.4,0.00326424,0.0542644,0.0646274,46101.5,-0.0018088,-0.0301593,-10.6236,7.06165,101.001,76.5078,2.935,13.6583,14.2531,115.638,138.961,-14.6374,-62.4529 
57,0.17,44.703,57,45675,-0.0827785,78.8139,13.1987,116.21,-0.0435714,41.6407,500,4.65967,3.19015,8.13483,1.38899,-1.0868,-92.7491,114.421,1359.3,41501.4,33922.3,5.24368,3.77417,9.30287,1.973,-0.502783,0.529943,159.683,1388.72,41546.6,0.003331,0.0616548,0.0580021,47938.3,-0.0022309,-0.0303206,-9.77933,6.14407,101.387,76.2389,3.05473,13.6432,14.2178,115.867,138.772,-14.4802,-62.5335 
58,0.17,44.783,58,45129.7,-0.503696,79.954,12.975,116.353,0.380113,5.06418,367.198,0.486648,3.7973,-2.53037,-0.687919,-3.4549,-7.79551,2675.66,2254.2,37645.3,33833.5,0.535734,3.84638,-2.43219,-0.638833,-3.40582,-0.161104,2679.46,2256.67,37649.1,0.0582797,0.404225,0.0994358,45976,-0.00269911,0.349421,11.9987,12.8871,118.016,88.2101,2.79787,13.4267,14.2818,115.925,138.149,2.09039,-49.9387 
59,0.17,44.983,59,41292.8,-0.103958,75.2488,12.5151,115.746,0.0676717,19.3805,500,5.85653,1.01275,1.84234,2.06317,-0.186115,-22.8028,204.655,1333.84,38424.9,30699.8,6.00011,1.15633,2.12951,2.20675,-0.0425321,0.81402,215.783,1341.07,38436,0.00485809,0.0842027,0.0603915,44417.2,-0.00310611,0.0735075,13.1119,14.8395,122.539,95.5156,3.02319,12.942,13.6704,115.4,137.091,7.13987,-41.5749 
