cyc,time,charge,freq,cyc.1,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95,two2D_bg,two2D_a1,two2D_sh1,two2D_sv1,two2D_ch1,two2D_cv1,two2D_a2,two2D_sh2,two2D_sv2,two2D_ch2,two2D_cv2,two2D_chd,two2D_cvd,two2D_int1,two2D_int2,two2D_sumint
311,0.27,0.49,43.2064,311,16466.2,-0.157297,33.7662,11.1209,117.283,0.0408578,49.7211,499.587,3.01267,-1.70151,-2.27131,-4.43039,-5.36088,72.2781,7871.93,807.486,6869.01,12290.2,2.55756,-2.15663,-3.18154,-4.88551,-5.816,0.764018,7845.48,790.732,6842.56,0.499253,0.850066,0.175513,15714.4,-0.000870449,0.818467,11.7311,11.5388,117.627,83.8787,0.668356,11.301,13.6486,116.423,133.552,1.20415,-49.6737,247.182,229.992,477.175
312,0.27,0.49,43.3964,312,25287.8,-0.10987,50.4853,11.1269,117.205,0.0918534,-124.849,18.0426,2.42519,3.9332,4.09753,-5.23681,-2.97758,103.675,12773.9,1235.62,9400.3,18660.1,1.77238,3.28039,2.7919,-5.88963,-3.6304,2.66645,12735.9,1211.59,9362.36,0.541894,0.85728,0.192499,23502.6,-0.000465023,1.35809,11.4234,11.441,117.572,83.3004,0.929265,11.1348,13.4204,116.336,132.728,1.23662,-49.4272,396.001,309.805,705.807
313,0.27,0.49,43.2464,313,30247.9,-0.0983111,59.2852,11.2706,117.432,0.0272971,-9.2405,8.23342,0.562085,6.73804,-1.42161,-3.11569,-0.791137,42.45,15015.5,1430.02,11340.0,21759.6,0.294789,6.47075,-1.95621,-3.38299,-1.05843,6.31709,15000.0,1420.18,11324.5,0.535271,0.857863,0.187661,28023.1,-0.000421753,1.57002,11.5983,11.5145,117.773,83.3568,1.11857,11.2619,13.2467,116.666,133.008,1.10766,-49.6509,467.79,372.288,840.078
314,0.27,0.49,43.1564,314,25633.8,0.0387776,50.7962,11.1542,117.296,-0.00616676,-85.5248,7.9604e-12,-1.1131,0.333695,0.756383,-1.67945,-4.16379,17.038,12353.9,1195.09,10261.1,18461.6,-1.22038,0.226411,0.541815,-1.78674,-4.27107,1.08323,12347.7,1191.14,10254.8,0.511487,0.855566,0.176255,24140.7,-0.000681574,1.29563,11.5672,11.5207,117.673,84.1297,1.00928,11.3761,13.1469,116.462,133.8,1.21125,-49.6702,385.206,336.765,721.971
315,0.27,0.49,43.2964,315,22976.2,0.0102178,47.404,-10.7497,117.387,0.0779411,-74.7239,500.0,-0.563324,0.493825,-4.53863,-5.53192,-2.25815,57.0234,12007.0,960.703,8753.42,16778.0,-0.922385,0.134764,-5.25675,-5.89098,-2.61721,0.638775,11986.1,947.485,8732.55,0.544117,0.878476,0.166576,22028.5,-0.000801275,1.32203,11.222,11.1146,117.718,84.0032,0.885565,11.0823,13.0226,116.598,133.637,1.12,-49.6336,367.879,285.133,653.012
316,0.27,0.49,43.1864,316,17904.8,-0.0375179,37.0348,10.8202,117.568,0.0195691,9.38697,500.0,-1.32559,5.19844,-1.27016,-4.19827,-3.2793,-15.7782,9126.68,820.867,7032.09,13050.9,-1.22624,5.29779,-1.07146,-4.09892,-3.17995,0.749588,9132.46,824.525,7037.86,0.530156,0.863559,0.177505,17226.0,-0.000834815,0.979824,11.2634,11.4384,118.078,84.0913,0.679212,11.2797,13.6763,116.713,133.764,1.36545,-49.6728,281.64,233.76,515.401
317,0.27,0.49,43.3464,317,24593.6,-0.0423186,49.3682,11.098,117.386,0.0383415,-21.4246,372.411,0.352759,2.33508,-2.10407,-3.04424,-4.75131,29.0898,12025.6,1074.83,9746.95,17862.3,0.169588,2.15191,-2.47042,-3.22741,-4.93449,0.702747,12015.0,1068.08,9736.3,0.517625,0.865375,0.168109,23211.7,-0.000676173,1.27932,11.4709,11.3804,117.882,84.5697,0.965467,11.3143,13.1623,116.528,134.418,1.35447,-49.8484,372.593,320.769,693.362
318,0.27,0.49,43.1964,318,19026.1,-0.0447132,37.8882,11.2107,116.972,0.11598,-174.996,2.03486e-11,0.783033,0.972391,-3.39114,-2.32913,-1.93897,68.7513,9365.28,970.809,7454.46,14487.9,0.350124,0.539482,-4.25696,-2.76204,-2.37188,0.499257,9340.11,954.873,7429.3,0.522267,0.848242,0.191437,17883.8,-0.000770143,0.959924,11.6856,11.8022,117.295,83.7002,0.709291,11.5223,13.6393,116.162,133.632,1.13335,-49.9322,295.369,248.688,544.057
319,0.27,0.49,43.1664,319,21158.0,-0.0616439,42.602,11.0137,117.574,0.111213,-41.764,500.0,3.57375,3.83088,1.79306,-3.16869,-3.21753,26.4284,10595.6,1017.61,8189.2,15425.3,3.40734,3.66447,1.46024,-3.3351,-3.38395,0.194571,10585.9,1011.49,8179.53,0.529497,0.856742,0.185532,19992.4,-0.000576907,1.13797,11.3004,11.4209,117.932,83.8258,0.809304,11.1962,13.2913,116.685,133.513,1.24677,-49.6869,327.665,268.69,596.354
320,0.27,0.49,43.1064,320,19340.0,-0.096939,39.9772,10.8442,117.009,0.0966107,-87.3305,322.727,-0.15234,0.925343,0.140753,-1.43851,-4.53223,32.7692,9853.91,877.613,7655.55,14387.2,-0.358679,0.719004,-0.271924,-1.64485,-4.73857,0.956803,9841.91,870.018,7643.56,0.528226,0.866027,0.173332,18632.0,-0.00074022,1.07667,11.2462,11.1893,117.399,82.6233,0.770671,11.0964,13.0741,116.121,132.049,1.27749,-49.4256,302.268,249.437,551.704
321,0.27,0.49,43.2264,321,19492.3,-0.0871435,39.8108,10.8836,117.598,-0.0674228,185.137,154.897,2.17102,2.67757,-3.65397,-3.30658,-5.66242,54.2148,9935.56,925.521,7471.11,14511.2,1.82964,2.3362,-4.33672,-3.64796,-6.00379,0.558497,9915.72,912.954,7451.26,0.536429,0.861234,0.18414,18484.7,-0.000689435,1.06381,11.3204,11.4699,117.95,83.6748,0.739381,11.1196,13.4185,116.697,133.118,1.25365,-49.4434,308.174,246.127,554.302
322,0.27,0.49,43.0064,322,26520.7,-0.0166558,51.9327,11.17,117.627,-0.19951,96.732,2.37969e-11,-0.256781,-1.9113,1.02432,-4.58833,-2.3452,68.2188,13009.7,1211.28,10025.7,19512.1,-0.686337,-2.34085,0.165205,-5.01789,-2.77476,1.01551,12984.7,1195.46,10000.8,0.5303,0.86124,0.180462,24485.6,-0.000274835,1.37207,11.4624,11.5367,118.026,83.3776,0.990252,11.2402,13.2416,116.704,133.041,1.32144,-49.6632,404.802,328.821,733.623
323,0.27,0.49,43.0564,323,24176.8,-0.130132,48.7857,11.0318,117.286,0.146407,-107.193,417.906,1.13512,5.22453,2.52872,-6.15201,-5.60156,60.3065,12570.0,1067.34,8915.2,18030.8,0.755387,4.8448,1.76925,-6.53175,-5.98129,1.34397,12548.0,1053.36,8893.12,0.550952,0.871911,0.17911,22775.1,-0.000682081,1.33931,11.4809,11.3729,117.625,84.4703,0.893925,11.1103,13.178,116.474,134.287,1.15175,-49.8167,390.152,291.995,682.147
324,0.27,0.49,43.2364,324,24038.8,0.0113512,47.6705,11.146,117.064,-0.0479593,-17.7353,7.44495e-12,4.45646,1.67425,-2.14398,-3.7678,-2.28274,53.1843,11576.4,1108.1,9550.45,17324.4,4.12158,1.33936,-2.81376,-4.10268,-2.61763,0.309189,11556.9,1095.77,9530.99,0.513241,0.857687,0.174771,22517.6,-0.000605728,1.23533,11.4866,11.3306,117.526,83.5158,0.928202,11.3996,13.4417,116.221,132.847,1.30555,-49.3307,358.705,317.31,676.015
325,0.27,0.49,43.1764,325,19198.6,-0.00998975,38.9454,-10.9979,117.623,-0.00658143,-21.0716,2.34974e-10,1.08349,1.55833,0.486917,-6.01249,-5.76644,-11.6347,9437.47,914.596,7801.75,13947.6,1.15675,1.63159,0.633439,-5.93923,-5.69318,1.07715,9441.73,917.293,7806.01,0.512618,0.854688,0.177948,18418.6,-0.000801226,1.0072,11.4613,11.3424,118.083,83.3484,0.764826,11.239,13.4331,116.847,132.783,1.23601,-49.4344,292.122,257.612,549.735
326,0.27,0.49,43.2164,326,18371.2,-0.0285913,36.8879,11.1524,116.976,0.00940677,-77.696,1.15853e-10,1.30918,0.506102,-5.68422,-4.21732,-6.24073,73.4957,8838.9,905.253,7662.1,13415.9,0.846396,0.0433196,-6.60978,-4.68011,-6.70351,0.613546,8812.0,888.217,7635.2,0.500896,0.850056,0.176477,17592.5,-0.000942759,0.928551,11.6497,11.4221,117.279,83.0803,0.721796,11.7255,13.5492,116.193,132.406,1.08564,-49.326,275.664,255.835,531.499
327,0.27,0.49,43.2064,327,15043.7,-0.0361493,30.5707,10.9717,117.451,0.00959402,-4.53117,1.32159e-11,4.36074,-2.00909,2.03686,-1.00423,-6.02717,35.5918,7612.95,788.929,5871.58,10920.2,4.13662,-2.2332,1.58864,-1.22834,-6.25128,1.3984,7599.92,780.679,5858.55,0.530082,0.847628,0.19709,14337.3,-0.000775169,0.805924,11.4201,11.5484,117.713,82.6818,0.559902,11.5235,13.7686,116.632,132.077,1.08088,-49.395,237.14,198.193,435.332
328,0.27,0.49,43.3964,328,23770.7,-0.123908,47.9285,10.9921,117.079,0.0215703,19.3294,5.0123e-12,1.39597,1.54436,2.4192,-3.61722,-5.70891,29.1969,11413.9,1047.74,9612.47,17163.7,1.21212,1.36052,2.05151,-3.80106,-5.89275,1.40466,11403.2,1040.97,9601.78,0.508045,0.862252,0.166466,22445.3,-0.000529411,1.24227,11.2756,11.2725,117.475,83.9781,0.955929,11.201,13.1462,116.233,133.706,1.24148,-49.7275,352.277,314.039,666.316
329,0.27,0.49,43.2464,329,25377.5,-0.0465318,51.2153,10.9489,117.672,0.0217018,48.6478,500.0,-1.04482,3.00567,-2.00975,-4.22095,-4.65122,48.7662,12654.4,1145.88,9842.25,18288.6,-1.35189,2.69861,-2.62389,-4.52802,-4.95829,0.756223,12636.6,1134.57,9824.4,0.527962,0.864212,0.175418,23934.7,-0.000673896,1.34214,11.4035,11.4848,118.022,84.2234,0.971029,11.1468,13.3578,116.986,133.867,1.03629,-49.644,392.164,322.563,714.726
330,0.27,0.49,43.1564,330,22183.3,-0.082419,45.0714,10.8983,117.47,-0.100338,-39.6816,499.461,-3.09123,5.50204,2.54526,-2.62745,-3.828,76.313,11331.0,983.11,8453.46,16119.8,-3.57175,5.02151,1.58422,-3.10797,-4.30853,1.36149,11303.1,965.42,8425.53,0.538436,0.869965,0.174286,20992.4,-0.000552436,1.23524,11.2747,11.2209,117.847,84.0542,0.860082,11.0615,12.9554,116.613,133.82,1.23383,-49.7662,348.645,274.982,623.626
331,0.27,0.49,43.2964,331,19578.7,-0.0375301,39.6109,10.9909,117.289,0.0189589,3.68019,500.0,4.20808,2.11054,-6.68306,-5.34558,-4.987,46.176,10216.0,946.802,7277.98,14174.7,3.91733,1.81978,-7.26458,-5.63634,-5.27775,0.416104,10199.1,936.099,7261.08,0.549836,0.861609,0.191909,18549.4,-0.000643739,1.10645,11.2852,11.332,117.57,83.4418,0.716954,11.3542,13.1905,116.537,132.947,1.03308,-49.5052,315.686,239.558,555.244
332,0.27,0.49,43.1864,332,20557.4,0.00559392,40.8601,11.1757,116.966,0.00118321,-8.59498,1.52349e-05,3.96751,0.40586,2.5457,-1.952,-4.59007,59.5851,9942.39,1020.35,8257.49,14865.5,3.59231,0.0306685,1.79532,-2.32719,-4.96526,1.95793,9920.58,1006.53,8235.68,0.511591,0.849218,0.183763,19391.6,-0.000723087,1.05062,11.5294,11.4726,117.283,82.9567,0.79039,11.6464,13.3625,116.142,132.312,1.14132,-49.3555,310.043,274.423,584.466
333,0.27,0.49,43.3464,333,18170.2,-0.0048285,36.6944,10.9981,117.42,-0.00674806,0.552279,500.0,4.30722,-0.115868,-1.35041,-3.28813,-5.21365,70.1931,9386.95,866.192,6816.25,13137.7,3.86524,-0.557855,-2.23439,-3.73012,-5.65564,0.73121,9361.26,849.921,6790.56,0.545198,0.862899,0.187363,17170.4,-0.000685087,1.00055,11.4422,11.409,117.711,83.5875,0.660629,11.2817,13.6284,116.67,133.269,1.04116,-49.6815,291.411,226.608,518.019
334,0.27,0.49,43.1964,334,17680.4,-0.0578806,35.0984,11.2789,117.405,-0.0112576,32.9331,499.992,-0.731836,0.601153,-2.42495,-4.84585,-5.86806,113.668,8473.17,882.525,7269.01,12899.0,-1.44758,-0.114587,-3.85643,-5.56159,-6.5838,0.780435,8431.57,856.177,7227.4,0.503585,0.849111,0.179131,16743.1,-0.000850294,0.866179,11.7437,11.7072,117.766,84.5256,0.693669,11.5985,13.5965,116.545,134.439,1.22076,-49.9139,265.694,244.051,509.745
335,0.27,0.49,43.1664,335,20921.5,-0.0290586,42.1288,10.9324,117.329,-0.0149931,-16.3207,500.0,3.27078,1.12102,2.45041,-2.13038,-1.84329,-10.125,10272.5,917.162,8440.09,15001.0,3.33454,1.18477,2.57791,-2.06663,-1.77953,0.207056,10276.2,919.509,8443.79,0.514157,0.864612,0.167084,19986.6,-0.00064681,1.12111,11.2973,11.1642,117.71,84.0598,0.833602,11.3594,13.0922,116.477,134.023,1.23376,-49.9628,315.466,276.584,592.05
336,0.37,0.39,43.1065,336,20344.4,-0.064337,41.8701,-10.8622,117.314,0.0112743,4.80895,500.0,4.43755,2.14297,7.21018,-8.35734,-0.939514,54.0714,10622.9,923.514,7721.8,14807.1,4.09708,1.8025,6.52923,-8.69781,-1.27999,-1.66389,10603.2,910.98,7702.01,0.544856,0.869298,0.178902,19460.5,-0.000842609,1.15828,11.2203,11.2806,117.666,83.5592,0.767872,11.2564,13.237,116.496,133.264,1.17051,-49.7052,327.082,255.258,582.34
337,0.37,0.39,43.2265,337,16683.6,-0.0785707,33.658,-11.0337,117.433,0.00106586,19.0167,21.0878,1.20643,1.36138,-2.39115,-5.61014,-6.08616,58.4654,8361.37,764.043,6617.09,12090.0,0.838287,0.993236,-3.12743,-5.97829,-6.4543,0.772194,8339.97,750.491,6595.7,0.523702,0.863948,0.173283,15925.0,-0.000696498,0.900042,11.4193,11.2689,117.76,84.1484,0.64146,11.5829,13.2312,116.51,133.877,1.24931,-49.7281,258.398,219.323,477.721
338,0.37,0.39,43.0065,338,19649.3,-0.0193181,40.1784,10.8919,116.976,-0.066505,54.0807,500.0,0.917683,-1.2891,2.58695,-6.76006,-2.21188,65.9056,10322.6,911.681,7318.65,14363.0,0.502693,-1.70409,1.75697,-7.17505,-2.62687,1.19002,10298.5,896.405,7294.53,0.551099,0.867812,0.184586,18687.2,-0.000679145,1.12166,11.3434,11.2295,117.29,83.8977,0.734537,11.0934,13.1746,116.078,133.685,1.21131,-49.7869,318.765,239.504,558.269
339,0.37,0.39,43.0565,339,18715.4,-0.0259635,38.7576,10.7578,117.451,0.0259414,5.66105,7.54622e-11,1.04147,4.50164,-1.35303,-9.09892,-4.47361,57.3153,9627.57,873.189,7253.37,13577.8,0.680575,4.14074,-2.07483,-9.45982,-4.83451,0.820327,9606.6,859.903,7232.39,0.535967,0.864569,0.179668,17923.8,-0.000754612,1.05344,11.2046,11.2735,117.812,83.8048,0.731858,11.0852,13.1606,116.651,133.592,1.16121,-49.7872,296.872,238.201,535.073
340,0.37,0.39,43.2365,340,18496.2,-0.00545028,37.4087,10.9557,117.172,-0.010748,-21.6356,495.891,-2.84861,3.71745,-6.66131,-4.12645,-2.78406,76.3581,9572.66,847.301,7054.42,13349.2,-3.32942,3.23665,-7.62293,-4.60726,-3.26487,0.510969,9544.72,829.601,7026.47,0.541539,0.867976,0.17864,17625.2,-0.000638668,1.0367,11.2712,11.3144,117.456,84.2708,0.693404,11.4216,13.0472,116.304,133.701,1.15225,-49.4297,294.959,230.531,525.489
341,0.37,0.39,43.1765,341,14427.3,-0.100678,29.2197,11.1158,117.28,-0.058525,186.892,30.504,1.19833,1.88451,0.567839,-6.15847,-4.53135,-1.38504,7089.46,740.441,5765.22,10929.3,1.20705,1.89323,0.585282,-6.14975,-4.52263,1.08377,7089.97,740.762,5765.73,0.516741,0.845423,0.191375,13720.6,-0.00078547,0.747193,11.5401,11.5053,117.72,83.4559,0.538675,11.8155,13.9056,116.223,133.191,1.49747,-49.7346,221.34,197.455,418.796
342,0.37,0.39,43.2165,342,21174.9,-0.0950474,42.7202,11.0189,117.228,0.11421,-6.56901,4.74615,0.473657,-2.73226,-5.34846,-6.90929,-8.07053,43.9096,10396.6,982.534,8341.82,15348.2,0.197171,-3.00875,-5.90143,-7.18578,-8.34702,0.7566,10380.5,972.355,8325.75,0.520194,0.859163,0.177048,19955.2,-0.000725403,1.0783,11.5893,11.6521,117.574,84.0833,0.815506,11.2752,13.481,116.504,134.012,1.07019,-49.9282,324.872,276.548,601.42
343,0.37,0.39,43.2065,343,16450.0,-0.0313278,33.3118,11.0531,117.471,0.0123485,11.6832,2.9899e-06,2.90869,-2.57522,0.838892,-6.01277,-3.40501,15.079,8305.4,808.818,6449.63,11990.8,2.81374,-2.67016,0.648995,-6.10772,-3.49996,1.07362,8299.88,805.323,6444.11,0.528298,0.854847,0.18713,15710.6,-0.000858899,0.867073,11.5366,11.6301,117.836,83.5107,0.610996,11.6311,13.6753,116.56,133.147,1.27681,-49.6366,259.554,216.82,476.374
344,0.37,0.39,43.3965,344,16794.6,-0.0031121,34.0477,-10.9446,117.265,0.00140588,2.23587,0.532654,0.977894,0.743028,-3.33759,-6.66845,-4.15014,74.3269,8811.87,799.661,6330.85,12130.7,0.509877,0.275011,-4.27362,-7.13647,-4.61816,0.71964,8784.67,782.432,6303.65,0.547882,0.86515,0.186098,16033.9,-0.000733261,0.947267,11.3395,11.3731,117.669,83.6454,0.627046,11.2081,13.3515,116.352,133.172,1.31679,-49.5269,272.555,209.344,481.899
345,0.37,0.39,43.2465,345,27268.3,-0.054641,54.1746,11.0477,117.07,-0.040762,27.3212,327.151,3.07028,1.02362,5.34408,-3.89796,-1.95685,8.93285,13156.3,1256.97,10770.0,19519.6,3.01404,0.967369,5.23158,-3.95421,-2.0131,-0.611861,13153.0,1254.89,10766.7,0.515103,0.856925,0.176754,25534.7,-0.000394572,1.42101,11.4163,11.1998,117.461,83.3707,1.0586,11.2354,13.2808,116.321,132.976,1.14007,-49.6052,405.362,352.408,757.771
346,0.37,0.39,43.1565,346,26305.4,-0.107806,52.1604,11.1934,117.479,-0.0585844,57.8957,500.0,2.42382,-0.539771,-1.32187,-8.95086,-5.19373,51.6343,13005.5,1246.79,10005.8,19116.7,2.09869,-0.864899,-1.97212,-9.27598,-5.51886,0.873038,12986.6,1234.83,9986.9,0.530682,0.85734,0.185513,24471.5,-0.000528726,1.38328,11.5293,11.3472,117.886,83.4928,0.966269,11.4711,13.4198,116.588,132.997,1.29784,-49.5038,403.745,331.855,735.6
347,0.37,0.39,43.2965,347,23301.8,0.0178327,46.7112,11.0293,117.249,-0.026861,31.4707,8.77045e-12,1.7962,2.42279,-0.264315,-8.57615,-2.87601,49.8567,11660.2,1084.4,8888.34,16798.8,1.48227,2.10885,-0.892183,-8.89009,-3.18995,0.904896,11641.9,1072.85,8870.1,0.532993,0.861127,0.182208,21842.5,-0.00052693,1.23925,11.5162,11.3575,117.458,83.5524,0.867579,11.2824,13.362,116.494,133.221,0.964499,-49.6687,361.625,291.797,653.422
348,0.37,0.39,43.1865,348,14588.2,-0.0511408,29.2604,11.0278,117.395,0.00834718,16.3298,445.361,0.983047,2.66911,-2.08881,-5.3139,-4.94415,16.7698,7235.0,731.371,5739.52,10508.7,0.877452,2.56352,-2.3,-5.4195,-5.04974,0.753438,7228.86,727.483,5733.39,0.522987,0.850258,0.189454,13822.3,-0.00070203,0.745668,11.6586,11.7275,117.809,83.9467,0.547371,11.6365,13.592,116.56,133.792,1.24911,-49.8458,227.463,193.147,420.61
349,0.37,0.39,43.3465,349,20126.4,0.00999921,40.913,10.8442,117.272,-0.0223064,-24.3198,5.89348e-11,0.689532,2.29761,-2.05913,-6.04416,-6.51883,57.3302,10029.1,1004.11,7888.04,14460.5,0.328539,1.93662,-2.78111,-6.40515,-6.87982,0.798484,10008.1,990.821,7867.06,0.525216,0.852331,0.188315,19055.3,-0.000609442,1.08039,11.2249,11.4829,117.664,83.7872,0.785087,11.1868,13.1914,116.371,133.269,1.29349,-49.4816,310.686,258.473,569.159
350,0.37,0.39,43.1965,350,16027.6,-0.0263031,32.0563,-11.1929,117.179,-0.0277987,14.5723,500.0,0.0210367,-4.36475,-3.41962,-6.00007,-4.32911,42.9713,8090.54,761.312,6288.48,11693.4,-0.249542,-4.63533,-3.96078,-6.27065,-4.59969,0.799108,8074.81,751.351,6272.75,0.528163,0.859967,0.180763,15288.5,-0.000846408,0.822315,11.8614,11.7091,117.477,84.2566,0.599603,11.559,13.5572,116.407,133.979,1.06978,-49.7227,254.805,209.631,464.436
351,0.37,0.39,43.1665,351,17185.6,-0.0393935,35.3425,10.8915,117.411,0.0118978,-15.8588,500.0,2.14171,1.31631,-3.28662,-9.0685,-1.8592,-1.54418,9006.18,800.02,6637.61,12537.0,2.15143,1.32604,-3.26717,-9.05878,-1.84948,0.694599,9006.74,800.378,6638.18,0.541249,0.865417,0.181741,16640.7,-0.000888513,0.976608,11.3489,11.24,117.84,83.4072,0.651312,11.3487,13.3082,116.489,132.999,1.35026,-49.5915,277.937,219.459,497.396
352,0.37,0.39,43.1065,352,19862.4,-0.0650082,40.9726,10.8374,117.284,0.058765,16.8749,500.0,2.56371,-0.54549,0.020059,-4.93605,-3.69532,36.68,9918.24,919.457,7951.71,14487.2,2.33275,-0.776454,-0.441869,-5.16701,-3.92628,0.94462,9904.82,910.955,7938.29,0.520379,0.861364,0.174502,19033.9,-0.000702497,1.08538,11.2308,11.2145,117.706,83.5697,0.802925,11.0685,13.105,116.428,133.044,1.2782,-49.4747,304.985,259.836,564.821
353,0.37,0.39,43.2265,353,18433.2,-0.0328043,37.5719,10.8696,117.27,-0.0167012,-116.958,0.0296881,-0.802748,5.95986,-0.56357,-7.14044,-5.4434,41.6663,8891.72,913.381,7582.4,13358.1,-1.06511,5.6975,-1.08829,-7.4028,-5.70576,0.886215,8876.47,903.723,7567.15,0.504956,0.848774,0.180326,17578.7,-0.000653785,0.967218,11.185,11.3381,117.692,84.0782,0.748377,11.3117,13.2679,116.391,133.533,1.30072,-49.455,273.657,250.581,524.239
354,0.37,0.39,43.0065,354,21236.9,-0.0827921,42.5465,11.046,117.197,0.15542,-62.0004,46.2674,2.35271,0.575324,-0.110154,-8.53107,-7.81363,-4.38664,10851.3,999.436,8023.31,15612.8,2.38033,0.602945,-0.0549106,-8.50345,-7.78601,0.99589,10852.9,1000.45,8024.92,0.540442,0.861089,0.186762,20081.6,-0.000606411,1.16058,11.52,11.257,117.493,83.8223,0.786112,11.2681,13.3409,116.495,133.193,0.998033,-49.3705,335.782,263.645,599.427
355,0.37,0.39,43.0565,355,19500.1,-0.0181531,39.5511,10.9805,117.435,0.0154849,-24.8033,500.0,2.70033,5.07205,-10.3563,-5.68819,-6.92357,57.3317,9596.67,924.929,7731.95,14150.1,2.33933,4.71104,-11.0783,-6.0492,-7.28458,0.361912,9575.68,911.64,7710.96,0.519196,0.857187,0.178837,18443.3,-0.00069404,1.03666,11.3721,11.2771,117.817,83.8845,0.747678,11.4251,13.5401,116.617,133.404,1.20022,-49.5198,296.612,258.044,554.657
356,0.37,0.39,43.2365,356,17281.7,-0.0299804,35.1462,10.8045,117.158,-0.000740696,-22.1673,500.0,1.95893,2.50296,-4.25873,-4.90972,-4.15407,29.1704,8952.77,807.755,6475.1,12362.2,1.77525,2.31928,-4.62609,-5.0934,-4.33775,0.535659,8942.09,800.993,6464.42,0.546043,0.864486,0.185835,16376.2,-0.000451247,0.982285,11.2042,11.1898,117.492,83.1126,0.641616,11.2034,13.2023,116.429,132.608,1.06294,-49.4955,274.755,211.725,486.48
357,0.37,0.39,43.1765,357,13266.6,-0.00497901,27.1993,-10.9429,117.361,-0.00995083,4.26965,4.13701e-12,1.13238,-0.279414,-9.59953,-7.83196,-6.23404,19.9716,6625.74,706.023,5346.23,9690.57,1.00662,-0.40517,-9.85105,-7.95772,-6.35979,0.582,6618.43,701.393,5338.92,0.518759,0.843556,0.19485,12758.2,-0.000732898,0.710572,11.3484,11.4383,117.745,83.9111,0.514041,11.4976,13.6241,116.522,133.53,1.22243,-49.6185,205.788,179.643,385.431
358,0.37,0.39,43.2165,358,14498.3,-0.0422078,28.9893,11.0287,117.198,-0.0126834,-15.444,106.364,0.895733,0.475267,-4.27906,-6.53481,-6.61483,73.0836,7362.22,684.915,5521.2,10414.1,0.435545,0.0150788,-5.19943,-6.995,-7.07502,0.723711,7335.48,667.974,5494.45,0.537236,0.862548,0.182973,13654.1,-0.00055571,0.795183,11.4035,11.2353,117.571,83.2015,0.524331,11.654,13.6668,116.18,132.942,1.39081,-49.7401,227.302,186.314,413.616
359,0.37,0.39,43.2065,359,13834.6,-0.117718,28.6728,10.9462,117.222,-0.0488783,73.8307,397.142,2.95654,-4.07739,0.816774,-3.83305,-3.50026,7.25682,6844.18,665.842,5759.12,10334.6,2.91084,-4.12309,0.725386,-3.87875,-3.54595,1.09169,6841.53,664.16,5756.47,0.508231,0.854784,0.175282,13461.5,-0.000810159,0.733789,11.4802,11.2692,117.62,83.1215,0.565856,11.3172,13.4074,116.329,132.893,1.29114,-49.7712,211.797,191.552,403.349
360,0.37,0.39,43.3965,360,16818.8,0.00177491,34.3465,-10.7366,117.546,-0.0203766,37.248,500.0,0.263652,0.952035,-2.28456,-5.94676,-6.87369,-17.9638,8541.33,815.962,6429.61,12029.2,0.376765,1.06515,-2.05834,-5.83365,-6.76058,0.844191,8547.91,820.126,6436.18,0.535935,0.856235,0.190106,15949.5,-0.000534224,0.920689,11.3277,11.2981,117.929,83.2123,0.632992,11.1877,13.5136,116.626,132.587,1.30348,-49.3752,262.889,213.506,476.395
361,0.37,0.39,43.2465,361,15338.2,-0.0300873,32.1905,-10.6997,117.223,-0.0286354,-19.9136,500.0,-0.25882,2.61458,-5.02565,-5.43068,-7.89052,24.9826,7701.22,757.612,6300.57,11230.8,-0.416128,2.45727,-5.34027,-5.58799,-8.04783,0.68466,7692.08,751.821,6291.42,0.515306,0.853939,0.180416,14927.2,-0.000819489,0.848745,11.2127,11.1727,117.507,83.4306,0.625105,11.3237,13.1413,116.388,132.734,1.11851,-49.3031,237.219,207.528,444.747
362,0.37,0.39,43.1565,362,14238.6,-0.0293421,29.496,10.8558,117.377,0.0262946,-18.3726,500.0,-0.61593,0.395804,0.651289,-5.90301,-4.63309,4.9407,7498.65,702.589,5434.45,10439.4,-0.64704,0.364694,0.589069,-5.93412,-4.6642,1.05724,7496.85,701.444,5432.64,0.545448,0.859299,0.192145,13744.4,-0.000780217,0.805757,11.4077,11.2752,117.728,83.1894,0.529754,11.3951,13.5319,116.552,132.482,1.17597,-49.2927,231.226,182.243,413.469
363,0.37,0.39,43.2965,363,15621.8,0.00337729,32.1984,10.7154,117.253,-0.0284277,-2.65792,1.95249e-11,2.47658,1.66813,-6.49859,-6.64789,-2.77072,12.48,7810.98,737.15,6307.35,11233.9,2.398,1.58955,-6.65575,-6.72647,-2.8493,0.456406,7806.41,734.257,6302.78,0.51854,0.858663,0.176684,15054.6,-0.000675533,0.862237,11.1978,11.1031,117.582,83.1668,0.617887,11.3564,13.3424,116.362,132.536,1.2201,-49.3689,239.172,208.872,448.045
