cyc,time,charge,freq,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95,two2D_bg,two2D_a1,two2D_sh1,two2D_sv1,two2D_ch1,two2D_cv1,two2D_a2,two2D_sh2,two2D_sv2,two2D_ch2,two2D_cv2,two2D_chd,two2D_cvd,two2D_int1,two2D_int2,two2D_sumint
0,0.21,0.55,43.2893,0,19576.4,-0.23814,40.6519,11.1245,117.69,-0.727351,2022.61,331.926,1.3223,-2.48131,4.14837,-3.41226,-1.46445,82.7954,9671.15,715.389,8415.41,62612.4,0.800957,-3.00265,3.10569,-3.9336,-1.98579,1.61923,9640.85,696.197,8385.11,0.499947,0.887805,0.132657,19283.7,-0.000791574,1.07828,11.2993,10.8247,117.988,85.1203,0.881511,10.9743,12.3023,117.062,134.866,0.926374,-49.7455,294.237,265.516,559.754 
1,0.21,0.55,43.1993,1,15146.3,-0.274195,32.0906,-11.2212,118.141,0.291008,-78.112,258.626,2.35671,-3.10898,0.755157,-4.39116,-1.54899,25.9717,7673.4,555.384,6563.87,12462.2,2.19317,-3.27251,0.428083,-4.5547,-1.71253,1.06188,7663.89,549.363,6554.37,0.504157,0.888539,0.133748,15201.4,-0.000982862,0.827515,11.4624,11.1401,118.336,85.7718,0.681979,10.991,12.4868,117.486,135.686,0.85006,-49.9144,235.744,208.813,444.557 
2,0.21,0.55,43.2393,2,22738.2,-0.0124687,47.0907,10.9197,117.984,-0.0404637,-45.3472,500,3.70048,-0.546512,4.06368,-1.76826,-0.322844,27.2377,11095.2,848.847,9621.85,16799.2,3.52897,-0.718021,3.72066,-1.93977,-0.494352,0.0919655,11085.3,842.533,9611.88,0.500714,0.882606,0.139022,22138.9,-0.000649431,1.24549,11.1425,10.9086,118.298,85.6015,1.01501,10.8535,12.3711,117.343,135.794,0.954716,-50.1927,337.747,304.051,641.798 
3,0.21,0.55,43.2093,3,24521.2,-0.0733655,49.7931,11.1961,117.848,-0.174142,550.316,500,0.714056,0.350015,3.98954,-1.74121,0.986723,118.076,11419.6,975.533,10641.8,21267.8,-0.0294368,-0.393478,2.50255,-2.4847,0.243231,16.4643,11376.4,948.163,10598.5,0.482773,0.872712,0.141482,23564.7,-0.000685459,1.23064,11.4034,11.2475,118.201,86.1702,1.08979,11.1511,12.523,117.107,136.364,1.09384,-50.1934,352.142,339.521,691.663 
4,0.21,0.55,43.3393,4,24042.3,-0.0849398,49.5075,11.123,117.908,0.0662492,-41.8246,0.00247946,2.43681,0.978495,2.48199,1.97836,-0.813761,129.52,11936.9,947.081,9880.57,18016.3,1.62126,0.162943,0.850891,1.16281,-1.62931,0.60763,11889.5,917.059,9833.17,0.512531,0.881072,0.146611,23197.6,-0.000739418,1.31357,11.2609,11.067,118.182,86.7447,1.01986,11.0273,12.5555,117.172,136.884,1.00979,-50.1396,365.223,315.02,680.242 
5,0.21,0.55,43.1893,5,14678.5,-0.799075,30.5052,11.7295,118.273,0.116388,452.356,6.82514e-13,0.493362,-0.0111353,0.274665,-1.78555,-1.73252,50.8967,6726.17,583.796,6705.35,13361.8,0.172879,-0.331618,-0.366301,-2.10604,-2.053,0.921799,6707.54,571.999,6686.72,0.46589,0.870144,0.136127,14397.3,-0.000877536,0.711146,11.6311,11.3338,118.329,84.9045,0.654753,11.3818,13.1937,117.731,135.171,0.598187,-50.2666,209.151,219.357,428.508 
6,0.21,0.55,43.2193,6,20186.6,-0.0565409,41.4879,11.0846,117.839,0.020181,6.64019,500,1.80195,-0.0480111,0.892217,0.564582,-1.02438,77.9069,10080.7,669.041,8550.66,14974.9,1.31139,-0.53857,-0.0889019,0.074023,-1.51494,0.882559,10052.1,650.983,8522.15,0.506338,0.898205,0.123355,19852.6,-0.000811069,1.12695,11.3392,10.7753,118.248,85.8959,0.892337,11.0778,12.2359,117.097,135.87,1.15134,-49.9741,307.195,269.846,577.041 
7,0.21,0.55,43.0393,7,21004.6,-0.26827,44.5843,10.9161,117.771,0.39838,227.157,449.107,1.97444,-0.205853,3.98448,2.45065,1.58274,87.5126,10164.2,692.051,9281.98,18789.2,1.4234,-0.756896,2.88239,1.89961,1.03169,0.5552,10132.2,671.766,9249.95,0.487837,0.896037,0.117995,20769.6,-0.000811538,1.15884,11.025,10.7776,117.928,85.8096,1.00152,10.8417,12.063,117.062,136.02,0.865652,-50.2108,307.201,292.22,599.421 
8,0.21,0.55,43.0893,8,24939,-0.231152,50.245,11.3031,117.587,0.204205,49.7621,159.222,2.42539,2.44461,3.05,-0.825989,-0.0508288,129.569,12101.1,931.907,10329.8,18818.7,1.60953,1.62875,1.41828,-1.64185,-0.866688,0.339728,12053.7,901.874,10282.4,0.504795,0.884222,0.139098,23878.4,-0.000609241,1.30464,11.5304,11.113,117.957,86.0432,1.0732,11.0903,12.3436,116.799,136.334,1.15725,-50.2912,372.963,327.763,700.726 
9,0.21,0.55,43.2293,9,22052.9,-0.168623,45.556,11.0796,118.019,-0.0420922,212.075,500,0.295721,0.334128,4.25192,-2.82807,0.0559844,45.7141,10878.5,819.635,9250.27,16721.6,0.00787124,0.0462787,3.67622,-3.11592,-0.231865,-8.60893,10861.7,809.038,9233.54,0.50566,0.884682,0.138973,21480.3,-0.000732651,1.21442,11.2029,10.9281,118.319,85.8424,0.956256,11.1312,12.3779,117.355,136.078,0.964085,-50.2358,331.698,293.942,625.64 
10,0.21,0.55,43.3893,10,19033.3,-0.29216,40.324,11.0744,118.073,1.05598,-2355.78,205.135,2.61659,1.89071,-2.40523,-3.58608,-0.507299,48.5882,9627.52,687.526,8138.09,95518.7,2.31064,1.58477,-3.01712,-3.89203,-0.813247,0.21162,9609.73,676.263,8120.3,0.507161,0.890351,0.133007,18948.1,-0.000967553,1.08437,11.1672,10.8252,118.297,85.5647,0.847889,10.9592,12.4407,117.43,135.407,0.866633,-49.8427,292.452,257.906,550.358 
11,0.21,0.55,43.1693,11,12765.1,-0.0275031,26.5796,-11.1811,118.019,0.0615959,-0.330594,500,1.60164,-1.60656,-2.19015,2.34509,-1.79936,67.3922,6265.63,462.466,5608.82,9675.14,1.17729,-2.03091,-3.03885,1.92073,-2.22371,0.275678,6240.96,446.845,5584.16,0.49286,0.888654,0.128468,12662.7,-0.000825053,0.665275,11.5832,11.2649,118.219,85.5123,0.565396,11.2233,12.7781,117.242,135.888,0.976997,-50.3754,193.667,180.9,374.567 
12,0.21,0.55,43.1593,12,14274.1,-0.0212382,30.1917,11.0356,117.747,-0.00340386,-3.95539,500,-0.816315,1.64312,-0.878067,-0.92411,1.24767,82.8498,7043.06,547.501,6335.6,10846.7,-1.338,1.12143,-1.92143,-1.44579,0.72599,0.327653,7012.73,528.296,6305.28,0.491645,0.883522,0.133707,14263.8,-0.000923911,0.782756,11.2359,10.9786,117.931,85.1059,0.642505,11.2333,12.6361,116.986,135.106,0.944505,-50.0003,215.418,203.467,418.884 
