cyc,time,charge,freq,cyc.1,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95,two2D_bg,two2D_a1,two2D_sh1,two2D_sv1,two2D_ch1,two2D_cv1,two2D_a2,two2D_sh2,two2D_sv2,two2D_ch2,two2D_cv2,two2D_chd,two2D_cvd
11,0.02,0.85,43.2253,11,7323.72,-0.310764,21.755,8.93238,121.722,-1.34144,1045.28,100.2,-2.73135,1.3872,-1.49488,-2.0489,-4.51666,-136.144,5429.58,7.42092,3627.8,51971.6,-1.87409,2.24447,0.219647,-1.19163,-3.6594,1.05155,5538.03,17.2795,3736.25,0.590008,0.994569,0.00844744,9386.36,-0.00153082,0.852635,9.10614,8.49003,121.934,81.4277,0.534737,9.10617,9.2594,121.181,129.001,0.752814,-47.5735
12,0.02,0.85,43.2053,12,6298.33,-0.0223334,18.0633,8.98042,122.05,0.0231528,-9.46368,500.0,1.57258,-4.02536,-8.23839,-4.24554,0.205583,-197.742,4589.26,10.0269,3253.54,5287.79,2.81771,-2.78023,-5.74814,-3.00041,1.45071,0.208285,4746.77,24.3458,3411.05,0.574659,0.991104,0.0129771,8260.15,-0.00139676,0.700999,9.37217,8.53355,122.256,81.4857,0.468603,9.37285,9.22424,121.453,129.285,0.803313,-47.7994
13,0.02,0.85,43.0853,13,8648.91,-0.300447,25.0718,8.86441,121.934,-0.121948,406.76,489.216,4.19982,4.54608,-2.30675,-0.18382,2.69134,-143.236,6213.63,11.6673,4133.83,8849.62,5.10174,5.448,-0.502915,0.718098,3.59326,1.03503,6327.72,22.0394,4247.93,0.591205,0.993942,0.00946684,10703.1,-0.00154453,0.976119,9.26214,8.40996,122.135,81.2737,0.639536,8.79808,9.13549,121.377,128.817,0.758676,-47.543
14,0.02,0.85,43.1453,14,7312.18,-0.0173275,20.7772,9.08879,121.699,-0.0731536,0.831554,500.0,1.93955,1.47623,-7.99558,-4.65207,-0.0143821,-167.578,5301.61,18.7092,3718.82,6149.34,2.99474,2.53142,-5.88518,-3.59688,1.04081,-1.01887,5435.1,30.844,3852.31,0.578019,0.990166,0.0145347,9402.97,-0.00151727,0.783374,9.47403,8.7101,121.873,81.0865,0.530896,9.39582,9.22832,121.151,128.569,0.722105,-47.4821
15,0.02,0.85,43.2553,15,8656.42,-0.310692,24.3978,9.15095,121.65,-0.177685,547.973,486.125,-3.80695,-1.61261,0.254854,0.148983,-0.814045,-126.685,6328.23,9.109,3974.33,10437.6,-3.00925,-0.814908,1.85026,0.946685,-0.0163418,2.77303,6429.14,18.2826,4075.24,0.605002,0.995048,0.00819643,10626.6,-0.00149007,0.974778,9.31991,8.48014,121.722,81.5925,0.590443,9.17565,9.17949,121.141,129.168,0.581131,-47.5753
16,0.02,0.85,43.0353,16,9289.44,-0.304758,25.3279,9.33126,121.608,0.147285,-711.084,489.798,-4.8598,-2.61198,-6.94074,-2.46787,1.74465,-233.672,6542.5,9.65721,4477.53,11103.0,-3.38843,-1.1406,-3.998,-0.996495,3.21602,0.366152,6728.62,26.578,4663.66,0.583465,0.993135,0.010389,11532.2,-0.00144948,0.93586,9.65437,8.74227,121.845,81.9073,0.640808,9.05508,9.47496,121.09,129.618,0.754539,-47.7104
17,0.02,0.85,43.1553,17,5939.4,-0.00145575,18.0332,8.86374,121.769,0.00184806,6.44956,0.000587553,-2.72508,-2.10416,-1.80548,-2.54125,-2.66289,-216.686,4541.19,13.5452,3174.23,5203.75,-1.36066,-0.739745,0.923358,-1.17684,-1.29848,1.25281,4713.78,29.236,3346.83,0.577597,0.989263,0.0158367,8161.02,-0.00163367,0.682838,9.4679,8.57321,122.039,81.6528,0.473766,9.24137,9.14587,121.26,129.321,0.778975,-47.6681
18,0.02,0.85,43.2353,18,8299.93,-0.126481,22.9768,9.06705,121.873,0.0241565,542.602,499.797,-0.968487,-1.91644,-1.81073,2.23387,-2.12067,-112.043,6043.44,15.2451,3839.52,7208.59,-0.262983,-1.21093,-0.399726,2.93937,-1.41516,-0.143916,6132.68,23.3584,3928.76,0.602465,0.993379,0.0108336,10179.3,-0.00139003,0.895081,9.53923,8.60367,122.036,81.9187,0.565474,9.02648,9.31646,121.333,129.414,0.703245,-47.4951
19,0.02,0.85,43.1653,19,6193.48,-0.0922138,18.1205,9.17196,121.718,-0.0687831,67.2796,500.0,-1.46354,0.889084,-0.252348,-0.803341,-0.584651,-133.971,4553.9,14.2848,3337.66,5561.02,-0.619959,1.73266,1.43481,0.0402364,0.258927,0.49597,4660.61,23.986,3444.37,0.567792,0.991074,0.0126656,8208.31,-0.00155687,0.667065,9.38378,8.87576,121.943,81.5026,0.45555,9.64948,9.54494,121.194,129.031,0.749265,-47.5284
20,0.03,0.84,43.1484,20,7038.42,-0.027555,20.4752,8.86524,121.787,0.00498363,-33.3978,490.471,0.410689,-2.23592,-2.71737,-2.28171,0.751608,-177.022,5260.95,12.815,3449.36,5914.42,1.52535,-1.12126,-0.48805,-1.16705,1.86627,1.79326,5401.95,25.6336,3590.37,0.593619,0.991764,0.0129811,9100.03,-0.00151199,0.788669,9.33217,8.69626,121.995,81.1765,0.504795,9.17044,9.34153,121.335,128.675,0.660928,-47.4983
21,0.03,0.84,43.1884,21,5867.69,-0.000426367,17.266,8.8934,121.601,-0.0202875,-13.2642,500.0,-2.10145,1.20034,-7.65475,-0.713887,2.65946,-213.693,4502.96,7.9917,2952.32,5007.44,-0.755886,2.54591,-4.96362,0.631679,4.00503,4.39251,4673.18,23.4657,3122.54,0.592337,0.991289,0.0136543,7889.39,-0.00145444,0.661863,9.44894,8.78983,121.843,81.5121,0.436935,9.14067,9.29698,121.055,128.933,0.787824,-47.4207
22,0.03,0.84,42.9984,22,8729.29,-0.0112028,24.1106,8.91065,121.636,-0.00219301,-14.394,499.997,-2.74697,-0.233007,-5.56367,-1.72589,-1.71229,-156.012,6038.27,13.3458,4228.35,6994.83,-1.7646,0.749359,-3.59894,-0.743523,-0.729923,0.408811,6162.54,24.643,4352.62,0.578874,0.993051,0.0103217,10645.7,-0.00137871,0.915364,9.31252,8.62628,121.825,81.773,0.610946,9.22688,9.32854,121.13,128.997,0.695271,-47.2237
23,0.03,0.84,43.2084,23,6364.3,-0.0206152,18.2017,9.11171,121.771,-0.00859384,4.73277,2.00554e-09,-2.88445,-0.846484,-5.38221,-3.32394,2.00123,-184.129,4796.85,9.45803,3163.3,5400.25,-1.72504,0.31293,-3.06338,-2.16452,3.16064,0.119558,4943.51,22.7913,3309.97,0.591841,0.991996,0.0125252,8352.78,-0.00144755,0.705924,9.62836,8.61243,121.977,81.3507,0.456582,9.33524,9.28006,121.269,128.821,0.707646,-47.4707
24,0.03,0.84,43.1984,24,5883.93,-0.0228823,17.0996,9.03371,121.621,0.00518539,-62.4457,499.999,-0.767886,-0.700978,-4.21578,-0.718597,1.32624,-209.721,4413.67,6.31246,3081.57,5039.14,0.552669,0.619577,-1.57467,0.601958,2.64679,1.55323,4580.72,21.4988,3248.62,0.577878,0.991854,0.0120439,7926.79,-0.00145164,0.635983,9.71765,8.69656,121.767,81.6225,0.445159,9.31202,9.29119,121.077,129.28,0.689676,-47.657
25,0.03,0.84,43.2584,25,9010.14,-0.255479,24.4999,9.17087,121.701,0.11073,341.363,91.1909,0.833055,3.33926,-0.509649,-4.12278,-0.352166,-128.893,6409.13,14.6006,4051.69,8544.74,1.64466,4.15086,1.11356,-3.31118,0.459438,0.725544,6511.8,23.9341,4154.35,0.603459,0.993609,0.0105013,10790.8,-0.00126077,0.955243,9.43163,8.63154,121.81,81.5718,0.584224,9.18391,9.3483,121.085,129.216,0.72557,-47.6444
26,0.03,0.84,43.1384,26,7790.07,-0.00815409,22.1123,8.7748,121.83,-0.0187316,-14.2029,499.551,2.86957,-0.15744,-3.88276,-1.12757,-2.29565,-173.174,5625.23,5.10826,3790.57,6325.02,3.95999,0.932989,-1.7019,-0.0371452,-1.20522,1.87334,5763.17,17.6482,3928.51,0.587507,0.99467,0.00820744,9809.53,-0.00146701,0.85748,9.28729,8.56217,122.01,81.0586,0.548328,9.18312,9.46286,121.161,128.646,0.848951,-47.5873
27,0.03,0.84,43.2284,27,7440.57,-0.313298,21.3909,9.2165,121.766,-0.104892,247.415,499.979,2.05592,-1.40067,-0.756237,-1.40313,-2.96524,-244.982,5429.3,15.4938,3752.17,7262.67,3.5985,0.141917,2.32894,0.139462,-1.42265,0.513403,5624.44,33.2335,3947.31,0.580427,0.989765,0.0152723,9690.16,-0.00155435,0.789908,9.46487,8.82999,121.932,81.5116,0.521435,9.32288,9.61648,121.292,129.36,0.639454,-47.8488
28,0.03,0.84,43.3684,28,8360.73,-0.241292,23.9314,8.73206,121.652,-0.201149,240.961,57.7907,1.46055,0.00838679,0.30029,-3.57853,-1.71022,-160.849,5972.83,9.39765,3833.47,8380.51,2.47338,1.02121,2.32594,-2.56571,-0.697391,0.0905171,6100.95,21.0451,3961.59,0.599226,0.994,0.00969096,10181.4,-0.00127198,0.942912,9.00175,8.49843,121.773,81.3897,0.584749,8.84714,9.2759,121.255,128.824,0.517543,-47.4346
29,0.03,0.84,43.3184,29,8400.78,-0.266634,23.7555,9.02912,121.846,0.0372594,242.007,0.0825244,3.53902,2.49401,-0.151092,-1.92361,-0.0941278,-180.442,6068.39,2.32304,4045.99,7275.93,4.67522,3.6302,2.1213,-0.787408,1.04207,0.801402,6212.12,15.3893,4189.72,0.590083,0.995683,0.00672078,10527.5,-0.0015094,0.927078,9.3382,8.50745,122.05,81.5525,0.601064,9.09787,9.19044,121.255,128.79,0.794709,-47.237
30,0.03,0.84,43.1284,30,8584.66,0.00789213,23.3894,9.14444,121.557,-0.0902399,81.0907,500.0,-1.68251,0.0295228,-7.44347,-3.11759,-0.0512607,-135.389,6060.54,18.7111,4116.28,7200.81,-0.830004,0.882029,-5.73846,-2.26508,0.801246,0.197448,6168.39,28.5149,4224.13,0.586391,0.991975,0.0122824,10519.2,-0.00146134,0.886613,9.62966,8.70328,121.716,81.729,0.586944,9.3374,9.33988,121.124,129.242,0.59245,-47.5126
31,0.03,0.84,43.2384,31,7652.96,-0.302547,21.5396,9.31045,121.582,0.321287,680.781,212.816,2.60078,2.36964,-2.655,-0.969738,-4.25967,-138.528,5469.1,11.3885,3796.04,13648.6,3.47305,3.24192,-0.910454,-0.0974661,-3.3874,1.3925,5579.45,21.4196,3906.39,0.581009,0.993327,0.00999968,9603.02,-0.00142556,0.818827,9.40071,8.60633,121.749,81.472,0.559129,9.3005,9.10196,121.13,128.942,0.618592,-47.4698
32,0.03,0.84,43.2184,32,6660.07,-0.175611,19.6191,8.9187,121.819,-0.479485,441.805,2.60623,2.31149,-0.169547,2.45376,-3.97048,-1.84105,-197.346,5005.44,-6.0497,3355.61,12592.1,3.55413,1.07309,4.93904,-2.72784,-0.598418,0.208488,5162.63,8.24062,3512.8,0.587944,0.997214,0.00430277,8780.82,-0.00151494,0.760122,9.38186,8.57691,121.926,81.6674,0.508835,8.90444,9.15656,121.312,129.024,0.613621,-47.3566
33,0.03,0.84,43.0984,33,9004.36,-0.296858,24.7716,-9.22575,121.622,0.608437,382.467,400.4,0.478235,-1.04789,-4.16096,-4.31834,-3.44995,-192.445,6635.93,23.1718,3987.11,15015.0,1.69001,0.163881,-1.73742,-3.10656,-2.23817,0.667688,6789.22,37.1072,4140.4,0.614196,0.990526,0.0162412,11053.8,-0.00144555,0.970533,9.51439,8.72058,121.759,81.3639,0.574788,9.19125,9.44391,121.174,128.87,0.585184,-47.5059
34,0.03,0.84,43.1584,34,6303.04,-0.284233,18.9858,9.2511,121.578,-0.0843493,209.298,500.0,-3.94687,0.42996,-0.654749,-2.99618,-0.227969,-249.209,4785.37,17.8394,3393.69,6292.34,-2.37766,1.99917,2.48366,-1.42698,1.34124,-0.229885,4983.88,35.8852,3592.19,0.573926,0.987556,0.0180697,8683.84,-0.00173904,0.71277,9.59031,8.60057,121.784,81.5389,0.49163,9.41313,9.20475,121.027,129.088,0.756698,-47.5487
35,0.03,0.84,43.2684,35,9478.69,-0.177971,26.2046,9.17601,121.755,0.0775034,309.108,0.0604683,-2.75237,-1.20566,-3.73706,-3.78505,-4.28242,-172.135,6760.51,18.0141,4500.42,8607.42,-1.66848,-0.121778,-1.56929,-2.70116,-3.19853,0.830516,6897.62,30.4788,4637.53,0.590839,0.992327,0.0119619,11674.3,-0.00159903,1.01119,9.44696,8.62546,121.845,81.6128,0.653618,9.28492,9.222,121.353,129.236,0.491991,-47.623
36,0.03,0.84,43.0484,36,8958.36,0.00246323,24.994,-8.90274,122.018,-0.0513645,6.5995,500.0,0.634332,-2.23704,-0.765694,-0.0326056,-0.215483,-208.87,6379.19,18.2533,4217.97,7254.64,1.94953,-0.921842,1.86471,1.28259,1.09972,0.646482,6545.56,33.3781,4384.34,0.591746,0.991155,0.01383,11061.4,-0.00144408,0.959811,9.26613,8.67058,122.201,81.4238,0.613663,9.17777,9.36081,121.507,128.91,0.694298,-47.4865
37,0.03,0.84,43.1684,37,6148.28,-0.281558,18.2233,9.11935,121.756,-0.140789,299.355,134.04,-5.68804,-1.28111,-0.0474914,1.55656,-2.34868,-171.685,4616.36,14.4717,3153.41,6781.84,-4.60698,-0.200053,2.11462,2.63762,-1.26763,2.59904,4753.12,26.9039,3290.16,0.583779,0.990192,0.0148395,8141.98,-0.00148574,0.679449,9.35414,8.89528,121.973,81.2234,0.449673,9.48738,9.24464,121.407,128.518,0.566018,-47.2951
38,0.03,0.84,43.2484,38,8597.23,-0.0158025,22.7608,9.28502,121.531,-0.0184557,22.5923,500.0,-1.26029,-1.4592,-4.95399,-2.32402,1.06338,-186.648,5967.76,21.6075,4094.56,6893.22,-0.08501,-0.283929,-2.60344,-1.14874,2.23866,-0.382997,6116.44,35.1231,4243.23,0.583242,0.990051,0.0150189,10487.0,-0.0012673,0.85218,9.62211,8.8697,121.754,81.3594,0.576428,9.25535,9.41413,120.995,129.029,0.75841,-47.6693
39,0.03,0.84,43.1784,39,5488.38,-0.100757,16.4209,9.02363,121.681,0.165232,-97.8775,17.8657,-1.54912,-1.91453,-1.67418,-2.46004,-0.0842157,-159.237,4190.0,9.90374,2999.43,5350.09,-0.546445,-0.911852,0.331163,-1.45737,0.918458,1.19877,4316.84,21.4345,3126.26,0.572761,0.991386,0.0124724,7536.89,-0.00155328,0.623888,9.50825,8.63934,121.607,81.2133,0.423974,9.30404,9.52587,120.868,128.792,0.738877,-47.5786
40,0.04,0.83,43.1645,40,6968.98,-0.0111154,19.9127,8.92805,121.65,-0.015993,23.3826,500.0,0.35382,1.23383,-1.03543,-0.42751,-1.30757,-134.844,5295.97,4.78254,3194.79,5799.54,1.2029,2.08291,0.662726,0.421569,-0.458488,0.830575,5403.37,14.547,3302.19,0.613697,0.995311,0.00804959,8804.63,-0.00136169,0.783678,9.54789,8.66594,121.807,81.4518,0.482415,8.9145,9.17755,121.064,129.045,0.742624,-47.5928
41,0.04,0.83,43.2045,41,6112.0,-0.151607,18.5672,9.03117,121.832,-0.119337,145.639,499.99,-2.75415,-0.328344,-1.97503,-2.9897,-0.500349,-205.919,4837.06,-0.275596,3141.83,6024.45,-1.45753,0.968275,0.618212,-1.69308,0.79627,1.80512,5001.08,14.6355,3305.85,0.594934,0.994905,0.00808932,8406.11,-0.00173217,0.715176,9.58751,8.68953,122.041,81.219,0.45611,9.22425,9.35752,121.188,128.78,0.852152,-47.5614
42,0.04,0.83,43.0145,42,8425.61,-0.0168265,22.8089,9.03855,121.591,0.00921508,-40.7005,500.0,-3.49385,-4.48929,-0.473614,-0.553645,0.201551,-209.045,5816.27,27.4487,4019.51,6723.37,-2.17755,-3.17299,2.15898,0.762654,1.51785,3.36977,5982.79,42.5862,4186.03,0.581169,0.987697,0.0183957,10294.4,-0.00120829,0.862785,9.3835,8.6963,121.862,81.1695,0.572926,9.21946,9.39538,121.018,128.699,0.843523,-47.5292
43,0.04,0.83,43.2245,43,6267.23,-0.373552,19.459,9.17047,121.859,-0.743874,938.365,0.00733672,3.54652,-2.18182,-7.08085,-0.972208,-2.11264,-174.908,4793.14,11.9612,3360.84,28532.1,4.64787,-1.08047,-4.87815,0.129142,-1.01129,-1.22453,4932.46,24.6267,3500.16,0.577732,0.991338,0.012795,8537.62,-0.00173047,0.731005,9.33383,8.59754,121.983,81.4207,0.493294,9.27044,9.2212,121.402,129.188,0.580735,-47.7672
44,0.04,0.83,43.2145,44,5658.89,-0.263609,17.2912,8.83764,121.757,0.23463,5.47787,498.381,-1.78639,-1.06213,-2.44781,-0.0877827,-1.6474,-245.423,4267.51,10.553,2940.31,5016.42,-0.241031,0.483231,0.642913,1.45758,-0.102043,0.713068,4463.0,28.3246,3135.79,0.580148,0.989016,0.0163668,7692.87,-0.00148133,0.660903,9.31271,8.52637,121.829,81.1124,0.439944,9.17077,9.27924,121.489,128.581,0.340429,-47.4687
45,0.04,0.83,43.2745,45,8297.27,-0.0792638,23.4572,8.94546,122.071,-0.343568,286.444,0.00341724,-1.30125,2.6917,-3.40636,-5.27161,-2.34497,-149.976,6161.91,19.5154,3855.06,10034.5,-0.356886,3.63606,-1.51764,-4.32726,-1.40061,0.617369,6281.37,30.3755,3974.53,0.605426,0.991608,0.0138829,10375.1,-0.00152927,0.918635,9.4746,8.65425,122.259,81.2485,0.585428,8.89239,9.1419,121.449,128.674,0.810439,-47.4259
46,0.04,0.83,43.1545,46,7430.1,-0.289162,21.6408,8.96851,121.822,-1.65145,-1423.67,280.31,-1.57651,-0.846257,-1.84205,-3.17401,-1.43159,-207.207,5450.94,17.792,3665.07,82854.5,-0.271786,0.458467,0.767402,-1.86929,-0.126869,1.73642,5615.99,32.7963,3830.12,0.587384,0.989884,0.0155285,9561.01,-0.0015068,0.817674,9.31587,8.73464,122.143,81.5309,0.530166,9.15607,9.3612,121.18,129.155,0.962979,-47.6236
47,0.04,0.83,43.2445,47,7406.98,-0.0119429,21.2954,8.8475,121.756,0.0110049,-27.0231,500.0,0.416951,-3.18842,-4.56813,-1.69158,-1.49374,-102.709,5523.16,11.9089,3503.02,6143.07,1.06368,-2.54169,-3.27466,-1.04485,-0.847003,0.507163,5604.97,19.3463,3584.83,0.602857,0.993996,0.00984344,9297.35,-0.00151091,0.842095,9.27337,8.62026,121.872,81.1743,0.517292,9.20526,9.33128,121.238,128.857,0.633267,-47.6825
48,0.04,0.83,43.3845,48,8146.44,-0.0542877,23.6381,8.79569,121.779,0.0341473,40.8615,499.999,-3.22255,1.91257,0.60968,-1.08618,-3.1175,-165.963,5914.93,-7.84288,3925.28,6813.69,-2.17752,2.95759,2.69973,-0.041154,-2.07248,-0.976121,6047.13,4.17493,4057.47,0.591329,0.998793,0.00189184,10226.3,-0.00152438,0.923601,9.31454,8.3852,121.954,81.7201,0.602457,8.95595,9.05591,121.419,129.238,0.534949,-47.518
49,0.04,0.83,43.3345,49,8376.07,-0.117079,24.3084,8.92108,121.731,0.0798559,22.1886,2.33575e-05,-3.12432,-3.57247,1.31722,-3.58065,-1.97055,-165.927,6430.5,7.38814,3821.07,7117.1,-2.07953,-2.52767,3.40681,-2.53586,-0.925758,1.73076,6562.67,19.4033,3953.24,0.617111,0.994853,0.0089604,10634.5,-0.00173615,0.97743,9.43378,8.54453,121.856,81.2621,0.560983,9.18218,9.31177,121.261,128.733,0.594283,-47.4708
50,0.04,0.83,43.1445,50,8284.36,-0.267122,22.7942,9.22343,121.642,-2.44,-1457.54,445.137,2.13887,-2.57899,0.0381642,0.418736,-3.47656,-87.4382,5859.81,13.8706,3941.26,122617.0,2.68945,-2.02842,1.13931,0.969311,-2.92599,8.28786,5929.45,20.2023,4010.91,0.589368,0.994073,0.00919307,10060.7,-0.00133464,0.840731,9.58724,8.82921,121.779,80.9455,0.572128,9.14148,9.34762,121.069,128.278,0.709779,-47.3323
51,0.04,0.83,43.2545,51,8219.03,-0.284062,24.0015,8.99606,121.665,0.643123,60.1637,461.86,0.224301,2.0866,1.19913,0.196268,1.91671,-139.615,5879.34,10.5595,4131.3,8288.45,1.10342,2.96572,2.95736,1.07539,2.79582,0.728625,5990.54,20.6693,4242.51,0.578219,0.993998,0.00889483,10360.3,-0.00162897,0.901141,9.46937,8.38485,121.853,81.348,0.607972,9.22065,9.23863,121.157,128.809,0.695284,-47.4606
52,0.04,0.83,43.2345,52,6152.95,-0.0633601,18.7138,-8.78681,121.769,0.0287142,-21.1436,499.999,1.31117,2.40816,-6.10354,-5.3376,-2.89072,-186.477,4881.48,22.4348,2996.28,5372.66,2.48537,3.58235,-3.75514,-4.1634,-1.71652,-0.0526453,5030.01,35.9381,3144.82,0.608285,0.987651,0.0206171,8269.17,-0.00155096,0.747668,9.27705,8.57478,121.869,81.0823,0.434941,9.12118,9.44292,121.075,128.423,0.794478,-47.3405
53,0.04,0.83,43.1145,53,9696.36,-0.0585734,25.8496,9.1796,121.596,-0.0320209,28.1471,0.0183461,-1.08043,-1.40476,-3.27813,-0.508904,0.808582,-118.23,6831.86,19.0196,4364.93,7753.9,-0.335971,-0.660299,-1.78921,0.235557,1.55304,-0.794815,6926.04,27.5809,4459.1,0.601275,0.993079,0.0112656,11518.9,-0.00132539,1.00365,9.52844,8.69553,121.831,81.148,0.637305,9.21456,9.20793,121.019,128.557,0.811489,-47.4088
54,0.04,0.83,43.1745,54,5997.49,-0.0100661,17.9945,8.75781,121.678,-0.0053382,-7.97122,2.24762e-12,-3.16739,-0.173142,-5.24204,-2.61827,-2.3828,-97.9407,4588.27,1.95715,2994.74,5131.54,-2.55069,0.443565,-4.00863,-2.00156,-1.76609,0.594408,4666.29,9.04927,3072.75,0.595857,0.996618,0.00539574,7831.22,-0.00150098,0.708985,9.25579,8.65765,121.783,81.3371,0.442824,9.20146,9.20951,121.057,128.959,0.72682,-47.622
