cyc,time,charge,freq,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95,two2D_bg,two2D_a1,two2D_sh1,two2D_sv1,two2D_ch1,two2D_cv1,two2D_a2,two2D_sh2,two2D_sv2,two2D_ch2,two2D_cv2,two2D_chd,two2D_cvd,two2D_int1,two2D_int2,two2D_sumint
68,0.11,0.65,43.3236,68,20928.4,-0.0481084,43.1853,11.1329,118.109,0.00090871,7.1699,1.12858e-06,-0.617956,1.84172,-1.52481,-1.32067,-1.34515,31.8407,10256.2,709.176,9128.55,15651.2,-0.818448,1.64123,-1.9258,-1.52116,-1.54564,0.538157,10244.5,701.796,9116.9,0.494213,0.89295,0.12419,20728.9,-0.00100431,1.12174,11.4318,10.9683,118.484,87.074,0.944269,11.1158,12.3634,117.418,137.745,1.06576,-50.671,313.796,289.514,603.31 
69,0.11,0.65,43.2336,69,16854.8,-0.0282485,35.4541,11.212,117.869,0.00239158,14.143,0.000252877,0.0633875,0.669114,-1.33931,0.144783,-1.3136,93.1464,7583.78,637.395,8279.74,12941.4,-0.52313,0.0825963,-2.51234,-0.441735,-1.90012,0.525502,7549.69,615.803,8245.65,0.44326,0.875088,0.120935,17032.2,-0.00127114,0.800403,11.6742,11.3689,118.249,87.7955,0.838622,11.208,12.5513,117.207,138.505,1.04211,-50.7093,237.002,263.196,500.198 
70,0.11,0.65,43.2736,70,25901.6,-0.0813863,53.1494,11.0925,117.87,0.0705584,-378.916,0.0289946,-1.50808,-1.47164,2.84733,-1.4522,-1.91889,67.8129,12164.7,895.293,11478.8,20062.5,-1.93508,-1.89864,1.99333,-1.8792,-2.34589,1.32864,12139.9,879.574,11454,0.479611,0.887474,0.123928,25311.9,-0.00102062,1.33398,11.4116,10.9791,118.271,87.7664,1.19599,10.9904,12.512,117.211,138.478,1.05963,-50.7111,372.873,366.914,739.787 
71,0.11,0.65,43.2436,71,20706.6,-0.252374,42.1602,11.3472,118.26,0.0562842,67.4183,266.362,2.13221,-2.72021,0.804178,-2.57514,-1.04171,95.1857,9396.93,771.531,9174.26,15697,1.53285,-3.31957,-0.394539,-3.1745,-1.64106,0.943612,9362.09,749.467,9139.42,0.47111,0.877121,0.131235,19872.4,-0.000795159,1.0001,11.4626,11.3908,118.589,86.8051,0.920795,11.355,12.8371,117.539,137.382,1.0502,-50.5773,291.327,299.443,590.77 
72,0.11,0.65,43.3736,72,20517,-0.26985,42.6047,11.1786,117.69,0.0993993,121.457,446.122,-1.16286,-0.817509,-0.664035,-3.56274,-0.227273,117.165,10374.5,736.322,8493.34,15896.9,-1.90061,-1.55526,-2.13954,-4.3005,-0.965026,0.803006,10331.6,709.164,8450.46,0.515301,0.892761,0.133891,20049.6,-0.000827644,1.15002,11.3109,10.9178,117.877,87.1858,0.880164,11.0801,12.3983,117.045,137.67,0.831744,-50.4845,316.836,269.753,586.59 
73,0.11,0.65,43.2236,73,14580.2,-0.0925093,30.753,-11.2183,118.259,-0.0341901,63.8194,500,-1.09453,1.96553,0.0464409,-1.00916,-2.85696,68.5157,6641.32,521.752,6909.01,11301.8,-1.52596,1.53411,-0.816409,-1.44058,-3.28839,0.85256,6616.24,505.87,6883.93,0.455264,0.881988,0.119228,14532.8,-0.00107279,0.710318,11.5216,11.2793,118.598,87.73,0.70121,11.3068,12.7724,117.68,138.814,0.918173,-51.0841,205.942,225.922,431.865 
74,0.11,0.65,43.2536,74,23041.8,-0.00765078,47.3908,-11.1934,118.075,0.157618,-124.683,500,-0.00213736,4.25828,-0.548282,-0.267401,0.686204,113.239,10936.4,838.482,10251.7,17908.1,-0.71517,3.54524,-1.97435,-0.980434,-0.0268294,-12.0288,10894.9,812.234,10210.3,0.481294,0.884592,0.127811,22636.8,-0.00111189,1.16952,11.5749,11.1786,118.554,88.0434,1.0628,11.1059,12.4109,117.324,138.663,1.22975,-50.6194,337.605,326.818,664.423 
75,0.11,0.65,43.0736,75,23071,-0.030441,46.9256,11.2127,118.047,0.00218708,-26.6782,500,1.36713,-0.694806,-1.17486,-0.524759,0.379408,87.641,11120.2,854.848,9977.68,17130.2,0.815281,-1.24666,-2.27856,-1.07661,-0.172444,0.42446,11088.1,834.533,9945.6,0.492247,0.883618,0.133877,22525.6,-0.000933241,1.18961,11.5375,11.197,118.376,87.0174,1.02225,11.1576,12.4509,117.373,137.352,1.00315,-50.3346,342.857,316.83,659.687 
76,0.11,0.65,43.1236,76,26108.7,-0.341405,53.0163,11.4273,118.221,0.559715,-252.876,94.6993,1.2498,-4.29535,-3.307,-1.37161,3.30672,89.6053,11454.7,1021.48,11822.9,24329.5,0.685576,-4.85957,-4.43545,-1.93583,2.74249,0.431555,11421.9,1000.71,11790.1,0.457234,0.86706,0.135212,24980.5,-0.000949068,1.19352,11.5394,11.644,118.596,88.1274,1.18453,11.2266,12.992,117.588,139.022,1.00761,-50.8942,357.783,385.451,743.234 
77,0.11,0.65,43.2636,77,24093.2,-0.194431,49.6877,11.1524,118.439,0.0715119,13.6782,500,0.725458,0.985432,0.162303,-3.90297,-1.17599,67.2689,11077.3,833.307,10848.1,18070.9,0.301884,0.561858,-0.684845,-4.32654,-1.59957,0.880839,11052.7,817.714,10823.5,0.470334,0.885371,0.122169,23499.7,-0.000866382,1.22948,11.299,10.9245,118.721,87.9348,1.13245,11.1636,12.3024,117.849,138.754,0.871745,-50.8192,338.58,346.986,685.565 
78,0.11,0.65,43.4236,78,17785.2,-0.265061,37.3886,-11.1366,118.024,0.176417,15.564,420.508,-0.356465,-0.890601,-1.94228,-2.0639,-2.00242,94.398,8783.22,608.378,7818.85,13643.9,-0.950864,-1.485,-3.13108,-2.6583,-2.59682,0.710676,8748.67,586.496,7784.3,0.494258,0.895001,0.121875,17700.6,-0.000938766,0.974575,11.3777,10.8051,118.329,86.4735,0.80958,10.9591,12.5313,117.411,136.752,0.917388,-50.2787,267.299,248.043,515.342 
79,0.11,0.65,43.2036,79,16124.4,0.00483936,34.209,11.0294,118.233,-0.0290453,-3.43456,500,-1.54173,0.182861,0.511611,-1.60946,1.59327,94.8222,7687.38,516.501,7412.93,12285.7,-2.1388,-0.414209,-0.682529,-2.20653,0.9962,0.84648,7652.68,494.521,7378.22,0.474213,0.898403,0.109897,16137.6,-0.00105732,0.842695,11.4476,10.9457,118.633,87.7145,0.78297,11.0165,12.3694,117.645,138.414,0.988287,-50.6995,235.573,238.031,473.605 
