cyc,time,charge,freq,cyc.1,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95,two2D_bg,two2D_a1,two2D_sh1,two2D_sv1,two2D_ch1,two2D_cv1,two2D_a2,two2D_sh2,two2D_sv2,two2D_ch2,two2D_cv2,two2D_chd,two2D_cvd
36,0.06,0.7,43.2509,36,22608.0,-0.308757,47.7998,11.0062,118.051,0.173053,-11.1682,451.956,-3.63162,3.20392,1.65034,-0.726814,-3.33124,-73.8762,11966.2,69.9919,11546.1,17189.0,-3.16644,3.6691,2.58069,-0.261635,-2.86606,59.1868,12069.8,75.7485,11649.7,0.47394,0.989137,0.011836,25466.9,-0.0011111,1.19163,11.312,10.9375,118.388,88.0173,1.08881,10.844,12.2854,117.436,138.781,0.951708,-50.7632
37,0.06,0.7,43.2209,37,18600.5,0.170731,39.3347,10.853,118.05,0.0568812,-181.533,500.0,0.428045,0.2221,11.4379,0.14552,-2.46668,-58.226,9754.85,41.3909,9700.62,14233.1,0.794679,0.588734,12.1711,0.512154,-2.10005,-0.0170879,9836.51,45.928,9782.28,0.466492,0.991895,0.00857457,21086.1,-0.00108416,0.964439,11.3538,11.0223,118.419,88.5836,0.922216,10.7871,12.2946,117.423,139.399,0.996187,-50.8159
38,0.06,0.7,43.3509,38,22332.7,-0.0785307,47.0757,10.956,118.263,-0.00327598,-131.314,1.37856e-10,1.69089,3.59604,1.08994,1.82851,-1.00362,-31.177,11725.9,53.8917,11459.8,16803.8,1.8872,3.79236,1.48257,2.02482,-0.807302,0.823075,11769.6,56.3211,11503.5,0.47081,0.991695,0.00893833,24998.6,-0.00112078,1.15747,11.3256,11.0148,118.668,87.8794,1.08387,10.9206,12.238,117.577,138.594,1.09152,-50.7142
39,0.06,0.7,43.2009,39,14359.0,-0.0107733,30.635,11.0829,118.076,-0.0205775,7.72959,500.0,-3.79567,0.0192428,3.51553,-0.313204,-2.63983,-114.662,7188.44,42.318,8171.51,11057.9,-3.07367,0.741239,4.95953,0.408792,-1.91783,-3.43587,7349.27,51.2527,8332.33,0.43406,0.987943,0.011204,16931.4,-0.00123421,0.688608,11.3991,11.433,118.546,88.325,0.715098,11.299,12.7925,117.412,139.317,1.13397,-50.9923
40,0.06,0.7,43.2309,40,23172.8,-0.213466,48.6667,11.0568,117.921,0.242825,-431.219,0.000281307,0.0231608,3.22273,1.70838,0.804889,-1.94636,-35.8786,11649.8,66.1035,12368.4,20925.5,0.249079,3.44865,2.16022,1.03081,-1.72044,0.582026,11700.1,68.8993,12418.8,0.450321,0.9898,0.0101166,25981.7,-0.00124798,1.15046,11.3717,11.0791,118.319,88.5153,1.15078,10.9158,12.4477,117.332,139.318,0.986926,-50.8032
41,0.06,0.7,43.0509,41,22892.4,0.032399,47.8163,-10.8665,118.047,0.0255327,-35.5303,0.00117092,0.698626,-1.19271,4.32761,0.919715,-0.526494,-45.0059,11974.4,62.1511,11634.0,16944.1,0.982017,-0.909317,4.89439,1.20311,-0.243104,0.174234,12037.5,65.6581,11697.1,0.472259,0.990545,0.0102342,25489.2,-0.000856611,1.20372,11.1607,10.9145,118.535,87.9267,1.12135,10.8083,12.0308,117.361,138.625,1.17431,-50.6985
42,0.06,0.7,43.1009,42,21652.0,-0.0632104,44.9291,11.1093,117.821,-0.170657,104.631,500.0,2.9797,0.550691,6.74135,-1.77884,0.752395,-71.6267,11829.5,73.4639,10628.6,16829.7,3.43071,1.0017,7.64338,-1.32783,1.20341,0.36046,11930.0,79.0452,10729.1,0.491585,0.988538,0.0133898,24268.4,-0.000955192,1.15741,11.3463,11.0208,118.22,87.6091,0.987609,10.9771,12.3494,117.133,138.098,1.08714,-50.4888
43,0.06,0.7,43.2409,43,23553.0,-0.0844167,48.7385,11.1582,117.744,-0.0278547,111.922,500.0,0.0278949,-0.548828,-0.497218,-0.730727,-4.1806,-30.9575,11704.0,77.7594,12671.5,17805.2,0.222826,-0.353897,-0.107356,-0.535796,-3.98567,0.977446,11747.4,80.1717,12714.9,0.44549,0.988198,0.0114817,26369.6,-0.00108624,1.1579,11.3828,10.9942,118.276,88.3283,1.15981,11.1134,12.3216,117.042,138.877,1.23462,-50.5484
44,0.06,0.7,43.4009,44,23364.5,-0.324007,47.821,11.383,117.997,0.250392,-7.59895,484.388,-2.64006,-1.639,0.669009,0.0861727,1.02189,-56.5642,12524.4,89.3524,11625.3,17782.1,-2.28389,-1.28283,1.38135,0.442342,1.37806,4.78488,12603.8,93.76,11704.6,0.483568,0.987149,0.0145416,26064.1,-0.000908066,1.2008,11.5249,11.1052,118.344,88.5075,1.0591,11.0863,12.371,117.294,139.2,1.05009,-50.6927
45,0.06,0.7,43.1809,45,15383.9,-0.155987,32.2955,11.1406,117.995,0.0559449,107.949,0.887652,-0.928988,0.0934363,2.30096,1.01523,-4.57899,-67.5235,8144.03,43.8247,8023.39,11909.0,-0.50381,0.518614,3.15131,1.44041,-4.15382,-5.96099,8238.74,49.0863,8118.1,0.468788,0.989681,0.0110156,17574.6,-0.000947327,0.78834,11.4276,11.163,118.295,86.9736,0.708901,11.0981,12.8526,117.296,137.953,0.999228,-50.9796
46,0.06,0.7,43.1709,46,20441.0,-0.0622036,41.9504,11.2581,117.921,0.0775179,74.1629,500.0,-1.67672,-3.26827,-3.55142,-2.53051,-0.330596,-13.8303,10887.8,83.5726,10253.9,15561.5,-1.58963,-3.18118,-3.37725,-2.44342,-0.24351,0.688302,10907.2,84.6503,10273.3,0.48004,0.9866,0.0149517,22721.5,-0.000863431,1.03105,11.4814,11.2752,118.309,87.0853,0.924675,11.1338,12.532,117.224,137.75,1.08506,-50.6643
47,0.06,0.7,43.1509,47,19022.3,-0.0155569,39.7307,11.0084,117.81,0.0773962,-732.491,3.66285e-13,2.40641,-3.71078,-0.406806,-4.82733,-5.45294,-16.1425,10559.1,67.3619,9142.27,16083.4,2.50806,-3.60913,-0.203515,-4.72568,-5.3513,0.982119,10581.7,68.6198,9164.91,0.500996,0.988779,0.0136046,21121.4,-0.000721081,1.04637,11.2742,10.9946,118.044,87.6215,0.851804,10.8174,12.3101,117.145,138.187,0.898592,-50.5659
48,0.06,0.7,43.0009,48,22976.8,-0.285236,47.2433,11.249,118.118,0.126218,-596.994,499.233,0.65503,2.00459,4.21698,-3.08237,2.2445,-84.2286,12073.2,80.2623,11595.2,19753.0,1.1854,2.53496,5.27771,-2.55201,2.77486,0.427637,12191.3,86.8256,11713.3,0.47508,0.98769,0.0134708,25661.6,-0.000768377,1.17149,11.3062,11.0955,118.488,87.196,1.0449,11.1035,12.5227,117.473,137.976,1.01503,-50.7798
49,0.06,0.7,43.1609,49,20789.2,-0.284442,43.8666,11.0296,118.02,-0.12443,246.655,486.878,-1.05293,0.268158,-2.58569,-1.00491,-2.17502,5.23643,11130.6,64.9388,10475.2,16749.4,-1.0859,0.235186,-2.65163,-1.03789,-2.20799,0.607062,11123.2,64.5308,10467.8,0.480252,0.98995,0.0112285,23161.2,-0.000934534,1.10343,11.2604,10.9283,118.434,87.2641,0.972802,10.8536,12.4983,117.359,137.925,1.0748,-50.6606
50,0.06,0.7,43.1909,50,15740.1,0.036781,32.5933,11.4025,118.295,-0.078766,-19.6075,498.631,-0.41404,0.723049,1.15863,-0.149673,-2.00292,-105.671,8274.55,52.7904,8409.86,12148.6,0.251341,1.38843,2.48939,0.515707,-1.33754,0.24731,8422.76,61.0245,8558.08,0.461153,0.98748,0.0129651,18264.5,-0.00118372,0.745274,11.78,11.699,118.538,87.5399,0.717274,11.4176,13.0192,117.651,138.365,0.887524,-50.825
51,0.06,0.7,43.3009,51,20017.9,0.0135586,41.8492,-11.045,117.672,-0.122762,-56.4511,500.0,-0.469693,-2.0864,-1.69449,-0.456215,-2.56661,-56.892,10356.1,51.0751,10489.8,15272.5,-0.111459,-1.72817,-0.978023,-0.0979816,-2.20838,0.809129,10435.9,55.5082,10569.6,0.46195,0.990778,0.00958147,22590.9,-0.00109717,1.062,11.2137,10.6779,118.032,87.3888,0.986438,11.0876,12.196,117.019,138.124,1.01317,-50.7356
52,0.06,0.7,43.2109,52,14351.4,-0.16428,30.7242,11.2373,118.055,0.0969314,33.7964,0.0145728,-0.498047,0.412449,0.0520983,-0.0923225,-5.69543,-58.1488,7748.98,45.5568,7544.91,11345.9,-0.131899,0.778596,0.784393,0.273825,-5.32928,1.21642,7830.54,50.0879,7626.47,0.471691,0.98893,0.0119537,16601.0,-0.00123953,0.73557,11.4838,11.4035,118.319,87.3679,0.679101,11.2795,12.6319,117.353,138.245,0.965316,-50.8766
53,0.06,0.7,43.2509,53,23609.1,-0.317773,48.7184,11.266,118.129,-0.668466,467.472,4.67043,3.83622,-0.0551389,-0.95781,-2.47865,1.39593,-57.7621,12622.2,69.3278,11767.7,28039.8,4.19993,0.308573,-0.230385,-2.11494,1.75964,1.05873,12703.2,73.8288,11848.7,0.482476,0.989932,0.0113478,26329.3,-0.00105175,1.22045,11.4711,11.0493,118.487,87.4511,1.07137,11.1171,12.5303,117.433,137.95,1.05363,-50.4985
54,0.06,0.7,43.2209,54,17547.7,-0.00830376,37.167,-11.0395,118.042,0.00115189,-30.0802,6.98414e-12,0.265154,0.853966,6.60681,-0.804211,-0.260514,-124.657,9049.93,54.7882,9419.95,13357.9,1.05009,1.6389,8.17668,-0.0192794,0.524417,0.280906,9224.77,64.5017,9594.8,0.455347,0.987912,0.0122322,20258.8,-0.00111795,0.881267,11.3846,11.0792,118.413,87.6037,0.860027,11.1063,12.5016,117.343,138.347,1.06993,-50.7434
