cyc,time,freq,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95,two2D_bg,two2D_a1,two2D_sh1,two2D_sv1,two2D_ch1,two2D_cv1,two2D_a2,two2D_sh2,two2D_sv2,two2D_ch2,two2D_cv2,two2D_chd,two2D_cvd
140,0.75,43.24,140,32102,-0.0316181,61.6337,11.8295,116.798,-0.0333452,-16.2157,499.987,-0.515244,-1.50357,-4.96283,-1.17243,-4.90466,-16.5408,16367.7,148.208,16452.8,23752,-0.411091,-1.39941,-4.75452,-1.06828,-4.8005,0.617613,16390.9,149.497,16476,0.463829,0.984289,0.0164398,35338.3,-0.00110745,1.33686,12.1513,12.355,117.225,90.0236,1.29515,11.8151,13.5983,116.036,141.542,1.18937,-51.5185 
141,0.75,43.05,141,36898.6,-0.0290663,71.511,11.6448,116.447,-0.0188008,-6.11563,1.53307e-11,-4.51629,-0.217012,-4.23462,-1.57109,-2.9058,-24.617,18424.7,158.767,19031.8,27111.9,-4.36129,-0.0620047,-3.9246,-1.41608,-2.75079,0.686402,18459.2,160.685,19066.4,0.457075,0.984995,0.0152873,40385.6,-0.000942616,1.56195,11.9614,12.2003,116.812,89.8403,1.56296,11.5496,13.148,115.736,141.128,1.076,-51.2878 
142,0.75,43.2,142,32015.3,-0.0176304,61.2491,11.8531,116.407,0.00843561,-62.0285,493.596,-0.999862,1.56798,-3.29442,2.68417,-1.04612,28.0985,15488.5,132.123,17174,23650.5,-1.17679,1.39105,-3.64828,2.50724,-1.22305,-0.697002,15449.1,129.933,17134.6,0.439471,0.985495,0.0137764,35153.9,-0.00103403,1.30534,12.0656,12.1757,116.761,89.8215,1.37208,11.8369,13.2345,115.612,141.216,1.14864,-51.3947 
143,0.75,43.3,143,35485.6,-0.310135,69.9724,11.5184,116.804,0.455068,-278.816,470.075,-2.76614,-4.3418,-2.43911,3.134,-0.707457,26.6457,18524.9,129.693,17703.6,30367.4,-2.93393,-4.50958,-2.77468,2.96622,-0.875238,0.658594,18487.5,127.616,17666.2,0.476437,0.988064,0.0131322,38803.7,-0.00118779,1.59226,11.8929,12.0758,117.178,89.8775,1.48268,11.3901,13.1865,116.155,141.352,1.02335,-51.4748 
144,0.75,43.25,144,35686,-0.314778,68.2221,11.8855,116.627,-0.252238,362.744,282.949,-1.08414,-1.02897,-7.38913,-0.611932,0.33112,16.1912,18760.6,181.671,17439.7,29374.4,-1.18609,-1.13092,-7.59303,-0.713884,0.229168,0.269533,18737.9,180.409,17417,0.48334,0.98343,0.0187237,38767.5,-0.00103189,1.53345,12.2502,12.2769,117.105,89.254,1.41283,11.6501,13.4292,115.755,140.632,1.35058,-51.3781 
145,0.75,43.125,145,37340.5,-0.325304,72.152,11.7523,116.826,-1.49989,1287.13,225.412,-0.466082,-3.78253,-3.35575,0.750741,-1.62592,26.428,19824.5,159.972,18106.2,90449.4,-0.632493,-3.94894,-3.68857,0.58433,-1.79233,0.610828,19787.5,157.913,18069.2,0.487772,0.986227,0.0158438,40567,-0.000951552,1.65737,12.0131,12.1984,117.187,88.7813,1.46598,11.6076,13.396,116.095,140.06,1.09193,-51.2791 
146,0.75,43.275,146,37342.3,-0.0941656,72.1268,11.7526,116.545,0.069649,-46.5188,3.91995,1.21316,-1.31554,2.41658,0.0346293,1.62538,-56.6359,19515.4,155.586,18579.1,27700.1,1.56978,-0.958921,3.12982,0.39125,1.982,0.488083,19594.8,159.999,18658.5,0.477316,0.985912,0.0155506,41052.1,-0.00115947,1.61189,12.1574,12.2259,116.886,89.559,1.51265,11.6235,13.3171,115.759,141.034,1.12744,-51.4752 
147,0.75,43.21,147,31873.4,-0.0127333,60.1892,12.0459,116.721,-0.0334967,91.9206,500,2.6422,1.66054,0.972274,1.68091,-0.602477,55.2907,16871.9,161.617,15653.1,23702.5,2.29405,1.31239,0.275972,1.33276,-0.950627,0.935287,16794.3,157.308,15575.6,0.483899,0.983873,0.0182649,34706.2,-0.00104572,1.29143,12.4193,12.8904,117.079,88.8612,1.19635,11.9609,13.8638,115.845,140.263,1.23333,-51.4016 
148,0.75,43.325,148,36183.1,-0.132725,70.7701,11.653,116.761,-0.315734,36.2167,500,4.66979,2.60983,-3.75987,0.615556,-3.86304,-6.25766,18834.8,148.46,18132.4,27218.5,4.70919,2.64923,-3.68107,0.654959,-3.82364,8.2365,18843.6,148.948,18141.2,0.474579,0.986356,0.0148992,39705.9,-0.00109471,1.58754,12.0558,12.0073,117.081,88.9558,1.48087,11.5491,13.3791,116.079,140.445,1.00168,-51.4889 
149,0.75,43.175,149,39038.5,-0.0298014,74.2905,11.8664,116.352,-0.0286994,-65.2895,0.0206963,3.14112,0.11866,0.104459,1.34056,-2.72678,67.9162,21412.5,203.998,18231.6,28758.7,2.71347,-0.30899,-0.750841,0.912915,-3.15443,-0.277212,21317.2,198.706,18136.3,0.505458,0.983949,0.0197832,42174,-0.00093881,1.70968,12.3005,12.4777,116.665,89.3378,1.48499,11.6105,13.2846,115.453,140.406,1.21211,-51.0687 
