cyc,time,freq,cyc2,T,TF,EF,EFkHz,ToTF,wx,wy,wz,bx,by,bz,q,mu0,offs,N,Npix,ENoEF,EkHz,ENoEF2,EkHz2,SNkB,tof,AR,beta_visc
92,0.12,43.3208,92,3.28865e-07,6.85255e-07,9.46097e-30,14.2784,0.479917,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,0.168949,7.67109e-31,4.35927e-13,40142.4,57592.9,1.31111,18.7206,1.27443,18.1969,1.38315,0.0066,1.42935,6.683e-06 
93,0.12,43.2058,93,3.76022e-07,6.35866e-07,8.77909e-30,13.2493,0.591354,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.389063,-2.01984e-30,-1.07508e-13,32073.3,45085.2,1.64584,21.8063,1.51146,20.0258,0.847904,0.0066,1.38959,6.683e-06 
94,0.12,43.2208,94,3.73725e-07,6.23572e-07,8.60935e-30,12.9931,0.599329,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.424886,-2.19234e-30,9.65476e-14,30248.7,43286.5,1.67072,21.7078,1.52948,19.8728,0.814066,0.0066,1.40095,6.683e-06 
95,0.12,43.2258,95,3.64949e-07,6.66067e-07,9.19606e-30,13.8786,0.547916,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.185411,-9.34223e-31,-2.3294e-14,36863.9,52279.9,1.51218,20.987,1.41574,19.6486,1.0412,0.0066,1.38621,6.683e-06 
96,0.12,43.2808,96,3.42817e-07,6.82405e-07,9.42163e-30,14.219,0.502366,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,0.0464249,2.19734e-31,1.34139e-13,39643.6,56251.7,1.37626,19.5691,1.31991,18.7678,1.26401,0.0066,1.43511,6.683e-06 
97,0.12,43.2508,97,3.66182e-07,6.37116e-07,8.79635e-30,13.2754,0.574749,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.312986,-1.58236e-30,-1.07773e-13,32262.9,46056.8,1.59436,21.1657,1.47438,19.573,0.919905,0.0066,1.37083,6.683e-06 
98,0.12,43.1908,98,3.58547e-07,6.72945e-07,9.29101e-30,14.0219,0.532803,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.110754,-5.48263e-31,-1.56019e-13,38017.6,53650.9,1.46658,20.5642,1.38342,19.3982,1.11261,0.0066,1.39179,6.683e-06 
99,0.12,43.1308,99,3.3199e-07,6.81879e-07,9.41436e-30,14.2081,0.486875,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,0.130315,5.97313e-31,2.46854e-13,39552,55890.2,1.33115,18.9131,1.2884,18.3057,1.34546,0.0066,1.43033,6.683e-06 
100,0.14,43.2267,100,3.69299e-07,6.35195e-07,8.76983e-30,13.2353,0.581395,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.343688,-1.75237e-30,1.46161e-13,31971.9,46104.6,1.6149,21.3738,1.48915,19.7094,0.890815,0.0066,1.37677,6.683e-06 
101,0.14,43.2567,101,3.77507e-07,6.22861e-07,8.59953e-30,12.9783,0.606086,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.454904,-2.37099e-30,3.37007e-13,30145.3,44546,1.69184,21.9573,1.54486,20.0497,0.785726,0.0066,1.3641,6.683e-06 
102,0.14,43.2717,102,3.64576e-07,6.38074e-07,8.80958e-30,13.2953,0.571368,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.297246,-1.49619e-30,-9.31036e-14,32408.6,45933.2,1.58391,21.0586,1.46691,19.503,0.934815,0.0066,1.38659,6.683e-06 
103,0.14,43.2217,103,3.47179e-07,6.44532e-07,8.89873e-30,13.4299,0.538653,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.139907,-6.7062e-31,1.23286e-14,33402.6,47405.7,1.48416,19.9321,1.39587,18.7464,1.08468,0.0066,1.39076,6.683e-06 
104,0.14,43.2417,104,3.65702e-07,6.31708e-07,8.72168e-30,13.1627,0.57891,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.332252,-1.67756e-30,1.21646e-13,31448.2,45743.1,1.6072,21.1551,1.48362,19.5284,0.901641,0.0066,1.39453,6.683e-06 
105,0.14,43.2467,105,3.78364e-07,6.11612e-07,8.44423e-30,12.7439,0.618633,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.50986,-2.66345e-30,-2.21855e-13,28541.4,40344.5,1.73115,22.0617,1.57367,20.0547,0.733853,0.0066,1.38337,6.683e-06 
106,0.14,43.1817,106,3.45952e-07,6.63062e-07,9.15457e-30,13.816,0.521749,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.054766,-2.61583e-31,2.34715e-13,36367.2,51778.4,1.43354,19.8058,1.36011,18.7913,1.16638,0.0066,1.43471,6.683e-06 
107,0.14,43.2667,107,3.65431e-07,6.37581e-07,8.80276e-30,13.285,0.573152,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.305575,-1.54173e-30,1.05591e-14,32333.5,46424.4,1.5894,21.1152,1.47085,19.5403,0.926906,0.0066,1.39705,6.683e-06 
108,0.14,43.2117,108,3.60688e-07,6.37029e-07,8.79514e-30,13.2735,0.566203,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.273007,-1.35953e-30,-1.12629e-13,32249.6,45598.7,1.56802,20.8132,1.45553,19.3201,0.957818,0.0066,1.38263,6.683e-06 
109,0.14,43.2517,109,3.58688e-07,6.50986e-07,8.98785e-30,13.5644,0.550991,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.200345,-9.92153e-31,4.23415e-14,34416.1,48844.9,1.52152,20.6385,1.42238,19.2937,1.02695,0.0066,1.40097,6.683e-06 
110,0.14,43.3117,110,3.46757e-07,6.87648e-07,9.49401e-30,14.3283,0.504266,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,0.0363267,1.73914e-31,-2.6151e-15,40564.4,57374.9,1.38186,19.7996,1.32381,18.9679,1.25425,0.0066,1.40526,6.683e-06 
111,0.14,43.1617,111,3.49015e-07,6.3308e-07,8.74062e-30,13.1913,0.551297,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.201826,-9.72536e-31,-3.16516e-14,31653.5,44538.8,1.52245,20.083,1.42304,18.7717,1.02554,0.0066,1.42829,6.683e-06 
112,0.14,43.3317,112,3.38545e-07,6.55329e-07,9.04781e-30,13.6549,0.516603,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.0282867,-1.32216e-31,-3.26417e-14,35109.6,49055,1.41825,19.3661,1.34935,18.4252,1.19187,0.0066,1.42165,6.683e-06 
113,0.14,43.2167,113,3.60655e-07,6.25954e-07,8.64224e-30,13.0428,0.576168,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.319577,-1.5913e-30,-2.39617e-13,30596.7,43130.5,1.59873,20.8518,1.47753,19.2711,0.913647,0.0066,1.35765,6.683e-06 
114,0.14,43.2317,114,3.60189e-07,6.57721e-07,9.08082e-30,13.7047,0.547632,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.184025,-9.15148e-31,5.64057e-14,35495.3,50966.2,1.51132,20.7121,1.41513,19.3939,1.04252,0.0066,1.37302,6.683e-06 
115,0.14,43.2367,115,3.56712e-07,6.05282e-07,8.35683e-30,12.6121,0.589331,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.379903,-1.871e-30,2.94815e-13,27664.4,40217.6,1.63955,20.6781,1.50691,19.0052,0.856562,0.0066,1.39969,6.683e-06 
116,0.14,43.2917,116,3.40028e-07,6.66325e-07,9.19962e-30,13.884,0.510303,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,0.00450374,2.11433e-32,3.69951e-13,36906.7,52931.1,1.39961,19.4322,1.33626,18.5527,1.22348,0.0066,1.43881,6.683e-06 
117,0.14,43.2617,117,3.60397e-07,6.60714e-07,9.12215e-30,13.7671,0.545466,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.173452,-8.63069e-31,1.93388e-13,35982.2,51789.3,1.50475,20.7161,1.41047,19.418,1.05262,0.0066,1.39948,6.683e-06 
118,0.14,43.2017,118,3.53196e-07,6.87001e-07,9.48508e-30,14.3148,0.514113,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.0153797,-7.49975e-32,6.36902e-14,40450,57602.5,1.41088,20.1964,1.34417,19.2415,1.20431,0.0066,1.3971,6.683e-06 
119,0.14,43.1417,119,3.32547e-07,6.73845e-07,9.30344e-30,14.0407,0.493506,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,0.0940578,4.31848e-31,-2.59585e-13,38170.3,52618.3,1.35038,18.9602,1.30182,18.2784,1.31019,0.0066,1.40291,6.683e-06 
120,0.25,43.2342,120,3.67486e-07,6.26024e-07,8.6432e-30,13.0442,0.587016,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.369386,-1.87415e-30,1.85579e-13,30606.9,43917.6,1.63235,21.2928,1.50172,19.5887,0.866506,0.0066,1.39942,6.683e-06 
121,0.25,43.2642,121,3.62551e-07,6.77006e-07,9.34709e-30,14.1065,0.535521,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.124333,-6.22356e-31,5.34782e-15,38710.1,54913.3,1.47474,20.8035,1.3892,19.5968,1.0996,0.0066,1.38257,6.683e-06 
122,0.25,43.2792,122,3.39871e-07,6.66403e-07,9.20069e-30,13.8856,0.510008,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,0.00604927,2.83858e-32,2.67163e-13,36919.6,53261.7,1.39874,19.4224,1.33565,18.5464,1.22498,0.0066,1.39227,6.683e-06 
123,0.25,43.2292,123,3.65499e-07,6.72973e-07,9.2914e-30,14.0225,0.543112,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.161906,-8.17022e-31,-7.13706e-14,38022.3,53855.9,1.49763,21.0005,1.40541,19.7074,1.06365,0.0066,1.37935,6.683e-06 
124,0.25,43.2492,124,3.57745e-07,6.69971e-07,9.24996e-30,13.96,0.533971,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.116595,-5.75888e-31,-4.73305e-14,37515.9,52622.9,1.47008,20.5223,1.3859,19.3471,1.10701,0.0066,1.41057,6.683e-06 
125,0.25,43.2542,125,3.49117e-07,6.48846e-07,8.95829e-30,13.5198,0.538058,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.136956,-6.60138e-31,-6.73448e-14,34077.7,48302,1.48238,20.0414,1.3946,18.8547,1.08751,0.0066,1.38298,6.683e-06 
126,0.25,43.1892,126,3.47925e-07,6.52029e-07,9.00224e-30,13.5861,0.533603,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.114758,-5.51255e-31,6.20408e-14,34581.8,49309.1,1.46898,19.9577,1.38512,18.8184,1.10877,0.0066,1.38134,6.683e-06 
127,0.25,43.2742,127,3.58635e-07,6.38109e-07,8.81006e-30,13.2961,0.562027,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.25326,-1.25401e-30,7.05062e-14,32413.9,46340.3,1.55521,20.6781,1.44638,19.2312,0.976579,0.0066,1.38026,6.683e-06 
128,0.25,43.2192,128,3.57363e-07,6.77825e-07,9.3584e-30,14.1236,0.527219,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.0826222,-4.07652e-31,1.10877e-13,38850.8,55645.2,1.44986,20.4772,1.37161,19.3721,1.1396,0.0066,1.38098,6.683e-06 
129,0.25,43.2592,129,3.5788e-07,6.54094e-07,9.03076e-30,13.6291,0.547138,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.181619,-8.97392e-31,-7.93688e-14,34911.5,49415.2,1.50982,20.5775,1.41407,19.2725,1.04482,0.0066,1.37022,6.683e-06 
130,0.25,43.3192,130,3.31636e-07,7.0702e-07,9.76147e-30,14.7319,0.469061,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,0.230488,1.05534e-30,4.45077e-13,44090.2,63318.3,1.28014,18.859,1.25287,18.4572,1.44345,0.0066,1.42771,6.683e-06 
131,0.25,43.1692,131,3.4424e-07,6.83119e-07,9.43149e-30,14.2339,0.503924,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,0.0381409,1.81275e-31,1.87811e-13,39768.2,56362.5,1.38086,19.6551,1.32311,18.833,1.25602,0.0066,1.42577,6.683e-06 
132,0.25,43.3392,132,3.43471e-07,6.97935e-07,9.63604e-30,14.5426,0.492124,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,0.101568,4.81647e-31,9.44819e-14,42412.2,59914.5,1.34636,19.5796,1.29901,18.8911,1.31749,0.0066,1.43076,6.683e-06 
133,0.25,43.2242,133,3.5393e-07,6.42696e-07,8.87338e-30,13.3916,0.550696,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.198914,-9.72002e-31,-5.73583e-14,33117.9,46921.2,1.52062,20.3636,1.42174,19.0395,1.02832,0.0066,1.34858,6.683e-06 
134,0.25,43.2392,134,3.5795e-07,6.52042e-07,9.00242e-30,13.5864,0.548968,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.19053,-9.41607e-31,2.31739e-13,34583.9,49781.2,1.51537,20.5884,1.41801,19.2656,1.03632,0.0066,1.38217,6.683e-06 
135,0.25,43.2442,135,3.64655e-07,6.53557e-07,9.02333e-30,13.6179,0.557955,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.233855,-1.17737e-30,1.88043e-13,34825.4,50389.7,1.54275,21.009,1.43749,19.5757,0.995035,0.0066,1.37378,6.683e-06 
136,0.25,43.2992,136,3.48503e-07,6.34305e-07,8.75753e-30,13.2168,0.549425,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.192749,-9.27433e-31,4.41836e-13,31837.6,46546.3,1.51676,20.0467,1.419,18.7546,1.0342,0.0066,1.38534,6.683e-06 
137,0.25,43.2692,137,3.58747e-07,6.57937e-07,9.08381e-30,13.7092,0.545261,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.172446,-8.54133e-31,1.97764e-13,35530.4,51157.3,1.50413,20.6205,1.41003,19.3304,1.05358,0.0066,1.39491,6.683e-06 
138,0.25,43.2092,138,3.47305e-07,6.29513e-07,8.69138e-30,13.1169,0.551705,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.203797,-9.7722e-31,3.82405e-14,31121.5,44202.8,1.52369,19.9862,1.42393,18.6775,1.02366,0.0066,1.39735,6.683e-06 
139,0.25,43.1492,139,3.25095e-07,6.91603e-07,9.54861e-30,14.4107,0.47006,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,0.224758,1.00881e-30,1.47869e-13,41268.3,57730.5,1.28298,18.4886,1.25484,18.0831,1.43782,0.0066,1.42346,6.683e-06 
140,0.27,43.2402,140,3.69494e-07,6.41746e-07,8.86027e-30,13.3718,0.575764,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.317701,-1.62073e-30,-2.06347e-13,32971.3,46571.2,1.59748,21.3612,1.47663,19.7452,0.915425,0.0066,1.37036,6.683e-06 
141,0.27,43.2702,141,3.54083e-07,6.35288e-07,8.7711e-30,13.2373,0.557358,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.231001,-1.12928e-30,6.02501e-13,31985.9,47548.7,1.54093,20.3976,1.4362,19.0113,0.997752,0.0066,1.37686,6.683e-06 
142,0.27,43.2852,142,3.70949e-07,6.05672e-07,8.36221e-30,12.6202,0.612459,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.482941,-2.47339e-30,-5.78277e-14,27717.8,39501.5,1.71179,21.6031,1.55945,19.6805,0.759262,0.0066,1.39131,6.683e-06 
143,0.27,43.2352,143,3.56857e-07,6.20359e-07,8.56499e-30,12.9262,0.575243,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.315271,-1.55332e-30,1.48056e-13,29783.5,42915.2,1.59588,20.6287,1.47547,19.0723,0.91774,0.0066,1.38522,6.683e-06 
144,0.27,43.2552,144,3.75518e-07,6.27798e-07,8.6677e-30,13.0812,0.59815,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.419617,-2.17554e-30,-1.80638e-13,30867.9,43619.8,1.66703,21.8068,1.52681,19.9725,0.819042,0.0066,1.36945,6.683e-06 
145,0.27,43.2602,145,3.58811e-07,6.37281e-07,8.79862e-30,13.2788,0.563034,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.258033,-1.27827e-30,1.52513e-13,32287.9,46610,1.55829,20.6922,1.44858,19.2354,0.972042,0.0066,1.37261,6.683e-06 
146,0.27,43.1952,146,3.48057e-07,6.74715e-07,9.31545e-30,14.0588,0.515859,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.0244329,-1.17411e-31,2.04996e-13,38318.4,54503.9,1.41605,19.9079,1.3478,18.9484,1.19558,0.0066,1.42562,6.683e-06 
147,0.27,43.2802,147,3.37001e-07,6.52532e-07,9.00919e-30,13.5966,0.516451,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.0275012,-1.27958e-31,2.63048e-13,34661.9,50033,1.4178,19.2773,1.34904,18.3423,1.19262,0.0066,1.3868,6.683e-06 
148,0.27,43.2252,148,3.52824e-07,6.58774e-07,9.09537e-30,13.7266,0.535576,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.12461,-6.07008e-31,9.4818e-14,35666.2,50745.5,1.47491,20.2456,1.38931,19.0706,1.09933,0.0066,1.39565,6.683e-06 
149,0.27,43.2652,149,3.62108e-07,6.42892e-07,8.87609e-30,13.3957,0.563249,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.259054,-1.29512e-30,-1.03122e-13,33148.2,46746.6,1.55895,20.8833,1.44906,19.4111,0.971073,0.0066,1.38071,6.683e-06 
150,0.27,43.3252,150,3.37987e-07,6.69896e-07,9.24892e-30,13.9584,0.504536,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,0.0348948,1.62834e-31,1.73215e-13,37503.2,53132.3,1.38265,19.2995,1.32436,18.486,1.25287,0.0066,1.41947,6.683e-06 
151,0.27,43.1752,151,3.50378e-07,6.37188e-07,8.79734e-30,13.2769,0.549881,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.194964,-9.43136e-31,8.72373e-15,32273.8,45813.1,1.51815,20.1562,1.41998,18.8529,1.03209,0.0066,1.40275,6.683e-06 
152,0.27,43.3452,152,3.4248e-07,6.36911e-07,8.79351e-30,13.2711,0.537721,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.13528,-6.39666e-31,8.52043e-14,32231.6,46207.3,1.48136,19.6593,1.39388,18.4983,1.08912,0.0066,1.39673,6.683e-06 
153,0.27,43.2302,153,3.56607e-07,6.31328e-07,8.71643e-30,13.1548,0.564852,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.266637,-1.31279e-30,3.60192e-14,31391.5,45069.8,1.56387,20.5723,1.45257,19.1082,0.963868,0.0066,1.38381,6.683e-06 
154,0.27,43.2452,154,3.62642e-07,6.39905e-07,8.83485e-30,13.3335,0.566712,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.275412,-1.37894e-30,-2.28118e-13,32688.3,45567,1.56961,20.9283,1.45665,19.4222,0.955555,0.0066,1.3944,6.683e-06 
155,0.27,43.2502,155,3.58834e-07,6.2322e-07,8.60448e-30,12.9858,0.575774,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.317747,-1.57419e-30,1.34865e-13,30197.4,43741.3,1.59751,20.7449,1.47665,19.1755,0.915381,0.0066,1.36912,6.683e-06 
156,0.27,43.3052,156,3.56641e-07,6.48929e-07,8.95943e-30,13.5215,0.549584,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.193517,-9.52871e-31,4.8307e-15,34090.8,48713.3,1.51724,20.5154,1.41934,19.1916,1.03347,0.0066,1.38362,6.683e-06 
157,0.27,43.2752,157,3.55357e-07,6.52121e-07,9.00351e-30,13.588,0.544925,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.170802,-8.37994e-31,5.21694e-14,34596.4,49080.9,1.50311,20.4244,1.40931,19.1497,1.05515,0.0066,1.41851,6.683e-06 
158,0.27,43.2152,158,3.59964e-07,6.33945e-07,8.75256e-30,13.2093,0.567816,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.280602,-1.39455e-30,1.39451e-13,31783.4,46096,1.57299,20.7781,1.45908,19.2734,0.95062,0.0066,1.35718,6.683e-06 
159,0.27,43.1552,159,3.23424e-07,6.59534e-07,9.10586e-30,13.7425,0.490382,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,0.111072,4.95974e-31,3.34593e-13,35789.8,51232.5,1.3413,18.4329,1.29548,17.8032,1.32673,0.0066,1.42992,6.683e-06 
160,0.29,43.2293,160,3.50533e-07,6.17874e-07,8.53068e-30,12.8744,0.567321,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.278275,-1.34675e-30,2.36839e-13,29427,42615.4,1.57148,20.2319,1.45799,18.7708,0.952837,0.0066,1.39871,6.683e-06 
161,0.29,43.2593,161,3.57279e-07,6.10348e-07,8.42677e-30,12.7176,0.58537,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.361888,-1.78511e-30,-6.09639e-14,28364.7,40318.2,1.62723,20.6945,1.49803,19.0513,0.873596,0.0066,1.39095,6.683e-06 
162,0.29,43.2743,162,3.54323e-07,6.43535e-07,8.88497e-30,13.4091,0.550588,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.198392,-9.70525e-31,2.01964e-13,33247.8,48143.4,1.52029,20.3858,1.42151,19.0612,1.02882,0.0066,1.40774,6.683e-06 
163,0.29,43.2243,163,3.67126e-07,6.43944e-07,8.89061e-30,13.4176,0.570121,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.291411,-1.47708e-30,3.97473e-14,33311.2,47664.7,1.58007,21.2008,1.46415,19.6455,0.94035,0.0066,1.3763,6.683e-06 
164,0.29,43.2443,164,3.50611e-07,6.10241e-07,8.4253e-30,12.7154,0.574546,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.312043,-1.51051e-30,2.84897e-13,28349.9,41402.5,1.59373,20.2649,1.47393,18.7416,0.920799,0.0066,1.37303,6.683e-06 
165,0.29,43.2493,165,3.70551e-07,6.16553e-07,8.51244e-30,12.8469,0.601004,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.432357,-2.21194e-30,-3.11723e-13,29238.7,40835.6,1.67595,21.5307,1.53328,19.6979,0.807013,0.0066,1.38295,6.683e-06 
166,0.29,43.1843,166,3.45674e-07,6.55119e-07,9.0449e-30,13.6505,0.527651,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.0848076,-4.04748e-31,6.18201e-13,35075.8,52135.2,1.45115,19.8089,1.37252,18.7356,1.13751,0.0066,1.39124,6.683e-06 
167,0.29,43.2693,167,3.66364e-07,6.83902e-07,9.44229e-30,14.2502,0.535697,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.125208,-6.33329e-31,2.94456e-13,39905,57616.3,1.47527,21.0229,1.38957,19.8017,1.09876,0.0066,1.39673,6.683e-06 
168,0.29,43.2143,168,3.48533e-07,6.57565e-07,9.07868e-30,13.7015,0.530036,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.0968425,-4.66008e-31,2.5644e-14,35470.2,50305.3,1.45828,19.9806,1.37756,18.8746,1.12595,0.0066,1.40536,6.683e-06 
169,0.29,43.2543,169,3.72423e-07,6.68261e-07,9.22634e-30,13.9243,0.557303,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.230736,-1.18641e-30,9.3481e-14,37229.2,53228.3,1.54076,21.454,1.43607,19.9963,0.998004,0.0066,1.39879,6.683e-06 
170,0.29,43.3143,170,3.30885e-07,7.17464e-07,9.90567e-30,14.9495,0.461186,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,0.276146,1.26154e-30,8.07291e-13,46073.1,66348.4,1.25791,18.8052,1.2374,18.4986,1.48839,0.0066,1.44826,6.683e-06 
171,0.29,43.1643,171,3.5186e-07,6.76758e-07,9.34366e-30,14.1014,0.51992,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.0453844,-2.20475e-31,2.4545e-13,38667.5,56405.6,1.4281,20.1382,1.35628,19.1254,1.1754,0.0066,1.36946,6.683e-06 
172,0.29,43.3343,172,3.38174e-07,6.91858e-07,9.55214e-30,14.416,0.488791,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,0.119784,5.59271e-31,3.65828e-13,41314.1,58494,1.33669,19.2698,1.29227,18.6293,1.3352,0.0066,1.4505,6.683e-06 
173,0.29,43.2193,173,3.64489e-07,6.81929e-07,9.41506e-30,14.2091,0.534497,950.317,2545.79,2478.35,4.67071,18.9019,18.1623,-0.119237,-6.00037e-31,-3.19937e-16,39560.7,56375.1,1.47167,20.9111,1.38702,19.7083,1.10448,0.0066,1.37401,6.683e-06 
