cyc,freq (MHz),cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95
21,44.489,21,1974.59,-0.011005,-5.92374,12.1171,119.384,0.00347653,13.1891,500,-1.52678,-4.51319,-4.38271,-2.9509,-4.22368,-19.3949,2252.03,-0.85126,1223.97,2338.12,-1.40465,-4.39106,-4.13846,-2.82877,-4.10155,0.754605,2272.12,0.00361018,1244.06,0.667444,0.999997,5.34565e-06,3404.21 
22,44.418,22,2667.6,-0.161166,-6.8732,12.1922,119.043,-0.196321,353.597,0.0398052,-3.00287,-4.70797,-5.47492,-3.12903,-2.38099,-39.8371,1327.07,0.575034,2565.81,4987.75,-2.75203,-4.45712,-4.97323,-2.87819,-2.13015,0.710702,1368.33,2.33094,2607.07,0.365789,0.997028,0.00164429,3740.76 
23,44.7,23,4697.31,-0.305447,11.202,12.2006,119.079,-0.0172669,800.91,99.1033,-5.88382,-3.82191,-2.38555,-2.39682,-2.60266,4.87178,2974.44,4.29799,3086.38,4899.28,-5.91449,-3.85259,-2.4469,-2.4275,-2.63333,0.858354,2969.4,4.08325,3081.33,0.514323,0.997599,0.00243514,5773.41 
24,44.434,24,2581.75,-0.000502588,-7.14991,11.649,118.854,-0.0165634,19.0636,1.00468e-11,-3.9846,-1.21865,-8.64924,-3.51964,-3.42397,-49.1585,1494.67,1.96343,2602.02,2721.63,-3.67506,-0.909117,-8.03017,-3.2101,-3.11443,0.575996,1545.59,4.13019,2652.94,0.390324,0.995345,0.00285965,3959.77 
25,44.415,25,3029.65,-0.0693142,-7.94882,11.8269,119.017,0.133646,-79.5384,5.36269,-1.1027,-4.68491,-4.4113,-3.11202,-0.151157,-42.4355,1521.59,-2.88804,2938.11,3406.37,-0.835499,-4.4177,-3.87689,-2.84481,0.116049,0.673081,1565.54,-1.0176,2982.06,0.365848,1.00114,-0.000628998,4279.22 
26,44.403,26,2386.2,-0.0921098,-6.87901,11.6457,119.347,0.0831346,112.575,499.999,-7.71591,-2.89178,-3.05127,-5.91059,-5.88513,-59.1305,1639.29,3.63071,2135.28,2912.54,-7.34358,-2.51945,-2.30661,-5.53826,-5.5128,0.900666,1700.54,6.23702,2196.52,0.459683,0.993623,0.00520343,3699.38 
27,44.382,27,3731.75,-0.0134728,-8.76367,12.0369,118.912,-0.0170102,-1.18971,499.793,-2.38684,-8.01945,-2.1155,-1.91363,-1.84985,2.04101,2166.7,4.37403,2872.99,3434.62,-2.3997,-8.03231,-2.1412,-1.92648,-1.86271,0.869139,2164.58,4.28406,2870.87,0.453118,0.996548,0.00274135,4777.08 
28,44.429,28,2528.06,-0.0232472,-6.75068,11.7739,119.471,0.0022067,21.3591,492.875,-6.0156,-0.676768,-8.51165,-3.72439,-1.14838,0.478579,1427.22,-4.33028,2431.58,2588.94,-6.01861,-0.679781,-8.51767,-3.7274,-1.15139,0.576127,1426.73,-4.35138,2431.08,0.392064,1.00537,-0.00330808,3639.01 
29,44.409,29,2590.21,-0.0105789,-6.79133,11.7972,119.017,0.00247852,17.102,1.44244e-11,-1.79179,-3.6215,-7.13222,-4.69679,-1.62761,-16.7397,1563.53,7.09647,2319.64,2609.51,-1.68639,-3.5161,-6.92141,-4.59139,-1.52221,0.620485,1580.87,7.83431,2336.98,0.426396,0.991402,0.00613744,3707.52 
30,44.353,30,3633,-0.11219,-9.1499,11.9065,118.942,-0.333002,119.025,500,-4.81205,-2.14729,-5.88461,-1.06982,-1.2247,-12.5447,2504.38,3.89097,2583.81,4836.74,-4.73305,-2.0683,-5.72663,-0.99083,-1.14571,0.609491,2517.37,4.44391,2596.8,0.515806,0.99692,0.00314249,4880.46 
31,44.421,31,3046.43,-0.227233,-7.95773,12.2624,118.613,0.610695,539.285,498.771,-4.26882,-6.41888,-3.36973,-3.00432,-2.3759,39.8806,1520.84,0.775448,2918.48,13897.6,-4.51994,-6.66999,-3.87197,-3.25544,-2.62701,0.815131,1479.53,-0.982374,2877.17,0.361058,1.00116,-0.00062936,4097.75 
32,44.376,32,2893.47,-0.0254208,-7.88895,11.2146,119.115,0.0992209,68.7632,60.7925,-3.15763,-3.11093,-4.12886,-3.63514,-0.352507,-3.05631,2037.95,-0.344114,2221.34,3102.14,-3.13838,-3.09169,-4.09037,-3.61589,-0.333262,0.713351,2041.11,-0.209401,2224.5,0.502068,1.00018,-0.000173434,4065.41 
33,44.479,33,2634.16,-0.0202337,-6.66017,12.7588,119.676,-0.0438726,29.6048,500,-3.86236,-7.95571,-5.29676,-1.1294,-3.05948,10.1104,2568.57,10.816,1444.27,2808.52,-3.92602,-8.01937,-5.42408,-1.19306,-3.12314,0.749877,2558.1,10.3703,1433.8,0.66223,0.992956,0.0131484,3862.86 
34,44.338,34,3730.99,0.00156337,9.16919,11.7621,119.262,-0.000163816,4.82517,2.59524e-11,-2.97735,-2.02579,-2.32131,-1.12885,0.349653,-20.1849,2385.75,2.84817,2688.52,3510.87,-2.85025,-1.89869,-2.06711,-1.00175,0.476752,0.718418,2406.65,3.73786,2709.43,0.493953,0.997289,0.00253488,4872.23 
35,44.328,35,3199.66,-0.311926,-8.74445,-11.9933,119.256,0.577533,51.6439,13.2628,-2.58744,-4.94504,-1.80793,-1.50006,0.0680208,-7.86004,2281.13,2.19393,2347.46,4384.95,-2.53794,-4.89555,-1.70894,-1.45057,0.117513,0.836863,2289.27,2.54038,2355.6,0.516431,0.998062,0.00198267,4432.86 
36,44.358,36,3757.61,-0.163714,9.13568,12.0268,119.346,0.403515,-205.516,500,-5.27272,-2.87147,-3.73827,-0.285351,-3.87637,13.4838,2194.87,3.93058,2862.49,6276.34,-5.35762,-2.95638,-3.90807,-0.370255,-3.96128,0.763914,2180.9,3.33625,2848.53,0.456919,0.99733,0.00215287,4773.06 
37,44.388,37,3028.59,-0.00146349,-7.91383,11.6506,119.386,-0.00635441,-1.99106,11.9235,-4.20237,-1.64237,-0.683937,-4.56308,-3.3586,-36.2125,1891.71,-2.09463,2529.07,3001.85,-3.97435,-1.41435,-0.227896,-4.33506,-3.13058,0.98258,1929.22,-0.498481,2566.58,0.452357,1.00045,-0.000357901,4264.81 
38,44.454,38,2340.54,-0.00680596,-6.17904,11.9129,119.23,0.00881468,5.00722,500,-6.72114,-4.14334,-4.10363,-2.89467,0.420979,-4.17859,2399.42,-6.67948,1149.14,2397.7,-6.69483,-4.11703,-4.05101,-2.86836,0.447291,0.76562,2403.74,-6.4953,1153.47,0.696051,1.00475,-0.0104818,3453.4 
39,44.343,39,3585.71,-0.020029,-8.65922,11.9202,119.037,0.0131776,-32.6652,500,-5.42508,-4.38633,-2.74107,-1.97105,-5.29002,-29.8771,2324.92,5.37742,2571.94,3374.16,-5.23695,-4.1982,-2.36481,-1.78292,-5.10189,0.873437,2355.86,6.69432,2602.88,0.49865,0.995052,0.00471534,4724.49 
40,44.464,40,3272.22,-0.282389,-8.05584,12.7983,119.838,0.528505,-233.706,239.307,-3.74091,-5.69165,-2.09181,-2.42434,-1.81559,-33.1363,3002.9,3.52728,1604.06,7377.09,-3.53226,-5.483,-1.67451,-2.21569,-1.60694,0.884615,3037.22,4.98783,1638.39,0.670742,0.997134,0.00557675,4528.15 
41,44.412,41,2840.75,-0.28427,-7.53429,12.4686,119.186,0.211052,-483.56,0.308618,-2.12115,-5.60304,-4.54439,-2.20258,-4.14254,-19.9359,1653.97,0.33717,2509.26,6380.4,-1.99562,-5.47751,-4.29332,-2.07705,-4.01701,0.759619,1674.62,1.21589,2529.91,0.421093,0.998731,0.000884541,3976.84 
42,44.379,42,3457.74,-0.126108,-8.61961,12.1723,119.562,-0.0804222,73.4304,498.121,-2.58733,-2.99649,0.327804,-2.44333,-2.07183,-12.1783,2302.53,-0.0918075,2489.13,3607.75,-2.51064,-2.91981,0.481172,-2.36664,-1.99515,1.05168,2315.15,0.444979,2501.74,0.504199,0.999664,0.000327544,4591.73 
43,44.268,43,3803.31,0.000498019,9.55907,11.6748,119.099,-0.00403809,7.99286,8.54453e-12,-4.66431,-1.52079,-1.93111,-0.0785332,-2.38467,-23.4263,2484.5,3.03391,2761.65,3633.99,-4.5168,-1.37328,-1.6361,0.0689758,-2.23716,0.831232,2508.76,4.06647,2785.91,0.497381,0.997171,0.00268163,5043.94 
44,44.437,44,2028.59,-0.0841833,-6.4552,11.7704,118.486,0.062901,130.687,5.93679,-4.23237,-4.77816,-1.20432,-1.88001,-2.20657,-19.0638,1312.1,-6.48414,2192.43,2741.01,-4.11233,-4.65812,-0.964236,-1.75997,-2.08653,0.929002,1331.85,-5.64386,2212.17,0.39817,1.00747,-0.00472191,3344.93 
45,44.4,45,2894.84,-0.0043943,-7.33151,11.8597,119.318,0.00316031,11.1275,1.37425e-09,-8.41835,0.0772849,4.24906,0.169686,-4.08351,20.0183,1775.63,-7.09087,2343.23,2831.65,-8.5444,-0.0487652,3.99696,0.0436356,-4.20956,1.45616,1754.9,-7.97323,2322.5,0.453653,1.00801,-0.00636426,3868.37 
46,44.424,46,2209.59,-0.160369,-6.6149,11.8767,119.048,-0.232625,218.336,500,-2.55725,-4.52061,-4.46059,-3.02938,-1.52328,-26.8883,1311.94,-1.31694,2254.22,4210.89,-2.38794,-4.3513,-4.12197,-2.86007,-1.35398,0.726574,1339.79,-0.131781,2282.07,0.392156,1.00017,-0.000106386,3416.47 
47,44.55,47,3520.82,0.0182305,-8.91627,11.6072,119.807,-0.0221217,63.8557,9.32269e-10,-2.98865,-0.00455696,-3.0836,-3.54127,-1.63413,-13.7607,2706.52,6.07613,2181.31,3415.03,-2.90201,0.0820904,-2.91031,-3.45462,-1.54749,0.728828,2720.77,6.68266,2195.56,0.576589,0.99572,0.00557558,4718.73 
48,44.6,48,4018.99,-0.0715941,9.09112,12.4458,119.355,0.0711508,-27.7766,500,-3.92283,-2.2732,-2.79239,-0.528807,-0.297332,-16.6551,2773.21,2.31827,2462.19,3747.64,-3.81796,-2.16833,-2.58264,-0.423934,-0.192459,0.71883,2790.46,3.05238,2479.44,0.552922,0.998089,0.00226264,5046.75 
49,44.9,49,4794.47,-0.00260069,10.906,12.0631,119.191,0.00276945,2.77048,5.96e-12,-3.49588,0.0133088,-0.475552,-1.13868,-1.77151,-36.8959,2981.81,6.23424,3127.72,4282.97,-3.26356,0.245633,-0.0109049,-0.906353,-1.53919,0.998008,3020.03,7.86051,3165.94,0.51178,0.995466,0.00455282,5901.04 
50,44.397,50,3089.6,-0.00309611,-8.02305,11.4766,119.809,0.00448976,8.89029,2.20037e-09,-3.74061,-1.66491,-4.08789,-3.29232,-3.68098,31.2826,1757.1,-1.47302,2627.97,2998.73,-3.93759,-1.86189,-4.48184,-3.48929,-3.87796,0.746051,1724.7,-2.85187,2595.57,0.42203,1.0029,-0.00202811,4086.66 
51,44.9,51,4740.48,-0.0665797,10.9843,12.035,119.522,0.749837,-944.601,500,-5.18283,-3.26761,-4.05688,-2.24244,-1.07016,31.1872,3209.21,-2.47834,2893.59,27360.8,-5.37921,-3.46399,-4.44963,-2.43882,-1.26653,0.738229,3176.91,-3.85298,2861.29,0.549573,1.00213,-0.00248673,5780.68 
52,44.449,52,3097.32,-0.0412955,-7.78926,12.2423,119.766,0.0463006,-23.019,0.00291926,-2.92533,-4.26855,-7.85876,-5.65524,-2.57943,29.9988,3138.21,5.60826,1263.22,3138.92,-3.11423,-4.45745,-8.23655,-5.84413,-2.76833,0.662722,3107.13,4.28599,1232.15,0.734827,0.997592,0.00636691,4228.39 
53,44.415,53,3884.09,-0.188001,9.29613,12.115,119.124,-0.121201,201.006,499.884,-5.5592,-2.16363,-2.31738,-1.60516,-2.43099,-7.21035,1765.33,5.34958,3336.8,4459.32,-5.5138,-2.11823,-2.22658,-1.55976,-2.38559,0.8387,1772.8,5.66739,3344.27,0.368099,0.994437,0.00311202,4816.08 
54,44.376,54,4308.87,-0.300146,10.2394,12.5195,118.549,0.619415,-400.664,313.854,-2.49659,-2.5646,-2.0242,-1.29193,1.38601,10.9208,2308.06,-4.25242,3308.65,12252.1,-2.56536,-2.63336,-2.16173,-1.36069,1.31725,0.708028,2296.75,-4.73378,3297.34,0.433567,1.00362,-0.0026516,5297.33 
55,44.421,55,3071.5,-0.288005,-7.98474,12.446,118.935,0.678175,911.249,189.977,-0.201822,-1.71972,-3.71753,-2.47289,-3.04975,31.5648,1413.04,-4.00394,2944.86,23352.6,-0.400578,-1.91847,-4.11504,-2.67164,-3.2485,0.666913,1380.35,-5.39522,2912.16,0.342482,1.00689,-0.00342446,4030.42 
56,44.308,56,4813.67,-0.314561,11.457,12.345,119.116,-0.071999,18.1982,500,-4.48375,-1.97018,-3.96526,-0.629924,-0.841358,36.3198,2783.07,-12.6193,3376.77,4646.88,-4.71245,-2.19888,-4.42265,-0.858619,-1.07005,0.666533,2745.45,-14.2202,3339.15,0.474657,1.00915,-0.00790686,5784.07 
57,44.343,57,4325.64,-0.0195326,10.0171,11.8459,119.288,-0.0655362,5.58386,4.70946e-13,0.736579,0.14507,-2.89294,-1.98287,-1.40488,20.7779,2420.9,1.51657,2991.48,3874.76,0.605746,0.014237,-3.15461,-2.1137,-1.53571,0.489879,2399.38,0.600743,2969.96,0.470278,0.999562,0.00037247,5102.04 
58,44.318,58,3874.08,-0.0641475,9.57037,11.7423,119.308,0.116083,16.1565,500,-4.61464,-2.76559,-1.55577,-1.19292,-5.46025,35.6244,2380.26,0.152162,2774.08,3719.34,-4.83896,-2.9899,-2.0044,-1.41724,-5.68457,0.881642,2343.36,-1.41806,2737.18,0.484747,1.00106,-0.000955256,4834.19 
59,44.238,59,3629.44,0.000351021,-8.76976,12.1378,119.266,0.00684471,9.41788,7.07472e-12,-3.68581,-3.45499,-2.20582,-2.22975,-2.51288,-10.0301,2424.56,-3.22106,2498.91,3467.25,-3.62265,-3.39184,-2.07951,-2.1666,-2.44973,0.848325,2434.94,-2.77897,2509.3,0.516053,1.002,-0.00204424,4718.4 
60,44.385,60,3291.23,-0.0403733,-8.14713,11.7052,119.019,-0.017207,41.099,500,-1.92139,-1.94431,-1.01822,-1.86437,1.90502,9.346,1803.01,0.603232,2605.85,3127.43,-1.98024,-2.00316,-1.13591,-1.92322,1.84617,0.781402,1793.33,0.191287,2596.17,0.43152,0.999813,0.000135709,4155.84 
61,44.75,61,4302.07,-0.242188,10.2185,12.1883,119.208,-0.0311926,894.815,254.533,-0.890381,-3.51614,-0.996817,0.601053,-0.729642,-14.5768,2920.46,-0.00287654,2535.84,4963.01,-0.798595,-3.42435,-0.813245,0.692839,-0.637856,0.836737,2935.56,0.639625,2550.94,0.558418,0.999619,0.000461677,5256.92 
62,44.4,62,2875.69,-0.333864,-8.09188,-12.3983,119.115,0.506936,-410.15,164.358,-7.03267,-1.77506,-0.366735,-3.89404,-3.34256,11.9494,1653.09,-5.90704,2684.86,10034.4,-7.10792,-1.85031,-0.517219,-3.96928,-3.4178,0.969327,1640.71,-6.43373,2672.49,0.402859,1.00691,-0.00445443,4072.67 
63,44.424,63,3076.42,-0.0662399,-8.2149,-11.9722,118.377,0.00807563,81.1157,2.74986e-07,-2.96691,-1.79903,-5.75698,-1.94747,-2.84179,-41.4457,1492.39,1.71656,3097.44,3222.96,-2.70593,-1.53805,-5.23504,-1.6865,-2.58081,0.619169,1535.32,3.54337,3140.37,0.349488,0.995977,0.00207419,4393.06 
64,44.218,64,4775.54,-0.0517032,10.5092,-11.9787,118.704,-0.0380394,19.0035,500,-1.7539,-2.3238,-1.19277,-2.40517,-2.4956,-24.574,3045.73,-0.409767,2857.24,4121.55,-1.59916,-2.16907,-0.883295,-2.25043,-2.34086,0.904434,3071.18,0.673384,2882.69,0.539331,0.999616,0.000430122,5694.43 
65,44.368,65,3363.65,-0.00484346,-8.1929,12.0076,118.424,-0.00359064,15.7633,1.6655e-12,-2.54682,0.231778,-4.94877,-1.22808,-6.05041,16.9593,2098.93,0.9626,2571.62,3204.34,-2.65361,0.12499,-5.16234,-1.33487,-6.1572,0.659992,2081.37,0.215085,2554.06,0.472441,0.999819,0.000155105,4405.56 
66,44.388,66,3293.45,-0.281455,-8.2107,12.6017,119.027,0.682589,-140.93,201.329,-4.00603,-5.11934,-9.59963,-1.82187,-1.94426,-21.6545,1951.27,-1.09932,2649,6499.78,-3.86967,-4.98299,-9.32693,-1.68552,-1.80791,0.569653,1973.7,-0.144857,2671.43,0.44809,1.00013,-9.98976e-05,4404.7 
67,44.278,67,3258.89,-0.242233,-8.31755,11.9954,119.693,-0.0621602,312.305,103.757,-1.4114,-2.14232,-8.56345,-0.0262921,-2.33059,1.09774,2266.46,-0.856587,2164.95,3879.87,-1.41831,-2.14923,-8.57727,-0.0332042,-2.33751,0.409097,2265.32,-0.904972,2163.81,0.534982,1.0007,-0.000771019,4234.39 
68,44.464,68,2768.2,-0.103396,-6.92396,12.4933,118.953,0.25614,-52.084,500,-5.07947,-3.34877,-3.45854,-4.20825,-6.46362,-17.0327,2560.78,-8.26672,1435.79,3250.25,-4.97222,-3.24152,-3.24404,-4.101,-6.35637,0.851973,2578.43,-7.51597,1453.43,0.660957,1.00513,-0.00961749,3901.05 
69,44.348,69,4480.66,-0.283509,10.7973,11.9916,119.022,2.04015,-1617,70.1315,-0.488148,-3.21762,-4.53726,0.326459,-2.20731,17.7712,2404.05,0.502832,3251.55,111606,-0.600048,-3.32952,-4.76106,0.214559,-2.31922,0.558969,2385.64,-0.280469,3233.14,0.447773,1.00021,-0.000159825,5327.8 
70,44.248,70,4373.53,-0.00807106,10.1142,11.6554,119.02,0.021028,-13.4885,500,-1.11886,-2.16452,-2.08492,-2.43391,-0.76942,-0.565689,2580.13,-8.027,2959.48,3846.8,-1.11529,-2.16096,-2.0778,-2.43035,-0.765858,0.75699,2580.72,-8.00207,2960.07,0.489293,1.00546,-0.00500475,5274.38 
71,44.358,71,4044.37,-0.26783,9.79666,12.0676,118.849,0.0391755,125.502,152.697,-2.30701,-5.84992,-1.43395,1.06711,-2.58287,12.732,2251.92,8.23019,2988.83,4008.58,-2.38718,-5.93009,-1.59429,0.986943,-2.66304,0.862415,2238.73,7.669,2975.65,0.452582,0.994041,0.00472514,4946.57 
72,44.228,72,4090.16,-0.034064,9.67935,12.0303,119.366,0.0175726,13.8267,499.999,-2.76261,-4.36711,-7.58108,-5.68447,-3.73354,12.3083,2613.04,-4.07787,2838.66,3798.6,-2.84011,-4.44461,-7.73608,-5.76197,-3.81104,0.685446,2600.29,-4.62039,2825.91,0.502776,1.00312,-0.00302095,5171.87 
73,44.65,73,4328.67,2.56954e-05,10.1531,11.6093,119.462,-0.00596264,-7.76311,500,-4.34071,-3.28619,-7.86723,-2.62519,2.09216,-7.71123,2719.15,-2.12975,2844.07,3838.58,-4.29216,-3.23763,-7.77012,-2.57663,2.14071,0.506215,2727.14,-1.78986,2852.05,0.512378,1.00115,-0.00115739,5322.51 
74,44.55,74,4018.7,-0.0239263,9.24062,12.2179,119.266,-0.00480335,1.47266,0.00218086,-3.36469,-4.10031,-0.846457,-1.06157,-2.61302,-1.56549,2750.98,7.47772,2632.95,3675.53,-3.35483,-4.09045,-0.826742,-1.05171,-2.60317,0.930683,2752.6,7.54672,2634.57,0.534479,0.995225,0.00524902,5150.05 
75,44.373,75,4537.84,-0.276117,10.5493,12.3702,118.79,0.169301,183.107,499.979,-4.06033,-1.36891,0.323437,1.0831,-3.1904,22.2661,2580.45,2.21175,3158.5,5257.25,-4.20054,-1.50911,0.0430297,0.942897,-3.3306,1.00534,2557.38,1.23032,3135.43,0.472659,0.999159,0.000722308,5410.63 
76,44.409,76,2983.94,-0.0292798,-7.72215,11.2827,118.735,0.0707753,6.08441,499.75,-3.86367,0.1164,-3.39686,-2.73529,-3.86201,9.04387,1561.58,1.12414,2682.46,2850.28,-3.92062,0.0594528,-3.51075,-2.79224,-3.91895,0.750712,1552.21,0.725513,2673.09,0.38954,0.999183,0.000499722,3984.72 
