cyc,freq,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95,two2D_bg,two2D_a1,two2D_sh1,two2D_sv1,two2D_ch1,two2D_cv1,two2D_a2,two2D_sh2,two2D_sv2,two2D_ch2,two2D_cv2,two2D_chd,two2D_cvd
0,44.39,0,23816.9,0.018496,36.5815,14.2272,123.327,-0.0293302,-33.5421,6.8731e-12,-0.51235,0.67108,-0.144007,2.07978,-1.27957,0.351828,11321.6,70.5217,11776.2,16974.4,-0.514565,0.668864,-0.148438,2.07756,-1.28179,1.18517,11321.3,70.5062,11775.8,0.468655,0.989219,0.010909,24156.9,0.000437228,0.831607,13.9377,11.8778,123.702,83.3879,0.6918,14.6809,14.5855,122.359,133.483,1.34249,-50.0948 
1,44.4,1,23455.7,0.0422942,35.5088,14.3484,123.329,-0.0411671,2.22965,1.21908e-11,-1.44273,3.3713,5.20586,0.676688,1.87437,12.9916,11499.2,68.6529,11229.4,16588.7,-1.52453,3.28949,5.04225,0.594883,1.79257,0.451611,11485.2,68.0803,11215.4,0.484404,0.989733,0.0110584,23710,0.000437335,0.827678,14.1786,11.9204,123.67,83.7241,0.655537,14.7392,14.6437,122.324,134.206,1.34647,-50.4817 
2,44.37,2,19940.3,-0.00462528,29.0114,-14.9487,123.179,-0.0185504,-18.7128,5.65864,3.77562,2.31793,-1.91312,2.84817,-2.71397,-16.1532,8376.73,58.3683,10691.7,14129.1,3.87733,2.41964,-1.7097,2.94988,-2.61225,1.34715,8394.18,59.0803,10709.1,0.418305,0.987833,0.0100603,20067.1,0.000487882,0.584259,14.4415,12.0423,123.727,83.9276,0.5891,15.5206,14.8732,122.341,134.273,1.38619,-50.3459 
3,44.32,3,24522,-0.0517848,38.3127,14.0561,123.698,0.0318933,-1.51194,32.6153,2.54681,2.34144,3.99141,-0.366794,4.67234,15.9229,9952.71,62.3029,13894.9,17532.4,2.44654,2.24118,3.79088,-0.467056,4.57208,0.698745,9935.51,61.601,13877.7,0.396435,0.989266,0.00811053,25062.2,0.000358728,0.76336,13.7011,11.6107,123.959,83.0102,0.855651,14.5761,13.9594,122.696,132.795,1.26226,-49.7853 
4,44.35,4,25639.1,-0.0196805,39.6185,14.0898,123.193,-0.016013,15.0391,500,-2.65108,0.740045,4.69746,8.59677,2.63506,14.7824,10846.4,58.9839,13944.9,18179.7,-2.74417,0.646964,4.5113,8.50369,2.54198,0.66483,10830.4,58.3324,13928.9,0.416348,0.990663,0.00765543,26012.9,0.000553332,0.824938,13.6194,11.7472,123.522,83.7082,0.857403,14.5294,14.0111,122.273,133.825,1.24968,-50.1167 
5,44.33,5,26049.1,-0.114198,40.2751,14.2785,123.205,0.0467191,0.635298,6.12067e-11,-1.22266,-2.71378,1.60699,2.13366,0.0539927,-13.5553,9953.36,85.9222,15259.3,18721.3,-1.13731,-2.62843,1.7777,2.21901,0.139347,-3.8005,9968,86.5197,15273.9,0.374503,0.985038,0.0103269,26616.6,0.000446773,0.723945,13.9156,12.0407,123.548,83.1097,0.919273,14.5884,14.2968,122.392,133.32,1.15585,-50.2108 
6,44.3,6,27446.7,-0.0600152,42.2695,14.2654,123.084,-5.8586,605.196,0.886171,1.41407,2.77594,4.24409,-0.33156,5.91414,-0.760669,10512.9,65.4872,16084.8,135050,1.41886,2.78073,4.25367,-0.326771,5.91893,0.697149,10513.7,65.5207,16085.7,0.37486,0.989212,0.00744745,28047.1,0.000474595,0.791969,13.8077,11.6961,123.568,83.1851,0.993264,14.6493,13.8737,122.16,133.227,1.40767,-50.0418 
7,44.31,7,25025.6,-0.0587756,40.0544,13.7378,123.414,-0.0181477,90.5655,350.749,-1.28836,0.428865,4.33483,3.73233,3.02033,13.8377,10044.2,68.5346,14188.6,17966.2,-1.37549,0.341732,4.16057,3.64519,2.93319,0.571305,10029.3,67.9247,14173.7,0.393635,0.988287,0.0087507,25478.6,0.000451446,0.80486,13.1819,11.5423,123.745,83.499,0.920452,14.1805,13.6345,122.432,133.38,1.31334,-49.8807 
8,44.36,8,22740.5,-0.0516239,34.0206,14.6915,123.047,0.165814,-81.786,72.166,4.2431,-4.33422,-3.13118,-0.117137,4.50414,24.8422,9174.69,80.003,12615.4,16712,4.08667,-4.49065,-3.44403,-0.273561,4.34772,16.2289,9147.86,78.908,12588.6,0.400004,0.985129,0.0114149,22869.4,0.000606606,0.641144,14.1538,12.318,123.501,82.7082,0.726394,15.0503,14.4966,122.091,132.809,1.40964,-50.1006 
9,44.38,9,23825,0.00342034,35.5302,14.6966,123.442,-0.0244135,-4.862,2.19511e-12,1.36391,-2.80106,2.56482,0.952565,3.53987,20.2732,10379.9,55.4974,12675,17002.3,1.23625,-2.92872,2.30951,0.82491,3.41222,0.524222,10358,54.6038,12653.1,0.428903,0.990859,0.00788679,24149.9,0.000373337,0.729015,14.2362,12.2255,123.8,84.4138,0.740623,15.1649,14.2378,122.518,135.105,1.28134,-50.6916 
