cyc,freq (MHz),cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95
10,44,10,7412.88,-0.0931241,16.201,11.2241,119.505,0.734331,-666.502,469.693,-0.952263,-1.71796,-1.59854,0.593179,-3.13467,-17.9317,4959.89,0.64112,3527.77,21852.2,-0.839352,-1.60505,-1.37272,0.70609,-3.02176,0.776167,4979.25,1.4315,3547.13,0.606697,0.999497,0.000742856,8207.14 
11,44.24,11,6868.26,-0.181668,15.4667,11.2387,119.747,0.555806,-194.519,1.63536e-05,-5.53515,-3.48875,-2.87868,-0.871466,-0.669176,-21.2385,4532.82,10.2144,3330.46,9178.07,-5.40142,-3.35502,-2.61122,-0.737733,-0.535444,0.79343,4555.76,11.1506,3353.4,0.598863,0.995735,0.00608799,7607.35 
12,44.11,12,7634.43,-0.0416957,17.0021,11.2804,119.525,0.108097,36.0431,0.0197052,-4.18906,-2.342,-3.26274,-1.62729,0.424157,-27.7115,5046.45,3.52092,3746.29,6370.28,-4.01457,-2.16751,-2.91376,-1.4528,0.598649,0.707159,5076.37,4.74236,3776.22,0.596327,0.998368,0.00230807,8512.73 
13,44.02,13,7448.67,-0.231458,17.0641,11.0198,119.687,-0.341927,278.803,499.375,0.734703,-0.422811,0.475767,-1.27756,0.341454,12.8651,4894.4,-0.0465364,3634.15,9224.79,0.653694,-0.503819,0.313751,-1.35857,0.260446,1.49449,4880.51,-0.613594,3620.26,0.597008,1.00022,-0.000312314,8174.94 
14,44.04,14,6360.45,-0.024175,15.0906,10.5869,119.549,0.0173897,2.35582,3.91722e-12,-1.47268,-1.49619,-2.7183,-0.499636,-2.06186,15.1431,4240.11,-2.27677,3176.39,5202.13,-1.56803,-1.59154,-2.909,-0.594988,-2.15721,0.67021,4223.76,-2.94423,3160.03,0.594947,1.00122,-0.00171926,7099.39 
15,44.1,15,6654.15,-0.224017,15.1438,11.2219,119.485,-0.527163,1250.17,3.94144,-3.86084,-2.1537,-2.64451,-0.850941,1.36847,-25.386,4531.61,6.64944,3142.21,26986.2,-3.70099,-1.99385,-2.32481,-0.691092,1.52832,0.67632,4559.03,7.76838,3169.63,0.612493,0.997027,0.00449449,7443.39 
16,44.21,16,6220.51,-0.0225174,14.3911,10.7856,119.742,0.0682808,-75.4374,499.268,-0.842268,-1.5373,0.536803,-4.18754,-0.830862,14.2211,4124.32,5.80875,3149.81,5220.49,-0.931815,-1.62685,0.35771,-4.27709,-0.920409,1.04835,4108.97,5.18193,3134.45,0.590257,0.997798,0.00303615,6961.32 
17,44.17,17,5007,-0.171587,11.8445,11.2181,119.457,0.315713,-324.012,0.026607,-1.51134,0.435271,-2.15854,-0.85545,-1.27343,38.6287,3611.67,1.75436,2433.1,7655.49,-1.75457,0.192036,-2.64501,-1.09868,-1.51667,0.612334,3569.95,0.0517146,2391.39,0.621281,0.999975,3.98346e-05,5746.11 
18,44.15,18,6603.94,-0.227753,15.2247,11.1185,119.594,-0.205218,595.642,368.592,-1.34469,-1.98702,-2.4147,-1.1721,-1.84725,-10.6278,4557.65,2.85776,3113.92,9489.67,-1.27777,-1.9201,-2.28086,-1.10518,-1.78033,0.727309,4569.13,3.3262,3125.4,0.616347,0.998728,0.00195662,7413.24 
19,44.12,19,6959.56,-0.209095,15.8612,11.0622,120.119,0.385499,1162.73,4.42337e-05,-4.05254,-3.70393,-3.10356,-2.08119,-2.7015,-67.3532,4575.88,-3.02799,3389.41,20303.2,-3.62844,-3.27982,-2.25535,-1.65709,-2.27739,0.827811,4648.61,-0.0592514,3462.15,0.59604,1.00002,-3.15269e-05,7799.17 
20,44.05,20,6801.37,-0.218091,15.4929,11.1321,119.822,-0.592257,126.053,0.554735,-3.60719,-2.49812,0.867031,-1.36488,0.315096,-15.8312,4608.73,1.20723,3213.73,8044.7,-3.5075,-2.39844,1.0664,-1.2652,0.41478,1.18742,4625.83,1.90502,3230.83,0.611407,0.99928,0.001085,7565.88 
21,44.01,21,7646.93,0.00649638,16.8513,11.3379,119.942,-0.0219206,19.4886,1.70398e-12,-1.68749,-3.17004,-6.01923,3.38482,-3.38938,5.5509,5149.39,11.3115,3685.04,6233.5,-1.72244,-3.20499,-6.08914,3.34987,-3.42434,0.450986,5143.4,11.0668,3679.05,0.605723,0.996249,0.00551064,8491.33 
22,43.96,22,6435.13,-0.201475,14.9937,11.0002,120.036,-0.063155,109.239,4.50235e-13,-1.215,-2.8829,-6.83227,-1.8001,-2.25431,11.4384,4395.58,-5.83771,3143.89,5593.72,-1.28703,-2.95492,-6.97632,-1.87213,-2.32634,0.547484,4383.23,-6.34188,3131.54,0.60601,1.00254,-0.00374453,7232.94 
23,44.22,23,6643.93,-0.251228,15.0237,11.5022,119.736,-0.396691,1016.9,234.917,-3.28372,-2.39298,-6.37884,-1.82446,-3.67758,-19.0509,4709.98,-1.36735,3043.96,18757.3,-3.16376,-2.27302,-6.13892,-1.7045,-3.55763,0.635409,4730.56,-0.527638,3064.53,0.629123,1.0002,-0.000317266,7519.28 
24,43.98,24,6972.29,-0.0953159,15.9354,10.6926,120.022,1.29112,-986.326,0.000399202,0.139391,2.37647,-3.88462,-0.347257,0.844052,37.3064,4496.54,1.44064,3404.8,47002.3,-0.0955173,2.14156,-4.35443,-0.582165,0.609143,-0.908657,4456.25,-0.203715,3364.51,0.592747,1.00008,-0.000111548,7517.96 
25,44.14,25,6874.91,-0.0288881,15.8868,10.6958,120.091,0.012958,26.3738,500,-2.99707,-1.41107,-2.82817,-0.16388,-2.49741,-35.7016,4631.93,-5.25683,3257.79,5542.68,-2.77226,-1.18627,-2.37857,0.0609231,-2.27261,0.721765,4670.48,-3.68321,3296.35,0.608916,1.00138,-0.00206254,7670.15 
26,44.19,26,5480.52,0.00509964,11.8369,11.6931,119.752,-0.00611904,1.39323,0.00890462,-2.02469,0.183045,0.650741,-1.50996,-1.17896,3.99214,3964.62,5.2874,2466.66,4506.01,-2.04983,0.157907,0.600466,-1.53509,-1.20409,1.14898,3960.31,5.11144,2462.35,0.638652,0.997746,0.00380935,6201.05 
27,44.08,27,5687.93,-0.000541388,13.3841,10.7813,119.555,-0.00403559,6.99568,3.0641e-13,-2.8211,-3.07142,-1.51225,-0.221487,-2.04155,-29.5083,3963.74,0.650041,2795.3,4698.28,-2.63529,-2.88562,-1.14064,-0.0356808,-1.85574,0.866638,3995.61,1.95068,2827.16,0.608315,0.999146,0.0012694,6568.33 
28,43.97,28,5587.89,-0.179982,13.7326,10.7738,120.084,0.138855,18.8694,0.191479,-5.19564,-1.84507,-7.46039,0.146236,-3.71088,-0.63815,3941.71,1.08331,2754.2,4901.6,-5.19162,-1.84105,-7.45236,0.150255,-3.70686,0.586936,3942.39,1.11143,2754.89,0.611286,0.999507,0.000742627,6449.35 
29,44.06,29,7183.41,-0.276241,16.1832,11.5775,119.876,-1.13719,2222.35,268.227,-4.15028,-4.90373,-2.7588,-2.69008,-3.27647,-6.16768,4851.48,-5.66554,3448.83,88369.1,-4.11144,-4.8649,-2.68113,-2.65124,-3.23763,0.847197,4858.14,-5.39368,3455.49,0.607068,1.00195,-0.00288364,8002.63 
30,44.18,30,5278.66,-0.155473,11.989,11.5972,120.317,0.20801,36.5725,17.1222,-3.26136,-5.10593,-5.97929,-1.03779,-5.16445,-17.1247,3742.08,-5.82976,2532.07,4773.83,-3.15353,-4.9981,-5.76363,-0.92996,-5.05662,0.710397,3760.57,-5.07495,2550.57,0.618354,1.00237,-0.00367879,6081.59 
31,44.23,31,6531.58,-0.0273733,14.7884,11.256,120.395,0.0367701,-62.7004,500,-6.06356,0.0308606,-2.29638,-0.662925,-1.79688,-8.68444,4639.28,0.767967,2961.18,5493.81,-6.00888,0.0855442,-2.18701,-0.608241,-1.7422,0.790933,4648.66,1.15075,2970.56,0.63231,0.999567,0.000713096,7351.87 
32,43.95,32,6774.93,-0.0385233,16.2024,10.5255,119.774,0.014366,35.5991,499.978,-3.50916,-2.55635,-2.81578,-3.08917,-1.27126,-5.11112,4517.83,-0.0150493,3350.15,5568.21,-3.47698,-2.52417,-2.75141,-3.05699,-1.23907,0.789141,4523.35,0.210234,3355.67,0.596983,0.999919,0.000115395,7577.01 
33,43.99,33,7184.21,-0.0259859,16.5565,10.6447,119.96,0.000460857,29.6433,500,-2.28588,0.838408,-4.37756,2.24591,-4.42355,25.2496,4619.71,0.732353,3535.07,5737.57,-2.44487,0.679418,-4.69554,2.08692,-4.58254,0.475746,4592.45,-0.380579,3507.8,0.589944,1.00015,-0.000199899,7784.55 
34,44.07,34,7223.57,-0.0209171,16.4193,11.142,119.788,-0.00306551,20.1835,500,-3.03981,-1.27544,-4.31251,-2.38074,-2.68724,-2.6689,4899.57,1.01675,3473.06,5957.45,-3.02301,-1.25864,-4.2789,-2.36394,-2.67044,0.685257,4902.46,1.13438,3475.95,0.607825,0.999595,0.000600814,8065.57 
35,44.2,35,6379.62,-0.250601,14.4257,11.5761,119.798,1.48378,-1651.86,178.151,-2.5057,-4.33198,-3.57752,-1.31363,-0.838377,-6.69135,4282.13,8.31205,3150.15,85224.5,-2.46356,-4.28985,-3.49325,-1.2715,-0.796244,0.716328,4289.36,8.60698,3157.38,0.598857,0.996501,0.00499647,7162.57 
36,44.09,36,6854.52,-0.225766,15.1733,11.5,119.836,0.0854733,84.6926,438.051,-2.95991,-5.47292,-2.40723,1.25344,-0.465623,5.65439,4579.39,3.55755,3312.85,5915.97,-2.99551,-5.50853,-2.47844,1.21784,-0.501227,0.758575,4573.28,3.30832,3306.75,0.603143,0.998736,0.00183959,7582.42 
37,44.16,37,7589.69,-0.0227575,16.6128,11.144,119.993,-0.000950395,21.7654,500,1.02107,-3.11639,-5.17647,-4.23621,-2.83378,-0.20217,4811.66,2.67451,3745.01,6027.38,1.02235,-3.11512,-5.17392,-4.23494,-2.83251,0.639049,4811.88,2.68342,3745.22,0.585384,0.999025,0.00131811,8220.03 
38,44.25,38,7753.56,-0.0168118,16.9758,11.1193,119.777,0.00386361,1.29839,500,-0.641318,-3.04105,0.477501,-3.28295,-1.84455,-3.9543,4607.74,6.26059,4075.61,6144.89,-0.616419,-3.01615,0.5273,-3.25805,-1.81965,1.06444,4612.01,6.43489,4079.88,0.554015,0.997564,0.002897,8324.7 
39,44.13,39,7379.68,-0.0260181,16.2417,11.3482,119.498,0.0101269,25.426,500,-3.26511,-4.98083,-5.24265,-3.86744,-1.30644,21.8796,4868.21,8.88229,3611.57,6008.4,-3.40288,-5.1186,-5.51819,-4.00521,-1.44421,0.716858,4844.58,7.9179,3587.95,0.597388,0.997148,0.00404871,8109.61 
40,44.03,40,7431.47,-0.247139,16.8656,11.2328,119.384,0.0160322,370.189,484.204,-3.38025,-2.89519,-6.44383,-2.03639,-2.45407,-17.639,4896.79,6.73697,3610,6360.38,-3.26918,-2.78412,-6.22169,-1.92533,-2.343,0.623915,4915.83,7.51445,3629.05,0.59816,0.997332,0.00379985,8218.27 
41,44,41,7511.19,-0.0314149,16.4598,11.1009,120,0.00678702,35.8558,500,-2.01006,-2.00419,-1.2857,-0.765775,0.702877,-34.257,4901.41,0.986525,3562.84,5956.03,-1.79435,-1.78848,-0.854281,-0.550068,0.918584,0.790031,4938.41,2.49648,3599.84,0.601199,0.999116,0.00127587,8214.26 
42,44.24,42,8217.91,-0.238506,17.3029,11.8598,119.796,0.265677,-157.833,170.822,-0.212652,-0.712954,-4.08699,-1.89208,-3.14714,-16.797,5199.92,4.45743,3985.12,8045.25,-0.106886,-0.607188,-3.87545,-1.78631,-3.04138,0.588471,5218.05,5.19779,4003.26,0.588877,0.99826,0.00238606,8861.02 
43,44.11,43,7384.19,-0.0340646,16.8958,11.0058,119.512,-0.140157,83.2934,494.812,-3.00525,-4.90197,-4.8245,-2.36955,-3.82348,2.03576,4963.44,6.14841,3646.59,6433.38,-3.01807,-4.91478,-4.85014,-2.38237,-3.8363,0.744752,4961.24,6.05868,3644.39,0.599355,0.997867,0.00305309,8277.63 
44,44.02,44,7574.63,-0.0166148,16.7236,11.2293,120.029,-0.00932186,3.14385,493.56,-5.50283,-2.8341,-1.73584,-2.41138,0.77217,-15.1515,4877.75,0.503332,3735.35,6114.26,-5.40742,-2.73869,-1.54503,-2.31597,0.867575,0.861302,4894.11,1.17117,3751.71,0.589072,0.999581,0.000574717,8308.17 
45,44.04,45,8198.35,-0.0278199,17.9867,11.2805,119.703,0.00159089,1.52737,500,-5.42112,-2.2686,-4.62148,-3.43344,-0.761233,-11.8009,5108.62,9.36667,4167.72,6605.13,-5.34681,-2.19429,-4.47287,-3.35913,-0.686926,0.721491,5121.37,9.88682,4180.47,0.573784,0.996633,0.00433769,8925.59 
46,44.1,46,7119.89,-0.028022,15.3024,11.5599,119.831,1.86307e-05,33.8024,500,2.10554,-0.086031,-5.70995,-0.670404,-2.10714,0.543555,4718.37,6.87165,3470.21,5758.48,2.10212,-0.0894536,-5.7168,-0.673826,-2.11056,0.118937,4717.78,6.84769,3469.62,0.599073,0.997466,0.00362243,7875.14 
47,44.21,47,6641.11,-0.23972,15.2166,11.2666,119.987,0.5219,60.0674,327.716,-1.69047,-1.92744,-7.856,-2.49688,-2.07477,-9.39286,4383.39,13.5866,3220.39,6601.45,-1.63133,-1.86829,-7.73771,-2.43773,-2.01563,0.50686,4393.54,14.0006,3230.54,0.599119,0.994454,0.00792014,7333.32 
48,44.17,48,6574.78,-0.00924751,14.5141,11.4485,119.803,0.00614216,17.5103,500,-4.47025,0.556165,-3.96635,0.330723,-2.89101,-12.5595,4373.55,1.43309,3335.44,5412.69,-4.39116,0.635249,-3.80818,0.409807,-2.81192,0.617891,4387.11,1.98668,3349,0.590085,0.999208,0.00109157,7434.7 
49,44.15,49,7885.06,-0.0288643,16.9386,11.2505,119.655,0.0381475,26.1583,2.86896e-10,-1.3249,-2.01824,-4.84239,-3.1804,-3.461,-60.1567,5061.84,4.43621,3776.92,6236.11,-0.94611,-1.63945,-4.0848,-2.80161,-3.08221,0.674626,5126.8,7.08774,3841.89,0.594555,0.997586,0.00338692,8622.92 
50,44.12,50,7809.95,-0.0255633,16.8761,11.1314,119.256,0.0120628,-0.160174,499.897,-0.400108,-2.83711,-4.55206,0.091779,-2.49947,-34.7917,4849.5,2.96865,3898.91,6115.33,-0.181034,-2.61803,-4.11391,0.310853,-2.28039,0.536853,4887.08,4.50217,3936.48,0.577036,0.99839,0.00210239,8469.27 
51,44.05,51,8060.52,-0.238363,17.3466,11.6517,119.663,0.65214,1200.53,319.922,-0.82962,-5.46606,-4.78863,-2.72189,-2.78291,-10.235,5140.74,2.3157,3859.79,32065.9,-0.765173,-5.40161,-4.65974,-2.65744,-2.71846,0.712405,5151.79,2.76683,3870.84,0.593917,0.999061,0.00131498,8674.26 
52,44.01,52,7044.61,-0.027469,15.2086,11.225,120.233,0.00654717,18.7433,500,-3.64159,0.331309,-1.45642,-2.18432,0.729749,-10.4249,4498.93,-3.81626,3376.38,5561.39,-3.57594,0.396952,-1.32514,-2.11868,0.795391,0.772603,4510.19,-3.35676,3387.64,0.593997,1.0013,-0.00182865,7592.94 
53,43.96,53,7979.29,-0.0151873,17.1738,11.2735,119.482,-0.00287953,-10.5316,500,-2.91089,-2.53558,-2.355,1.52882,2.87099,-54.607,5136.77,5.3899,3840.18,6303.62,-2.56705,-2.19174,-1.66731,1.87266,3.21484,-0.245572,5195.74,7.79682,3899.15,0.594209,0.997381,0.00367,8743.96 
54,44.22,54,7901.36,-0.0126164,16.6168,11.5078,119.818,-0.0122823,1.50693,500,0.268016,-0.90036,-6.50542,-2.3525,-1.75607,12.9335,5223.01,6.70004,3670.89,6225.53,0.186577,-0.981799,-6.6683,-2.43394,-1.83751,0.431759,5209.04,6.12997,3656.93,0.610184,0.997945,0.00307835,8536.84 
55,43.98,55,7718.1,-0.043655,16.4997,11.3293,119.509,0.0635517,-96.5148,6.35569e-05,-4.43593,-1.14963,-2.07919,-2.01,-2.17121,30.7446,4773.96,3.43583,3861.85,6284.87,-4.62952,-1.34322,-2.46637,-2.20359,-2.3648,0.810389,4740.76,2.0807,3828.65,0.576396,0.999233,0.0010001,8224.83 
56,44.14,56,6698.83,-0.0258262,14.6611,11.2871,119.993,0.014863,16.8562,500,-4.73774,-0.389423,-3.1248,-2.34461,-0.215759,-15.523,4390.03,5.9205,3250.61,5395.1,-4.63999,-0.291679,-2.92931,-2.24687,-0.118015,0.713539,4406.79,6.6047,3267.37,0.597118,0.997384,0.00370984,7380.1 
57,44.19,57,6213.87,-0.00475762,13.3015,11.5275,119.692,-0.0147064,3.59336,0.733969,0.259166,2.39353,-4.71764,-2.02922,-2.03524,18.3998,4211.32,1.35008,2965.53,4993.22,0.143307,2.27767,-4.94936,-2.14508,-2.15109,0.274772,4191.45,0.539067,2945.66,0.609931,0.999775,0.000336999,6872 
58,44.08,58,6648.79,-0.0242943,14.4533,11.2177,120.322,0.0138985,21.9162,500,-0.77026,0.02324,0.627439,-1.67524,-1.4448,-22.872,4402.72,-13.9083,3133.79,5287.9,-0.626242,0.167259,0.915477,-1.53122,-1.30078,1.38538,4427.42,-12.9002,3158.49,0.606359,1.00513,-0.00758071,7301.64 
59,43.97,59,8024.48,-0.173827,17.426,11.1951,119.851,0.157351,188.101,1.48957e-08,0.868945,-0.52343,-3.35498,-0.329103,-0.768572,23.5628,4943.27,1.34838,3868.2,7314.19,0.720576,-0.671799,-3.65171,-0.477471,-0.916941,0.26927,4917.82,0.309801,3842.75,0.58443,0.99989,0.000148488,8414.73 
60,44.06,60,7481.01,-0.17352,16.747,11.4206,119.938,-0.492093,491.947,497.023,-3.04644,-1.97631,1.19039,-1.21788,-1.8337,1.82444,4865.64,4.22306,3742.9,14106.8,-3.05793,-1.9878,1.16741,-1.22937,-1.84519,1.1679,4863.67,4.14265,3740.93,0.588259,0.998512,0.00203577,8267.92 
61,44.18,61,6100.31,-0.00322802,13.1676,11.4387,119.95,-0.00628479,3.93678,0.0800004,-3.76633,-0.830042,-3.27382,0.0163452,-2.03336,0.924778,4237.92,8.93393,2815.28,4903.98,-3.77215,-0.835865,-3.28547,0.0105222,-2.03918,0.668875,4236.93,8.89317,2814.29,0.623267,0.99634,0.00578738,6797.93 
62,44.18,62,5484.36,-0.225114,12.4905,11.5811,119.605,0.349484,-317.32,34.8888,-6.73692,-3.91549,-4.74924,-1.22037,-1.08816,-29.4541,3816.95,1.52012,2713.1,8319.08,-6.55146,-3.73002,-4.37831,-1.0349,-0.902691,0.736205,3848.76,2.81837,2744.91,0.606426,0.99872,0.00188783,6346.63 
63,44.18,63,5836.59,-0.202102,12.8253,11.6577,120.147,-0.187272,-57.4181,15.9967,-2.91122,-2.3467,-5.26681,-2.6864,0.131366,18.1037,4033.19,1.30075,2748.91,5217.23,-3.02522,-2.4607,-5.4948,-2.80039,0.0173721,0.600777,4013.64,0.502788,2729.36,0.617734,0.999781,0.000339227,6497.36 
64,44.18,64,5102.83,-0.0106282,11.5304,11.3735,120.061,0.0175527,-12.32,0.093571,0.134606,0.27916,-3.03212,-0.977441,0.380561,-39.1918,3732.09,0.259579,2418.25,4276.14,0.381386,0.52594,-2.53856,-0.730661,0.627341,-0.463524,3774.42,1.98704,2460.57,0.627653,0.99908,0.00148539,6013.54 
65,44.18,65,6493.92,-0.199196,13.8623,11.8052,119.933,0.922197,-178.677,270.642,-3.8974,-2.24044,-5.35868,-0.34409,-2.76147,-28.9332,4430.22,-1.2246,2953.47,10691.2,-3.71522,-2.05825,-4.99431,-0.161905,-2.57929,0.630297,4461.47,0.0506963,2984.72,0.621586,0.99998,3.12877e-05,7177.56 
66,44.18,66,6245.53,-0.0203968,13.2607,11.6012,120.046,0.0453896,31.8121,497.3,-1.56833,0.403824,-4.81202,-1.07429,1.13193,-36.1409,4372.91,6.56517,2840.69,5054.98,-1.34076,0.631394,-4.35688,-0.846716,1.3595,0.0431734,4411.94,8.15815,2879.72,0.627366,0.996774,0.00519154,7032.48 
67,44.18,67,5468.11,-0.211926,12.1641,11.7401,119.796,0.438685,265.316,120.142,-1.65724,-1.75743,-5.79621,-1.65319,-0.599585,-6.26429,3839.62,5.93797,2615.09,8437.77,-1.61779,-1.71798,-5.71732,-1.61374,-0.560141,0.490752,3846.38,6.21408,2621.86,0.617172,0.997181,0.00434701,6232.27 
68,44.245,68,7616.9,-0.281701,17.5379,11.2554,119.302,0.104521,277.727,17.7884,-4.27656,-2.89632,-3.4347,-5.14439,-0.884853,-22.3479,4768.57,2.96357,3992.37,7370.86,-4.13585,-2.7556,-3.15326,-5.00367,-0.744134,0.800332,4792.7,3.9486,4016.5,0.567337,0.99856,0.00180769,8447.72 
69,44.205,69,6671.26,-0.223701,14.7649,11.5207,119.41,0.352514,88.7879,489.783,-2.03312,-1.02081,-0.0316522,-1.86098,-1.68311,-5.78759,4404.45,-2.08347,3354.68,6556.28,-1.99668,-0.984367,0.0412337,-1.82454,-1.64667,1.00643,4410.7,-1.82837,3360.93,0.590523,1.00073,-0.00100313,7469.15 
70,44.185,70,5377.02,-0.230651,12.1753,11.7123,119.874,0.0368882,-311.048,271.337,-3.20179,-3.17091,-2.26201,-0.096731,0.32103,-28.4271,3895.59,-3.68955,2508.46,5015.65,-3.02279,-2.99191,-1.90401,0.0822667,0.500027,0.740471,3926.29,-2.43656,2539.16,0.629523,1.00109,-0.0017708,6236.93 
71,44.235,71,5989.24,-0.252641,13.8764,-11.4547,119.952,0.13175,-225.959,181.43,-1.6904,-3.49086,-3.2723,-3.72252,-3.1095,-26.6892,4199.47,-2.09901,2889.32,6143.48,-1.52235,-3.32281,-2.93619,-3.55447,-2.94145,0.794345,4228.29,-0.922629,2918.15,0.614238,1.00038,-0.000582757,6883.8 
72,44.045,72,7500,-0.0337837,16.4192,11.1056,119.509,-0.197868,99.9001,500,-2.69048,-0.76985,-2.15424,1.17023,-1.81335,5.70245,4638.72,6.97,3797.05,6579.42,-2.72638,-0.805757,-2.22606,1.13432,-1.84925,0.656108,4632.56,6.71866,3790.89,0.573176,0.997468,0.00325417,8082.27 
73,44.215,73,7200.08,-0.0912246,15.9428,11.3356,120.089,0.117508,226.526,5.13612e-10,-3.81525,0.771526,-0.718515,-1.45957,-1.19179,8.15132,4842.33,0.182867,3395.65,6749.6,-3.86658,0.720199,-0.821168,-1.5109,-1.24312,0.877831,4833.53,-0.17642,3386.85,0.610636,1.00006,-9.59639e-05,7915.56 
74,43.985,74,8216.8,-0.0459556,17.6763,11.4124,119.338,0.0200493,34.6326,500,0.833233,-4.33278,-1.93654,-2.23747,-3.75201,24.6633,5368.05,12.7488,3897.71,6589.57,0.677935,-4.48808,-2.24714,-2.39277,-3.90731,0.818154,5341.41,11.6617,3871.08,0.60259,0.996194,0.00551875,8864.09 
75,43.965,75,7980.23,-0.016526,17.2528,11.2248,119.597,0.00402116,-2.94448,500,-5.33623,0.965228,-0.40712,0.373501,-0.433925,-15.6671,5114.98,11.8333,3834.25,6304.64,-5.23758,1.06388,-0.209817,0.472153,-0.335274,0.950592,5131.9,12.5239,3851.17,0.594213,0.995747,0.0059548,8636.46 
76,44.175,76,6951.77,-0.218903,15.1823,11.7211,119.995,-0.528157,-355.626,4.19895,-4.336,-0.713185,-0.496309,-0.279521,-0.996576,2.28163,4808.73,11.2799,3265.54,11907.3,-4.35036,-0.727552,-0.525043,-0.293887,-1.01094,0.923993,4806.26,11.1793,3263.08,0.618116,0.995946,0.00627147,7775.66 
77,44.155,77,6921.37,-0.0292735,15.6254,11.0832,119.937,0.00658905,26.0284,500,-4.15553,-2.5713,-5.82916,-1.87988,-3.89127,-4.55345,4742.48,5.34089,3329.89,5643.16,-4.12686,-2.54263,-5.77182,-1.85121,-3.8626,0.682083,4747.39,5.5416,3334.8,0.610043,0.997961,0.00305177,7782.06 
