cyc,freq,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95
0,44.2,0,25557,-0.598273,44.1547,14.1091,123.093,0.26499,174.854,445.683,-5.32101,0.415484,-5.95181,-3.07208,2.70864,-102.297,13687.6,75.1299,13178.7,21788.5,-4.67688,1.05962,-4.66353,-2.42795,3.35277,0.36602,13798,79.6389,13289.1,0.564814,0.99,0.0109188,24429.4 
1,43.96,1,23183.7,-0.00263296,41.5839,13.3172,124.455,-0.034923,15.694,500,-3.08238,-1.51665,-9.77076,0.721466,-3.06599,-82.7616,11014.5,48.6366,13757.3,18045.3,-2.56126,-0.995526,-8.72851,1.24259,-2.54486,0.35761,11103.9,52.2845,13846.7,0.500597,0.991827,0.00690765,22181.2 
2,43.86,2,22273,-0.12705,40.1027,13.4596,124.465,0.0897906,-40.6583,500,-1.6994,-0.43352,-9.93222,-5.91465,-2.74112,-78.5748,10248.3,51.8454,13639.1,17690.1,-1.20464,0.0612446,-8.94269,-5.41989,-2.24636,0.496252,10333.2,55.3088,13724,0.484844,0.99072,0.00736914,21312.3 
3,44.03,3,19993.9,-0.0578227,39.0143,12.4256,124.324,0.39916,-787.912,500,-2.63258,-0.267547,-1.01364,-4.79548,-0.0117501,-119.194,9063.16,17.9058,12653.6,26019.1,-1.88204,0.482986,0.487422,-4.04495,0.738783,1.11556,9191.88,23.1596,12782.4,0.473375,0.99561,0.0033265,19417.8 
4,43.82,4,26060.7,-0.389582,45.4361,13.7132,122.455,0.289789,105.715,500,-6.34287,0.341784,-8.34149,-0.448422,-1.86992,-96.282,12053.3,57.7884,15282.2,21280.4,-5.73661,0.948046,-7.12897,0.15784,-1.26366,0.452601,12157.3,62.0323,15386.2,0.496901,0.99115,0.00737205,24466.2 
5,43.98,5,25320.1,-0.385518,44.8794,13.6944,123.88,0.0294197,-24.1807,499.993,-6.56885,-2.1038,-4.41537,1.75892,-6.67729,-124.558,11477.4,64.4051,15394,20030.3,-5.78454,-1.31949,-2.84675,2.54323,-5.89298,0.785967,11611.9,69.8952,15528.5,0.48313,0.989576,0.0082233,24034.7 
6,44.08,6,22958.5,-0.625179,42.9033,13.2089,123.652,-0.676187,307.524,497.892,-0.434144,-0.560485,-7.09107,-4.29267,1.00834,-93.0893,11113,40.3879,13579,25217.4,0.152015,0.0256738,-5.91876,-3.70651,1.5945,0.246314,11213.5,44.491,13679.6,0.50609,0.993105,0.00595553,22157.2 
7,43.81,7,23212.5,-0.0232857,42.5495,13.0431,123.262,-0.0151489,-27.9637,3.10172e-11,-7.64604,-6.98674,-2.0194,0.321322,-2.52567,-117.628,11193.4,45.7326,13706.1,18080.1,-6.90537,-6.24606,-0.538061,1.06199,-1.785,0.962667,11320.4,50.9173,13833.1,0.505671,0.99219,0.00673481,22386.9 
8,44.16,8,27445.2,-0.311282,49.0929,13.1854,123.204,0.965715,-254.723,500,-6.97318,-3.3195,-9.18087,-2.17726,-1.61405,-88.8353,15147.2,68.8514,13668.8,29079.8,-6.41381,-2.76013,-8.06212,-1.61789,-1.05468,0.595044,15243.1,72.767,13764.7,0.580581,0.991715,0.00964434,26254.9 
9,44.19,9,25318.2,-0.07056,45.8506,13.1157,123.683,0.0691818,-31.8887,500,-3.59334,3.3015,-6.04496,-2.68081,-4.2333,-101.745,13633.5,54.8863,13269.2,19648.1,-2.95268,3.94217,-4.76364,-2.04015,-3.59264,0.493604,13743.4,59.371,13379.1,0.562178,0.992497,0.00810822,24446.7 
10,44.1,10,24211.9,-0.551211,44.2058,13.3111,123.922,0.143494,-51.2751,356.482,-4.47268,-0.894764,-9.41461,-6.80698,-3.40142,-87.8479,12014.7,56.3535,13590.3,19394.8,-3.91953,-0.341609,-8.3083,-6.25382,-2.84826,0.616626,12109.5,60.2256,13685.2,0.525184,0.991372,0.00804152,23057.7 
11,43.99,11,22623.9,-0.291645,41.3025,13.352,125.082,0.118867,-135.725,113.891,-4.15042,2.09254,-3.43243,-4.83381,-0.0634255,-110.88,10824.2,50.3075,13577,18477.4,-3.45224,2.79072,-2.03606,-4.13563,0.634759,0.671521,10943.9,55.1948,13696.8,0.499693,0.991251,0.00736856,21901.3 
12,44.06,12,20865,-0.564979,36.3877,14.2157,123.498,-0.0911963,-425.625,498.008,-3.79836,-1.75428,-9.69959,-4.66695,-3.1885,-66.5496,9670.58,49.6413,12644.2,18102.7,-3.37932,-1.33524,-8.8615,-4.24791,-2.76946,0.569693,9742.45,52.5746,12716.1,0.489194,0.990645,0.00755862,19915.3 
13,44.14,13,23442,-0.000291808,41.2861,13.5497,124.549,-0.00271295,-39.134,499.996,-7.39303,-1.61544,-7.68663,-8.05832,0.0338178,-126.691,12754.9,54.6663,12167.8,18214.2,-6.59529,-0.817699,-6.09115,-7.26058,0.831559,0.694421,12891.7,60.2505,12304.6,0.567032,0.991888,0.00893936,22735.4 
14,43.91,14,22964.6,0.00434378,40.2643,-13.5966,125.381,-0.0491809,33.9396,2.4172e-12,-3.87183,2.40919,-2.56991,-2.03502,-2.47034,-126.792,10781.6,63.5614,13551.5,17875.9,-3.07346,3.20757,-0.973157,-1.23665,-1.67196,0.740329,10918.5,69.15,13688.4,0.499265,0.989038,0.00922002,21869.3 
15,44.05,15,15291.6,-0.0300041,26.6364,14.2796,123.685,0.00397458,14.4775,6.21314e-12,-4.70824,2.1621,-9.16879,-5.41684,1.7264,-75.5177,6776.04,47.0946,10155.3,12383.7,-4.23273,2.63761,-8.21776,-4.94132,2.20192,0.345317,6857.59,50.4232,10236.8,0.455744,0.987296,0.00899202,15047 
16,43.87,16,20805.4,-0.593455,38.7787,13.3894,124.987,-0.110703,-304.74,264.185,-6.53451,-3.11403,-7.73488,-3.71868,-4.10186,-121.773,9925.84,29.2176,12588.5,18000.6,-5.76774,-2.34725,-6.20133,-2.9519,-3.33508,0.699013,10057.3,34.585,12720.1,0.497067,0.994018,0.00498361,20233.4 
17,43.94,17,24043.6,-0.0177942,43.1139,13.4231,124.719,-0.0354586,-20.0129,500,-4.39489,-2.66825,-3.9582,-8.1172,-3.68932,-163.791,11323.7,48.2812,14392.1,18862.4,-3.36354,-1.6369,-1.8955,-7.08585,-2.65797,0.886086,11500.6,55.5006,14569,0.496661,0.991625,0.0069686,23155.8 
18,44.09,18,23515.1,-0.11984,43.1174,12.9402,123.876,-0.0195906,-7.51067,499.944,-7.11483,-1.78934,-9.42067,0.267514,-1.76911,-85.7065,11270.7,60.5188,13645.9,18167.8,-6.57516,-1.24967,-8.34133,0.807185,-1.22944,0.497159,11363.2,64.2965,13738.5,0.508331,0.990195,0.00854743,22354 
19,43.9,19,23049.4,-0.654936,41.1392,13.9754,123.849,1.18952,-262.993,18.9862,-6.80513,-5.37058,-11.2235,-6.10394,-3.51117,-110.105,10606,34.8802,14325.3,28900,-6.11183,-4.67728,-9.83686,-5.41064,-2.81787,0.659087,10724.9,39.7333,14444.2,0.481363,0.993558,0.00504173,22280.3 
20,43.83,20,21283.2,-0.645556,37.953,14.1098,124.007,0.234561,-1224.42,498.422,-5.27995,-2.86756,-9.79182,-6.59783,-4.94901,-137.087,9984.33,34.8406,12913.2,26781.9,-4.41675,-2.00436,-8.06542,-5.73463,-4.08581,0.668185,10132.4,40.883,13061.3,0.492308,0.992988,0.00573291,20581.4 
21,44.11,21,18881.3,-0.535895,36.7918,-12.7993,125.784,-0.0929364,28.5332,458.12,-9.04335,-5.82172,-8.47231,-5.3859,-0.0244485,-190.361,11044.9,29.42,9599.23,15416,-7.8447,-4.62306,-6.075,-4.18725,1.1742,0.718173,11250.4,37.8106,9804.8,0.589204,0.994153,0.00705368,19094.3 
22,44.13,22,21035.4,-0.261891,38.3414,13.6206,124.801,0.031978,167.482,435.81,-6.2315,-6.33372,-6.08484,-3.11811,-6.37686,-131.842,10935.1,40.3807,11714.1,17174.7,-5.40133,-5.50355,-4.4245,-2.28794,-5.54669,0.808993,11077.5,46.1919,11856.5,0.538717,0.992756,0.00712554,20562.7 
23,44,23,22664.1,-0.54235,41.7963,13.25,124.039,0.938058,-325.814,366.543,-5.93473,-4.30891,-8.20198,-6.79261,-5.83806,-87.4287,10480.7,43.7326,13649.1,27977.4,-5.38422,-3.7584,-7.10095,-6.24209,-5.28754,0.744324,10575.1,47.5862,13743.5,0.490271,0.992187,0.00633778,21569.9 
24,44.17,24,23463.7,0.00123731,43.8043,12.8099,123.36,-0.000944183,-28.1689,1.03266e-07,-4.77803,-7.81544,-9.15735,-3.5768,-2.51905,-146.518,13423.1,37.5692,11762.5,18267.5,-3.85545,-6.89286,-7.31218,-2.65422,-1.59647,0.672264,13581.4,44.0273,11920.7,0.587482,0.994359,0.00675755,23117.9 
25,43.8,25,22780.6,-0.0905158,41.5511,13.1011,123.769,-0.0694943,-22.6883,492.973,-5.46376,-0.294914,-6.61481,-1.66033,0.463409,-120.43,10844.7,49.0592,13643.4,17772.2,-4.70544,0.463405,-5.09818,-0.902014,1.22173,0.434824,10974.8,54.3675,13773.4,0.499,0.991405,0.0072188,21993.5 
26,43.85,26,22212.2,-0.0191494,39.4941,-13.4801,123.993,-0.0421536,82.84,500,-2.58323,-2.52215,-7.01493,0.675544,-1.66593,-124.338,10161.8,50.624,13608.9,17444.5,-1.80031,-1.73923,-5.44908,1.45847,-0.883008,0.352314,10296.1,56.1045,13743.2,0.483596,0.990554,0.00746397,21290.6 
27,43.95,27,23368.2,-0.60257,45.0193,12.7928,124.131,0.20221,454.937,3.11769,-8.07253,-3.47236,-6.41042,-1.40666,-5.69206,-147.064,10854.3,43.4235,14383.8,21742.9,-7.14651,-2.54634,-4.55837,-0.480636,-4.76604,0.766212,11013.1,49.9057,14542.7,0.48629,0.992132,0.00628179,22647.3 
28,44.02,28,18093.4,-0.390728,32.041,-14.1173,124.284,-0.390643,791.829,499.783,-2.52233,-5.18233,-5.33742,-0.478822,-0.786228,-74.0645,8990.04,50.5113,10733.9,24794.4,-2.05596,-4.71597,-4.40469,-0.0124575,-0.319864,0.617281,9070.02,53.7758,10813.9,0.51182,0.989731,0.00907738,17721.1 
29,43.88,29,21808.1,-0.583524,40.1313,13.4554,123.209,-0.469648,742.279,493.427,-2.84615,-4.66163,-7.90714,-3.26248,-3.9816,-80.6838,10212.7,41.2607,13213.1,28926.6,-2.3381,-4.15359,-6.89105,-2.75444,-3.47356,0.648608,10299.8,44.817,13300.3,0.491872,0.992443,0.00616893,20940 
30,44.07,30,22963.1,-0.0692484,40.4913,13.425,124.814,-0.166235,17.3608,500,-3.25731,-3.19592,-6.79034,-3.02565,-1.63503,-99.8982,11157.2,59.4016,13048,17789.9,-2.62828,-2.56689,-5.53228,-2.39662,-1.00599,0.608475,11265,63.8048,13155.8,0.516989,0.990185,0.00885496,21789.7 
