cyc,freq,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95,two2D_bg,two2D_a1,two2D_sh1,two2D_sv1,two2D_ch1,two2D_cv1,two2D_a2,two2D_sh2,two2D_sv2,two2D_ch2,two2D_cv2,two2D_chd,two2D_cvd
0,43.9,0,30582.4,-0.00666588,48.6981,13.6566,122.939,-0.0174348,-34.8559,151.027,0.190109,-2.83687,2.47376,5.07103,4.07944,-31.544,12942.6,68.6464,16747.8,21669.4,0.388733,-2.63825,2.87101,5.26966,4.27806,0.717677,12976.7,70.0368,16781.9,0.415003,0.990643,0.00762912,31268.9,0.000437115,1.03714,13.2877,11.5309,123.346,85.0559,1.06581,14.2045,13.8587,122.049,135.469,1.297,-50.4129 
1,44.07,1,25580.6,-0.0276987,41.3911,13.2512,122.921,0.00824537,21.2442,4.66412e-11,-2.66173,5.21148,0.890824,1.86334,1.58078,-76.8165,12101.3,65.2277,12581.3,17860.7,-2.17804,5.69517,1.85821,2.34703,2.06447,0.810132,12184.3,68.6135,12664.2,0.468837,0.990241,0.00988172,25988.3,0.000757348,1.00573,12.9457,11.2967,123.123,84.3206,0.858441,13.6321,13.3217,121.988,134.566,1.13406,-50.2456 
2,44.03,2,33649.6,0.0682827,55.4328,13.1936,122.922,-0.0387338,-71.7921,500,2.98877,0.252316,9.72846,2.82394,-2.35676,-65.6846,13747.5,79.7899,19231.1,23898.6,3.40237,0.665914,10.5557,3.23754,-1.94317,0.336886,13818.5,82.6851,19302,0.396425,0.989637,0.00782934,34857.7,0.000355735,1.15844,12.8505,11.3085,123.22,85.0215,1.30274,13.6515,13.4441,122.127,135.218,1.09283,-50.1963 
3,43.96,3,31961.7,0.00447057,52.4977,13.2285,122.744,0.012792,0.263837,500,-0.577613,0.768744,6.17532,0.46631,0.584792,-41.3297,13788.2,79.4229,17486.2,22607.2,-0.317371,1.02899,6.69581,0.726552,0.845035,0.254282,13832.8,81.2446,17530.8,0.419922,0.989826,0.00846478,32941.4,0.000411889,1.15113,12.7686,11.4118,123.113,85.0962,1.18379,13.7759,13.3824,121.787,135.469,1.32598,-50.3726 
4,44.09,4,17080.7,0.0587524,26.4214,-13.5545,122.877,-0.0354111,-91.9397,500,3.28655,-0.634998,0.664069,-0.865523,-0.605694,11.1157,7452,41.5,8724.67,11764.2,3.21656,-0.704991,0.524084,-0.935516,-0.675686,0.63208,7439.99,41.01,8712.67,0.43928,0.990446,0.00859614,16936.8,0.000916612,0.621403,12.8673,11.2113,123.146,84.7381,0.555428,14.2159,13.5456,121.844,134.991,1.30245,-50.2529 
5,44.02,5,30006.6,0.0375346,47.8125,13.5431,123.133,-0.151383,-16.5765,134.599,3.59772,2.18743,3.47339,0.595076,6.07196,39.7837,13174.7,75.1739,15870.3,21161,3.34721,1.93692,2.97237,0.344568,5.82145,0.793908,13131.7,73.4203,15827.4,0.432198,0.99031,0.00847279,30383.6,0.000678345,1.07177,13.0536,11.4293,123.37,85.0753,1.01794,14.1591,13.7662,122.248,135.279,1.12249,-50.2042 
6,43.92,6,31848.3,-0.0409962,53.3646,12.9777,123.146,0.0175168,14.0182,500,6.43034,1.45167,6.86115,2.85587,2.69292,-25.3732,14642.1,77.3953,16643.9,22552.8,6.5901,1.61143,7.18069,3.01564,2.85269,0.662094,14669.5,78.5137,16671.3,0.44668,0.990721,0.00860082,32841.2,0.000408262,1.23432,12.7081,11.3382,123.527,84.6355,1.15834,13.379,13.3432,122.143,134.689,1.38418,-50.0531 
7,44.01,7,30998,-0.0700583,51.3075,13.3064,122.68,0.00519576,4.04481,500,0.790856,0.230445,8.47748,-3.2141,2.06532,-2.61518,13434.4,59.7672,17019.9,22225.4,0.807323,0.246912,8.51041,-3.19763,2.08179,-0.00729167,13437.3,59.8825,17022.8,0.420018,0.992262,0.00643842,31992.1,0.000342489,1.13035,12.8182,11.2844,122.905,84.541,1.16164,13.6161,13.3797,121.693,134.623,1.21187,-50.0822 
8,44.06,8,27455.1,0.0250922,45.4994,13.0446,123.185,-0.161162,231.036,15.2242,-2.55153,3.41654,7.27965,-4.38243,7.19075,-9.8566,12239.7,66.2601,14598.3,20533.1,-2.48947,3.4786,7.40378,-4.32037,7.25281,0.346265,12250.4,66.6945,14609,0.434809,0.990562,0.00833966,28174.1,0.00045842,1.04653,12.6777,11.1833,123.563,84.556,1.01867,13.5281,13.1869,122.309,134.758,1.25465,-50.2017 
9,44,9,28660.9,0.0028612,49.1423,12.6632,122.445,-0.0753366,13.7423,3.99085e-09,-4.80224,-0.861732,6.63777,2.5363,3.47681,-71.7612,12549.7,55.0246,15509.4,20291.7,-4.35038,-0.40987,7.54149,2.98817,3.92867,0.222372,12627.2,58.1877,15586.9,0.426352,0.992,0.00682984,29616.9,0.000420731,1.16233,12.147,10.8498,122.818,84.2059,1.13802,13.1154,12.8782,121.415,134.225,1.40274,-50.0191 
