cyc,freq (MHz),cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95
18,44.404,18,6889.13,-0.0636628,15.6859,11.7593,118.621,-0.17192,199.253,3.51862e-08,0.044007,-7.25255,-7.48434,-0.022699,-1.47775,-24.7568,3229.2,-12.0248,5173.03,7119.78,0.199894,-7.09666,-7.17256,0.133188,-1.32186,0.529915,3254.84,-10.9336,5198.68,0.407587,1.00591,-0.00388928,7985.64 
19,44.388,19,7923.58,-0.309338,17.5079,12.1118,119.053,0.274082,929.743,0.0193437,-6.00772,-2.20077,-2.41663,-4.14307,-2.08143,18.3972,4347.46,-0.660863,5078.91,15198.4,-6.12356,-2.31662,-2.64832,-4.25891,-2.19728,0.849053,4328.4,-1.47176,5059.85,0.484548,1.0006,-0.0005361,8932.87 
20,44.362,20,7941.3,-0.00918255,17.6952,11.6505,118.698,-0.0207837,-16.3145,500,-3.09485,-5.18608,-3.29819,-2.01887,-0.838082,11.2309,4824.57,4.34255,4666.4,6722.17,-3.16557,-5.2568,-3.43963,-2.08959,-0.9088,0.768537,4812.94,3.84753,4654.77,0.531888,0.998603,0.00152033,9048.78 
21,44.25,21,9689.94,-0.205652,21.5876,11.5518,118.302,-0.0445672,15.3273,425.96,-1.0577,-5.42035,-9.02364,-4.16523,-3.71408,-19.1404,6624.31,-6.6647,4680.12,8140.21,-0.937175,-5.29983,-8.78259,-4.04471,-3.59356,0.612382,6644.14,-5.82105,4699.95,0.608377,1.00154,-0.00228673,10921.1 
22,44.402,22,7107.54,-0.0220791,16.7785,11.4198,118.7,0.011872,-2.06338,500,-0.430318,-1.14907,-2.40588,-1.61193,-0.499008,-42.3864,3609.95,-11.4013,5100.97,6238.27,-0.163422,-0.882173,-1.87209,-1.34503,-0.232113,0.583502,3653.85,-9.53308,5144.87,0.438339,1.00459,-0.00342498,8335.69 
23,44.394,23,7376.24,-0.379207,17.2016,-11.8705,118.828,-0.00251988,-481.455,210.932,-6.37163,-2.92139,-1.09198,-2.35731,-0.762131,-0.283685,3920.55,-4.71874,5082.68,6686.62,-6.36984,-2.9196,-1.08841,-2.35553,-0.760345,0.919339,3920.84,-4.70624,5082.98,0.458774,1.0021,-0.00170849,8546.35 
24,44.55,24,9552.02,-0.0436354,20.7111,11.8912,118.924,-0.0199994,-7.7166,500,-1.58972,-4.86802,-6.3083,-3.06792,-2.5954,3.95713,7186.23,-2.76073,3986.99,8022.23,-1.61464,-4.89294,-6.35814,-3.09284,-2.62031,0.657776,7182.13,-2.93515,3982.89,0.664608,1.00072,-0.00135936,10806.6 
25,44.398,25,6791.76,-0.0285168,15.6692,11.538,118.77,-0.0196969,31.3468,500,-2.35381,-0.616531,0.392814,0.0485369,-0.163922,17.3162,3430.16,-2.2475,4860.37,5905.44,-2.46284,-0.725567,0.174744,-0.0604983,-0.272957,1.05221,3412.22,-3.01075,4842.43,0.436411,1.00155,-0.00114663,7818.84 
26,44.39,26,7744.53,-0.0160795,17.3983,11.7341,118.769,0.00067481,-8.61726,500,0.214339,-2.20778,-5.17165,0.184799,-2.82959,-4.3722,4199.61,0.172077,5135.24,6646.07,0.24187,-2.18025,-5.11659,0.21233,-2.80206,0.469492,4204.14,0.364791,5139.77,0.473369,0.999848,0.000130725,8881.33 
27,44.41,27,6124.21,-0.0185523,14.661,11.6628,118.608,-0.0363477,-17.2548,500,-3.68705,-2.48131,-1.23133,-1.93633,-2.5516,-51.6826,2964.95,-14.4882,4859.31,5586.64,-3.36162,-2.15588,-0.580464,-1.6109,-2.22617,0.941574,3018.48,-12.2102,4912.85,0.403046,1.00713,-0.00459935,7489.18 
28,44.374,28,7503.13,-0.019603,16.7168,11.7296,118.811,0.0126878,12.7581,499.338,-3.1113,-2.21934,-5.59199,-3.16562,-0.323057,16.3003,4274.2,-2.93663,4692.99,6388.35,-3.21394,-2.32198,-5.79727,-3.26826,-0.425696,0.614213,4257.32,-3.6551,4676.11,0.500121,1.0015,-0.00144197,8512.57 
29,44.7,29,9363.33,-0.256769,20.8506,11.7265,118.912,-2.70595,752.303,2.32764e-07,0.0633154,-0.803378,-3.24576,-1.16204,-3.96936,-17.7343,6771.45,-0.918347,4133.01,74228.1,0.174983,-0.69171,-3.02243,-1.05038,-3.85769,0.642199,6789.82,-0.136672,4151.38,0.642514,1.00004,-6.06494e-05,10567.6 
30,44.309,30,9022.67,-0.0457288,20.069,11.5223,119.209,-0.0265275,191.318,1.94898e-08,-2.15715,-0.324897,-2.11518,-3.15988,-3.52552,0.534078,5816.84,1.43055,4689.98,7692.89,-2.16051,-0.32826,-2.1219,-3.16324,-3.52888,0.812268,5816.28,1.40701,4689.42,0.576803,0.999577,0.000552398,10083.7 
31,44.318,31,9293.49,-0.407574,21.2462,11.6768,119.036,-0.688744,971.755,406.312,-0.767035,-2.41442,-5.96081,-3.50688,-3.4122,24.7262,6023.32,-0.346604,4905.44,29863.7,-0.922729,-2.57011,-6.2722,-3.66257,-3.56789,0.63095,5997.71,-1.43646,4879.83,0.574584,1.00042,-0.00054255,10438.4 
32,44.5,32,6497.3,-0.0229035,13.6695,12.5919,119.357,0.00400121,42.0899,500,-4.6618,-4.90702,-3.96417,0.125971,0.343972,-11.1247,6422.58,9.61565,1464.57,5608.72,-4.59175,-4.83697,-3.82407,0.19602,0.414021,0.697529,6434.1,10.106,1476.09,0.827288,0.997259,0.0124548,7777.34 
33,44.303,33,8299.68,-0.402005,19.1041,11.823,119.224,0.482444,434.78,499.998,-3.81935,0.0197123,-6.9906,-2.55075,-3.65213,-28.0029,5725.25,-9.12776,4182.07,14181,-3.64302,0.196039,-6.63795,-2.37443,-3.4758,0.58344,5754.25,-7.89347,4211.08,0.600256,1.00241,-0.00346491,9586.33 
34,44.312,34,8976.62,-0.270408,20.2972,11.8204,118.432,-0.29312,413.142,359.626,-1.18333,-0.140522,-2.21213,-0.726377,-1.76409,16.4734,5769.33,1.51214,4807.51,11752.5,-1.28705,-0.244251,-2.41958,-0.830106,-1.86782,0.636088,5752.27,0.786041,4790.45,0.56888,0.999761,0.000302171,10111.6 
35,44.38,35,7876.94,-0.358365,17.7635,11.9199,118.779,0.273762,528.114,499.833,-3.01031,-1.94456,-1.17454,-0.770643,-1.37357,5.07565,4319.6,-6.167,4997.85,11599.3,-3.04227,-1.97652,-1.23846,-0.802603,-1.40553,0.853704,4314.35,-6.39072,4992.59,0.487078,1.0026,-0.00236354,8857.61 
36,44.368,36,7089.47,-0.0183591,16.5327,11.4319,119.036,-0.00133197,13.9677,500,-0.529538,-1.87895,0.695356,0.146239,-2.11518,13.9219,4569.36,-2.47326,4154.75,6153.18,-0.6172,-1.96661,0.520032,0.0585763,-2.20285,1.12358,4554.94,-3.0869,4140.33,0.547295,1.00119,-0.0013753,8322.64 
37,44.384,37,7640.78,-0.0183962,16.8957,11.6836,119.276,-0.000232875,26.4993,500,-1.05496,1.74785,-0.71578,0.477845,1.01428,-27.1494,3939.44,-2.47836,5147.97,6426.35,-0.884005,1.9188,-0.373875,0.648797,1.18523,1.14985,3967.56,-1.28169,5176.09,0.457208,1.00057,-0.000456347,8677.8 
38,44.372,38,8511.9,-0.200162,18.9525,11.8036,118.962,-0.259556,816.446,0.293125,1.57833,-2.64691,-0.0709039,-3.62745,-4.7794,6.93818,4823.64,-8.99412,5282.71,14180.9,1.53464,-2.6906,-0.15828,-3.67114,-4.82309,0.983863,4816.45,-9.29994,5275.52,0.500818,1.00339,-0.00325793,9617.18 
39,44.8,39,10841.6,-0.0627204,23.1034,11.6962,118.888,0.00689534,-79.1857,1.73408e-09,-2.73891,0.5953,-2.12853,-1.99363,-2.96959,4.26182,7249.43,1.10811,4934.34,8814.37,-2.76574,0.568464,-2.1822,-2.02046,-2.99642,0.767761,7245.01,0.920263,4929.93,0.617583,0.999778,0.000343745,11731.2 
40,44.75,40,10632.4,-0.15779,22.7404,11.7425,119.131,0.211693,425.297,0.103613,0.340099,-2.04637,-5.76464,1.0826,0.0992326,-16.2452,7251.03,1.04705,4785.97,11623.6,0.44239,-1.94408,-5.56006,1.18489,0.201524,0.0203107,7267.86,1.7631,4802.8,0.624472,0.999576,0.000675776,11638.4 
41,44.412,41,7093.17,-0.344863,16.7744,11.5165,118.789,0.652232,-66.8647,268.233,-2.7369,1.7434,-1.38686,-2.17715,-3.61294,8.13265,3043.09,-6.16725,5611.11,7708.42,-2.7881,1.69219,-1.48928,-2.22836,-3.66415,0.82433,3034.67,-6.52571,5602.68,0.373125,1.00378,-0.0021502,8133.11 
42,44.45,42,9335.68,-0.163439,20.1764,11.9987,119.703,0.212713,81.0911,499.896,-2.6538,-2.02102,-9.29691,0.269462,-1.22284,-51.9001,8655.35,7.1292,2216.66,8442.38,-2.327,-1.69422,-8.64331,0.596263,-0.896035,0.3333,8709.11,9.41681,2270.42,0.808256,0.998111,0.00758241,10775.2 
43,44.438,43,7538.97,-0.37094,17.9934,11.4388,118.425,1.45644,255.511,261.038,-1.73018,-3.49721,-4.34295,-1.63596,-0.306244,-28.6254,2973.21,-11.9027,6161.45,18814.5,-1.54994,-3.31696,-3.98245,-1.45572,-0.125997,0.618212,3002.86,-10.6409,6191.1,0.347683,1.00624,-0.00317617,8636.76 
44,44.3,44,9575.65,-0.0245986,20.5291,11.7426,119.003,-0.00479804,-2.27167,500,-2.59432,-3.08221,-3.74234,-3.5753,-3.72916,12.0027,6124.41,-2.35282,4875.56,7847.81,-2.6699,-3.15778,-3.89349,-3.65088,-3.80473,0.773328,6111.98,-2.88187,4863.13,0.580026,1.00083,-0.00109281,10537.4 
45,44.05,45,10284.1,-0.3665,22.1794,11.9457,118.803,-0.0443407,-309.337,364.909,-3.9782,-4.85955,-1.97887,-3.47916,-2.22119,-54.249,6987.59,6.83438,4701.06,9071.43,-3.63661,-4.51796,-1.29569,-3.13757,-1.8796,0.910441,7043.78,9.22552,4757.26,0.619349,0.997713,0.00355959,11372.9 
46,44.408,46,7408.89,-0.336517,16.9215,11.7657,118.64,0.207714,-8.54923,499.994,-1.66088,-2.1285,-1.58057,-2.61681,-1.11237,-53.1555,3239.25,3.0515,5607.71,6538.98,-1.32618,-1.79379,-0.911161,-2.2821,-0.777662,0.871503,3294.31,5.39445,5662.77,0.389978,0.997143,0.00175175,8447.42 
47,44.44,47,7599.53,-0.333532,17.3147,11.6843,118.764,-0.0275869,-27.567,496.452,0.403077,-1.40154,-4.58451,-2.54862,-4.82593,-31.6712,4170.14,1.78276,4882.14,6610.62,0.602502,-1.20212,-4.18566,-2.34919,-4.62651,0.644106,4202.94,3.17873,4914.94,0.484459,0.998678,0.00118996,8675.54 
48,44.65,48,10325.4,-0.392684,22.4423,11.9702,119.025,0.156183,160.683,388.971,-1.00062,-1.33166,3.77182,-0.521011,-1.3227,-11.405,7207.66,15.4317,4561.41,9562.03,-0.928803,-1.25984,3.91545,-0.449197,-1.25088,-145.487,7219.48,15.9344,4573.22,0.634339,0.996152,0.0063775,11381.1 
49,44.85,49,11647.9,-0.317073,24.454,11.8167,119.387,0.0862687,79.6554,118.251,-2.04572,-2.41437,-6.65639,-0.755274,-1.86541,29.9962,7568.38,2.50615,5294.29,9630.5,-2.2346,-2.60325,-7.03414,-0.944152,-2.05429,0.526971,7537.31,1.18401,5263.22,0.611455,0.999725,0.000414226,12326.8 
50,44.376,50,8539.23,-0.349603,19.2006,11.7252,118.942,0.440814,353.381,377.108,-0.0726142,-5.11164,-3.46478,-3.30099,-3.36292,-16.5816,4561.39,1.87966,5441.28,12399.8,0.0317959,-5.00723,-3.25596,-3.19658,-3.25851,0.778302,4578.57,2.61053,5458.46,0.479644,0.999003,0.000880221,9545.76 
51,44.327,51,9025.51,-0.323708,20.1905,11.8008,119.001,-0.220873,997.924,2.25276,2.09356,-1.71432,-2.2036,-3.02485,-0.222697,1.71745,5620.64,5.75296,4879,14931.5,2.08274,-1.72514,-2.22523,-3.03567,-0.233512,0.566807,5618.86,5.67726,4877.22,0.558694,0.998235,0.00213969,10057.1 
52,44.378,52,7480.61,-0.0318807,17.6868,11.3212,118.806,0.00900071,23.264,500,-5.12806,-2.87268,-3.35409,1.02906,-3.98089,-23.0225,4138.57,-5.07229,4967.59,6525.13,-4.98309,-2.72771,-3.06415,1.17403,-3.83592,0.771959,4162.42,-4.05753,4991.44,0.478184,1.00171,-0.00149969,8704.62 
53,44.36,53,7839.53,-0.0673358,17.8053,11.6821,118.646,0.329949,463.267,8.45345e-05,-1.53439,-1.60328,-2.87706,-3.74799,-3.56353,4.24918,4930.63,-12.7091,4630.28,11747.1,-1.56114,-1.63003,-2.93057,-3.77474,-3.59028,0.782708,4926.23,-12.8964,4625.88,0.539224,1.0046,-0.00516207,9135.78 
54,44.1,54,10190.6,-0.0232603,21.6422,11.6512,119.134,-0.00682965,-10.4674,500,0.174444,-2.50931,-3.87631,-0.400479,-2.41041,28.7212,6692.74,-5.56832,4892.6,8210.88,-0.00640541,-2.69016,-4.23801,-0.581328,-2.59126,0.580692,6662.99,-6.83426,4862.85,0.600909,1.0018,-0.00259562,11088.2 
55,44.33,55,8218.15,-0.408139,19.4745,11.5511,118.823,0.588277,1199.32,499.115,-2.66619,-4.8202,-1.38187,1.18117,-0.84765,-12.7641,5290.84,-5.8821,4554.56,30290.4,-2.58582,-4.73982,-1.22113,1.26155,-0.767278,0.848354,5304.06,-5.3195,4567.78,0.560639,1.00176,-0.00214987,9460.73 
56,44.366,56,8901.27,-0.0348411,19.7664,11.5494,118.745,0.0187295,18.4918,500,-2.35746,0.495695,-1.99295,-0.427719,-4.95824,20.9369,5042.85,-5.28047,5354.56,7442.9,-2.4893,0.363861,-2.25662,-0.559553,-5.09007,0.775051,5021.16,-6.20331,5332.87,0.50852,1.00217,-0.00214738,9874.08 
57,44.444,57,9513.91,-0.382411,20.6329,12.1177,119.222,-1.05089,-4388.86,325.055,-0.680108,-1.0156,-2.94288,0.0261984,-1.39472,21.2644,8656.89,8.30164,2237.66,158282,-0.814004,-1.1495,-3.21068,-0.107698,-1.52861,0.528569,8634.86,7.36436,2215.63,0.810702,0.99851,0.00608557,10651.1 
58,44.382,58,7158.42,-0.416094,17.2137,11.7742,118.556,0.233428,527.674,244.334,-5.15063,-4.75614,-0.373507,-2.2072,-1.83908,-22.7195,4031.36,-4.54427,4855.85,10607.5,-5.00757,-4.61308,-0.0873904,-2.06414,-1.69602,0.993511,4054.89,-3.54286,4879.39,0.477319,1.00153,-0.00133932,8495.13 
59,44.36,59,8493.51,-0.0276555,19.6104,11.3201,118.863,-0.00698611,28.7478,500,-2.634,-5.00942,-3.72458,0.984203,-2.24807,28.8248,5068.67,0.19488,5160.4,7233.14,-2.8155,-5.19092,-4.08758,0.802701,-2.42957,0.70209,5038.81,-1.07563,5130.55,0.519058,1.00037,-0.000386352,9707.61 
60,44.396,60,7665.1,-0.0177266,17.9481,11.3565,118.574,0.00846362,-7.98071,500,-0.531686,1.62629,-3.28543,-4.17151,-1.78284,-14.145,4012.78,-4.53745,5352.6,6637.44,-0.442619,1.71536,-3.10729,-4.08244,-1.69377,0.591724,4027.43,-3.91398,5367.26,0.451929,1.0017,-0.00134513,8911.63 
61,44.35,61,7754.23,-0.0837935,18.181,11.4752,119.048,-0.00788056,222.084,7.81311e-12,-0.960197,-2.21242,-7.8737,-0.71255,-2.19844,-27.4168,4897.48,-10.3548,4563.35,6848.56,-0.787561,-2.03979,-7.52842,-0.539913,-2.0258,0.417372,4925.88,-9.14631,4591.75,0.541045,1.00326,-0.00368281,9104.36 
62,44.29,62,8612.1,-0.0472701,18.9963,11.6855,119.201,-1.15737,937.935,499.493,-1.50509,-1.5727,-2.60513,-0.111267,-1.58201,21.2198,5519.7,-2.35852,4425.99,42564,-1.6387,-1.70631,-2.87236,-0.244882,-1.71562,0.648765,5497.72,-3.29382,4404.01,0.578381,1.00105,-0.00137964,9505.36 
63,44.28,63,8698.54,-0.315675,19.8958,11.5888,119.232,-2.7851,2368.56,0.0457846,-0.883278,-1.79185,-0.952117,-3.57599,-2.41853,-24.5952,5881.92,-3.02292,4405.27,222250,-0.728408,-1.63698,-0.642378,-3.42112,-2.26366,0.9261,5907.39,-1.93884,4430.75,0.594343,1.00057,-0.000806732,9939.38 
64,44.34,64,9429.13,-0.387756,20.7599,11.984,118.79,0.134342,-129.423,255.773,-5.60738,0.773363,-0.834929,0.392192,-2.61294,-44.143,5616.09,5.5363,5416.03,8664.85,-5.32943,1.05132,-0.279015,0.670149,-2.33498,0.955156,5661.82,7.48199,5461.75,0.532526,0.997693,0.00251713,10632 
65,44.36,65,8083.26,-0.300219,18.325,-11.7801,119.064,-0.253023,185.845,427.805,-2.32096,-1.88349,-3.33982,-0.21289,-1.8536,9.7058,4738.92,0.353882,4842.17,8558.06,-2.38207,-1.94461,-3.46205,-0.274004,-1.91471,0.653012,4728.86,-0.0739218,4832.11,0.51817,1.00003,-2.81814e-05,9126.08 
66,44,66,9531.02,-0.26716,21.4579,11.5366,119.018,1.00516,374.541,0.000251146,-4.24659,-0.693053,1.46961,0.413805,0.31921,-3.31033,6402.33,-0.967807,4721.37,20314.1,-4.22575,-0.672209,1.5113,0.434649,0.340055,1.57861,6405.76,-0.821897,4724.8,0.598371,1.00022,-0.000320544,10705.3 
67,44.9,67,11248.9,-0.344471,24.7305,11.4598,119.083,0.0374223,-131.295,92.6469,-0.15398,0.733971,0.720482,0.441733,-3.99237,44.402,7581.41,6.2672,5019.66,9385.78,-0.433568,0.454384,0.161307,0.162145,-4.27196,1.04107,7535.42,4.31008,4973.67,0.624752,0.999,0.00159379,12061.5 
68,44.321,68,8314.04,-0.345767,18.3712,11.9644,118.695,0.215572,917.822,426.348,-4.74887,-3.46746,0.582102,-2.07147,0.816186,20.8966,5334.71,0.986148,4372.96,13596.2,-4.88045,-3.59904,0.318941,-2.20305,0.684605,1.03295,5313.07,0.0650866,4351.32,0.572975,0.999979,2.75533e-05,9272.77 
69,44.386,69,7449.05,-0.110494,17.4401,11.4396,118.925,-0.0216624,38.5351,6.98105e-09,-4.325,-0.911247,-3.51952,0.565453,-0.882152,2.31595,4101.63,-9.93317,4976.72,6521.84,-4.33958,-0.92583,-3.54869,0.55087,-0.896735,0.612587,4099.23,-10.0352,4974.32,0.475225,1.0043,-0.00373015,8625.86 
70,44.442,70,9953.35,-0.0715764,21.1838,11.9705,118.869,0.0981681,155.527,4.25351e-07,-3.38228,-2.84457,-5.40506,-2.51194,-2.60818,-3.26268,8694.25,6.20788,2811.98,8751.91,-3.36173,-2.82402,-5.36398,-2.4914,-2.58764,0.677428,8697.63,6.35169,2815.36,0.772463,0.998724,0.00413875,11259.6 
71,44.324,71,9481.64,-0.123345,21.1011,11.694,118.473,0.0407943,167.569,498.416,-6.18896,-0.871664,-5.34461,-0.961814,-2.736,-7.528,5918.14,8.85126,5241.24,8255.24,-6.14156,-0.824263,-5.24981,-0.914412,-2.6886,0.668125,5925.94,9.18307,5249.03,0.553694,0.997295,0.00321237,10702.6 
72,44.37,72,7062.14,-0.224248,17.1236,11.4007,118.699,2.28734,-2483.31,5.47922e-07,-2.88775,-2.71806,-2.96871,0.483271,1.92141,-1.68334,4248.42,-8.38578,4507.74,191263,-2.87715,-2.70746,-2.94751,0.49387,1.93201,0.517295,4250.16,-8.31159,4509.48,0.508771,1.00343,-0.00340682,8353.79 
73,44.2,73,8940.59,-0.0138064,20.095,11.535,118.94,0.000213612,-1.40085,500,-1.85099,-3.16804,-4.12008,2.00889,-0.596069,-7.56976,6287.65,4.52936,4345.44,7545.76,-1.80333,-3.12037,-4.02475,2.05655,-0.548404,0.459061,6295.49,4.86301,4353.29,0.613776,0.99865,0.00205357,10257 
74,44.392,74,8169.48,-0.117928,18.4085,11.6144,118.908,-0.0949244,163.651,500,0.0146712,0.00320736,-3.34134,-0.707035,0.60878,12.6056,4028.19,-7.30411,5706.09,7465.75,-0.0647028,-0.0761666,-3.50009,-0.786409,0.529406,0.102072,4015.13,-7.85973,5693.04,0.436627,1.00344,-0.00254967,9195.8 
75,44.364,75,8828.73,-0.181472,19.7631,11.6207,118.878,0.485969,795.469,9.82642e-08,-3.04529,-3.70251,-4.3166,-2.57159,-2.20068,33.0149,4729.42,-6.74234,5623.32,20060.5,-3.25317,-3.91039,-4.73238,-2.77948,-2.40857,0.722993,4695.22,-8.19754,5589.12,0.480019,1.00306,-0.00270913,9781.32 
76,44.306,76,9281,-0.0358345,20.1753,-11.5913,118.787,0.0624955,109.673,500,-3.37698,-3.29903,-4.80308,0.294206,-1.1901,-7.78212,5895.35,1.08089,4940.99,7835.97,-3.32798,-3.25002,-4.70508,0.343208,-1.1411,0.610538,5903.41,1.4239,4949.05,0.567251,0.999578,0.000529715,10407 
