cyc,freq,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95
0,44.44,0,4163.39,0.00291097,9.22456,15.2732,120.376,-0.00473666,6.5695,6.53504e-12,-4.49553,1.52077,2.76664,1.66614,-1.72859,143.405,3586.93,12.5239,2834.13,4587.41,-5.39851,0.617794,0.960675,0.763156,-2.63157,1.16888,3432.06,6.20307,2679.27,0.681015,0.996847,0.00424674,5039.63 
1,44.36,1,5406.51,-0.0773932,11.7374,14.532,119.392,0.0735498,-8.68447,499.604,0.583498,0.611103,-0.895584,1.78174,0.286344,160.211,2385.73,9.95701,5420.89,5573.34,-0.42531,-0.397705,-2.9132,0.772933,-0.722464,0.209604,2212.72,2.89535,5247.88,0.41271,0.997715,0.00101529,5361.44 
2,44.22,2,6791.45,-0.549814,13.9584,15.0354,119.551,-1.40789,-948.176,88.1117,0.543469,-1.18916,1.09798,2.5497,0.709608,131.652,2451.88,16.03,6307.98,50288.4,-0.285511,-2.01814,-0.559982,1.72072,-0.119372,0.556373,2309.71,10.2271,6165.81,0.384363,0.992311,0.00304616,6009.2 
3,44.48,3,2929.45,-0.0301637,-7.00401,15.1121,120.044,0.0563383,66.6897,500,0.243714,-1.35677,0.0614687,-2.80591,-2.46991,113.393,3367.37,7.07812,1516.06,3567.94,-0.470295,-2.07077,-1.36655,-3.51992,-3.18392,0.87122,3244.92,2.08006,1393.61,0.795112,0.998879,0.00274193,4081.09 
4,44.34,4,5659,-0.0493698,11.2495,14.7694,119.784,0.0650945,-26.0548,500,-2.45374,-0.990712,-2.47005,-2.45561,0.823083,35.3124,2340.1,17.4125,5253.77,5463.9,-2.67609,-1.21306,-2.91476,-2.67797,0.60073,0.671804,2301.97,15.8561,5215.63,0.42383,0.98809,0.005569,5431.35 
5,44.32,5,7363.09,-0.257944,13.4565,15.7041,120.32,1.47807,-400.753,0.770047,-0.846532,0.361669,-0.193208,0.127599,-1.36737,155.067,2438.52,18.2126,6698.05,26161.8,-1.82295,-0.614745,-2.14604,-0.848815,-2.34378,0.724029,2271.06,11.3777,6530.6,0.366926,0.991309,0.00319907,6189.42 
6,44.42,6,5733.46,-0.571872,11.0734,17.2176,119.894,-1.75053,1412.42,1.56194,-3.1064,-2.33769,0.377755,-0.528874,-0.003505,43.7167,3719.83,16.818,3984.37,86693.8,-3.38167,-2.61296,-0.17279,-0.804147,-0.278778,0.976168,3672.62,14.8911,3937.16,0.608562,0.992954,0.00691898,6034.92 
7,44.3,7,8086.55,-0.419392,14.7523,15.8584,119.454,-0.374257,651.8,500,-1.63604,-1.61047,-2.5434,-0.507673,-0.0405523,10.3821,2473.79,20.5511,7365.16,15556.8,-1.70141,-1.67584,-2.67414,-0.573046,-0.105926,0.602675,2462.58,20.0935,7353.94,0.358196,0.985922,0.00500806,6874.95 
8,44.5,8,4061.73,-0.00935305,7.74015,15.6873,119.719,0.0125587,5.52879,6.62983e-07,-2.71136,-1.23774,-5.10134,-3.11408,-0.624565,77.6673,3817.57,17.3016,1783.13,3954.95,-3.20041,-1.72679,-6.07944,-3.60313,-1.11362,0.61335,3733.7,13.8782,1699.26,0.785503,0.993537,0.0148218,4753.26 
9,44.24,9,7007.45,-0.475141,13.1837,15.6325,119.489,0.301541,1266.84,221.373,-0.544199,-2.19213,3.30481,-1.59821,-0.357403,38.6381,2100,7.97695,6590.35,19144.6,-0.787493,-2.43542,2.81822,-1.84151,-0.600696,1.98993,2058.27,6.27389,6548.63,0.343764,0.994694,0.00176171,5987.45 
10,44.38,10,6440.76,-0.263983,11.6234,15.296,119.04,-0.0738906,296.728,2.84058e-09,-1.37051,2.8185,6.12697,2.74307,2.88027,174.833,2550.53,21.361,5049.08,6501.45,-2.47139,1.71762,3.92523,1.6422,1.7794,0.404642,2361.73,13.6549,4860.28,0.447475,0.989983,0.00514872,5277.9 
11,44.4,11,6332.25,-0.137953,11.4793,15.2312,119.209,-0.313214,1099.85,4.05853e-10,-1.31157,2.38342,-0.0838966,-3.75935,-3.45695,74.491,2908.8,17.3848,4858.51,16906,-1.78062,1.91437,-1.022,-4.2284,-3.926,0.88698,2828.36,14.1014,4778.07,0.496622,0.99135,0.00540718,5695.2 
