cyc,freq,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95,two2D_bg,two2D_a1,two2D_sh1,two2D_sv1,two2D_ch1,two2D_cv1,two2D_a2,two2D_sh2,two2D_sv2,two2D_ch2,two2D_cv2,two2D_chd,two2D_cvd
0,43.9,0,22093.6,0.00211759,38.3905,-12.4069,122.567,-0.0346358,47.7746,500,-0.155601,0.695386,-0.196965,4.48264,1.09939,-27.5126,8717.17,37.4409,12682.8,15559.2,0.0176386,0.868626,0.149514,4.65588,1.27263,0.978531,8746.88,38.6536,12712.5,0.386969,0.992326,0.00556988,22603.5,0.00045408,0.840607,11.8598,10.7268,123.074,83.3859,0.969532,12.8744,12.6191,121.627,133.017,1.44738,-49.6314 
1,43.97,1,23119.7,-0.0205224,39.5361,12.761,123.236,-0.0144269,-26.6504,145.14,-2.19917,4.89669,1.22313,2.32284,4.48955,8.42225,9260.2,48.0686,13118.9,16436.4,-2.2522,4.84366,1.11706,2.26981,4.43651,0.892743,9251.1,47.6974,13109.8,0.392982,0.991058,0.00665752,23540.8,0.000454795,0.859816,12.2099,10.8045,123.653,83.1457,0.972385,13.2645,12.6832,122.387,132.912,1.26625,-49.7665 
2,43.92,2,22959.2,-0.0350668,39.6093,12.6911,123.397,0.0307981,4.15938,293.671,0.844641,-1.69722,3.53056,6.04843,3.81193,-73.2545,9165.56,30.8999,13323.9,16368.2,1.30591,-1.23595,4.45309,6.50969,4.2732,0.709061,9244.67,34.1288,13403,0.387553,0.993581,0.00466875,23853.9,0.000282562,0.840523,12.3085,10.8404,123.927,84.2538,0.99326,13.0504,12.7516,122.584,134.017,1.34262,-49.7629 
3,44.02,3,23947.2,0.054891,39.2976,13.0783,122.977,-0.0202112,-43.5218,464.918,1.98693,3.58424,-2.0683,2.02067,2.03511,6.78596,8974.05,51.7528,14081.8,16759.2,1.94421,3.54151,-2.15376,1.97794,1.99238,1.29494,8966.72,51.4537,14074.5,0.36888,0.990058,0.00668933,24307.9,0.000629752,0.788766,12.5035,11.0518,123.443,84.4985,0.971944,13.6209,13.2742,122.167,134.692,1.27555,-50.1936 
4,44.1,4,22807.1,-0.0259089,37.8777,13.1908,121.912,0.0119623,9.31796,500,-1.37199,-3.16661,-4.56659,4.60795,3.56901,-3.51234,8945.1,50.1882,13315.3,16268.4,-1.34988,-3.14449,-4.52236,4.63007,3.59113,-4.68471,8948.89,50.343,13319.1,0.381345,0.990251,0.00691459,23466.7,0.000284911,0.802058,12.4904,10.9918,122.251,84.0144,0.954679,13.6004,12.741,120.946,133.834,1.30508,-49.8192 
5,44.04,5,21476.9,-0.0158383,36.3378,12.8876,122.075,0.00321139,20.7502,57.2564,2.00107,2.07024,-1.002,1.40746,2.26686,-48.59,8821,45.0424,12034.9,15247.1,2.30703,2.37619,-0.390087,1.71342,2.57282,1.04547,8873.47,47.1841,12087.3,0.402449,0.99078,0.0071395,22048.7,0.000435921,0.797841,12.4162,10.9057,122.434,83.2877,0.882262,13.2122,12.7923,121.17,132.934,1.26324,-49.646 
6,43.93,6,21446.9,0.0133674,37.5828,12.3552,122.763,-0.0328933,21.5418,101.481,1.6947,-0.49726,-4.01063,3.15083,5.54161,-19.5223,8455.55,41.8595,12468,15139,1.81763,-0.374334,-3.76477,3.27376,5.66454,1.56897,8476.63,42.72,12489.1,0.383736,0.991258,0.00626163,22089.7,0.000310722,0.809785,11.8651,10.7683,123.099,83.6163,0.931741,13.0283,12.7733,121.791,133.132,1.30862,-49.5153 
7,44,7,18455,0.0037867,30.7625,13.0172,122.466,0.0318528,-64.322,480.662,-1.70897,1.64379,4.82837,0.400356,1.06719,-41.8046,6997.53,39.6009,10820.6,13102.4,-1.44574,1.90702,5.35484,0.663588,1.33042,0.314373,7042.68,41.4436,10865.8,0.372897,0.989807,0.00697703,18886.4,0.000408286,0.650364,12.5124,10.5374,123.032,83.9969,0.783253,13.5501,12.6964,121.506,133.844,1.5267,-49.8469 
8,44.08,8,22258,-0.0152843,37.3351,-12.9961,122.376,-0.00363647,32.6268,238.799,1.32027,-4.97095,2.40007,2.7451,3.51042,-32.4852,8721.94,48.6575,12925.4,15799.1,1.52482,-4.7664,2.80917,2.94965,3.71497,0.54925,8757.02,50.0894,12960.5,0.382671,0.990089,0.007069,22884,0.000368914,0.76986,12.5573,11.0682,122.634,83.9103,0.928789,13.4269,12.8822,121.458,133.993,1.17537,-50.0829 
9,43.99,9,23255.3,-0.0115609,40.4382,12.5241,122.609,0.00267692,-51.3688,405.445,-2.4619,-3.10722,2.16799,6.35421,0.384479,-57.3457,9169.62,31.3926,13552.3,16491.1,-2.10081,-2.74613,2.89018,6.7153,0.74557,0.474906,9231.55,33.9202,13614.2,0.383513,0.993611,0.0045687,24071,0.000317297,0.860943,11.9698,10.8515,122.99,83.8288,1.02957,13.0388,12.5712,121.694,133.787,1.29556,-49.9583 
10,44.03,10,20753.7,-0.0206685,34.3729,-13.1323,122.452,0.0280724,-3.76193,2.42076e-10,4.75823,-0.043839,-0.769638,-2.19686,1.43686,-27.8568,8243.75,39.0191,11801.5,14697.9,4.93364,0.131568,-0.418824,-2.02145,1.61226,1.09884,8273.84,40.2469,11831.5,0.390824,0.991559,0.00622721,21170.2,0.000468088,0.721086,12.5905,11.1362,122.936,83.8175,0.837062,13.378,13.1034,121.489,133.83,1.44739,-50.0122 
11,44.05,11,21889.5,0.0225229,36.5703,-12.9039,122.243,0.163214,-125.246,48.5452,1.41636,-3.61787,-1.56896,3.59377,1.1259,11.0406,8559.4,35.0626,12507,16027.3,1.34684,-3.68739,-1.708,3.52425,1.05638,4.21009,8547.48,34.576,12495.1,0.385593,0.992971,0.00507157,22167.1,0.000605761,0.772677,12.4397,10.8673,122.698,84.1323,0.908045,13.2984,12.8682,121.224,134.447,1.47325,-50.3145 
12,44.07,12,21769.6,0.00428052,35.9218,13.1503,122.94,-0.0335353,-3.39876,358.387,-8.15848,-1.63483,-0.803773,1.77514,-0.594828,-20.9595,8703.59,47.3789,12481.9,15381.4,-8.0265,-1.50286,-0.53982,1.90711,-0.462852,0.937412,8726.23,48.3027,12504.6,0.390327,0.990406,0.00706542,22356.2,0.000384943,0.766604,12.5902,11.0424,123.572,84.0337,0.886781,13.5595,12.8793,122.059,133.842,1.5128,-49.8085 
13,43.94,13,20223.6,0.0366127,32.877,-13.2353,122.355,-0.023596,-9.07992,311.35,-0.912255,2.4756,5.73635,3.99725,0.963238,0.43729,7911.06,40.9827,11432.1,14172.1,-0.915008,2.47285,5.73084,3.9945,0.960485,0.531934,7910.58,40.9635,11431.6,0.388325,0.991019,0.00655763,20371,0.000580758,0.70318,12.5704,11.0385,122.792,83.1155,0.80874,13.8046,12.7376,121.214,132.811,1.57824,-49.6957 
14,43.96,14,23048.5,-0.0155704,37.457,-13.4076,122.516,0.0128119,-31.5938,9.25032e-10,2.48955,-7.21784,-2.41586,-0.901323,1.80101,-17.9917,9317.65,50.9823,12962.2,16361.7,2.60284,-7.10455,-2.18928,-0.788034,1.9143,0.606578,9337.08,51.7753,12981.6,0.397541,0.990389,0.00729338,23487.1,0.000459093,0.803971,12.9585,11.0125,122.924,84.1545,0.898116,13.7493,13.0668,121.544,134.228,1.37946,-50.0738 
