cyc,freq,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95
0,44.25,0,11969.7,-0.0195422,18.4088,14.9714,121.441,-0.0122828,9.59875,476.679,-4.64683,-3.29871,-1.71808,-1.2879,0.0786922,-9.77839,4480.99,34.2988,7842.54,8975.73,-4.58526,-3.23714,-1.59493,-1.22633,0.140264,0.848151,4491.55,34.7298,7853.1,0.488031,0.986649,0.00808075,9203.41 
1,44.3,1,10348.4,-0.211904,16.0722,15.481,118.082,0.0307305,-12.9149,35.7664,-4.42432,-1.61932,-5.79858,-4.39427,-2.83975,-58.9958,3478.74,29.4809,7325.79,8112.63,-4.05284,-1.24784,-5.05562,-4.02279,-2.46827,0.699916,3542.45,32.0813,7389.5,0.44413,0.984399,0.00793399,7976.15 
2,44.32,2,11199,-0.218181,17.1477,15.6279,118.973,0.325725,-610.903,351.127,-2.5549,-2.22589,-1.70874,-2.51205,-3.22218,-47.0185,4072.42,32.3714,7497.84,15201.4,-2.25884,-1.92983,-1.11661,-2.21599,-2.92611,0.893121,4123.19,34.4438,7548.62,0.476539,0.985592,0.00833533,8652.36 
3,44.36,3,9663.51,-0.0240983,15.0218,15.1157,119.7,-0.00574054,-2.97416,500,-4.16692,-0.558523,-5.67526,-1.56996,-1.09028,-64.7093,3563.64,18.732,6532.96,7392.28,-3.75946,-0.151066,-4.86034,-1.1625,-0.682818,0.542176,3633.52,21.5842,6602.84,0.478395,0.989711,0.00598566,7595.22 
4,44.28,4,11075.5,-0.204533,17.3148,15.2339,119.518,-0.82175,-333.44,327.669,-4.13598,-3.07251,-3.64711,-0.60901,-1.90371,-66.8662,3942.15,41.9605,7662.91,17506.4,-3.71494,-2.65147,-2.80504,-0.187972,-1.48267,0.741283,4014.36,44.9077,7735.11,0.463797,0.980799,0.0105815,8655.42 
5,44.39,5,9461.85,-0.00582503,14.7807,15.1033,119.178,-0.013504,-13.7872,500,-2.32259,1.13523,-7.30356,-2.72949,-0.375749,-7.53418,3183.64,31.1863,6767.81,7273.18,-2.27515,1.18267,-7.20868,-2.68205,-0.328308,0.362714,3191.78,31.5183,6775.94,0.4398,0.983013,0.00849577,7257.34 
6,44.31,6,9998.34,-0.236591,15.5766,15.6651,119.827,0.188384,-56.5635,384.989,-4.28627,-0.965631,-3.28799,-1.52501,-2.1111,-41.2388,3809.14,28.3198,6753.14,8290.17,-4.0266,-0.705961,-2.76865,-1.26535,-1.85143,0.739249,3853.67,30.1375,6797.67,0.485822,0.986499,0.00810082,7932.27 
7,44.27,7,11887.7,-0.186257,17.884,15.8053,118.777,0.044124,38.9237,99.8252,-1.83593,-4.40074,-4.82157,-2.42931,0.324916,-55.9696,4271.71,24.5857,8030.09,9257.48,-1.4835,-4.04831,-4.11672,-2.07688,0.677342,0.627381,4332.15,27.0526,8090.53,0.471579,0.98919,0.00612182,9186.47 
8,44.41,8,11917.1,-0.054457,17.575,15.8081,120.387,0.0897915,-35.4086,500,-3.83008,-4.82354,-8.3699,-1.50336,-1.11308,-69.8331,4237.21,32.6332,8014.46,9147.7,-3.39036,-4.38382,-7.49046,-1.06364,-0.673358,0.559427,4312.62,35.7112,8089.87,0.470474,0.985716,0.00806604,9166.54 
9,44.38,9,10094,-0.0736034,14.7103,16.2464,120.305,-0.00513424,84.328,7.68502e-06,-2.57643,-0.165857,-2.31802,-0.0250749,0.0250104,2.71872,3599.81,27.9556,6889.04,7794.02,-2.59355,-0.182976,-2.35226,-0.042194,0.00789136,0.544408,3596.87,27.8358,6886.11,0.465401,0.986638,0.00739133,7728.53 
10,44.33,10,10766.9,-0.0915275,15.9614,15.9919,119.698,0.0424302,128.783,0.530231,-2.67713,-3.45203,-5.71091,-0.00845042,-2.4698,-51.4184,3917.69,27.573,7261.21,8487.23,-2.35336,-3.12826,-5.06337,0.315318,-2.14603,0.590862,3973.22,29.8394,7316.74,0.47508,0.987028,0.00745653,8363.26 
11,44.49,11,9391.37,-0.0639508,13.7413,15.8712,118.635,0.173654,-251.982,3.19431e-10,-2.35161,-0.525078,-1.73179,0.865954,-0.974441,-60.4024,5085.15,34.2514,4570.02,8524.03,-1.97127,-0.14474,-0.971119,1.24629,-0.594103,0.601174,5150.38,36.9138,4635.24,0.649355,0.987613,0.0144579,7931.53 
12,44.29,12,10837.3,-0.208506,16.3402,15.8534,119.523,0.139933,58.4211,145.892,-1.35877,-3.50153,-1.72695,-1.0848,-0.77693,-2.54322,3640.74,33.0747,7558.08,8699,-1.34276,-3.48551,-1.69492,-1.06879,-0.760916,0.797086,3643.48,33.1868,7560.83,0.445415,0.98431,0.00802072,8179.98 
13,44.35,13,10596.9,-0.205282,16.2328,15.6142,118.177,-0.00681994,-104.011,313.934,-3.79103,-0.895982,-5.30441,-6.23097,-2.4716,-30.6598,4047.51,33.531,6891.38,8274.09,-3.59797,-0.702926,-4.91829,-6.03791,-2.27854,0.719526,4080.62,34.8824,6924.49,0.495503,0.985261,0.00919436,8235.32 
14,44.37,14,9359.85,-0.0322668,13.4256,16.5936,119.994,0.0284498,-8.19793,500,-1.63398,-3.02692,-2.77983,0.277824,-3.50128,-41.9652,3461.73,22.654,6367.25,7259.81,-1.36974,-2.76267,-2.25135,0.542067,-3.23704,0.75202,3507.04,24.5038,6412.57,0.476851,0.98792,0.00698986,7354.59 
