cyc,freq,delay_samples,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95,two2D_bg,two2D_a1,two2D_sh1,two2D_sv1,two2D_ch1,two2D_cv1,two2D_a2,two2D_sh2,two2D_sv2,two2D_ch2,two2D_cv2,two2D_chd,two2D_cvd
186,45.84,5360,186,14201,-0.111025,20.6929,15.5153,114.899,0.0766356,42.1195,211.089,-3.81371,-0.611121,-3.34281,-2.68014,0.192446,-272.717,66.5439,59.8057,13759,10556.6,-2.09648,1.1061,0.0916391,-0.962913,1.90967,-0.908388,283.773,79.5538,13976.2,0.0176509,0.67087,0.0103766,16076.9,-0.000424306,-0.0141081,-13.9216,7.76012,116.294,73.9545,0.816363,15.8255,14.0448,114.149,139.642,2.14487,-65.6871 
187,45.944,5360,187,12326.1,-0.0336012,18.3323,15.2607,114.772,0.00578057,11.127,499.497,-1.74191,-0.364889,0.718673,2.72751,-1.88096,-289.144,42.4373,57.901,12160.5,9109.29,0.0787533,1.45577,4.35999,4.54817,-0.0602973,0.580059,272.751,78.8386,12390.8,0.0191077,0.664082,0.0115849,14274.4,-0.000571367,-0.0184745,12.7073,6.71994,118.675,73.7439,0.719348,15.7118,14.2067,114.103,140.333,4.57199,-66.5891 
188,45.828,5360,188,12517.1,-0.117323,18.9226,15.4086,114.987,-0.0531445,133.003,3.35028e-05,-2.33702,-1.06656,-1.1796,-1.82062,1.36627,-252.089,102.678,64.2726,12377.6,9721.68,-0.749682,0.520772,1.99507,-0.233284,2.95361,0.555315,303.476,82.527,12578.4,0.0209049,0.677556,0.0119418,14517,-0.000671372,0.0476677,-0.0444583,-0.851655,118.238,70.1096,0.744599,15.7415,13.8825,114.282,140.089,3.95535,-69.979 
189,45.852,5360,189,12847.6,-0.150183,19.0958,15.5061,114.889,0.0214196,136.611,1.2829,2.31458,0.121284,3.18348,1.57055,-0.96788,-249.799,46.6132,61.4716,12639.2,9734.33,3.8875,1.6942,6.32932,3.14347,0.60504,0.595817,245.588,79.5602,12838.1,0.016647,0.638192,0.011287,14752.7,-0.000516687,-0.012297,15.9009,7.75247,113.99,77.2921,0.758285,15.8336,13.8374,114.108,140.636,-0.117381,-63.3443 
190,45.912,5360,190,11796.6,-0.123643,17.7713,15.2078,115.139,-0.277099,-161.042,89.7517,-2.36962,-1.87524,0.0508344,1.10296,-0.267145,-228.199,782.82,51.2749,10927.6,10250.6,-0.932713,-0.438335,2.92465,2.53987,1.16976,0.444325,964.589,67.7994,11109.4,0.0713549,0.890468,0.0111172,13518.2,-0.000723872,0.0608022,15.3743,-11.3269,115.605,91.0565,0.653671,15.6623,14.0681,114.243,139.797,1.36175,-48.7409 
191,45.844,5360,191,13132.8,-0.133605,19.5593,15.3592,114.951,0.192483,-75.325,6.7027,-3.47789,0.0666095,-1.06685,1.08327,-0.466101,-283.164,44.3451,49.6621,12883,10251.5,-1.69488,1.84962,2.49916,2.86628,1.31691,0.63447,269.896,70.1667,13108.6,0.0178945,0.687304,0.00976401,15082.6,-0.000432176,-0.0160943,14.0723,-7.42178,112.564,75.6297,0.794196,15.528,13.6734,114.118,139.588,-1.55388,-63.958 
192,45.884,5360,192,12367.8,-0.128147,18.1679,15.5868,114.991,0.0388776,38.222,35.0618,0.265119,0.976764,-2.48532,0.0520478,-2.30188,-268.999,123.052,59.0543,12028.2,9266.77,1.95894,2.67058,0.902315,1.74587,-0.608059,0.864713,337.319,78.5332,12242.4,0.0238031,0.710516,0.0116788,14171.3,-0.000439869,-0.014497,11.5472,7.11879,112.785,74.4213,0.708436,15.9509,14.0588,114.143,140.538,-1.35748,-66.1168 
193,45.948,5360,193,13627.1,-0.0281461,20.2118,15.1711,114.853,0.00252248,15.2069,499.998,-0.611442,-1.44567,-0.879686,-0.150107,1.71163,-262.709,131.773,50.6493,13158.2,9983.2,1.04277,0.208534,2.42873,1.5041,3.36584,0.715937,341.03,69.6727,13367.4,0.0220785,0.736634,0.00950998,15446.2,-0.000264597,-0.0131458,-14.4462,6.63638,112.686,74.9409,0.802337,15.4644,13.8572,114.038,140.442,-1.35165,-65.5012 
194,45.864,5360,194,15502.8,-0.107217,22.3553,15.6072,114.956,-0.0768596,157.151,24.1926,-3.00937,-0.346316,-4.88483,-2.92074,-1.06477,-226.47,109.893,70.6151,14887.7,11751.2,-1.58335,1.07971,-2.03278,-1.49471,0.36125,0.446092,290.285,87.0144,15068,0.0167628,0.655922,0.0105258,17317.2,-0.000359925,-0.0170715,12.3274,-7.92172,113.407,74.5398,0.876132,15.9992,14.0292,114.232,140.278,-0.824462,-65.7382 
195,45.876,5360,195,13802,-0.111698,20.4535,15.2769,114.883,0.376368,-185.57,90.4756,0.545675,-0.369473,-0.897268,-2.39189,-0.757263,-289.729,108.874,62.8332,13409.4,12445.4,2.37002,1.45487,2.75142,-0.56755,1.06708,0.611153,339.653,83.8132,13640.2,0.021561,0.698406,0.0111923,15753.1,-0.000403505,-0.013489,-15.3005,7.00368,115.892,74.6312,0.804655,15.6876,13.9578,114.1,140.4,1.79162,-65.7691 
