cyc,freq,delay_samples,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95,two2D_bg,two2D_a1,two2D_sh1,two2D_sv1,two2D_ch1,two2D_cv1,two2D_a2,two2D_sh2,two2D_sv2,two2D_ch2,two2D_cv2,two2D_chd,two2D_cvd
10,45.9,5000,10,31101.6,-0.013316,49.0849,13.9265,114.3,-0.0631404,109.477,500,-1.48435,-1.03229,-3.66661,-1.00477,0.315366,-278.297,106.718,56.4189,30244.2,22477.9,0.268016,0.72007,-0.161886,0.74759,2.06773,1.04446,328.392,76.5711,30465.9,0.00944883,0.710204,0.0046085,34754.8,0.0011358,-0.0155472,24.1023,59.9762,103,98,2.17779,14.0885,-12.6316,113.557,140.791,-10.5566,-42.7909 
11,45.872,5000,11,33199.7,-0.0177896,51.1194,14.1999,114.21,-0.0261248,21.1958,500,-1.09135,-1.42922,3.40944,0.106596,0.509303,-228.489,1437.14,89.2109,30670.4,23648.1,0.347381,0.00950819,6.2869,1.54533,1.94804,0.379816,1619.14,105.756,30852.4,0.0443814,0.897421,0.00627477,36482.4,-0.000138457,0.132802,12.743,10.8769,114.977,93.4931,2.13294,14.3145,12.7859,113.474,141.105,1.5037,-47.612 
12,45.836,5000,12,32738,-0.00199523,49.8464,14.4807,114.265,0.0284951,-41.2177,500,-1.2448,-2.70277,-4.62897,-1.04399,0.877661,-223.285,80.5712,82.0151,31712.3,23535.5,0.161167,-1.2968,-1.81703,0.361979,2.28363,-4.91753,258.426,98.1837,31890.2,0.00712029,0.600645,0.00563951,36294.3,-6.90382e-05,-0.0265413,-14.9944,8.83818,114.353,76.6987,2.14215,14.6171,-12.9561,113.557,141.532,0.796293,-64.8329 
13,45.916,5000,13,30405,-0.028565,48.2253,13.8964,114.189,-0.0610496,95.4574,500,-4.06477,-1.19998,2.41213,0.951463,2.61718,-250.752,93.2347,59.9861,29680.4,22005.6,-2.48585,0.378935,5.56997,2.53038,4.1961,0.453364,292.968,78.1436,29880.1,0.00860216,0.681766,0.00479445,34057.5,0.00109909,-0.0154229,-22.115,64.089,103,98,2.15913,13.9982,-12.5325,113.406,141.203,-10.4061,-43.2028 
14,45.848,5000,14,32361.4,-0.0213963,50.6463,14.0884,114.24,-0.0131197,0.484012,497.553,-3.69136,-2.07984,-1.92532,2.03046,2.70868,-231.968,35.5443,73.7802,31672.6,23227.9,-2.23072,-0.619198,0.995962,3.4911,4.16932,0.828473,220.315,90.5776,31857.4,0.00608284,0.581574,0.00521022,36219.1,-0.000113868,-0.0291088,-12.8858,9.75567,114.094,75.3893,2.28277,14.1195,-12.467,113.511,141.048,0.582801,-65.6589 
15,45.928,5000,15,33012.1,-0.143031,51.0192,14.3729,114.312,-0.0136863,235.342,495.49,-4.01499,-2.35612,-2.23701,-1.49344,1.74292,-277.95,117.582,73.2445,32017,23975.9,-2.26482,-0.605945,1.26334,0.256735,3.4931,0.410319,338.979,93.3715,32238.4,0.00921933,0.674747,0.00530695,36768.3,4.38809e-05,-0.0284894,15.9762,-7.63934,113.651,76.4253,2.23,14.3481,-12.734,113.554,141.207,0.096522,-64.782 
16,45.868,5000,16,32622.7,0.000939813,50.7868,14.1213,114.25,-0.0430112,32.1961,500,-2.6269,-0.573864,-0.807343,-1.29218,-0.77967,-274.681,170.354,60.0715,31519.2,23391.6,-0.897302,1.15573,2.65185,0.437413,0.949926,0.382949,389.148,79.9618,31738,0.0107342,0.735516,0.00461963,36253.1,-9.96565e-05,0.00247156,1.87498,21.8313,139.785,89.8076,2.24834,14.2141,-12.5492,113.562,139.862,26.223,-50.0545 
17,45.856,5000,17,31418.7,-0.0316288,49.0642,14.1557,114.262,-0.00715504,-72.7341,500,-0.862025,-3.10482,-1.59837,1.41211,0.941767,-270.051,265.254,85.0433,30239.3,22626.5,0.838414,-1.40438,1.8025,3.11255,2.64221,0.742179,480.359,104.598,30454.4,0.0137663,0.72408,0.00628709,34893.9,-0.00041083,0.045486,-13.7215,-9.38185,116.06,97.9999,2.10657,14.2056,-12.8617,113.516,140.459,2.54394,-42.4586 
18,45.904,5000,18,29798.2,-0.12438,46.3612,14.2655,114.348,-0.061112,-134.448,40.9107,-2.03499,-2.41791,-1.50817,1.27272,0.289039,-270.43,290.339,57.6535,28637.8,21797.2,-0.332159,-0.715082,1.89749,2.97555,1.99187,0.67384,505.747,77.236,28853.2,0.0152748,0.789108,0.00490685,33109.9,0.0012593,-0.00938455,45.8613,42.7111,103,98,2.00192,14.2809,-12.803,113.638,140.805,-10.6381,-42.8046 
19,45.832,5000,19,30007.8,-0.144378,46.5939,14.367,114.258,0.310681,-507.705,194.799,-3.80648,-1.86607,-2.52172,0.689572,-1.02083,-270.883,30.8544,71.2157,29216.8,26926.4,-2.1008,-0.160388,0.88963,2.39525,0.684844,0.479301,246.623,90.831,29432.6,0.00736067,0.608079,0.00565273,33505.5,3.8889e-06,-0.0265913,-16.0109,8.87744,114.051,76.2999,2.04822,14.3133,-12.671,113.595,141.451,0.456357,-65.1515 
20,45.892,5000,20,30328.9,-0.0326247,49.2425,13.527,114.327,0.075481,-283.432,500,-2.07637,-0.948237,-2.36505,-1.96241,0.480189,-239.657,1393.76,59.3156,28293.5,22380.3,-0.56731,0.560819,0.653061,-0.453355,1.98924,0.700768,1584.66,76.6697,28484.4,0.0469221,0.92194,0.00493381,33772.1,-0.000246891,0.140882,12.1508,10.5168,114.622,92.0993,2.13321,13.6539,12.2605,113.597,140.307,1.02444,-48.2073 
21,45.88,5000,21,30804.6,-0.020163,48.7438,13.7811,114.382,-0.0243195,16.7431,500,0.260356,-1.96908,-0.243871,-0.0663642,2.70205,-209.173,5072.7,88.7779,24778.6,21880.7,1.57746,-0.651972,2.39034,1.25074,4.01916,0.721591,5239.31,103.925,24945.2,0.156737,0.966452,0.00761597,33427.4,6.21449e-05,0.451916,13.0419,10.7115,114.262,90.6647,1.76869,13.9719,12.6869,113.667,140.544,0.595299,-49.8798 
22,45.908,5000,22,31058,-0.0356118,48.2334,14.1928,114.097,0.506335,-357.278,1.59389e-07,-0.0124579,-2.24745,0.34603,-1.36446,0.812978,-257.264,172.415,61.5853,29959.7,28173.8,1.60746,-0.627532,3.58587,0.25546,2.4329,0.505681,377.335,80.2144,30164.6,0.0109489,0.728854,0.00487469,34463.4,0.00135939,-0.0116678,45.2998,41.1412,103,98,2.07824,14.2989,-12.9033,113.426,140.747,-10.4259,-42.7466 
23,45.86,5000,23,29886,-0.0547043,46.3289,14.1868,114.241,-0.0029907,23.3275,500,-3.0361,-2.93164,-0.825344,-1.9391,0.676706,-294.819,210.832,59.1026,28798.4,21398.2,-1.17971,-1.07525,2.88745,-0.0827005,2.5331,0.0633964,445.666,80.4511,29033.2,0.0134022,0.759932,0.00507856,33253.2,0.00131297,-0.0118091,37.4063,46.247,103,97.9999,2.02505,14.2918,-12.7298,113.497,140.512,-10.4972,-42.5121 
24,45.888,5000,24,31179.6,0.00300911,47.5525,14.2916,114.4,-0.0180613,22.76,6.84728e-11,-3.82193,-0.440921,-1.34967,-1.02817,2.95925,-232.692,3310,76.4645,26667.1,22136.7,-2.35673,1.02428,1.58073,0.437032,4.42445,0.690645,3495.35,93.3142,26852.5,0.103295,0.955366,0.00636073,33838.6,-4.24725e-06,0.276885,13.2999,11.1994,114.448,91.2644,1.8134,14.5204,12.9475,113.695,140.862,0.752954,-49.5975 
25,45.94,5000,25,30900.6,-0.0164691,47.3042,14.4275,114.221,-0.0299168,12.9359,500,-1.78474,-1.24751,-4.18661,-0.62259,0.560049,-233.72,62.59,67.1159,29938.7,22229.6,-0.313065,0.224165,-1.24327,0.849082,2.03172,1.80282,248.757,84.0401,30124.9,0.00725452,0.628448,0.00511269,34289.9,-7.44086e-05,-0.0265063,14.6193,7.82685,115.216,75.8761,2.03471,14.5961,-12.8878,113.56,141.695,1.65661,-65.8187 
26,45.932,5000,26,32995.2,-0.00329066,50.8745,14.2327,114.337,-0.0234947,24.401,500,-3.36808,-2.88861,-1.35023,1.69239,1.46982,-268.007,81.8657,70.3379,31847.1,23590,-1.68051,-1.20105,2.0249,3.37995,3.15738,0.643546,295.343,89.7449,32060.5,0.00808632,0.652841,0.00513003,36523.8,0.00155669,-0.0158456,35.699,44.8128,103,98,2.23553,14.3488,-12.7213,113.576,140.467,-10.5761,-42.4669 
27,45.936,5000,27,31677.1,-0.0606902,48.8466,14.2273,114.222,0.152151,-358.53,499.615,-3.43128,-3.90313,-2.53469,1.31733,-0.727898,-279.221,119.821,47.0301,30548.3,24398.9,-1.6731,-2.14495,0.981662,3.07551,1.03028,0.226668,342.23,67.2492,30770.7,0.00974649,0.744114,0.00400976,35113.2,0.00136867,-0.0137885,33.1829,-47.3129,103,98,2.16999,14.2898,-12.6031,113.533,140.753,-10.5326,-42.7529 
28,45.924,5000,28,33002.7,-0.0244709,51.7229,14.0793,114.256,-0.0141367,-77.3297,500,-3.23938,-3.30567,-3.90849,0.837627,0.925021,-268.903,100.742,62.2005,32186.4,23741.6,-1.54617,-1.61246,-0.52207,2.53084,2.61823,1.35554,314.933,81.6724,32400.6,0.00852841,0.687838,0.00462195,36927.6,-8.65198e-05,-0.0245017,-14.7037,8.66629,113.306,75.5047,2.28674,14.2116,-12.5783,113.535,141.074,-0.228822,-65.5689 
29,45.896,5000,29,31189.3,-0.0129595,48.3503,14.2283,114.338,-0.0777159,115.532,497.066,0.602206,-1.51781,0.420152,0.652604,0.389079,-278.281,203.541,54.9496,30085.1,22687.1,2.35447,0.234449,3.92467,2.40486,2.14134,0.64514,425.202,75.1006,30306.7,0.0122636,0.763889,0.00454403,34671.8,0.00110084,-0.0132882,27.9529,53.5567,103,98,2.10868,14.3443,-12.7852,113.601,140.984,-10.6006,-42.9836 
30,45.92,5000,30,30131.9,-0.040979,46.1169,14.461,114.44,0.131642,-207.899,500,-2.33726,-3.2919,-3.03659,-0.0394909,-0.793406,-239.178,127.773,78.5455,29064.7,22600.6,-0.831222,-1.78586,-0.024508,1.46655,0.712636,0.946999,318.287,95.865,29255.2,0.00953623,0.654843,0.0060001,33376.6,0.00110324,-0.0138059,32.1555,48.4435,103,98,1.95519,14.6037,-13.1476,113.726,140.645,-10.726,-42.6452 
