cyc,freq,delay_samples,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95,two2D_bg,two2D_a1,two2D_sh1,two2D_sv1,two2D_ch1,two2D_cv1,two2D_a2,two2D_sh2,two2D_sv2,two2D_ch2,two2D_cv2,two2D_chd,two2D_cvd
217,45.84,1420,217,17300.7,-0.0350698,26.4091,14.796,115.626,0.0253027,8.34594,500,-0.283168,-0.662426,0.861668,1.90476,0.323928,-308.709,61.4568,55.1134,17025.7,12727.1,1.66069,1.28144,4.74939,3.84862,2.26779,0.656039,307.355,77.4678,17271.6,0.015504,0.693923,0.00819461,19824.3,-0.000459203,-0.018181,-12.7531,-8.17525,113.334,76.1084,1.09502,14.944,13.462,114.879,140.252,-1.54502,-64.1433 
218,45.944,1420,218,16585.6,-0.163874,25.1039,15.0912,115.577,-0.231561,-426.789,18.4036,-1.86995,1.25546,1.20364,-0.107328,-0.721063,-341.951,81.1139,64.7266,16220.8,15549.9,0.283228,3.40864,5.51,2.04585,1.43211,0.565452,353.491,89.4881,16493.1,0.0186139,0.69299,0.00989595,18990.7,0.00019782,-0.008743,22.1295,-69.0428,103,98,1.02136,15.2411,13.7132,114.718,140.313,-11.7183,-42.3125 
219,45.828,1420,219,17065.1,-0.109039,26.0624,14.942,115.943,0.127928,-95.0384,500,1.13379,-0.721365,-0.309021,-1.74575,-0.0898292,-296.578,72.4248,38.7494,16766.1,13072.8,3.00127,1.14611,3.42593,0.121727,1.77765,0.638336,308.66,60.2253,17002.3,0.0158115,0.745458,0.00648278,19521.3,0.000212096,-0.00957296,23.029,60.0571,103,98,1.07944,15.099,13.4525,115.076,139.852,-12.0757,-41.8518 
220,45.852,1420,220,18079.5,-0.19925,27.7434,14.9696,115.833,-0.0814808,107.392,479.434,0.166072,0.563984,2.37004,0.32542,0.502874,-342.239,6.33851,59.9198,17954.7,13804.5,2.32106,2.71897,6.68002,2.48041,2.65786,0.603756,278.945,84.7022,18227.3,0.0133621,0.653001,0.00848761,20875.8,-0.000630344,-0.0174014,15.6855,-8.2818,113.286,77.9544,1.14523,15.076,13.4706,115.101,140.204,-1.81441,-62.2498 
221,45.912,1420,221,18332.6,-0.169176,27.4963,15.1801,115.675,0.222529,-210.52,0.0566253,2.24822,-0.549192,3.65002,-2.30302,1.1812,-289.391,135.877,49.5622,17817.5,15112.7,4.07043,1.27302,7.29445,-0.4808,3.00341,0.518852,366.387,70.5177,18048,0.0176482,0.748045,0.0071461,20760.6,0.000235427,-0.00811173,23.5049,63.858,103,98,1.13488,15.2371,13.4937,114.864,140.303,-11.8644,-42.3029 
222,45.844,1420,222,18203.3,-0.10644,27.5302,15.0304,115.616,-0.228039,207.102,6.89524e-14,0.155443,-0.578019,0.846438,0.82569,-0.65774,-274.656,105.973,60.1583,17788,15007.7,1.88488,1.15142,4.30531,2.55513,1.0717,0.607482,324.746,80.0468,18006.8,0.0157092,0.698637,0.00812233,20672.4,-0.000375532,-0.0168186,-15.6423,-7.09193,113.949,76.4161,1.13367,15.126,13.4222,114.838,141.086,-0.889448,-64.6697 
223,45.884,1420,223,19125.2,-0.185608,29.3893,14.8515,115.963,0.0813724,237.072,488.75,-3.91874,0.731619,1.71145,1.25261,1.7748,-270.279,2059.75,65.1577,16870.1,14836.7,-2.21686,2.4335,5.1152,2.95449,3.47667,0.565145,2275.03,84.7293,17085.4,0.105416,0.938812,0.00905259,21581.6,-0.000709387,0.159963,14.2895,-11.5311,115.329,91.6626,1.07603,15.0176,13.4826,115.162,141.06,0.166382,-49.3973 
224,45.948,1420,224,19248.2,-0.0206142,29.1009,14.9187,115.596,0.0188386,-35.9672,500,-0.65437,-1.41093,-1.99538,2.41045,3.0798,-297.721,124.335,66.9719,18796.9,14154.9,1.2203,0.463737,1.75395,4.28512,4.95447,0.861649,361.481,88.5306,19034,0.0165287,0.699989,0.00849517,21869.9,0.000424458,-0.00961518,-24.1078,63.9697,103,98,1.22614,14.9216,13.3652,114.809,140.19,-11.8088,-42.1896 
225,45.864,1420,225,17788.4,-0.163133,27.2236,14.8728,115.722,0.108705,-42.4824,353.412,-0.808253,-1.59849,-2.48214,-1.57774,0.259351,-297.281,179.699,31.2939,17232.6,13330.8,1.06365,0.273409,1.26165,0.294155,2.13125,0.74888,416.494,52.8208,17469.4,0.0206626,0.818371,0.00553896,20157,-0.000610695,0.00201785,137.927,-18.5234,147.617,76.9402,1.12172,14.9632,13.2949,114.942,139.942,32.675,-63.0018 
226,45.876,1420,226,17037.1,-0.209101,26.1673,15.0487,115.551,0.167971,570.363,302.682,-1.7066,-0.900914,0.176684,2.48242,0.390905,-310.7,268.306,59.9797,16627.3,15937.7,0.249792,1.05548,4.08947,4.43882,2.3473,0.664271,515.79,82.4783,16874.8,0.0263369,0.78135,0.00892323,19584.3,-9.41766e-05,-0.00525453,16.7576,85.0244,103,98,1.05784,15.1251,13.5637,114.8,140.686,-11.8004,-42.6857 
