cyc,freq,delay_samples,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95,two2D_bg,two2D_a1,two2D_sh1,two2D_sv1,two2D_ch1,two2D_cv1,two2D_a2,two2D_sh2,two2D_sv2,two2D_ch2,two2D_cv2,two2D_chd,two2D_cvd
155,45.84,5300,155,14023.4,-0.0152646,20.7859,15.1892,114.808,0.0087847,7.90692,3.91179e-12,-3.12057,0.138764,-1.58535,-1.5644,1.07076,-277.613,9.02116,39.9221,13761,10280,-1.37252,1.88682,1.91076,0.18366,2.81881,0.64795,230.15,60.0247,13982.1,0.0143575,0.686619,0.00784605,16029.9,-0.000525797,-0.0138343,16.075,-7.54817,111.246,76.4858,0.836545,15.6814,13.7851,114.065,139.962,-2.81915,-63.476 
156,45.944,5300,156,14573.3,-0.00975819,20.982,-15.4563,114.579,-0.0182609,6.2796,4.85795e-11,-2.115,-2.05183,-1.16799,-2.55985,1.4762,-237.036,96.1343,42.7728,14054,10560.9,-0.622448,-0.559283,1.81711,-1.0673,2.96875,0.283709,284.942,59.9372,14242.9,0.0173964,0.730935,0.00769237,16379.4,-0.000283959,-0.013808,12.553,-8.18849,113.505,77.1614,0.856331,15.6957,13.6868,113.902,140.634,-0.3969,-63.4721 
157,45.828,5300,157,15015,-0.137976,22.2053,15.3974,115.043,0.00899796,77.0309,483.876,-0.227615,-0.771176,-0.323464,-1.04649,-0.843265,-285.064,31.9619,69.6004,14641.6,11152.7,1.56736,1.0238,3.26648,0.748486,0.951707,0.567802,259.026,90.2426,14868.7,0.0151827,0.621239,0.0110567,17060.6,-0.000462745,-0.0159621,16.3131,-6.86036,111.341,77.5321,0.874437,15.6364,14.0583,114.286,140.303,-2.9449,-62.7713 
158,45.852,5300,158,15406.8,-0.0426126,22.4317,15.2766,114.853,0.105956,-71.2438,499.246,-0.54776,-3.37091,-2.45583,-1.74413,0.304917,-226.773,41.3372,80.9475,14832.1,11401.1,0.880167,-1.94299,0.400024,-0.316202,1.73284,0.469356,221.97,97.3687,15012.7,0.0129155,0.565723,0.0118063,17186.4,-0.000217034,-0.0174082,14.085,8.40905,115.015,75.0439,0.895098,15.5298,13.948,114.091,140.297,0.924086,-65.2532 
159,45.912,5300,159,14947.3,-0.0801733,22.1378,15.0769,114.795,-0.00367353,36.845,1.04408,-1.35147,-2.01411,-2.62464,-2.38628,0.14312,-191.308,2451.92,65.9707,12101.3,10869.7,-0.146856,-0.809497,-0.215404,-1.18166,1.34774,0.785812,2604.3,79.8238,12253.7,0.158307,0.949092,0.0118576,16451,-0.000457509,0.172101,15.4046,11.9084,114.25,89.966,0.746445,15.3547,13.7819,114.016,140.041,0.234309,-50.0749 
160,45.844,5300,160,15277.4,-0.0199769,22.2341,15.3865,114.865,-0.0244154,31.793,500,-2.09732,-3.37968,-3.68663,0.846936,0.924789,-259.676,59.7285,70.8482,14824.6,11161.9,-0.462212,-1.74457,-0.416402,2.48205,2.5599,1.17215,266.57,89.652,15031.4,0.0154515,0.629503,0.0108675,17252.1,-0.000427699,-0.0150856,13.9301,9.16684,111.344,76.762,0.881297,15.7493,14.0555,114.064,140.633,-2.71969,-63.8714 
161,45.884,5300,161,13633.6,-0.0243128,20.0163,15.4205,114.709,0.00389055,4.29262,500,0.812509,-2.1289,1.43689,0.462536,-1.67943,-240.308,2.70203,56.4238,13342.2,10048.5,2.32566,-0.615741,4.4632,1.97569,-0.166278,0.44088,194.116,73.8251,13533.6,0.012534,0.600402,0.0099486,15487.1,-0.000500615,-0.0150007,14.6431,8.58532,117.093,74.3958,0.784507,15.9211,14.0843,113.998,140.131,3.09511,-65.735 
162,45.948,5300,162,15509.7,-0.0163878,22.4724,15.4015,114.764,0.0333353,-15.8504,1.99653e-12,-1.13378,-4.2599,1.20643,0.0679321,0.316876,-292.932,-9.91611,67.9071,15041.9,11284.2,0.710735,-2.41539,4.89546,1.91245,2.16139,0.326126,223.415,89.1191,15275.3,0.0127779,0.588906,0.010633,17484.5,-0.000340472,-0.0188084,13.4573,9.34609,113.707,75.5682,0.909076,15.7687,13.7541,114.028,140.166,-0.321147,-64.5979 
163,45.864,5300,163,13621.9,0.00741534,20.0256,15.2765,114.769,-0.00968955,-1.69992,500,-1.62912,-1.30079,2.54438,1.7207,-0.844433,-265.691,6.82671,61.3938,13346.9,9959.23,0.0438655,0.372197,5.89035,3.39369,0.828555,0.440541,218.46,80.6332,13558.6,0.0140582,0.607562,0.0108363,15539.6,-0.000496715,-0.0150947,15.1477,8.01775,113.082,75.4551,0.792673,15.7396,14.08,114.079,140.22,-0.997057,-64.7648 
164,45.876,5300,164,15472.1,-0.0945545,23.0652,15.1844,114.692,0.0756489,11.4534,500,-2.67387,-0.904265,-0.143,-0.140839,0.072864,-265.878,27.638,34.2872,15133.3,11429.4,-0.999708,0.769899,3.20533,1.53333,1.74703,0.487629,239.42,53.5401,15345,0.0136194,0.71873,0.00638621,17579.3,-0.000444587,-0.0178114,13.9345,-8.48705,112.444,74.887,0.938449,15.5314,13.5773,113.814,139.907,-1.37079,-65.0195 
