cyc,freq,delay_samples,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95,two2D_bg,two2D_a1,two2D_sh1,two2D_sv1,two2D_ch1,two2D_cv1,two2D_a2,two2D_sh2,two2D_sv2,two2D_ch2,two2D_cv2,two2D_chd,two2D_cvd
217,45.84,5420,217,14010.4,-0.150711,20.7959,15.4558,115.116,0.0458552,98.1561,47.8223,0.103254,-0.00165801,-1.20971,0.491527,-0.510833,-256.868,115.167,74.5843,13695.3,10609.7,1.72068,1.61577,2.02515,2.10896,1.1066,0.76389,319.772,93.1848,13900,0.0199524,0.662266,0.0121988,16026.7,-0.000461746,-0.0148901,-14.8229,8.76371,115.702,73.5462,0.808405,15.6366,14.2431,114.281,140.273,1.42136,-66.7268 
218,45.944,5420,218,14729.7,-0.135098,21.6354,15.4964,114.934,0.0908309,-21.9324,310.505,-0.84463,-2.66709,-0.86317,-1.58483,-1.94457,-322.335,89.3354,69.2663,14338.8,10979,1.18502,-0.637439,3.19614,0.444829,0.0850806,0.252126,346.087,92.6073,14595.6,0.0205526,0.681073,0.0115529,16839.1,-0.000466779,-0.0141957,11.0897,10.8722,114.891,72.3671,0.857531,15.6942,14.0215,114.182,140.202,0.709104,-67.8348 
219,45.828,5420,219,15548.1,-0.0996418,22.7425,15.4347,114.889,0.111772,42.8616,127.176,-1.62025,-2.23438,-2.86258,-1.67069,2.13107,-273.745,53.459,73.6821,15067.3,11582.9,0.103446,-0.510682,0.584812,0.0530107,3.85477,0.856852,271.507,93.5046,15285.3,0.0154758,0.623953,0.0111431,17543.9,-0.000355691,-0.0158834,-17.2616,-6.86581,112.333,77.895,0.914127,15.6752,13.7748,114.212,140.242,-1.87881,-62.3467 
220,45.852,5420,220,15153.1,0.0251784,22.4759,15.0976,114.91,0.00581793,-7.40853,8.33875e-13,-0.20134,0.251486,2.12693,-3.05506,-0.171989,-301.194,86.6947,57.9726,14804.6,11047.8,1.6952,2.14802,5.92,-1.15853,1.72455,0.42687,326.607,79.7828,15044.5,0.0188497,0.700532,0.00967439,17326.9,-0.000501026,-0.011966,-15.704,-8.12149,115.653,75.8042,0.894347,15.5964,13.9215,114.25,140.772,1.40294,-64.9679 
221,45.912,5420,221,13233.1,-0.0167936,19.5753,15.2481,115.003,-0.0204965,9.057,500,0.0456237,-1.81311,1.18047,1.66594,0.734731,-362.922,228.34,45.0483,12845.7,9722.75,2.33084,0.472114,5.75091,3.95116,3.01995,0.629571,517.42,71.3284,13134.7,0.0336869,0.805643,0.0099045,15359.7,-0.000481451,-0.00906117,-10.9824,-7.50326,109.71,72.5875,0.767883,15.8477,13.9372,114.193,139.94,-4.48259,-67.3526 
222,45.844,5420,222,14648.4,-0.178813,21.3756,15.8341,115.108,-0.224377,278.611,431.257,-1.68718,-0.845474,-0.666974,-0.170998,2.93256,-341.918,105.819,71.8836,14274.2,13053.1,0.465785,1.30749,3.63896,1.98197,5.08553,0.70841,378.169,96.6427,14546.6,0.0224889,0.69098,0.0120904,16815.8,-0.00064076,-0.0142287,14.2337,-7.27149,110.045,75.8335,0.8207,16.0981,14.3725,114.269,140.66,-4.22419,-64.8269 
223,45.884,5420,223,13521.4,-0.0248404,19.9921,15.1245,114.936,0.0239774,32.0012,1.59029e-11,-0.082988,1.92285,0.461933,0.606815,0.631408,-224.107,1890.17,59.2247,11330.6,9868.16,1.32816,3.334,3.28422,2.01796,2.04255,0.726472,2068.68,75.4529,11509.1,0.137235,0.94,0.0119326,15073.9,-0.000607581,0.12936,15.7196,12.1109,114.596,89.7459,0.676839,15.5724,14.1852,114.364,139.917,0.231908,-50.1712 
224,45.948,5420,224,13159.6,-0.135155,19.6193,15.3508,114.869,-0.152512,54.4503,115.431,0.281436,-1.17449,-2.55375,-2.72895,0.630603,-274.155,40.9693,32.1701,12898.7,10074.5,2.00772,0.551787,0.898815,-1.00267,2.35688,0.813235,259.344,52.0224,13117,0.017196,0.740172,0.00725283,15081.6,-0.000454682,-0.01516,14.383,7.88069,115.615,75.5213,0.783938,15.6338,13.8139,114.053,139.948,1.56243,-64.4267 
225,45.864,5420,225,15829.2,-0.149808,23.5372,15.3299,115.101,-0.017898,8.03831,12.2792,-1.38876,-3.23965,-0.809757,-1.53843,1.75444,-283.619,203.966,69.3494,15312.8,11750.7,0.397113,-1.45378,2.76199,0.247445,3.54031,0.497188,429.879,89.887,15538.8,0.0238972,0.732106,0.0105437,17988.7,-0.39271,0.393181,1944.36,-1800.94,132.381,96.5516,0.932664,15.6259,13.7619,114.322,139.382,18.0589,-42.8306 
226,45.876,5420,226,14918.2,-0.135884,22.2283,15.2713,114.883,-0.0291792,76.2435,97.5161,-0.817081,-1.80561,-2.65292,0.131221,0.598413,-332.351,345.203,73.2742,14311.9,11122.8,1.27564,0.287121,1.53253,2.22395,2.69114,0.808682,609.933,97.3406,14576.6,0.0357072,0.781686,0.0121518,17081.5,-0.00022238,-0.0115475,-13.5863,6.14398,115.674,71.2899,0.87473,15.4293,13.8476,114.14,140.209,1.53343,-68.9191 
