2.021401091060114084e+02,4.732268628324256809e+01,5.000000000000000000e+00
2.021784516258497888e+02,4.732919634813567455e+01,5.599999999999999645e+00
2.022654547790710637e+02,4.734396564439639832e+01,6.200000000000000178e+00
2.023539573976027839e+02,4.735898561624929215e+01,6.799999999999999822e+00
2.023959855090900533e+02,4.736611693285988878e+01,7.400000000000000355e+00
2.023687572400462784e+02,4.736149694911279795e+01,8.000000000000000000e+00
2.022870320207352393e+02,4.734762792451026314e+01,8.599999999999999645e+00
2.021951100478852368e+02,4.733202450494304969e+01,9.199999999999999289e+00
2.021428187984396061e+02,4.732314637808676849e+01,9.800000000000000711e+00
2.021585034106205399e+02,4.732580949010359461e+01,1.040000000000000036e+01
2.022336618404925161e+02,4.733856904344936112e+01,1.100000000000000000e+01
2.023275535032374535e+02,4.735450496209762150e+01,1.159999999999999964e+01
2.023892832264004085e+02,4.736497975058917120e+01,1.219999999999999929e+01
2.023853896267859227e+02,4.736431910980850546e+01,1.280000000000000071e+01
2.023179832796895425e+02,4.735288084089315674e+01,1.340000000000000036e+01
2.022236026546593735e+02,4.733686147103967556e+01,1.400000000000000000e+01
2.021534079723888908e+02,4.732494434203194089e+01,1.459999999999999964e+01
2.021454491550450996e+02,4.732359299852971901e+01,1.519999999999999929e+01
2.022040403810055409e+02,4.733354058097252448e+01,1.580000000000000071e+01
2.022974215294840121e+02,4.734939124104919728e+01,1.639999999999999858e+01
2.023749741587903372e+02,4.736255184352185665e+01,1.700000000000000000e+01
2.023946598777885413e+02,4.736589201359090140e+01,1.760000000000000142e+01
2.023458077915981050e+02,4.735760269190806326e+01,1.819999999999999929e+01
2.022548987961660316e+02,4.734217390524902669e+01,1.880000000000000071e+01
2.021712112711157658e+02,4.732796708545971853e+01,1.939999999999999858e+01
