cyc,freq,delay_samples,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95,two2D_bg,two2D_a1,two2D_sh1,two2D_sv1,two2D_ch1,two2D_cv1,two2D_a2,two2D_sh2,two2D_sv2,two2D_ch2,two2D_cv2,two2D_chd,two2D_cvd
341,45.84,9680,341,15608.8,-0.190995,24.1111,14.9602,115.786,0.110412,-307.906,6.17727,-0.544236,-0.570858,1.72226,0.629823,0.834352,-244.808,0.148654,46.3036,15442,12848.9,0.997256,0.970633,4.80524,2.17131,2.37584,0.57552,195.147,64.0308,15637,0.0109235,0.635243,0.00748663,17864.9,-0.000502027,-0.0168199,16.9377,-7.32655,112.722,76.723,0.980354,15.0892,13.5434,114.99,140.595,-2.26769,-63.8722 
342,45.944,9680,342,17941.8,-0.174875,27.7089,14.7806,115.405,-0.0601949,167.82,438.24,-0.0898607,-1.38128,-2.54281,1.65436,1.23746,-297.203,48.4167,49.3756,17663.2,13661.2,1.78155,0.490128,1.2,3.52577,3.10886,0.881262,285.15,70.8968,17900,0.0139015,0.696814,0.00724322,20512.1,-0.000356185,-0.0192799,17.1182,-8.06756,115.523,74.814,1.15813,14.7549,13.3123,114.652,140.839,0.870849,-66.025 
343,45.828,9680,343,18446.4,-0.156824,28.0649,14.9108,115.814,-0.119443,190.4,433.886,-0.518938,-3.09557,0.758678,1.79428,0.672319,-257.954,38.4392,59.456,18025.2,14362.9,1.10533,-1.4713,4.00721,3.41854,2.29659,0.571713,243.909,78.1351,18230.6,0.0117013,0.640777,0.00783328,20844.5,-0.000389126,-0.0160275,14.2591,8.8139,113.02,76.3293,1.15773,15.0785,13.3746,115.028,140.667,-2.00824,-64.3381 
344,45.852,9680,344,14865.9,-0.170259,22.784,15.0201,115.878,0.0526033,54.3073,153.426,-1.72986,-0.439671,-0.0711414,-1.88103,0.139245,-228.134,76.8635,30.9621,14600.3,11233.3,-0.293361,0.996827,2.80185,-0.444529,1.57574,0.395701,258.58,47.4819,14782,0.0152445,0.756805,0.0058823,16962.2,0.000176912,-0.00900468,21.0096,65.3461,103,97.997,0.934852,15.0582,13.6242,114.977,139.598,-11.9773,-41.6007 
345,45.912,9680,345,16867.8,-0.024779,25.766,14.7125,115.79,-0.0302305,-5.38313,4.71063e-12,-1.09802,-2.39799,2.42998,-0.056799,0.565184,-239.462,2634.29,47.1898,13929.2,12345.7,0.409813,-0.89016,5.44564,1.45103,2.07301,0.358532,2825.03,64.5298,14119.9,0.150424,0.961563,0.00834838,18780.5,-0.000514245,0.198635,14.5137,11.6451,115.66,90.494,0.895959,14.902,13.5028,114.985,140.312,0.674185,-49.818 
346,45.844,9680,346,17436.9,-0.0565541,26.2572,-15.0997,115.594,-0.0188566,103.405,8.39431e-12,1.19299,-1.46131,0.419264,-1.01786,-1.63792,-260.13,56.5222,50.686,16989.1,12970.1,2.83096,0.176658,3.69521,0.620113,5.60812e-05,0.495397,263.726,69.5226,17196.3,0.0133901,0.684308,0.00739237,19695.5,-0.000430713,-0.014282,16.0995,-7.27463,114.096,78.1033,1.07403,15.2641,13.5013,114.864,139.972,-0.767952,-61.8687 
347,45.884,9680,347,14843.9,-0.10229,22.3882,15.1443,115.662,0.101338,-89.7159,500,-2.00588,-1.09312,2.65764,-0.882943,-2.49309,-249.16,70.5414,37.3023,14495.6,11333.3,-0.436984,0.475772,5.79543,0.685952,-0.924191,-0.035642,269.007,55.3446,14694,0.0159428,0.735273,0.00689042,16873.3,-0.000558798,-0.00055971,1246.52,-0.825426,134.841,75.8726,0.895984,15.3451,13.8009,114.988,139.903,19.8525,-64.0303 
348,45.948,9680,348,14886,-0.179748,23.1448,14.8513,115.726,0.0970367,-41.4218,356.661,-1.39789,-0.818468,0.650463,0.336032,-2.23384,-251.424,25.9712,47.0581,14713.2,11320.4,0.185262,0.764685,3.81677,1.91918,-0.650686,0.367584,226.24,65.2643,14913.5,0.0132471,0.664527,0.00799695,17078.5,2.82017e-05,-0.00825588,23.0775,-56.2552,103,98,0.955515,14.8967,13.5356,114.931,139.793,-11.931,-41.7932 
349,45.864,9680,349,16000,-0.173112,24.3242,15.0951,115.507,0.0756736,137.473,22.4123,1.55952,-1.32866,-0.544036,1.98355,1.54551,-280.418,-8.41441,54.4413,15768.5,12291.4,3.32523,0.437051,2.98739,3.74927,3.31122,0.783682,214.948,74.747,15991.8,0.011755,0.621677,0.00853663,18285.7,-0.000489757,-0.0167405,15.6478,7.38245,113.827,78.5968,1.00184,15.2308,13.4227,114.625,140.657,-0.798429,-62.0604 
350,45.876,9680,350,16248.1,-0.171577,25.1395,14.813,115.66,-0.470423,396.913,60.652,-0.672611,-1.28292,-3.07286,-0.229607,-0.183397,-274.707,19.5796,19.2294,16035,18200.8,1.05715,0.446836,0.386662,1.50015,1.54636,0.921683,238.394,39.1217,16253.8,0.0128133,0.77689,0.00441424,18605.2,-0.00145521,0.00790555,-13.9523,-5122.6,129.288,76.4753,1.04769,14.8908,13.1931,114.681,139.915,14.6065,-63.4397 
