cyc,freq,delay_samples,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95,two2D_bg,two2D_a1,two2D_sh1,two2D_sv1,two2D_ch1,two2D_cv1,two2D_a2,two2D_sh2,two2D_sv2,two2D_ch2,two2D_cv2,two2D_chd,two2D_cvd
31,45.84,1060,31,17789.5,-0.160617,26.8463,15.072,115.815,0.0621075,61.7755,181.67,-1.99859,-0.129266,-2.3958,-0.415707,1.31626,-358.617,74.5979,52.3089,17490.1,13296.9,0.259528,2.12885,2.12043,1.84241,3.57438,0.786367,360.25,78.2773,17775.7,0.0176189,0.724506,0.00804664,20446.8,-0.000915473,0.0228677,15.4853,8.24429,115.615,98,1.11463,15.2487,-13.4028,115.038,141.65,0.577311,-43.6502 
32,45.944,1060,32,20606,-0.0465639,30.4358,15.2098,115.841,0.0433712,-40.3662,498.588,-0.928626,-2.87958,-3.92791,-1.32008,1.83789,-241.022,89.1553,50.4469,19971.4,15126.7,0.589026,-1.36193,-0.892612,0.197574,3.35555,1.47288,281.138,67.8999,20163.4,0.0121885,0.702911,0.00616501,23065.8,-0.00035671,-0.0180549,14.8977,6.79587,114.014,75.7626,1.26846,15.2617,13.3948,115.133,140.714,-1.11946,-64.951 
33,45.828,1060,33,19724.3,-0.088888,29.6422,15.1003,115.857,-0.00597861,-76.454,9.52737e-10,-1.44355,-2.85616,-2.91501,0.156685,2.1259,-274.146,108.585,67.9452,19343.7,14585.9,0.282671,-1.12994,0.537433,1.88291,3.85213,0.900938,326.952,87.7968,19562.1,0.0145752,0.680305,0.00819979,22432.1,-0.000498778,-0.0161781,14.3145,7.85963,114.599,77.1786,1.2311,15.2056,13.38,115.149,141.084,-0.549883,-63.905 
34,45.852,1060,34,18780.4,-0.0297167,27.8008,15.1308,115.84,-0.025908,17.3222,500,-0.0594422,-2.20893,-1.6417,-1.01282,0.59277,-272.242,70.2511,53.696,18338.4,13708.1,1.65479,-0.494694,1.78677,0.701415,2.30701,0.699969,287.102,73.4097,18555.2,0.0135078,0.690865,0.00723517,21254.5,0.000312553,-0.0103809,19.5354,81.485,103,97.9995,1.15728,15.3174,-13.6107,115.006,141.198,-12.0061,-43.1984 
35,45.912,1060,35,18434.7,-0.0525852,27.0849,15.5329,115.874,0.0166405,58.6982,500,-1.41097,-2.09766,-1.04042,-1.53624,-0.464816,-330.585,214.108,53.6848,17958.3,13727.2,0.670632,-0.0160546,3.12279,0.545365,1.61679,0.474236,477.431,77.6232,18221.7,0.0226615,0.778498,0.00778617,21067.9,-0.00075411,0.00124051,2430.43,2.83614,119.213,78.2478,1.07486,15.7451,-13.9442,115.035,141.436,4.17806,-63.1885 
36,45.844,1060,36,18771.9,-0.146909,27.4711,15.518,115.726,0.0874837,-95.113,3.32367,-0.214455,1.63144,-1.20126,-0.1606,0.391484,-349.194,85.9528,51.1284,18229,14148.2,1.98433,3.83022,3.1963,2.03818,2.59027,0.765655,364.099,76.4144,18507.2,0.0171121,0.73138,0.00754847,21277.2,-0.00045192,-0.017061,17.1183,-6.66184,115.649,75.4027,1.11519,15.5673,13.7249,114.945,141.238,0.704459,-65.8352 
37,45.884,1060,37,17764.3,-0.17488,27.2285,14.8998,116.127,-0.306225,187.499,268.559,1.14947,-0.0299473,3.11648,1.88468,3.93054,-243.979,2355.51,54.0153,15298.7,15076,2.68574,1.50632,6.18902,3.42095,5.46681,0.678807,2549.85,71.6824,15493,0.127131,0.95311,0.00845095,20056.9,-0.000840708,0.17121,14.8652,-12.0097,116.14,91.702,0.965097,15.1517,13.5957,115.28,141.131,0.86091,-49.4286 
38,45.948,1060,38,19609.3,-0.196624,29.4632,15.2135,115.757,0.00370709,1.683,497.388,-2.02499,0.00226114,1.1939,0.651026,1.11215,-300.031,57.9518,56.6503,19196.2,14591.9,-0.135775,1.89147,4.97232,2.54024,3.00137,0.594745,296.937,78.3762,19435.2,0.0133403,0.684036,0.00737388,22258.7,-0.00088943,0.00935075,-36.6315,-5.72908,103.001,61.6164,1.1957,15.3295,13.6774,115.031,140.911,-12.0305,-79.2942 
39,45.864,1060,39,20177.9,-0.239416,30.6739,15.174,115.95,-0.022975,681.626,16.4563,-0.937266,-0.993743,2.57807,2.68391,1.94303,-262.875,264.786,70.4884,19649.9,15661.6,0.717991,0.661513,5.88858,4.33916,3.59829,0.612734,474.176,89.5238,19859.2,0.0206927,0.751655,0.00823567,22915.1,-0.000920714,0.033787,14.2232,-9.79012,117.599,97.9999,1.2403,15.194,13.5504,115.098,141.166,2.50075,-43.1665 
40,45.876,1060,40,18649.3,-0.173662,27.6337,15.3777,115.878,0.221328,122.309,0.265354,-2.84998,0.2364,-1.21709,1.87697,0.976656,-272.616,341.819,55.0963,17875.7,14714.6,-1.13339,1.95299,2.21609,3.59356,2.69325,0.762286,558.968,74.8371,18092.8,0.0266126,0.810177,0.00756186,21003.9,-0.00180383,0.00885667,20.4545,-10036.9,133.152,91.9945,1.10096,15.4217,-13.6293,114.937,141.53,18.2148,-49.5359 
