cyc,freq,delay_samples,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95,two2D_bg,two2D_a1,two2D_sh1,two2D_sv1,two2D_ch1,two2D_cv1,two2D_a2,two2D_sh2,two2D_sv2,two2D_ch2,two2D_cv2,two2D_chd,two2D_cvd
124,45.84,5240,124,15703.8,-0.0686028,22.4797,15.5203,114.643,0.0237884,10.3307,420.39,-3.53553,-0.234266,-4.3432,2.88985,-0.251716,-267.607,12.9521,50.9971,15008.7,11365.5,-1.85048,1.45078,-0.973104,4.5749,1.43333,1.20993,226.111,70.3751,15221.9,0.0129749,0.647386,0.00844466,17426.8,-0.000245233,-0.0166777,-14.1686,9.7832,113.972,75.7285,0.888324,15.8207,14.1006,113.873,139.803,0.0986777,-64.0742 
125,45.944,5240,125,15008.9,-0.130352,22.2284,15.3316,114.799,-0.0129749,94.4145,426.598,-4.08177,0.652409,-1.01763,1.23398,-0.872416,-240.755,127.089,63.235,14628.2,11134,-2.5658,2.16838,2.01431,2.74995,0.643554,0.597974,318.859,80.6686,14820,0.0186845,0.693128,0.00992747,17065.4,-0.000645293,0.00613673,35.1647,-5.18006,103,61.6126,0.891669,15.6911,13.7066,114.046,140.018,-11.0456,-78.4059 
126,45.828,5240,126,15783.4,-0.114497,22.9857,15.4802,114.859,-0.162058,89.0389,387.468,-3.1426,-1.55763,0.132788,-0.948582,-1.41018,-239.612,42.7657,55.0005,15217.9,12052.9,-1.63383,-0.0488575,3.15033,0.560189,0.0985906,-0.481513,233.625,72.3514,15408.8,0.0132399,0.648526,0.00857538,17645.5,-0.000348295,-0.0166367,-12.9738,7.67297,114.365,75.0066,0.911885,15.7082,13.9568,114.1,140.52,0.26537,-65.5138 
127,45.852,5240,127,15896,0.0277599,22.8155,15.5312,114.953,-0.00933242,4.30861,498.846,0.175564,-2.78502,2.00962,0.777533,1.20401,-276.892,13.8786,60.7901,15351.4,11536.6,1.91908,-1.04151,5.49665,2.52105,2.94753,0.535866,234.433,80.8405,15572,0.0131477,0.623651,0.00947253,17830.8,-0.000454193,-0.0174476,14.3544,7.69192,112.503,75.9042,0.899669,16.0021,14.1033,114.156,140.871,-1.65275,-64.9663 
128,45.912,5240,128,16192.6,-0.109953,23.4192,15.5513,114.848,-0.0388009,27.0866,440.423,-2.4932,0.43327,-3.35423,-1.08838,0.986632,-220.417,1776.86,43.7758,13877,11890.1,-1.10529,1.82118,-0.578408,0.299528,2.37454,1.20573,1952.43,59.7367,14052.5,0.109492,0.949178,0.00776986,17831.8,-0.000425551,0.125091,-16.0349,11.2973,114.52,91.019,0.846125,15.6091,13.7568,114.094,140.349,0.426031,-49.3299 
129,45.844,5240,129,20031.8,-0.142298,28.8384,15.6478,114.588,0.177033,-113.346,324.481,-0.400532,-3.11703,-4.29474,-2.38822,1.21477,-240.836,-107.679,61.4804,19558.8,15343.2,1.11595,-1.60055,-1.26178,-0.871742,2.73125,12.1531,84.1562,78.9199,19750.6,0.00375658,0.378628,0.00730695,22402.3,0.000372846,-0.00438931,6643.55,-32.2365,134.943,98,1.18593,15.8945,13.5994,113.891,140.151,21.052,-42.1512 
130,45.884,5240,130,15705.2,-0.0769229,22.593,-15.5293,114.768,-0.0896449,53.629,500,-1.77464,-1.81008,0.0895924,-0.828803,-0.748835,-243.5,19.2593,46.8779,15160.2,11577.9,-0.241386,-0.276824,3.1561,0.704449,0.784417,0.235211,213.216,64.5103,15354.1,0.0121398,0.653818,0.00768014,17563.4,-0.00032686,-0.0160102,-14.8751,8.70279,111.854,75.6861,0.917703,15.8249,13.7082,114.008,140.491,-2.15347,-64.8049 
131,45.948,5240,131,16353.8,-0.135226,23.7527,15.601,114.899,0.00529618,29.9443,0.89753,-1.70293,-1.21459,-0.727498,-0.504296,1.29619,-252.11,101.731,69.4076,15734.9,12068.3,-0.115458,0.372883,2.44744,1.08317,2.88366,0.633161,302.546,87.6635,15935.7,0.0165237,0.663541,0.0100319,18309.9,-0.000687339,0.00112305,5172.6,-16.2796,147.653,79.3449,0.924791,15.9142,14.1255,114.2,140.317,33.4528,-60.9724 
132,45.864,5240,132,16024.3,-0.112868,23.0049,15.6867,114.752,0.01383,14.7406,117.924,-3.13012,-3.82876,-1.21197,0.803269,1.81472,-211.831,38.1858,82.9719,15433.9,11754.2,-1.79628,-2.49492,1.45571,2.13711,3.14856,0.405875,206.917,98.311,15602.6,0.0115998,0.546011,0.0114738,17837.9,-0.000496567,0.00057843,0.0861913,-4.72636,125.634,68.7476,0.912786,15.9818,13.9341,114.031,140.094,11.6031,-71.3468 
133,45.876,5240,133,15280.1,-0.0921684,22.3196,15.3389,114.785,0.0253532,34.223,463.766,-1.73092,-0.886689,2.51385,0.671048,1.42591,-253.816,38.0408,64.9214,14798.3,11173.1,-0.132712,0.711519,5.71026,2.26926,3.02412,0.50699,240.214,83.3008,15000.5,0.0139735,0.622332,0.010126,17190.7,-0.000305025,-0.0158526,14.6174,-8.20114,115.761,73.2294,0.904011,15.5794,13.7315,114.08,140.031,1.68068,-66.8013 
134,45.9,5240,134,17931.1,-0.103647,25.8703,15.5098,114.837,-0.146759,512.126,366.232,-1.81653,-2.23899,-2.40071,-0.601472,-3.70788,-240.167,2.11804,71.6315,17369.2,15508.5,-0.304258,-0.726721,0.623824,0.910797,-2.19561,1.3687,193.42,89.0225,17560.5,0.00965325,0.55388,0.00925212,20036.8,0.000287679,-0.00967165,31.014,-50.2478,103,98,1.03854,15.9377,13.9424,114.132,140.06,-11.1319,-42.0605 
135,45.872,5240,135,18197.8,0.0121752,26.4824,15.3471,114.535,-0.0172767,-11.7324,2.01143e-12,-0.906913,-1.88728,-1.57697,0.8146,-2.00781,-241.114,-9.10747,57.3804,17693.3,13237.2,0.611316,-0.369053,1.45948,2.33283,-0.489584,0.588297,182.948,74.84,17885.3,0.00897098,0.58279,0.00764921,20393.4,-0.000652104,-0.000170342,-1.2547,-1.13473,108.227,78.517,1.08039,15.8219,13.5765,113.835,139.521,-5.60812,-61.0042 
136,45.836,5240,136,16840.6,-0.0176773,24.6308,15.2752,114.497,0.171881,7.5902,500,1.8632,-1.55156,-0.795741,-0.900094,-0.055344,-229.946,-21.359,79.5155,16395.4,12290.3,3.31111,-0.103648,2.10008,0.547817,1.39257,0.710251,161.802,96.1665,16578.6,0.00856294,0.49017,0.0105724,18895.6,-0.000484117,-0.0206098,15.8478,8.21414,112.765,76.5264,0.983305,15.7891,13.8988,113.797,139.083,-1.03208,-62.5567 
137,45.916,5240,137,15621.2,-0.0908523,23.0514,15.1669,114.684,0.103693,21.7486,4.20444e-05,0.693854,1.07326,-0.169402,-1.48915,-1.82396,-214.996,2407.54,63.8372,12820.3,11454.6,2.04763,2.42703,2.53814,-0.135377,-0.470183,0.603863,2578.79,79.4056,12991.5,0.149416,0.94887,0.0111338,17259.2,-0.000597865,0.160157,16.1816,12.2042,114.459,90.5614,0.780969,15.4369,13.9445,113.853,140.483,0.605398,-49.9214 
138,45.848,5240,138,16268.2,-0.0792603,23.5589,15.3809,114.969,0.0164223,21.2812,149.761,-1.70616,-2.31529,-1.2816,-2.08077,3.16992,-284.344,112.012,78.7271,15572,11807.3,0.0842811,-0.524849,2.29928,-0.290334,4.96036,0.647822,338.503,99.3172,15798.4,0.0186085,0.660741,0.0114479,18190.7,0.000111865,-0.00780406,12.2818,-99.0073,103,98,0.939348,15.6962,13.9794,114.14,140.169,-11.1398,-42.1693 
139,45.928,5240,139,14535.8,-0.0471557,21.3245,15.0572,114.823,-0.0523038,63.0514,448.929,-1.87685,-2.13907,0.29613,-0.056589,0.775913,-263.267,1472.24,66.4696,12676.1,10559.8,-0.21913,-0.481346,3.61157,1.60113,2.43363,0.48004,1681.94,85.5334,12885.8,0.10355,0.918278,0.0120799,16242.9,0.00104591,-0.0111751,14.8218,4.68263,117.139,66.6181,0.778733,15.3007,13.7969,114.091,140.485,3.04833,-73.8667 
140,45.868,5240,140,15483.3,-0.127976,22.6701,15.4755,114.817,-0.045372,77.9361,0.178659,-2.24602,-0.137728,0.474097,0.892967,0.83663,-296.875,25.7393,67.9188,15128.6,11535.9,-0.376678,1.73161,4.21278,2.76231,2.70597,0.618269,262.211,89.4162,15365.1,0.0148774,0.626266,0.0106063,17624.7,-0.000496889,-0.0217162,-11.6752,8.65549,112.713,75.418,0.904024,15.8006,13.9205,114.049,140.153,-1.33536,-64.735 
141,45.856,5240,141,16059.4,-0.101148,23.1608,15.5758,114.922,-0.14874,278.729,0.0291475,0.131095,-2.35021,-0.0893508,0.289965,-1.63874,-226.041,-44.1775,64.363,15550.3,13093.2,1.55441,-0.926896,2.75728,1.71328,-0.215426,0.43529,135.872,80.7311,15730.4,0.00758589,0.490245,0.00936548,17911.2,-0.000458676,-0.0211351,15.2284,-7.48492,112.434,76.4492,0.918075,15.9925,14.0023,114.175,139.886,-1.74092,-63.437 
142,45.904,5240,142,17251.2,-0.136612,24.9707,15.6269,114.917,-0.00334605,175.158,0.00311356,-3.10865,-1.07471,-0.944104,-2.54994,-0.377737,-228.789,26.4589,79.441,16598.1,12721.9,-1.66803,0.365916,1.93714,-1.10932,1.06289,-2.2911,208.698,96.0081,16780.3,0.0108864,0.553998,0.0104296,19170.5,-0.000383523,-0.0177111,14.7648,8.18146,114.698,76.1569,0.978819,15.8505,14.1078,114.155,140.561,0.543014,-64.4039 
143,45.832,5240,143,16014.3,-0.121812,23.3114,15.5147,114.843,0.11466,113.309,18.8799,-0.341524,-1.4219,-2.34061,2.22427,-0.441341,-240.137,-10.9663,60.2747,15488,12196.4,1.17055,0.0901761,0.683538,3.73634,1.07073,0.898755,180.311,77.6636,15679.3,0.0100744,0.570204,0.00904191,17897.9,-0.00036226,-0.0184368,-15.0459,-8.19825,113.198,76.7695,0.935821,15.7341,13.8247,114.114,139.923,-0.916206,-63.1535 
144,45.892,5240,144,17562.1,0.00159182,25.351,15.4425,114.717,-0.0245408,10.2609,500,-2.62325,-0.0955904,-1.79354,-0.969593,1.66012,-203.81,119.407,78.3913,16716.8,12752.3,-1.33992,1.18774,0.773126,0.313741,2.94346,0.800646,281.749,93.1497,16879.1,0.0145568,0.633484,0.0100636,19355.1,-5.75135e-05,-0.00795874,-16.3183,-30.035,116.056,55,0.994834,15.6922,14.0863,114.104,139.696,1.95228,-84.696 
145,45.88,5240,145,16341.4,-0.0620749,23.8012,15.3621,114.899,0.00938271,4.53772,500,-1.15542,-1.12631,-1.53862,-1.67576,0.0502932,-271.859,56.7454,55.0112,15776.4,11904.1,0.556401,0.585512,1.88502,0.0360619,1.76211,0.609331,273.291,74.6971,15993,0.014897,0.676444,0.00853038,18345.3,-0.000371057,-0.0165052,-15.2469,8.18768,113.642,76.6268,0.947721,15.8182,13.8399,114.169,140.624,-0.527123,-63.9975 
146,45.908,5240,146,16655.8,-0.0310796,24.0659,15.4028,114.843,-0.0462912,44.9577,500,-0.184838,-1.16404,-1.27856,-0.338941,-0.81585,-259.736,394.499,67.3291,15689.8,12134.6,1.45065,0.471448,1.99242,1.29655,0.819642,0.669621,601.389,86.1373,15896.7,0.0323943,0.799582,0.00988291,18564.7,-0.000598531,0.0345436,15.7782,10.2909,115.75,94.5551,0.939008,15.824,13.9189,114.131,140.411,1.61916,-45.8556 
147,45.86,5240,147,16483.2,-0.00798053,23.6786,15.4379,114.715,-0.00548986,14.5607,1.75733e-11,-0.659135,-1.40113,0.91619,0.934614,-1.39004,-232.023,5.09966,57.6042,15851.2,11902.4,0.801852,0.0598563,3.83817,2.3956,0.0709468,0.464424,189.915,74.4056,16036,0.0103719,0.593252,0.00847478,18310.6,-0.000234675,-0.0184789,14.0165,-8.63167,113.911,76.3804,0.966842,15.6733,13.6929,113.977,140.19,-0.0659472,-63.8092 
148,45.888,5240,148,16316.9,-0.139697,23.9311,15.4723,114.757,0.181492,10.2116,337.457,-0.28229,0.091481,-0.385377,0.186561,-1.22861,-275.972,4.83705,69.2201,15833.8,12113.8,1.45543,1.8292,3.09006,1.92428,0.509115,0.649179,224.659,89.2039,16053.6,0.0122328,0.590018,0.0101322,18365.2,-0.000492784,-0.0199064,14.7317,7.4338,112.295,76.3872,0.93047,15.7759,14.237,114.012,140.858,-1.71694,-64.4709 
149,45.94,5240,149,17123.8,-0.0674008,24.7955,15.4134,114.666,0.048795,193.917,33.2194,-2.23838,-2.50706,-2.89073,-2.03759,0.102299,-261.309,165.348,53.4234,16219.8,12749.3,-0.592988,-0.861669,0.400059,-0.392198,1.74769,-0.329553,373.49,72.3455,16427.9,0.0197227,0.746839,0.008047,18937,-0.00153116,0.00673896,27.4618,164.81,139.903,97.9999,0.980518,15.6142,13.8095,113.868,139.505,26.0349,-41.5046 
150,45.932,5240,150,14755.1,-0.10449,21.3789,15.5458,114.782,0.0639594,-32.9203,463.085,-1.04159,-1.65961,-1.47601,3.02511,1.01694,-225.538,451.813,61.4889,13890.6,10887.7,0.378567,-0.239458,1.36429,4.44527,2.43709,0.837308,631.462,77.8206,14070.2,0.038199,0.822593,0.0100857,16530.8,-0.000121252,-0.00878999,11.3656,6.53037,116.012,69.0791,0.818696,15.9171,14.0554,114.057,140.804,1.95453,-71.7247 
151,45.936,5240,151,16314.8,-0.130734,23.9654,15.4143,115.046,0.0227523,37.4029,500,-1.70523,-0.208629,0.710856,-0.414548,-1.28996,-299.837,106.455,52.4814,15856.3,12053.2,0.182761,1.67936,4.48684,1.47344,0.598034,0.467149,345.286,74.1933,16095.1,0.0186311,0.726728,0.00842003,18532.7,-0.000454376,-0.0150121,12.1505,9.24121,115.707,74.3703,0.959405,15.7064,13.7989,114.313,140.521,1.39417,-66.1512 
152,45.924,5240,152,14606.7,-0.098541,21.1219,15.5504,114.928,-0.0298916,40.7383,4.79325,-2.199,-0.618248,0.963293,-0.17168,1.15663,-237.353,2466.3,57.9827,11748.9,10731.9,-0.704455,0.8763,3.95239,1.32287,2.65118,0.511947,2655.36,75.17,11938,0.164467,0.952798,0.0114662,16145.3,-0.000533424,0.166916,16.0912,11.8504,114.379,89.9765,0.702059,15.7256,14.0017,114.191,140.385,0.187384,-50.4082 
153,45.896,5240,153,18207.5,-0.00686845,26.4025,-15.3412,114.895,-0.00288523,2.79518,2.34508e-11,-2.64406,0.943191,-1.1555,-0.456768,-0.468427,-259.613,176.693,75.4091,17453.9,13185.9,-1.00934,2.57791,2.11393,1.17795,1.16629,0.649241,383.484,94.2084,17660.7,0.0188536,0.699344,0.00973081,20340.1,-0.000667791,0.0232492,15.8191,8.96392,117.995,98,1.05755,15.6603,13.8338,114.044,140.371,3.95157,-42.3708 
154,45.92,5240,154,14436.5,-0.0676598,21.1255,15.207,114.674,0.0501109,15.766,445.284,-0.267009,-2.1671,-0.28501,1.50397,-0.0588935,-255.833,2771.41,49.6906,11412.7,10483.6,1.3439,-0.556186,2.93681,3.11488,1.55202,0.650022,2975.19,68.2161,11616.5,0.184774,0.961423,0.0107018,16101.8,-0.000639432,0.195654,15.3743,11.9525,114.139,89.701,0.68738,15.7835,13.8114,113.792,140.18,0.346931,-50.479 
