cyc,freq,delay_samples,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95,two2D_bg,two2D_a1,two2D_sh1,two2D_sv1,two2D_ch1,two2D_cv1,two2D_a2,two2D_sh2,two2D_sv2,two2D_ch2,two2D_cv2,two2D_chd,two2D_cvd
124,45.84,1240,124,18540.7,-0.169783,28.0844,15.0253,115.759,0.00359873,-49.2977,215.069,-1.47918,-0.656926,-2.8755,1.13899,-0.80425,-291.513,59.9739,39.3069,18161.8,13742.5,0.356399,1.17866,0.795663,2.97458,1.03133,0.874434,292.175,60.4161,18394,0.013862,0.734287,0.00601411,21077.4,-0.000401265,-0.0193506,14.4307,-7.69779,111.87,76.3107,1.17452,15.1782,13.1788,114.914,140.661,-3.04433,-64.3508 
125,45.944,1240,125,18148.7,-0.184302,27.5173,15.1257,115.747,-0.141809,149.322,500,-0.184695,-0.235732,-1.7891,0.198776,2.94408,-284.542,154.821,60.9493,17606,14238.6,1.60699,1.55595,1.79427,1.99046,4.73576,0.846426,381.469,81.5536,17832.7,0.0185789,0.727733,0.00835406,20532.4,-0.00068166,0.00320218,3599,-5.48336,106.078,91.2729,1.09478,15.2029,13.812,114.868,139.93,-8.78932,-48.6569 
126,45.828,1240,126,19370,-0.000551787,29.6852,14.6561,115.779,0.0144259,39.946,500,-1.50637,0.0644556,2.8074,0.900085,1.14607,-330.76,45.911,49.9568,19044,14181.7,0.576339,2.14716,6.97281,2.98279,3.22878,0.561676,309.374,73.908,19307.4,0.0139819,0.705185,0.00700212,22126.8,-0.00200286,0.00874884,20.1137,5151.17,135.398,91.978,1.24441,14.8314,-13.2012,114.881,140.51,20.5164,-48.5317 
127,45.852,1240,127,18638.3,-0.0324014,28.3488,14.8612,115.641,0.0115162,-30.8469,499.674,-0.676972,1.22397,1.16624,-0.136613,1.70042,-300.559,1.96401,64.3489,18366.2,13726.2,1.21557,3.11651,4.95131,1.75592,3.59296,0.661617,241.37,86.113,18605.6,0.0113502,0.615633,0.00845381,21265.7,0.00022324,-0.0113978,21.8958,61.198,103,97.9997,1.18633,15.1533,13.3701,114.792,140.046,-11.7913,-42.0466 
128,45.912,1240,128,19520,-0.0328874,29.5809,14.9049,115.929,0.0885221,-179.467,499.765,-0.312876,0.257562,-0.152511,0.75303,0.677778,-295.587,1748.22,61.7945,17509,14869.9,1.54836,2.11879,3.56995,2.61426,2.53901,0.711877,1983.67,83.1986,17744.4,0.0900242,0.931621,0.00856316,22034.9,-0.00073439,0.134456,-14.7398,11.3456,115.854,91.627,1.10979,15.0968,13.5445,115.11,140.273,0.744183,-48.6463 
129,45.844,1240,129,23271.8,-0.0607433,35.0745,14.8612,115.671,0.0236603,-189.213,500,-0.973191,0.646863,1.43399,0.339583,-0.591821,-329.921,-20.6933,65.5839,22689.7,17114.1,1.10423,2.72429,5.58884,2.41701,1.4856,0.580416,242.101,89.4743,22952.5,0.0092481,0.607255,0.00712976,26178.5,0.00059037,-0.0149829,21.6381,63.9205,103,98,1.46898,15.1132,13.3919,114.801,140.566,-11.801,-42.5658 
130,45.884,1240,130,19399.7,-0.0800944,29.763,14.7297,115.719,0.0905791,125.711,499.841,-2.55732,-1.94127,-2.13846,-1.21411,0.5133,-287.035,27.281,42.9777,19025.7,14642.1,-0.749935,-0.133881,1.47631,0.593274,2.32068,0.578974,255.915,63.7626,19254.4,0.0116254,0.696368,0.00606331,22013.4,-0.00051053,-0.0100248,-1.65707,61.7754,119.822,97.978,1.24913,14.8378,13.2641,114.896,140.863,4.92572,-42.8846 
131,45.948,1240,131,20083.5,-0.198075,30.3339,15.1219,115.726,0.199342,230.482,160.011,-1.9621,-4.15909,0.855766,-0.50946,2.52004,-305.237,121.013,65.3693,19567.4,16428.1,-0.0401046,-2.23709,4.69976,1.41254,4.44204,0.4322,364.146,87.4723,19810.5,0.0160064,0.704041,0.00806809,22750,-0.00211814,0.00934553,-20.9461,10019.7,135.276,93.5705,1.23393,15.1246,13.4797,114.854,140.144,20.4222,-46.5737 
132,45.864,1240,132,19533.8,0.172121,29.7333,-14.5873,115.679,-0.399572,424.217,1.80503e-06,0.885882,-1.97157,-1.53231,2.57925,1.99803,-332.646,34.3445,51.7918,19154.8,19637.3,2.98046,0.123008,2.65685,4.67383,4.09261,0.817106,299.309,75.8794,19419.8,0.0134559,0.692688,0.00714627,22243.7,0.000306665,-0.0112553,24.9916,-58.3706,103,98,1.22625,15.0754,13.5976,114.884,139.579,-11.8841,-41.5785 
133,45.876,1240,133,19132.1,-0.194116,28.9772,15.0975,116.016,0.207333,-26.7069,225.956,-1.01884,1.08696,-5.28903,1.34065,0.835971,-298.286,1.14031,57.5127,18827,14421.7,0.859382,2.96518,-1.53258,3.21888,2.7142,1.18633,238.736,79.1123,19064.6,0.0109604,0.632946,0.00758619,21781.7,0.000290056,-0.0133216,18.4794,75.31,103,98,1.20708,15.2696,13.4622,114.988,140.502,-11.9883,-42.502 
134,45.9,1240,134,19116.1,-0.120902,28.8748,15.0345,115.623,0.253834,-510.927,499.984,-1.84641,1.88249,0.864651,0.164402,1.12664,-296.337,91.9471,56.6978,18679.6,18353.9,0.0195451,3.74844,4.59656,2.03036,2.99259,0.656653,327.99,78.1562,18915.7,0.0151129,0.705714,0.00755376,21702.7,0.000250808,-0.00941299,23.9042,-61.2745,103,98,1.19407,15.2083,13.4564,114.825,140.21,-11.8247,-42.2096 
135,45.872,1240,135,18917.9,-0.0131715,28.6168,14.901,115.617,-0.0066823,-23.4876,500,-0.923642,-1.64235,0.381137,2.93769,-0.626294,-322.458,15.6564,44.771,18639.8,13886.5,1.10679,0.388087,4.442,4.96812,1.40414,0.63913,272.506,68.121,18896.6,0.012601,0.695669,0.00659686,21625.7,-0.000580783,-0.0201008,14.2438,-7.73138,112.082,76.0904,1.19189,15.2099,13.3556,114.786,140.956,-2.70388,-64.8657 
136,45.836,1240,136,17582.1,-0.172618,26.8565,14.9492,115.754,0.118823,8.70658,0.264154,0.00589951,-0.424262,-1.22616,-0.476618,0.77213,-289.702,-14.4044,48.3362,17360.9,13103.3,1.83008,1.39992,2.4222,1.34756,2.59631,0.747584,216.354,69.3143,17591.6,0.0107666,0.640757,0.00720593,20094.9,-0.000564926,-0.0160697,17.0758,8.98136,113.019,76.7934,1.10464,15.1576,13.4839,114.972,140.942,-1.95262,-64.149 
137,45.916,1240,137,16993.9,-0.163141,26.2245,14.7814,115.752,0.0826144,152.333,182.175,-1.17028,1.12341,0.144157,0.812204,0.490736,-299.401,2185.27,45.9341,14644.9,13028.4,0.714964,3.00866,3.91465,2.69745,2.37598,0.692044,2423.75,67.6144,14883.4,0.125961,0.953453,0.00829912,19242,-0.000693061,0.161931,14.4597,12.0882,115.865,90.8965,0.946227,14.9347,13.4152,114.784,140.602,1.081,-49.7054 
138,45.848,1240,138,18314.2,-0.177048,27.9672,14.9421,115.758,0.36698,-409.918,12.1061,-0.836087,-2.53558,-1.6657,2.11027,-0.18625,-295.638,32.6337,54.9926,18004.5,18500.7,1.02547,-0.674025,2.05741,3.97182,1.6753,0.744611,268.12,76.4005,18240,0.0128414,0.667263,0.0076568,20879.3,0.000313964,-0.0111168,23.3758,64.2602,103,98,1.14849,15.1951,13.5487,114.885,140.047,-11.8853,-42.047 
