cyc,freq,delay_samples,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95,two2D_bg,two2D_a1,two2D_sh1,two2D_sv1,two2D_ch1,two2D_cv1,two2D_a2,two2D_sh2,two2D_sv2,two2D_ch2,two2D_cv2,two2D_chd,two2D_cvd
155,45.84,1300,155,16344.7,-0.108271,25.1196,14.9252,115.787,0.0532611,42.1323,337.632,0.0764162,0.0270456,-1.78793,0.805736,-0.582191,-321.308,15.2699,50.7471,16126.1,12277.8,2.09961,2.05024,2.25845,2.82893,1.441,0.788499,271.204,74.0138,16382,0.0144389,0.676778,0.00825392,18782.9,-0.000477707,-0.01891,14.6535,-8.78485,113.569,75.4541,1.02771,15.0006,13.5812,114.883,140.757,-1.3137,-65.3027 
156,45.944,1300,156,20826.4,-0.065409,32.2209,14.5748,115.636,0.0214031,45.9526,24.3799,-2.43075,-1.40228,3.32143,1.24424,0.369809,-313.583,118.086,47.256,20363.6,15319.5,-0.456202,0.572269,7.27053,3.21878,2.34436,0.438558,367.867,69.9633,20613.4,0.0155474,0.750285,0.00621339,23661,0.000422774,-0.0122459,19.4534,-69.1071,103,98,1.34616,14.8566,13.2665,114.794,140.305,-11.7939,-42.3049 
157,45.828,1300,157,18251.1,-0.133485,27.7949,14.9514,115.503,0.673616,-227.773,4.27389e-08,0.508091,-1.07835,1.92308,1.88986,2.01116,-316.79,20.4213,41.1312,17915.8,18523,2.50283,0.916391,5.91256,3.8846,4.00589,0.656691,272.756,64.0708,18168.1,0.0131115,0.708678,0.00645434,20802.7,0.000343713,-0.0111547,24.1118,59.6592,103,98,1.1523,15.0704,13.5174,114.642,139.589,-11.6424,-41.5891 
158,45.852,1300,158,18137.4,-0.0523241,27.4371,14.9728,115.723,0.0612776,-155.209,9.60058e-09,-1.06179,-1.83043,-0.391619,-1.45746,-0.0138219,-229.196,-5.57745,44.6827,17760,13682.8,0.381397,-0.387246,2.49476,-0.0142765,1.42937,0.360974,176.986,61.2794,17942.5,0.0086537,0.622697,0.00625204,20452,-0.000453243,-0.017374,-14.68,8.32174,110.976,76.0855,1.13324,15.1821,13.4084,114.977,139.839,-4.00119,-63.7534 
159,45.912,1300,159,19432.6,-0.0616651,29.9554,14.7118,115.827,0.081612,-10.0678,500,-1.24003,-3.55135,-4.00711,3.40779,1.49105,-252.387,2839.69,61.512,16463.9,14373,0.349181,-1.96214,-0.828691,4.99701,3.08026,1.14705,3040.72,79.7879,16664.9,0.139023,0.956096,0.00874249,21872.1,-0.000815001,0.218109,14.4267,-11.5611,115.915,90.8579,1.06327,14.9762,13.3816,115.031,140.576,0.883771,-49.7181 
160,45.844,1300,160,17898.4,-0.0235878,26.9065,15.1711,115.82,0.00358456,-1.11065,500,-1.65223,0.111958,-2.84774,1.10232,0.481748,-310.753,81.6538,57.7605,17553.8,13288.4,0.304499,2.06869,1.06571,3.05905,2.43848,0.880745,329.18,80.2628,17801.3,0.016101,0.70092,0.00823728,20444.7,0.000207772,-0.011198,23.8412,64.2874,103,98,1.06799,15.4183,14.1667,114.928,140.603,-11.9275,-42.6027 
161,45.884,1300,161,18976.3,-0.104646,28.296,15.1696,115.749,0.146848,-112.422,0.0610831,-1.12021,-0.289865,-1.92418,0.546354,-0.108934,-273.92,-8.22313,47.0765,18414.9,14510.6,0.604595,1.43494,1.52542,2.27116,1.61587,0.7953,209.965,66.9117,18633.1,0.00987354,0.641976,0.00657155,21265.4,-0.000346868,-0.0189233,-16.0655,8.52059,112.573,76.9798,1.15568,15.2046,13.6562,114.981,139.732,-2.40774,-62.7523 
162,45.948,1300,162,17394.7,-0.200117,26.4825,15.1244,115.668,0.229672,63.3112,4.00955,-0.59576,-1.03769,-1.39598,-0.26967,2.49296,-307.704,34.7591,57.0265,17172.7,13512,1.34177,0.899841,2.47908,1.66786,4.4305,0.77086,279.857,79.3081,17417.8,0.0140195,0.668481,0.00831785,19962,-0.000720859,-0.0116556,0.00308296,-11.5996,115.998,71.5478,1.08792,15.2386,13.465,114.881,140.481,1.11738,-68.9327 
163,45.864,1300,163,19537.2,-0.185264,29.8614,14.9151,115.663,0.0633968,83.2974,236.636,0.247097,-3.00551,-3.70436,1.73821,0.0181779,-294.517,46.7972,63.4683,19017.3,14670.7,2.10159,-1.15101,0.00462966,3.59271,1.87267,0.999279,281.391,84.795,19251.9,0.0127696,0.654729,0.00804826,22036,0.000392597,-0.0106633,24.8002,56.6024,103,98,1.22051,14.9896,13.6001,114.844,138.799,-11.8436,-40.7989 
164,45.876,1300,164,19444.9,0.0156496,29.6579,14.7429,115.593,-0.00344185,-30.5935,500,-0.865632,-1.03805,-2.13029,1.08372,0.98303,-276.782,137.155,45.308,18825.1,14237.2,0.87719,0.704773,1.35536,2.82654,2.72585,0.840353,357.622,65.3504,19045.5,0.0163454,0.757697,0.00628106,21879.1,-0.000311467,-0.000964935,-0.0962258,273.584,137.586,87.0808,1.2259,14.804,13.3689,114.746,139.795,22.8395,-52.7143 
165,45.9,1300,165,19128.8,-0.0260747,28.8729,14.9906,115.673,0.0177376,-17.2808,500,-0.845753,0.282586,0.334512,-1.00102,-0.504466,-254.237,18.3843,57.3123,18749.4,14099.8,0.755111,1.88345,3.53624,0.599841,1.0964,0.550728,220.894,75.7222,18951.9,0.0102093,0.625039,0.00730634,21636.6,-0.000432731,-0.0200278,-17.2994,-7.4085,112.573,76.7189,1.18562,15.1079,13.566,114.82,140.563,-2.24691,-63.8444 
166,45.872,1300,166,16500.7,-0.0283328,25.3602,14.6783,115.882,-0.0171616,79.664,500,-0.868038,-1.35752,0.373205,-0.217968,2.29677,-242.072,24.205,39.4228,16323.6,12162.3,0.656228,0.166741,3.42174,1.3063,3.82104,0.6349,217.025,56.9518,16516.4,0.0114946,0.68529,0.00631184,18880.6,-0.00046428,-0.0183089,-14.6456,8.08534,113.354,75.5947,1.07141,14.8843,13.2206,115.139,139.496,-1.78527,-63.9013 
167,45.836,1300,167,21587.9,-0.132205,32.2611,15.1423,115.634,0.115206,60.6223,119.829,-0.0395102,-0.267898,0.629134,1.50764,1.99244,-276.837,61.0687,50.8375,20824.5,16129.9,1.70366,1.47527,4.11547,3.25081,3.73561,0.711818,281.58,70.8839,21045,0.011702,0.694184,0.00616633,24062.4,-0.000209028,-0.0194204,-15.2614,7.90388,113.638,77.1495,1.32885,15.2378,13.3244,114.911,139.474,-1.27299,-62.3241 
168,45.916,1300,168,17339.9,-0.183171,26.4159,15.0447,115.862,-0.0510985,81.6039,181.803,-1.48049,-0.903944,2.0707,-0.396452,1.9648,-250.132,3370.72,50.7225,13712.4,13073.1,0.0945255,0.671071,5.22073,1.17856,3.53981,0.512296,3569.96,68.8351,13911.7,0.185067,0.967358,0.00903244,19290.1,0.00263383,0.184173,-0.08604,21.8171,110.458,92.5385,0.861441,15.0418,-13.5776,114.947,140.789,-4.48888,-48.2508 
169,45.848,1300,169,19353.8,-0.0281335,29.1868,14.9459,115.51,0.0341182,26.965,500,-0.476273,-1.5346,-0.124282,0.719446,0.377439,-261.033,57.0253,66.884,18865.2,14230.5,1.16738,0.109052,3.16302,2.3631,2.02109,0.641529,264.947,85.786,19073.1,0.0121438,0.638315,0.00821724,21817.5,0.000476433,-0.0108366,28.1465,51.3651,103,98,1.20389,15.0013,13.6307,114.745,140.118,-11.7447,-42.1177 
