cyc,freq,delay_samples,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95,two2D_bg,two2D_a1,two2D_sh1,two2D_sv1,two2D_ch1,two2D_cv1,two2D_a2,two2D_sh2,two2D_sv2,two2D_ch2,two2D_cv2,two2D_chd,two2D_cvd
0,45.84,1000,0,20441.4,-0.012099,30.5315,15.1733,115.583,0.00640254,1.17016,2.76406e-11,-1.3915,-0.0367298,-1.22185,-0.161227,1.15487,-214.851,63.9928,77.0297,19985.9,15081,-0.0386431,1.31613,1.48386,1.19163,2.50772,0.770325,235.129,92.5876,20157,0.0102174,0.59203,0.00839039,23012.5,-0.00227646,0.00987968,19.7224,10382.6,135.877,87.2209,1.23734,15.2081,-13.7242,114.714,141.341,21.1635,-54.1199 
1,45.944,1000,1,24019.5,-0.13412,36.694,14.8638,115.619,-0.302935,751.476,5.75844,-1.12032,-2.06092,-1.31647,-0.0522485,3.11311,-283.144,63.1746,64.0559,23528.3,25165.7,0.662561,-0.278039,2.24929,1.73063,4.89599,0.757107,288.709,84.5591,23753.9,0.0106415,0.661134,0.00651481,27130.6,-0.000489724,-0.0224444,15.1749,8.06455,113.556,76.1506,1.52687,14.874,13.3817,114.748,141.606,-1.19151,-65.4549 
2,45.828,1000,2,25612.3,-0.208166,39.8849,14.5405,115.709,3.6476,-1050.47,488.739,-3.03349,-2.56746,0.177402,0.366155,2.54837,-304.279,47.8239,55.381,25339.2,143614,-1.11753,-0.651495,4.00933,2.28212,4.46433,0.553863,290.193,77.4146,25581.6,0.00993901,0.681735,0.00554365,29197.4,-0.000976931,0.0254314,-12.9696,-9.23659,117.842,98,1.76491,14.4881,12.6866,114.878,141.205,2.96411,-43.2053 
3,45.852,1000,3,23283.7,-0.196138,34.2275,15.4262,115.908,0.0834184,376.12,499.884,-1.17813,-0.237301,-0.916175,-1.86445,0.919716,-257.291,164.103,89.89,22443.4,18209.5,0.441958,1.38279,2.32401,-0.244358,2.53981,0.639365,369.045,108.521,22648.4,0.014215,0.660239,0.00874934,25961.7,0.000534497,-0.0121122,-20.3022,73.2803,103,98,1.39337,15.4311,13.7301,115.031,141.421,-12.0307,-43.4212 
4,45.912,1000,4,21539,-0.186481,32.5227,15.0361,115.613,-0.0882615,514.653,412.56,-3.31318,-0.383633,-6.52134,0.284582,-0.442936,-313.464,74.6401,30.7332,21115.9,17397.7,-1.33937,1.59017,-2.57374,2.25838,1.53087,2.75525,324.326,53.432,21365.6,0.0132554,0.776212,0.00458569,24467.5,-0.000565681,-0.0209726,15.9497,7.15427,112.751,76.6952,1.3706,15.1382,13.2158,114.763,140.963,-2.01208,-64.2682 
5,45.844,1000,5,22863.4,-0.16768,34.6672,14.874,115.664,-0.0207543,31.5386,401.691,-1.86113,-1.84619,1.35148,0.454529,-0.637274,-239.129,83.3067,45.7949,22175,16807.2,-0.355398,-0.340463,4.36294,1.96026,0.868456,0.328344,273.781,63.1108,22365.5,0.0107169,0.712554,0.00517117,25546.7,-0.000226791,-0.0229106,15.1916,7.17579,113.131,76.0115,1.47375,14.8337,13.0751,114.88,140.941,-1.74892,-64.9295 
6,45.884,1000,6,22376.6,-0.150932,33.6037,14.9736,115.722,-0.112262,62.5614,160.149,0.314458,-0.700058,4.80811,0.819296,1.17976,-245.944,3653.11,72.5154,18205.4,16608.4,1.8631,0.848587,7.9054,2.36794,2.7284,0.496902,3849.01,90.3248,18401.3,0.156194,0.960553,0.00896113,24642.5,-0.000673152,0.274247,14.8524,11.6089,115.667,90.8148,1.16469,15.1321,13.4069,114.9,141.095,0.766937,-50.28 
7,45.948,1000,7,25315,-0.20647,37.8591,15.1428,115.773,0.344425,-295.636,249.751,-0.439641,0.285274,-4.2384,-1.15937,0.40444,-268.62,89.3101,72.2314,24589.5,21977.3,1.25179,1.9767,-0.855544,0.532062,2.09587,1.17108,303.276,91.6828,24803.5,0.0107047,0.654005,0.00676305,28331.2,-0.000478588,-0.0101498,-14.5198,4.91043,148,56.4738,1.60059,15.047,13.1873,115.05,141.471,32.9495,-84.9967 
8,45.864,1000,8,23972.4,-0.236532,35.6244,15.3698,115.583,0.123219,54.1875,465.683,-1.04906,0.0443355,-0.77582,0.737221,0.541856,-244.289,109.885,73.2114,23186.5,18041.6,0.489156,1.58256,2.30062,2.27544,2.08008,0.736405,304.47,90.9009,23381.1,0.0113927,0.656827,0.00711081,26725.1,-0.00076396,0.0290091,-13.4016,8.56754,116.769,98,1.46027,15.2894,13.4843,114.809,141.167,1.95966,-43.167 
9,45.876,1000,9,22808.1,-0.129757,35.0861,14.5397,115.838,-0.0975229,48.2484,96.359,-1.31197,1.45459,-2.9652,0.666507,1.5582,-233.561,2046.33,28.4765,20388.2,16760,0.158706,2.92526,-0.023861,2.13718,3.02888,1.0029,2232.37,45.3892,20574.3,0.0876081,0.965641,0.00404745,25481.3,-0.000637342,0.16806,13.9671,-11.2077,116.169,91.9575,1.39135,14.6152,12.8869,115.032,140.831,1.13707,-48.8739 
