cyc,freq,delay_samples,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95,two2D_bg,two2D_a1,two2D_sh1,two2D_sv1,two2D_ch1,two2D_cv1,two2D_a2,two2D_sh2,two2D_sv2,two2D_ch2,two2D_cv2,two2D_chd,two2D_cvd
434,45.84,9860,434,18508.9,-0.0331351,28.8427,14.5974,115.303,0.339916,-389.327,497.451,0.771444,0.325972,1.61863,-0.47703,0.931847,-288.536,48.466,70.7307,18330.5,18013.9,2.58828,2.14281,5.25231,1.33981,2.74868,0.626752,278.296,91.6243,18560.4,0.0130953,0.634454,0.0090117,21251.5,-0.00049742,-0.0187885,15.5453,-7.83067,113.94,75.7195,1.20207,14.7797,13.2847,114.596,140.293,-0.65658,-64.5733 
435,45.944,9860,435,15815.1,-0.0114846,24.4855,14.6278,115.397,-0.00613596,13.8588,1.93681e-11,-0.588394,-0.17313,1.22976,1.48017,3.5845,-328.941,80.9202,58.3676,15689.9,11662.4,1.48286,1.89812,5.37227,3.55142,5.65575,0.700883,342.934,82.187,15951.9,0.0186696,0.704522,0.00940164,18368.5,-0.000821459,0.00139032,4243.18,13.6414,131.845,84.9573,1.0171,14.9965,13.3157,114.627,139.449,17.2185,-54.4918 
436,45.828,9860,436,17416.6,-0.0118154,26.8393,14.6164,115.669,-0.00770746,-18.1115,500,-1.70149,0.479065,1.73065,1.78162,1.07777,-280.526,-4.34271,57.2632,17188.2,12775,0.0649061,2.24546,5.26344,3.54802,2.84417,0.623125,219.106,77.5767,17411.6,0.0110136,0.617435,0.00814062,19894.2,0.000159098,-0.00995932,20.8041,66.5435,103,98,1.11869,14.9689,13.4172,114.831,139.691,-11.8309,-41.6906 
437,45.852,9860,437,16836.9,-0.208393,25.8359,15.0703,115.529,0.043997,249.977,3.68678,-0.0480106,-0.78582,-1.7865,-2.51297,1.32178,-277.969,40.7107,55.2106,16557.5,13032.8,1.70229,0.964477,1.7141,-0.762673,3.07208,0.743792,262.123,75.339,16778.9,0.0136365,0.665344,0.00820341,19222.2,-0.000508508,-0.0154648,15.9524,8.08558,115.595,76.2392,1.03573,15.1396,13.7363,114.757,139.852,0.83825,-63.613 
438,45.912,9860,438,17544.4,-0.179135,27.1446,14.7877,115.585,-0.0801765,143.323,5.92033,-3.70392,-0.24609,-1.47039,-0.941804,1.44535,-243.194,1483.61,57.378,15871.8,13441.1,-2.17259,1.28523,1.59226,0.589522,2.97668,0.627202,1677.32,74.9882,16065.5,0.0845791,0.927439,0.008525,19831.4,-0.000641903,0.117531,14.1349,11.4213,115.12,91.4471,1.02441,14.8929,13.4333,114.878,140.267,0.241526,-48.8198 
439,45.844,9860,439,15842,-0.165554,23.997,15.1221,115.57,-0.0603058,34.3686,486.418,-1.44159,-2.715,-1.12397,-0.959547,0.123479,-267.664,31.3621,57.8891,15553.3,11880.6,0.243815,-1.02959,2.24685,0.725861,1.80889,0.4377,244.566,77.2713,15766.5,0.0135413,0.643949,0.00894736,18060.7,-5.85338e-06,-0.00778159,22.8311,61.0481,103,98,0.977819,15.376,13.6288,114.826,139.184,-11.8258,-41.1835 
440,45.884,9860,440,17079.7,-0.01703,25.7726,14.9661,115.507,-0.049713,-17.9317,499.88,0.844786,2.66082,-0.992234,0.215895,1.10038,-298.421,121.73,59.3499,16631.4,12585.3,2.72387,4.5399,2.76593,2.09497,2.97946,0.816876,359.434,80.9593,16869.1,0.018507,0.717272,0.0087633,19421.5,-0.000353212,-0.0142738,13.262,7.60773,113.137,73.5493,1.06471,15.0965,13.417,114.743,138.854,-1.60569,-65.3046 
441,45.948,9860,441,17067.5,-0.227387,25.8861,15.1246,115.526,-0.148691,246.475,500,-3.4313,1.9464,-0.898148,2.21483,3.03836,-309.547,53.1654,61.2936,16691.8,13938.2,-1.48216,3.89554,3.00013,4.16396,4.98749,0.794017,299.731,83.7087,16938.4,0.0154182,0.67171,0.00902147,19440.1,-0.000459603,-0.0158874,-14.1691,8.58077,116.728,75.2357,1.04275,15.1781,13.7409,114.727,139.985,2.00085,-64.7492 
442,45.864,9860,442,16788.4,-0.166291,25.6879,14.9302,115.497,0.0850025,-56.7337,478.773,-1.18994,-2.20806,1.50488,0.476118,-1.91206,-298.968,80.8054,66.0806,16513.9,12642,0.692588,-0.325531,5.26993,2.35864,-0.0295331,0.338455,318.945,87.7297,16752,0.0165696,0.675056,0.00955484,19248.8,-0.000434811,-0.0137538,15.7732,8.22339,117.004,75.8131,1.05845,15.0091,13.4435,114.805,140.085,2.19933,-64.2718 
443,45.876,9860,443,16403.8,-0.0150757,24.8899,14.926,115.619,-0.0033949,-2.23054,1.4516e-12,0.223234,-0.0447411,3.91771,1.53814,2.91378,-269.019,192.033,73.0394,15979.1,12094,1.91717,1.6492,7.30559,3.23208,4.60772,0.609572,406.316,92.5197,16193.4,0.0217225,0.715061,0.0104151,18704.8,4.40266e-05,-0.00644779,18.336,83.8965,103,98,1.00087,15.2227,13.7584,114.793,140.117,-11.7932,-42.1168 
444,45.9,9860,444,16185.5,-0.0121787,24.9897,14.7011,115.559,-0.000106386,0.274326,3.13202e-11,0.516276,1.18426,-1.78893,0.972815,0.391427,-255.234,2996.22,54.6576,13066.7,11959.3,2.12342,2.7914,1.42535,2.57996,1.99857,0.869458,3199.52,73.1398,13270,0.17585,0.961534,0.010051,18194.6,-0.00062935,0.223415,14.5282,-11.7419,115.556,89.6802,0.835459,14.9656,13.5149,114.853,139.132,0.703017,-49.4514 
445,45.872,9860,445,15693.8,-0.133191,23.6433,15.1751,115.447,0.0752427,-360.562,477.98,-1.59468,-0.52677,2.82434,3.22941,1.41085,-357.647,36.7176,44.5358,15473.6,12562.9,0.657331,1.72524,7.32836,5.48142,3.66286,0.611335,321.597,70.4339,15758.5,0.0177396,0.722923,0.00816619,18128.7,-0.000559358,-0.016755,17.3442,-7.26711,116.06,76.2583,0.952426,15.4342,13.7555,114.694,139.918,1.36506,-63.6592 
446,45.836,9860,446,16360,-0.0620873,25.2566,14.8066,115.492,-0.0153229,-4.14235,500,2.21951,1.29126,0.330277,1.78127,-0.0815325,-297.752,56.463,47.0237,16137.2,12175.8,4.09438,3.16612,4.08,3.65613,1.79333,0.756997,293.633,68.5847,16374.4,0.0156216,0.709848,0.00765666,18796.7,-0.000501288,-0.0171128,15.6373,7.48907,117.923,75.9103,1.02665,14.9933,13.6074,114.767,139.928,3.1558,-64.0176 
447,45.916,9860,447,17211.8,-0.117515,26.099,14.9772,115.365,-0.120403,-7.35388,500,-3.29652,-1.40383,-1.27335,2.99492,1.03203,-317.008,247.387,53.0621,16657.9,12753.6,-1.30041,0.592282,2.71888,4.99103,3.02814,0.728923,499.895,76.0174,16910.4,0.0254936,0.789817,0.00821282,19608.6,-0.000317543,-0.013107,11.8663,-6.82376,114.948,71.3888,1.05568,15.1762,13.5072,114.591,138.88,0.356512,-67.4917 
448,45.848,9860,448,18365.8,-0.172924,27.9884,-14.9541,115.508,0.0174333,166.457,176.084,-0.178288,0.202375,-0.505427,1.08402,2.22667,-287.462,62.7429,60.4869,17944.2,13719.4,1.63178,2.01245,3.11472,2.8941,4.03674,0.772479,291.717,81.3027,18173.2,0.0140064,0.672164,0.00817381,20827.4,-0.000363236,-0.0155404,-15.4553,-7.80495,112.391,75.9144,1.16534,14.999,13.2727,114.729,139.783,-2.33803,-63.869 
449,45.928,9860,449,17731.7,-0.0787361,27.2502,14.6354,115.372,-0.344681,200,499.977,0.144294,0.396865,2.38553,0.59832,2.54574,-290.576,108.008,40.3354,17382,15227,1.97397,2.22654,6.04489,2.428,4.37542,0.645437,339.462,61.3767,17613.4,0.0167697,0.759642,0.00637816,20242.6,0.00012458,-0.0089764,17.7726,76.4565,103,98,1.13587,15.0652,13.2755,114.47,139.937,-11.4698,-41.9367 
450,45.868,9860,450,14538.3,0.00574159,22.5244,14.671,115.636,-6.12028e-05,-7.86143,4.80552e-11,0.319136,-0.159161,1.01921,-3.12979,1.29822,-286.554,13.4642,44.0112,14431,10757.4,2.12349,1.64519,4.62792,-1.32543,3.10257,0.545112,241.715,64.7613,14659.2,0.0143821,0.680797,0.00807234,16806.6,-0.000520623,-0.0137908,14.3466,8.6102,112.037,75.448,0.931323,15.0173,13.3779,114.915,139.748,-2.87795,-64.2995 
451,45.856,9860,451,16248.1,-0.0960884,24.9474,14.8135,115.475,0.0659688,41.0778,499.947,-2.31237,0.420236,1.10912,1.62644,0.0611714,-264.456,2.52737,43.8671,16096.8,12118.6,-0.647165,2.08545,4.43954,3.29165,1.72638,0.592548,213.176,63.017,16307.5,0.0114361,0.659058,0.00706813,18640.6,-0.000524209,-0.0174097,13.8868,10.1627,115.767,74.3364,1.03187,14.9852,13.507,114.679,139.788,1.0885,-65.4514 
452,45.904,9860,452,18914.5,-0.122681,29.2775,14.5403,115.558,0.288206,-351.092,484.726,0.0964928,0.188797,2.83581,1.40376,1.22351,-231.496,3215.42,62.2138,15404.9,17152,1.55416,1.64647,5.75115,2.86143,2.68118,0.603215,3399.82,78.977,15589.3,0.161775,0.960936,0.00924601,21015.7,-0.000569631,0.245581,14.1567,11.6921,115.426,89.588,1.00837,14.8266,13.3143,114.755,139.702,0.671289,-50.1138 
453,45.832,9860,453,16365.4,-0.208514,24.8904,15.2318,115.724,-0.0276804,316.124,56.3359,-0.937345,-0.898933,-3.62573,1.63505,0.824387,-272.262,29.4396,70.6176,16073.6,12626.7,0.777018,0.815429,-0.197004,3.34941,2.53875,1.02705,246.306,90.3327,16290.5,0.0132035,0.609083,0.0101114,18654.6,0.000119421,-0.00925331,23.6659,59.4913,103,98,0.999415,15.3779,13.7788,114.888,140.29,-11.8883,-42.2899 
454,45.892,9860,454,18489.8,0.0302951,28.3352,14.6489,115.595,-0.0655607,-23.9949,0.0268648,-0.554041,0.0735589,1.08959,-0.300845,0.956414,-262.73,219.615,68.346,18010.6,13563.4,1.1003,1.7279,4.39827,1.35349,2.61075,0.606972,428.889,87.371,18219.9,0.0204064,0.737191,0.00875622,21017.3,-0.000167981,-0.0062848,-16.0859,26.0636,110.562,55,1.18559,14.8447,13.1567,114.746,139.132,-4.18415,-84.1323 
455,45.88,9860,455,17691.1,-0.0321041,27.9457,14.332,115.402,-0.0165117,9.13949,500,-0.46212,1.5522,-1.14945,1.39147,-1.47581,-266.928,200.265,40.5708,17433.9,13043.1,1.21866,3.23297,2.2121,3.07225,0.204963,0.777476,412.883,59.8997,17646.5,0.0202856,0.797522,0.00621402,20353.5,0.000181487,-0.00787475,17.3129,87.2501,103,98,1.18426,14.44,13.1687,114.564,139.479,-11.5636,-41.4788 
456,45.908,9860,456,15481.8,-0.15179,24.2031,14.6056,115.686,0.135222,-308.673,161.099,0.559397,-0.261143,-0.272519,0.715494,1.52953,-253.859,2437.23,45.7401,12967.1,12866.4,2.15788,1.33734,2.92445,2.31398,3.12801,0.753454,2639.44,64.1227,13169.3,0.150647,0.959219,0.00888968,17520.7,-0.000610786,0.187695,14.4,11.5013,115.401,89.7612,0.852923,14.7772,13.2598,114.919,139.182,0.482121,-49.421 
457,45.86,9860,457,16519.7,-0.161315,25.5516,14.7594,115.416,0.270755,-244.887,60.3239,0.734698,-1.55225,-0.414703,0.874888,1.24353,-340.647,49.5406,47.0987,16360.6,14435.1,2.87966,0.592708,3.87522,3.01985,3.38849,0.718287,320.878,71.7658,16631.9,0.0167867,0.718703,0.00788589,19115,-0.000629526,-0.0038646,42.588,0.100935,119.332,70.1021,1.05928,14.9463,13.3412,114.713,139.158,4.61949,-69.0559 
458,45.888,9860,458,19313.8,0.0110064,29.6593,14.5457,115.439,-0.00850494,33.9804,1.20668e-11,-1.42133,-1.32007,-0.588391,1.12167,2.35258,-243.703,0.586493,56.012,18906,14053.4,0.113198,0.214457,2.48067,2.65621,3.88712,0.734734,194.705,73.6591,19100.1,0.00894049,0.601668,0.00705392,21777.9,-0.000338278,-0.0200774,-16.3455,7.21889,112.472,75.9988,1.23709,14.8472,13.2712,114.68,139.497,-2.20831,-63.4977 
459,45.94,9860,459,15470.6,-0.058938,23.7941,14.7071,115.659,-0.0228444,3.66434,499.995,2.5982,0.612716,0.694516,1.1841,-0.228683,-278.805,33.1636,70.3553,15253.5,11394.5,4.35376,2.36828,4.20564,2.93967,1.52688,0.726804,255.242,90.5442,15475.5,0.0143858,0.616982,0.0106629,17742.6,0.000121138,-0.00842209,19.3492,72.2725,103,98,0.991142,14.9402,13.4551,114.801,139.047,-11.8011,-41.0465 
460,45.932,9860,460,16465.7,-0.0276102,24.9886,-14.8672,115.467,0.00130276,-61.2901,500,-1.49593,0.0436078,-2.64209,0.946755,0.0510311,-274.097,17.7048,55.4313,16199.5,12096.5,0.229985,1.76952,0.809747,2.67267,1.77695,0.888447,236.033,75.2793,16417.9,0.0125628,0.641792,0.00837569,18788.2,-0.000543701,0.000489291,2088.38,1.01631,103.007,80.3432,1.04975,14.9939,13.2981,114.635,139.365,-11.6284,-59.0214 
