cyc,delay from wiggle start,charge col start,wait,freq,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95
119,335,0.64,0.23,44.74,119,27645.6,-0.0433785,58.058,12.4045,116.725,0.0108154,-46.5666,500,-9.39088,-20.8988,-21.9637,-11.0833,-19.5583,-1065.51,652.554,89.5942,32601.8,23460.7,-2.68165,-14.1896,-8.54526,-4.37409,-12.8491,0.799593,2147.04,144.945,34096.3,0.0592395,0.894341,0.00777005,36243.3 
120,335,0.64,0.23,44.85,120,29125.5,0.0304746,58.9465,12.5213,116.652,-0.0243656,-105.428,500,-14.2914,-3.61833,-35.5729,-8.29632,-14.0079,-756.157,4930.22,118.789,29435.9,24110.7,-9.53005,1.14299,-26.0503,-3.535,-9.24662,0.448309,5990.81,158.07,30496.5,0.164189,0.955864,0.00945771,36487.3 
121,335,0.64,0.23,44.76,121,24197.5,-1.25577,53.4722,12.4918,116.644,0.487617,715.995,392.708,-7.94985,-14.563,-34.6517,-17.3611,-24.0265,-911.245,1625.43,99.2267,27970.6,33109.7,-2.21199,-8.82517,-23.176,-11.6232,-18.2887,0.638581,2903.54,146.564,29248.7,0.0903059,0.918834,0.00914629,32152.2 
122,335,0.64,0.23,44.88,122,27250.1,-0.127266,57.4214,12.3892,116.587,-0.117346,146.838,500,-8.42585,-9.11027,-18.7616,-6.55547,-14.504,-1009.53,1756.37,96.1138,31012,23719.5,-2.06911,-2.75353,-6.0481,-0.198729,-8.14731,0.68527,3172.34,148.557,32427.9,0.0891099,0.924257,0.00836832,35600.3 
123,335,0.64,0.23,44.9,123,26962.6,-1.41268,57.1459,13.052,116.392,2.17381,299.808,279.099,-12.1365,-11.28,-31.1206,-18.0163,-18.4553,-883.536,714.761,90.001,31863.6,45496.3,-6.57307,-5.71666,-19.9939,-12.4529,-12.8919,0.653055,1954.01,135.899,33102.9,0.0557382,0.891496,0.00750573,35056.9 
124,335,0.64,0.23,44.75,124,26462.3,-0.238534,55.7104,12.4721,116.581,0.0139715,116.639,0.358534,-7.56581,-13.5115,-36.7065,-15.4773,-6.07361,-1003.35,1104.4,90.068,30905.9,22672,-1.248,-7.19365,-24.0708,-9.15945,0.244203,0.418968,2511.69,142.19,32313.2,0.0721234,0.90986,0.00804076,34824.9 
125,335,0.64,0.23,44.8,125,28010,-1.26543,58.814,12.7848,116.68,0.364655,-1188.19,75.4299,-15.3241,-14.3572,-32.6849,-16.6095,-20.1972,-889.548,5614.06,134.179,27713.7,38582.2,-9.72285,-8.756,-21.4824,-11.0083,-14.596,0.672353,6861.73,180.389,28961.4,0.191545,0.956017,0.0113436,35823.1 
126,335,0.64,0.23,44.81,126,27371.1,-0.543217,60.1304,12.1774,116.658,0.243656,140.815,0.004632,-11.1935,-12.9249,-30.2076,-17.6845,-9.83856,-891.436,6017.95,127.81,27292.5,24953.5,-5.58031,-7.31174,-18.9813,-12.0713,-4.22542,0.605952,7268.28,174.118,28542.8,0.202962,0.959764,0.0111124,35811.1 
127,335,0.64,0.23,44.89,127,24573.2,-1.3936,55.9337,12.3683,116.38,0.951566,106.452,410.673,-7.86878,-11.6771,-20.7875,-8.98593,-6.70743,-925.632,900.644,75.5118,29491.5,25818.1,-2.04032,-5.84861,-9.13061,-3.15747,-0.878971,0.566365,2198.93,123.597,30789.7,0.0666572,0.910446,0.00734033,32988.7 
128,335,0.64,0.23,44.82,128,24232,-0.150124,51.9275,12.1632,116.775,-0.0160603,92.5981,6.06906e-10,-17.1272,-10.8892,-16.2334,-19.7644,-3.18171,-626.689,5731.29,106.089,23610.9,20609.2,-13.1811,-6.94311,-8.3412,-15.8183,0.764389,0.808333,6610.28,138.644,24489.9,0.212548,0.964595,0.010321,31100.2 
