cyc,delay from wiggle start,charge col start,wait,freq,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95
153,375,0.6,0.27,44.74,153,25038.8,-0.178991,53.8534,12.3581,115.997,-0.151574,9.80532,500,-7.07356,-11.9751,-33.1642,-7.94382,-9.27256,-1068.24,473.875,82.1904,30326.8,21713.5,-0.347149,-5.24868,-19.7113,-1.21741,-2.54614,0.321952,1972.18,137.683,31825.1,0.0583533,0.891129,0.00790639,33797.3 
154,375,0.6,0.27,44.85,154,25878.2,-0.196785,56.0503,11.9924,116.583,0.0909514,201.277,13.5884,-20.2921,-5.37415,-22.3466,-18.4764,-14.1526,-927.334,5516.74,139.395,26064.1,22477.5,-14.4529,0.465029,-10.6682,-12.6372,-8.31339,0.766083,6817.42,187.569,27364.8,0.199443,0.954064,0.012469,34182.2 
155,375,0.6,0.27,44.76,155,23971.6,-1.36056,53.8841,12.5267,116.385,1.44504,-1000.29,498.791,-23.2342,-16.2661,-17.8525,-22.6439,-4.37758,-1049.8,1276.37,81.0816,28750.7,69027.6,-16.6239,-9.65582,-4.63186,-16.0336,2.23272,0.896408,2748.82,135.617,30223.2,0.0833683,0.920523,0.00819809,32972 
156,375,0.6,0.27,44.88,156,23548.2,-0.288039,51.0076,12.3044,116.472,0.393496,-712.506,500,-21.31,-20.1921,-20.8266,-13.2984,-18.2809,-892.134,2564.47,120.065,26535,29558,-15.6924,-14.5746,-9.59157,-7.68088,-12.6634,0.840679,3815.77,166.41,27786.3,0.120744,0.929092,0.0109118,31602.1 
157,375,0.6,0.27,44.9,157,28103.7,-1.11465,60.0411,12.6416,116.403,1.16344,-404.86,441.601,-8.55926,-11.1908,-25.7374,-16.9921,-13.9248,-1012.65,1088.05,105.5,32733.8,40041.9,-2.18287,-4.81441,-12.9847,-10.6157,-7.54838,0.659607,2508.39,158.105,34154.2,0.0684182,0.900655,0.0084553,36662.5 
158,375,0.6,0.27,44.75,158,23028.2,-0.60245,52.5521,11.998,116.224,0.723725,514.552,500,-13.5455,-8.07605,-29.3714,-17.0184,-11.8214,-1040.06,624.697,71.7055,28231.5,32648.2,-6.99646,-1.52706,-16.2735,-10.4694,-5.27243,0.598571,2083.49,125.735,29690.2,0.0655726,0.904479,0.00774071,31773.7 
159,375,0.6,0.27,44.8,159,24989.5,-0.0417937,53.8427,11.9706,116.642,0.00397999,-4.9836,4.07988e-05,-22.8781,-11.4815,-32.6103,-11.557,-15.0953,-737.324,4556,125.544,25603,20982.2,-18.2354,-6.83881,-23.3249,-6.91427,-10.4526,0.645335,5590.17,163.847,26637.2,0.17346,0.95121,0.0112039,32227.4 
160,375,0.6,0.27,44.81,160,25652.6,-0.152926,56.096,11.9772,116.758,0.220646,-182.174,500,-15.8728,-4.05728,-25.9175,-17.8078,-5.37808,-791.365,5367.49,116.549,25881.2,23180.1,-10.8898,0.925739,-15.9514,-12.8248,-0.395065,0.592404,6477.45,157.659,26991.2,0.193538,0.959146,0.0106455,33468.6 
161,375,0.6,0.27,44.89,161,25195.3,-0.212211,56.123,11.9705,116.543,-0.563531,117.028,0.000145142,-15.5343,-17.949,-23.6229,-9.88897,-9.91556,-1034.37,1518.74,83.8686,29436.2,24016.9,-9.02113,-11.4359,-10.5966,-3.37584,-3.40242,0.719902,2969.54,137.602,30887,0.0877095,0.924991,0.00813981,33856.5 
162,375,0.6,0.27,44.82,162,26828.7,-1.35164,59.1786,12.4376,116.904,-0.191488,1253.67,132.244,-11.2497,-8.09755,-19.5355,-7.4696,-20.508,-902.366,6158.14,133.136,26502.2,31775.3,-5.56776,-2.41559,-8.17162,-1.78764,-14.826,0.750627,7423.8,180.012,27767.8,0.210953,0.959293,0.011801,35191.6 
