,filename,time,B,e_B,A,x0,sigma,C,e_A,e_x0,e_sigma,e_C
0,2024-03-05_E_e_delay from wiggle start=115.dat,115,202.0818970042056,0.0040022886806809765,0.17469117401510112,44.81390959823833,0.10340487072378014,0.04623769591555125,0.006406530987847154,0.0006252228708295581,0.004357879452916901,0.006893931456182915
1,2024-03-05_E_e_delay from wiggle start=135.dat,135,202.11350134544054,0.005742515890347022,0.1708929059650093,44.81884650833348,0.10423897526404127,0.04269828325531456,0.010084657272329128,0.0008969874556099335,0.007002819387761613,0.0110012481839357
2,2024-03-05_E_e_delay from wiggle start=155.dat,155,202.16259256255597,0.005392660249071923,0.16994334296920272,44.82651411354785,0.1023698972667851,0.0464628736786837,0.0080611993385758,0.0008422160948119807,0.005636070270492466,0.00863105167789237
3,2024-03-05_E_e_delay from wiggle start=175.dat,175,202.17508509444627,0.0050557893881659766,0.15553841632589183,44.828465154216296,0.09863990367825676,0.05655132396320178,0.0059830379361803816,0.0007895750317954384,0.004518218871301132,0.006205405938698518
4,2024-03-05_E_e_delay from wiggle start=195.dat,195,202.10657730249534,0.0036051359091402446,0.16769676274712586,44.81776494448615,0.10164606986929603,0.04826836562886784,0.005658961716242382,0.000563139785917134,0.004021810190924554,0.006138016189374229
5,2024-03-05_E_e_delay from wiggle start=215.dat,215,202.09127521534822,0.004010112218452377,0.16870003898096117,44.81537461620896,0.10386805272911351,0.044187098233098424,0.006517131871807514,0.0006264274139972926,0.004588818728494649,0.007058294514354242
6,2024-03-05_E_e_delay from wiggle start=315.dat,315,202.08494546661,0.0037513883911231005,0.16092369037150153,44.81438581854453,0.10230438329004969,0.04827964517612362,0.005423418313879674,0.0005860230113544047,0.004006837845998817,0.005830175945256787
7,2024-03-05_E_e_delay from wiggle start=335.dat,335,202.11463194783852,0.002798196411703202,0.15520955273999085,44.81902311092342,0.0952371499471489,0.05307932778354701,0.0033810310392516636,0.00043708188152776254,0.002586178567216722,0.003564990852965184
8,2024-03-05_E_e_delay from wiggle start=355.dat,355,202.1671012942488,0.004048954633759649,0.1669780832329362,44.8272182801845,0.09588706507719058,0.050230782163158,0.004962768241779596,0.000632351266184663,0.0034662749977795795,0.005092385415845835
9,2024-03-05_E_e_delay from wiggle start=375.dat,375,202.17974085107826,0.004221117794372731,0.15486752702693057,44.82919225558707,0.09636584968764482,0.05763477026346532,0.004662061381793068,0.0006592139455213064,0.0034831146505336454,0.004715937124026251
10,2024-03-05_E_e_delay from wiggle start=395.dat,395,202.14263537416568,0.004452867564424423,0.1639664050552543,44.82339711689676,0.1041444565263494,0.044623115872766655,0.007273395341935774,0.0006954835303993443,0.005266192016557498,0.007906912708257642
