cyc,freq,delay,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95,Tx,Ty,LiToTF,LiNfit,TFcalc,ToTFcalc,G_ctr_x,G_ctr_y,G_sigma_x,G_sigma_y,G_ar,G_Tx,G_Ty,G_ToTFcalc
348,43.248,0.49,348,12200.8,0,5,101,125,0,5,135,-4.46682,-10.3196,-19.838,-4.86512,-6.94383,314.179,-37.1436,24245.4,-43.7293,16439.4,-5.68074,-11.5336,-22.2658,-6.07905,-8.15776,0.585497,-55.5043,22868.4,-62.09,0.426916,-0.00138885,1.00148,-130.012,556.396,583.186,1.0044,33351.8,8.55044e-07,0.666204,111.106,87.3862,24.974,25.3353,0.985737,566.945,594.382,0.678915 
349,43.288,0.49,349,15398.1,0,5,101,125,0,5,135,-6.96777,-13.1344,-23.5165,-11.888,-7.31178,321.925,-26.2049,27526.9,-38.369,16439.4,-8.21162,-14.3783,-26.0042,-13.1318,-8.55563,0.63,-45.0182,26115.9,-57.1823,0.396158,-0.000985991,1.00119,-113.637,542.109,587.13,0.856002,36695.8,8.82715e-07,0.639131,111.635,87.5132,24.7914,25.5646,0.969756,558.688,605.19,0.658734 
350,43.268,0.49,350,14135.9,0,5,101,125,0,5,135,-2.28953,-7.29706,-3.46276,-9.1495,-3.84255,314.603,-35.1685,26303.4,-51.6318,16439.4,-3.50509,-8.51262,-5.89388,-10.3651,-5.05811,0.823191,-53.5539,24924.4,-70.0172,0.389272,-0.00122931,1.00153,-137.575,540.61,589.117,1.26246,35301.2,8.71388e-07,0.647636,111.432,87.408,24.5049,25.346,0.966815,545.847,594.882,0.653942 
351,43.158,0.49,351,13772.9,0,5,101,125,0,5,135,-5.08403,-5.75066,-15.2285,-7.38524,-10.6577,300.749,-27.8326,25969.1,-51.4726,16439.4,-6.24606,-6.91269,-17.5526,-8.54727,-11.8198,0.656359,-45.4084,24650.9,-69.0483,0.354016,-0.00105371,1.00152,-128.266,507.417,562.71,0.946008,34854.1,8.67694e-07,0.615827,110.823,87.7438,23.891,24.9283,0.95839,518.843,575.438,0.629725 
352,43.258,0.49,352,16009.6,0,5,101,125,0,5,135,-5.86797,-10.6344,-18.1563,-10.2045,-6.58292,280.258,-32.9136,28110.6,-54.5168,16439.4,-6.95083,-11.7173,-20.322,-11.2874,-7.66578,0.649278,-49.2918,26882.3,-70.895,0.366848,-0.00104888,1.00143,-134.366,581.273,614.104,0.867851,37823.4,8.91666e-07,0.670053,111.735,87.3879,25.6542,26.1281,0.981861,598.249,632.162,0.689689 
353,43.238,0.49,353,12089.9,0,5,101,125,0,5,135,-12.464,-4.57226,-22.2249,-5.79269,-10.5738,300.458,-33.5546,24403.6,-32.506,16439.4,-13.6249,-5.73316,-24.5467,-6.9536,-11.7347,0.607837,-51.1133,23086.7,-50.0647,0.459689,-0.00126673,1.00118,-111.191,603.206,623.231,0.857939,33718.4,8.58165e-07,0.714474,112.182,86.5896,26.147,26.336,0.992824,621.456,642.263,0.736192 
354,43.193,0.49,354,11778.6,0,5,101,125,0,5,135,-7.98158,-3.36003,-19.4816,-10.2134,-9.03653,313.224,-50.4749,24235.6,-46.5428,16439.4,-9.19182,-4.57026,-21.9021,-11.4236,-10.2468,0.617995,-68.7798,22862.7,-64.8476,0.469176,-0.00172203,1.00154,-146.597,559.884,592.87,1.12739,33037.9,8.52353e-07,0.675942,111.889,87.2365,24.9866,25.476,0.980788,567.517,601.001,0.685185 
355,43.148,0.49,355,14812.7,0,5,101,125,0,5,135,-4.76415,-9.74752,-13.475,-7.78632,-9.7413,356.203,-34.9542,27056.2,-36.8121,16439.4,-6.14045,-11.1238,-16.2276,-9.16261,-11.1176,0.698215,-55.7707,25495,-57.6285,0.446434,-0.00125158,1.00123,-124.925,543.432,579.985,0.905834,36269.9,8.79287e-07,0.638484,110.617,87.2698,24.7609,25.3484,0.976821,557.31,594.996,0.6549 
356,43.178,0.49,356,15734.9,0,5,101,125,0,5,135,-6.98772,-8.19954,-18.8926,-6.00542,-10.3015,312.936,-45.318,27900.4,-45.3101,16439.4,-8.19684,-9.40866,-21.3109,-7.21454,-11.5107,0.630286,-63.606,26528.8,-63.5981,0.454576,-0.00137195,1.0013,-139.924,569.566,619.772,1.01173,37374.6,8.88125e-07,0.668981,111.476,87.0104,25.2671,26.1151,0.967529,580.333,631.533,0.681652 
357,43.228,0.49,357,8098.09,0,5,101,125,0,5,135,-9.92046,-6.6485,-22.2359,-10.026,-7.93821,334.357,-26.8068,20244.5,-49.5951,16439.4,-11.2124,-7.94039,-24.8197,-11.3179,-9.2301,0.61532,-46.3467,18779,-69.1349,0.358419,-0.00141228,1.002,-129.309,570.884,621.859,1.59598,28558.6,8.11946e-07,0.733825,111.487,87.3,25.1222,25.9783,0.967043,573.693,624.935,0.737445 
358,43.118,0.49,358,13674.1,0,5,101,125,0,5,135,-11.5778,-8.89377,-24.4581,-11.4145,-11.794,354.977,-40.3332,26611.1,-52.8289,16439.4,-12.9494,-10.2653,-27.2012,-12.786,-13.1656,0.643812,-61.078,25055.2,-73.5738,0.408914,-0.00139494,1.0016,-149.367,532.051,587.146,0.96452,36098.5,8.779e-07,0.636656,111.85,87.6363,24.4533,25.4528,0.96073,543.55,599.906,0.650454 
359,43.218,0.49,359,9732.84,0,5,101,125,0,5,135,-7.13231,-8.09527,-27.4758,-13.8583,-11.8298,279.485,-30.1743,21784.8,-37.5667,16439.4,-8.21219,-9.17514,-29.6355,-14.9382,-12.9097,0.604177,-46.5074,20559.8,-53.8998,0.418281,-0.00129428,1.00143,-111.187,582.214,640.527,0.76878,30169,8.2693e-07,0.738485,111.805,87.2878,25.825,26.8431,0.96207,606.242,667.235,0.769119 
360,43.203,0.49,360,8883.26,0,5,101,125,0,5,135,-6.89359,-6.17625,-15.9951,-9.1904,-10.5052,364.642,-14.0348,21724.7,-66.738,16439.4,-8.3025,-7.58515,-18.8129,-10.5993,-11.9141,0.671184,-35.3444,20126.5,-88.0476,0.250667,-0.0010045,1.00238,-141.002,558.85,611.194,0.844323,30158,8.2683e-07,0.70684,111.308,87.0772,25.183,26.0979,0.964945,576.476,630.7,0.729266 
361,43.138,0.49,361,14006.9,0,5,101,125,0,5,135,-7.38337,-7.16591,-18.8761,-13.2314,-13.6091,310.47,-46.0812,26557.7,-39.0078,16439.4,-8.58297,-8.3655,-21.2753,-14.431,-14.8087,0.684639,-64.225,25196.9,-57.1517,0.483596,-0.00145865,1.00123,-132.807,545.073,589.883,2.43779,35938.1,8.76598e-07,0.64686,111.669,87.2794,24.5043,25.2566,0.970214,545.82,590.692,0.647746 
362,43.168,0.49,362,12506.3,0,5,101,125,0,5,135,-2.68954,-6.47089,-6.10192,-4.9508,-11.3097,370.93,-22.4026,25292.5,-49.9904,16439.4,-4.12274,-7.90409,-8.96831,-6.384,-12.7429,0.776474,-44.0798,23666.7,-71.6675,0.338865,-0.00106543,1.00165,-130.081,544.698,577.428,1.76683e+10,34343.8,8.63438e-07,0.649524,111.246,87.8911,24.4791,24.9714,0.980287,544.701,577.429,0.649527 
363,43.278,0.49,363,13912.8,0,5,101,125,0,5,135,-1.78901,-14.1884,-16.7364,-5.8348,-13.3799,375.351,-44.4624,26200.8,-49.7666,16439.4,-3.2393,-15.6387,-19.637,-7.28508,-14.8302,0.676119,-66.3979,24555.6,-71.7021,0.435566,-0.00154752,1.00159,-152.44,531.45,576.86,0.825344,35237.1,8.70861e-07,0.635796,111.413,86.6613,24.5841,25.3785,0.968698,549.381,596.408,0.657294 
364,43.253,0.49,364,15506.5,0,5,101,125,0,5,135,-4.52591,-6.5458,-17.0542,-7.55528,-7.21806,317.908,-40.8434,27333.8,-30.1848,16439.4,-5.75425,-7.77414,-19.5109,-8.78361,-8.44639,0.611872,-59.422,25940.4,-48.7633,0.503841,-0.00131069,1.00102,-117.938,561.273,596.918,0.654555,36570.6,8.8171e-07,0.656476,111.018,87.5585,25.6425,26.2053,0.978523,597.702,635.901,0.699216 
365,43.188,0.49,365,12674.6,0,5,101,125,0,5,135,-2.11786,-8.35772,-18.2554,-8.3981,-3.75297,292.019,-32.0894,24701.4,-63.0685,16439.4,-3.24616,-9.48602,-20.512,-9.5264,-4.88128,0.569544,-49.155,23421.4,-80.1341,0.338263,-0.00120071,1.00186,-145.316,510.891,555.393,383.816,31930.9,8.42724e-07,0.63209,111.293,87.2857,24.8291,25.2211,0.984457,560.386,589.035,0.681756 
